Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt
USOI,0.336083199173928,0.11340534068416679,-0.000417848044899499,4.0136304190424955e-05,4.5936929476661885e-05,0.30801783307342695,0.38389311533767506,0.25873497978167864,29.810515904912656,37.03690631361391,4.489999771118164,-0.23509372084246327,0.30734970707966225,-0.0626305204851833,-0.2231834588000748,0.0980873349276387,0.0221502015103243,0.0247752163181183,0.0186152884031638,0.7954495630638327,0.044232381325745,0.0029621156433693,0.006426845226654,0.8178027696771883,-0.23509372084246327,0.30734970707966225,0.7092437047975201
GOGL,0.28103450822347176,0.04374188722582283,0.005204141388230378,0.00395212247093074,0.001039776163094985,0.14849074313790964,0.1557935665709216,0.15839012601377028,34.69781837401569,40.61866332585928,10.270000457763672,-0.36052298883678446,0.5637778724539126,-0.0569329537201748,-0.3326835458961177,0.3366118702033029,0.033350396739581,0.035547489850849,0.0394931420667627,0.3432397990008385,0.1633764496843194,0.0964958430768446,0.1209729467512679,0.3532956724102372,-0.36052298883678446,0.5637778724539126,1.8067748186931103
GNK,0.25802216525625415,0.04300969270553542,0.004075233803482699,0.00486701074384765,0.0020217660269051573,0.13535122610054615,0.14437464117391588,0.14437464117391588,34.00455733214453,41.89766053283611,17.510000228881836,-0.34979576567191795,0.5379782954403476,-0.0691121357772679,-0.3130639314982728,0.0844865787700459,0.0351420975612283,0.0386471715009587,0.036950438933537,0.3327207350014725,0.164309267272546,0.094641384685282,0.119850368464855,0.3434202521100664,-0.34979576567191795,0.5379782954403476,1.8254981761516385
SBLK,0.2286346652034498,0.045407015065199084,0.007324404863212934,0.004546174926561403,0.001018090660844604,0.12015347223340277,0.21324717088819042,0.12816370371562963,42.28187282225964,47.101781967157095,24.76000022888184,-0.2383881418879712,0.31300476659976795,-0.0354499355164587,-0.2076799926757813,0.5896401431137308,0.0320943922031589,0.0413439755559371,0.0398434827621065,0.3269346503590179,0.1583913429826534,0.0893220400711655,0.1120450590233907,0.3390949017826253,-0.2383881418879712,0.31300476659976795,1.885072768008683
ZIM,0.22507090894219137,0.10508715985763925,0.01116880963433724,0.0016912292479561483,-0.02024220356062133,0.17089746569288566,0.1822906300724114,0.18229063007241136,61.20550893282356,50.341538839922656,50.02999877929688,-0.32494363066262666,0.4813577731020997,-0.025895673972921,-0.246195619913593,0.6929080984668206,0.0403675846790881,0.0453929090196449,0.0382089084554841,0.298568744250076,0.2493743112517737,0.2244824604692641,0.2540665978078164,0.3131726295525879,-0.32494363066262666,0.4813577731020997,1.3215546957946631
MSB,0.1685943804380872,0.03094789351467645,0.012839700953156851,0.0062036740359615455,0.002094737187071239,0.10936895115540804,0.12884243166201695,0.11666021456576857,38.329171024721525,47.21683059893967,25.82999992370605,-0.1358600959998123,0.1572200234833534,-0.0872791300333281,-0.0943197928079047,-0.1299551233986077,0.0500039027776406,0.0334211995992183,0.0377930145651722,0.335482470160613,0.1869486919500543,0.0794602832187737,0.1205337881108441,0.3772687244879005,-0.19888906333317447,0.24826656862367935,0.6116988454444697
SOXL,0.1101999857434675,0.08196251398262502,0.025691287529762876,0.05046821524426202,0.0833522111169734,0.0009515179107557872,0.0007992750450348612,0.0007992750450348613,80.84905692674006,59.35565070497724,22.06999969482422,-0.5673469119150069,1.3113206112227118,0.21263729503601,-0.1576336239637528,-0.5197013166643242,0.0619801999037669,0.0771977193352677,0.0708587891618126,0.8570768470213859,0.6374624239575868,0.5957892766410777,0.8171414434496285,0.8954654628658354,-0.6975755308707748,2.306610747732528,3.4489769109209045
PBR,0.06958203989899522,-0.058841207258872416,0.019134452805991232,0.003252027920361961,-0.004241479881237294,0.1715194392529664,0.2614388763060789,0.14407632897249176,75.53985178031374,63.048661797529576,14.149999618530272,-0.04391895701538617,0.04593643743660447,0.2166809526476516,0.0290908813476562,0.8749742524100377,0.0309604419323961,0.0300546878461754,0.0275680504846322,0.5689816513405932,0.271074610213936,0.1189037491358955,0.1324404160387267,0.681953615872223,-0.04391895701538617,0.04593643743660447,1.1995198218479877
TBF,0.0694938840239546,-0.013876721890421335,0.01080260425493643,0.0019050637217805512,-0.0010877318630577082,0.0018219678119761246,0.001943432332774533,0.001943432332774533,34.605097953601174,42.67118361303202,19.209999084472656,-0.09472197426589302,0.1046330205453525,-0.0414172551465098,-0.0337022185401394,0.1968847350544076,0.0116509594617084,0.0126827336520697,0.0109610039103543,0.0047892544099304,0.0175814636144684,0.0012462879073786,0.0020439894146598,0.1479801784937426,-0.09472197426589302,0.1046330205453525,0.0515910943905922
IVR,0.05353050272160071,-0.003492182395261818,-0.007941074195137267,-0.0058353164710442966,-0.003800070620358784,0.16148689973436597,0.1382084107915253,0.13564899577686743,50.40878726747844,53.786010041168005,16.40999984741211,-0.35867122258682493,0.5592626359814064,0.0519230414189302,-0.0832402124509377,-0.4691187247149176,0.0268443679340663,0.0555181366529846,0.0293365009632319,0.6798659402687597,0.2094209667531887,0.3337925465710801,0.3109554751346206,0.701041021710061,-0.4761158202918421,0.9088188548794767,1.809866268426544
IEP,0.04738444371056776,0.009953207961612594,0.0070920901819910235,-0.0012296390950530922,-0.004886775551190466,0.11288804944019767,0.12041391940287753,0.12041391940287752,64.47168493964986,60.55358252893093,53.150001525878906,-0.015193620090370952,0.015428027681710477,0.049772869930881,0.0326403781879069,0.0560293121295065,0.0081321528241232,0.0109222536041696,0.0116821567898106,0.2787548636900649,0.2468691581126398,0.1996292299463407,0.210929987552683,0.3034843136876052,-0.015193620090370952,0.015428027681710477,0.3729215178765281
ORC,0.038570014071629015,-0.002208698504883096,-0.0016405149274946553,0.0020384103087992323,-0.001720728500313275,0.127760249291062,0.10731860940449207,0.10731860940449207,57.5055166047417,57.22502116405538,3.1700000762939453,-0.1599023015842127,0.19033774510482315,0.0531561748629985,0.0063492001019067,-0.2566486228765113,0.0154670660746423,0.0282229598386775,0.019461857129839,0.7762935567834695,0.2142976477750308,0.2999837181881506,0.2911452760458788,0.8174248276807331,-0.2993055950072573,0.4271556799577374,1.004130035197787
RYLD,0.029784182594496788,0.033767772240585636,0.010217032085724382,0.000602275347651483,-0.004249942666646,0.1025011772184269,0.07527890324666013,0.0861009888634786,75.73999039788309,55.128694577601344,21.190000534057617,-0.10133801158653888,0.11276543671936734,0.0138756421445203,-0.0100443889601007,-0.066339161116847,0.0026735005216718,0.0091508667360417,0.0106761401874535,0.7187721295957468,0.656163448253311,0.5328874057964961,0.6161640063647884,0.7548049138666868,-0.1132640407843869,0.12773141723560832,0.5804905449877888
FSK,0.012182214958742,0.017665576687662887,-0.000844882779112257,-0.0017904386729044252,-0.002968006402941821,0.08665749868317732,0.09977074980666341,0.0924346652620558,75.33255647602789,61.3706658882338,21.809999465942383,-0.02283511036122554,0.023368738074151407,0.0440402155660102,0.0416478934696602,0.1760877174054018,0.012067392841953,0.0184146411600324,0.0155489456825349,0.7706131218006983,0.3728591515455459,0.3426850558807196,0.3772062548333404,0.7793545042909927,-0.02283511036122554,0.023368738074151407,1.229391357786628
CLM,-0.0005930673121734956,-0.002313631049625465,-0.013144537767853987,-0.02775531572780282,-0.003548553603383273,0.1576960321424252,0.13246466699963713,0.13246466699963716,86.23591048908361,60.04752022600266,10.329999923706056,-0.2519388019932294,0.3367890256365751,0.1191766452897578,0.0011331360974089,-0.0084692755451577,0.0135618583334345,0.0331182497045161,0.0222881020369829,0.1401464199744614,0.0744945101591126,0.1697900842294789,0.144606898703995,0.2011146066570155,-0.2519388019932294,0.3367890256365751,0.7875846395294057
GGB,-0.010485719833654839,-0.004937757446602889,-0.008325173693731385,-0.013194219072150579,-0.010174533032805801,0.07521551940568003,0.08000000230197256,0.0802298873660587,58.61186863193139,49.01819408589392,4.639999866485596,-0.27203529618329647,0.3736929754382612,0.0617848942785432,-0.2658228258772577,-0.1177964096394499,0.0268698631128833,0.0342542397047157,0.029189643776828,0.6864187013690621,0.3185674193132952,0.326662618626409,0.3189481649064604,0.7221052519664093,-0.27203529618329647,0.3736929754382612,1.0970611506615302
