Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
CLM,0.2116795536747374,0.022589815027248227,0.005087934820085418,0.015952917038677118,0.00930498385236738,0.2562795993860648,0.15694214761322084,0.15694214761322084,36.686955203496304,43.79641551139876,8.09000015258789,-0.21302607725832967,0.2706901348346926,-0.0229468099650675,-0.095025047691855,-0.3279134758062937,0.0247552254619631,0.0237073703717351,0.0244404547904089,0.4413538509345623,0.391444465648498,0.3554568158387696,0.4360465888122065,0.4679072123564014,-0.36715875169363577,0.580175127136926,0.8376101434435523,0.181
CRF,0.18164256775898047,0.03900605180939983,0.0055484833685094095,0.014783093480411545,-0.020621535842371117,0.24959067401505014,0.1527281246294816,0.1527281246294816,40.28757345221393,45.72596754379661,7.929999828338623,-0.2116858050482704,0.2685297390353758,-0.0062656880470369,-0.0841242546372831,-0.3217077707754134,0.0213451494315405,0.0243212571756137,0.0241505506966853,0.4609589927629881,0.4233090025684519,0.3826355914501143,0.4422179651617224,0.4872903287480569,-0.36606093896878267,0.5774386868878498,0.8684301826905708,0.173
LQDW,0.14084491080477232,0.0008363992191019559,0.00013473096197838793,-0.00201194197284685,-0.0028630884546734904,0.32832667559250295,0.20558780562327686,0.2055878056232769,70.56635008626823,47.46641153715749,35.27000045776367,,,0.0096759778683779,-0.0361915791767022,,0.0017265008300412,0.0068309233206007,,0.7668802976382338,0.3318039224419646,0.3963169390246348,0.3498757888825728,0.5536949030956555,,,0.6277247352447619,0.975
IEP,0.1385774137029589,-0.004351022110190783,0.008572429659256203,0.009231196169957863,-0.005854736936783257,0.14839547435806627,0.11871637948645301,0.11871637948645303,44.86857251759099,54.96719173955643,53.90999984741211,-0.014802656345419662,0.015025067252525615,0.0057836078753006,0.0381282405276433,0.1492032242653411,0.0087329386203527,0.0106438475480306,0.0111615881124146,0.2822044312286669,0.29724116066719,0.1790675066818352,0.210072411241651,0.4111790288129501,-0.014802656345419662,0.015025067252525615,0.3124164461468334,2.0
HYGW,0.08550391649054512,0.006892997764336227,-4.423874044254385e-06,-0.0013529765337425511,-0.0011401618190319727,0.2189461130196323,0.13538305120236838,0.13538305120236835,68.30719620365741,56.43202260910085,37.08720016479492,,,0.008763791119148,0.0074374019018668,,0.0037585321752944,0.0059548396344103,,0.829808899527247,0.6576931733048794,0.6807929062074971,0.6551994451926602,0.7947185737508754,,,0.61497121187286,0.698
SVOL,0.051182741190810836,0.003245183828486352,0.002977651472243026,0.00040312656365577664,-4.102975425983397e-05,0.17243933643287765,0.10628975147933996,0.10663878195271291,74.30168513099078,60.20408535270537,21.65999984741211,-0.03877731553746211,0.04034165668816292,0.0221802407507769,0.0048258029282559,-0.1001471640725684,0.0066627955661535,0.0079052339491765,0.0122566502353845,0.5080134755038019,0.5056782207543142,0.4842749705093383,0.4968842039691791,0.528018224450931,-0.10785303904522392,0.12089156132953649,0.3685906518323947,0.32
TLTW,0.0430350630497133,-0.04295352884497366,-2.3179076516454667e-05,-0.00020821283441318863,-0.00023599942401709748,0.21471375306097326,0.13397466442841316,0.13397466442841316,73.31166904515176,51.12611432349715,34.150001525878906,,,0.0287384746634502,-0.0562186685564324,,0.0105672574800685,0.0117926979634683,,0.9383802669659864,0.0370772653190748,0.0824807619551261,0.0932521552980851,0.913342857447818,,,0.7758734113690585,0.621
XYLD,0.01791584178302748,0.01913272634293434,0.0025237150634877825,-0.0040167047177953495,-0.026392355455352443,0.11893510365403026,0.06809437899949096,0.07233911530203906,65.51972073907635,55.107538422345705,40.369998931884766,-0.05547042918861744,0.05872810222444014,0.0140667555708615,0.0180054477019837,-0.1033790849711965,0.004541385560206,0.0110117861613935,0.0100794876138605,0.7791537151118182,0.7706754095513518,0.7759522492726546,0.7226551616056061,0.827920943735554,-0.12954395774007121,0.1488230897952545,0.6092085345869857,0.401
RYLD,0.012422880733128916,0.007185007580106698,0.0038889964884108647,-0.004352499974365032,-0.017463289620863135,0.11709944767206686,0.06779452402214267,0.07118265203340211,68.61221171389582,56.43449308260688,19.709999084472656,-0.042740398123112144,0.044648701396477586,0.0112878048198084,0.0279170609079979,-0.1318777310185234,0.0032955737458955,0.0116635507731451,0.0118965331046196,0.747241412286556,0.716297669994489,0.6775034830652575,0.6562813766626765,0.8041843468713842,-0.13255333739003528,0.15280863147390544,0.5390193790688733,0.195
JEPQ,0.011843584553422255,-0.041973659936026884,0.0014965684371087088,0.000389940638805902,0.0007963740394516191,0.12233544772537136,0.11515314755520015,0.07577633206698396,63.91014014390803,54.306076028483375,43.38999938964844,-0.09771883124161485,0.10830197351462423,0.0580346541215428,-0.0090826606009312,,0.0206055810115936,0.0174208233120965,,0.9822672549808884,0.776355084238126,0.8476583813598195,0.9488591645724486,0.9866217023712038,,,0.7881242601029967,0.681
