Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
ZIM,0.6103618362073582,-0.022530750433555086,-0.0022521897279072947,0.012072558716070403,0.04505292863427379,0.4519505134687666,0.4820805477000177,0.4820805477000177,21.762095840809994,32.70833225847584,31.530000686645508,-0.5281197594001239,1.119181762577627,-0.1420407976422991,-0.2469392502119675,-0.1654467364742787,0.0237029907317214,0.0358796830714848,0.0389856169578751,0.1305847102582241,0.0729527812355476,0.0336142766953738,0.1097747591187153,0.2501148607764569,-0.5281197594001239,1.119181762577627,0.8741216702257185,4.75
MSB,0.27670948035119747,0.012738572790738815,-0.0025839004031131475,0.00021359506548026305,0.0011465390861135785,0.12694736842105264,0.11317894736842105,0.13541052631578948,24.703996610200715,39.486704425796425,23.75,-0.18496909754785928,0.22694734272203965,-0.0844256163827862,-0.0872171148550285,-0.0882791032305808,0.0171569527116763,0.0300093478060181,0.0378244732059283,0.2397025588685561,0.0857351708641516,0.0014285569249566,0.0173493322655564,0.3346476428042847,-0.24158228968347417,0.3185346101459705,0.5812093248810997,0.84
PBR,0.26227661540129243,0.04129155873554868,-0.0021231280794399695,0.00026067729225745057,-0.005025616003833776,0.27410581066224937,0.48634873046904153,0.23024888095628945,38.43188665257435,53.75665424999452,13.420000076293944,-0.11302049076092568,0.1274217606874415,-0.0569219600842718,0.4426201845178128,1.128691704353089,0.0233829487121708,0.0302842405210072,0.0277248919779784,0.5862460524560116,0.2253253501737654,0.0528952990856607,0.0625363896263292,0.6751507522608622,-0.11302049076092568,0.1274217606874415,1.3155563735329927,2.59
SHY,0.23267590672315575,1.6498004740809582e-05,3.928958925318122e-05,-0.0011729465354495302,-0.0035091610849515105,0.011013215694519497,0.01174743007415413,0.01174743007415413,20.441414232629956,34.673480052059425,81.72000122070312,-0.021126575857041696,0.0215825410476731,-0.005839272025726,-0.0080389820012188,-0.0461472152143345,0.0016140232351587,0.0015018365464954,0.0012869021975112,0.059242839135864,0.0077260292699311,0.0723280048741286,0.0542102935113236,0.1648293735033165,-0.046147215214334514,0.0483798086564311,0.0261707208320181,0.1
SBLK,0.19890437005728856,0.025474685267549802,-0.0019275034466208667,0.004797719476719046,0.017417610894448786,0.18062201286611626,0.2526315835584354,0.192663480390524,51.92074179955371,43.74799867062321,20.899999618530277,-0.3129964733888475,0.45559660360521725,0.0801033181655583,-0.0599964930936763,0.1257105280298107,0.0237304167482435,0.0278758331851175,0.0393011929133057,0.1673320164621199,0.0784269829642594,0.0203677862543808,0.0541652617336768,0.203486947997353,-0.3129964733888475,0.45559660360521725,1.3217773618826127,1.65
GOGL,0.1918084245237909,0.030298212246075682,-0.0021861572508399874,0.0047808808331397,0.013291806553472655,0.19169328372602065,0.20447283597442203,0.20447283597442203,56.07123371703887,45.70817928413933,9.390000343322754,-0.3772687476428893,0.6058291537720053,0.0583136509923791,-0.0626931634995452,0.0683765024051177,0.0282779412247745,0.0289283333780629,0.0392752732188908,0.2408360223379081,0.1151949016649364,0.0321166192276256,0.0742984918370825,0.2792667704358539,-0.3772687476428893,0.6058291537720053,1.510141089586137,0.6
CRF,0.12754194758298384,0.0056601948450043125,0.0002501464492442885,-0.005220676519445033,-0.006542450260939728,0.16303664595845316,0.13695078260510063,0.13695078260510066,37.42487857657292,48.6775884645355,9.550000190734863,-0.26637899804138687,0.3631016523930084,-0.0174897193028483,0.1202978406252608,-0.1344148443011794,0.0150421901678055,0.0152512703242074,0.0223156856768075,0.2443478704867381,0.1677339608074988,0.2342070816202655,0.2386214795252108,0.2492873386594825,-0.26637899804138687,0.3631016523930084,0.7515373469403676,0.173
GNK,0.1251636325807476,0.01691578477848677,-0.00403900726672973,0.003876899231836046,0.016118351552499847,0.1064584800394411,0.11355571204207052,0.1135557120420705,44.156577035120485,36.97605511190036,14.09000015258789,-0.46152887900793604,0.8571098077787873,0.0284671787410537,-0.1480007210697574,-0.2378635387839354,0.0209420108594714,0.0270626206036138,0.0358682647604069,0.1980642226512133,0.1233101194921669,0.0162185180485801,0.0573882128599554,0.3147862642247681,-0.46152887900793604,0.8571098077787873,1.2641441794737274,0.5
CLM,0.11789738525325866,0.008721677808102426,0.0006311740151484176,-0.004606844310658536,-0.018762182600400287,0.16404833332693072,0.13780059999462177,0.1378005999946218,39.08748191254932,48.83770218009376,9.93000030517578,-0.25386811435516154,0.3402456311537445,-0.0109561411449392,0.1385679624044997,-0.1011919153920396,0.0156541093386837,0.0154378278840917,0.0226471777277252,0.2132928064809651,0.128484769379506,0.1961142332283234,0.2054930584545838,0.2201398169613813,-0.25386811435516154,0.3402456311537445,0.7260487050092671,0.181
SVOL,0.11778160918583666,0.0001462787796948205,0.0006690929080413167,-0.0027420406774003787,-0.015356181175613388,0.13454095825301285,0.1088748908532158,0.11301440493253079,35.11988188818649,45.382721593312034,22.21999931335449,-0.05054089689763652,0.0532312521229128,-0.0062612385141104,0.0081929836662177,-0.0607998497238353,0.0098478211858071,0.0090509425078622,0.0125883998491889,0.5040881266213069,0.2637504269529861,0.4634335834508089,0.4844393467442615,0.5486245038971761,-0.11213759639955423,0.12630064742556457,0.4600460294464503,0.32
