Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,hedge_ratio,shedge_ratio,R2_Hedge_3mo,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,ADV_21,Dollar_ADV_21,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_3mo,R2_Mom_3mo,R2_Vol_3mo,R2_Qual_3mo,R2_multi_ols_3mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
SOXL,0.10955855593933685,0.07054575053092281,-0.0021604606922331006,0.08709529766383199,0.059598979814811326,-1.0145210832631455,-1.0145210832631455,0.9983046485768768,0.0003120761438430743,-0.0017503390849255406,-0.0017503390849255406,75.71848626912667,61.64917996932749,14.739999771118164,96855052.3809524,1427643449.926876,-0.33212505777356494,1.126984146643462,0.356025752189788,0.180144118593412,-0.679495559183255,0.0622887628901158,0.0688105494870865,0.0817574533544774,0.8850612102476592,0.4854132140160504,0.6239876677549878,0.8660245217408648,0.9076322678636892,-0.8641709179505879,-0.567424549258979,3.993931203008377,0.038
TLTW,0.1016397635363136,0.020842966976266985,-8.567149649839698e-06,-0.0005539524935668137,0.0005751306586093776,-3.4393876909689407,-3.4393876909689407,0.7315151122408183,0.19205812973976438,0.10923493528767902,0.11970162173605156,53.89049549492101,52.58514670888213,34.66999816894531,47773.66666666666,1656312.935857137,-0.130183969486251,0.07072257644503455,0.0146327195432633,0.0182084859258953,,0.0129291230569354,0.0106806345452454,,0.7295933812020725,0.0002048817570816,0.0464122970057928,0.0767905464385724,0.7740785816789413,,,0.6359876274610236,0.517
IEP,0.07791783327648844,0.0056343991076576285,-0.0021718702986139545,-0.0015866986181625447,-0.00017958509451769191,-1.5814337337440152,-0.9232853345713964,0.0542285270002698,0.15151515370448654,0.12121212296358923,0.12121212296358924,59.23503041182386,56.89882772717574,52.79999923706055,462795.2380952381,24435588.218343828,-0.03807615550788357,0.08085979296462065,-0.0032094011652794,0.0183220981850871,0.0007581674905212,0.005042408571406,0.0074359691885261,0.0111916910505408,0.0726188819568252,0.0234507633326958,0.0457789206788322,0.0578207634733853,0.0884530745884343,-0.13848915754604074,-0.012769768056794417,0.1518908395639266,2.0
TMF,0.07408618462155032,0.10390003284380306,4.478040829650768e-06,0.00016128876605667818,2.93694235037158e-05,-1.00396749482583,-1.00396749482583,0.9971142391281648,0.010935413093927792,0.006748330475142233,0.006748330475142233,47.607134033857605,51.32312213576434,8.979999542236328,14931338.095238095,134083409.26021394,-0.3684951214060245,0.4299361850674803,0.0055990185164458,0.1542415552785105,-0.6359951554736537,0.043595906504534,0.0417596269533817,0.038712939028025,0.996375149238255,0.0022592567630741,0.0410056836361925,0.0489608579246428,0.9963930804765893,-0.7545916306228213,-0.4443141781071559,2.972637528177043,0.047
LQDW,0.06764055016928734,0.009615323002979285,-0.001701021614749145,-0.007752520003823259,-0.00026126590923501654,-3.409089560017081,-3.409089560017081,0.2359656723206171,0.2006576469213593,0.10682774985243515,0.12515631756045636,67.33344241767891,53.89822462086822,35.38999938964844,9026.0,319430.1344909668,-0.11392086613688135,0.04170958804682523,0.0125604181094158,0.0034591649049597,,0.0030454523884176,0.0057305541205379,,0.3135435715080605,0.0476149107934219,0.1427480760760577,0.1692784117160315,0.3555196276339596,,,0.4268968599193827,0.516
SVOL,0.04786927830730331,-0.0038301814671011345,0.007552438109363114,0.013910484228488645,-0.00819118613106729,-4.735164665682293,-2.785181909549064,0.3521014753826735,0.1662424551802449,0.11077966122261808,0.10273474676355429,71.68622396220377,62.57966926611402,22.709999084472656,138751.61904761905,3151049.141540528,-0.035668797443780154,0.09604246317882703,0.0252821433673475,0.0499306502824561,-0.1387941463132369,0.0057313122049008,0.0076922871458523,0.0118760554385125,0.3581792129735716,0.2811891891833674,0.2651231907765257,0.3322865581762365,0.4247567152944221,-0.220173144473513,-0.11366204337412777,0.2989022107356715,0.349
HYGW,0.045876349342073686,-0.00435162921621863,-0.0010132909140783638,-0.004806134579727394,-0.00045476217596616936,-3.0308284879936145,-3.0308284879936145,0.1432250407935008,0.1956641099941099,0.11405192751341335,0.12071538929628924,73.08493053266487,56.90557118606939,37.43999862670898,10197.761904761905,381804.1917097909,-0.06240610611415798,0.04563477858434073,0.0123295871929154,0.0065598313476313,,0.0016951817701842,0.0053488253132376,,0.5003011948435756,0.1719170182464765,0.2757733506926769,0.3286859051200936,0.5048766825249149,,,0.4806510771016953,0.599
CLM,0.044640588829805386,0.0023084778532166754,-0.01655003819202098,-0.03435425596790388,0.01954528707872924,-1.739700823000381,-1.059427406575073,0.3212605842597055,0.17800617995686346,0.10762989337282397,0.10762989337282397,51.38637937326011,46.369934797213865,7.760000228881836,1604138.0952380951,12448111.986205691,-0.2821461676541739,0.07479230670114068,-0.0038510568829394,-0.0582523732486939,-0.4492547803516831,0.0138452471294841,0.0160230604743684,0.0248354036240947,0.3636754118663491,0.1666603035477278,0.3218214213000407,0.3811115359329158,0.4395412113287197,-0.5010366512125735,-0.2529370960518741,0.7830531216514426,0.123
JEPI,0.03876308500498642,-0.00029045417581601116,0.007449722722943261,-0.028790225947805725,-0.0014476248134624545,-5.307933886218071,-3.973686978031587,0.5667661577746403,0.11885123604291035,0.08016473311617518,0.07358127870703353,50.56051200175423,50.428029945174,55.119998931884766,4319148.142857143,238071441.02093777,-0.04686153922469105,0.08333328959826991,-0.0010873753707715,-0.0084547799858433,-0.0919275413660549,0.005518005359476,0.0072203156886052,0.0098039104783866,0.7228059207176174,0.7317856300846586,0.8325403387475295,0.6891710299112814,0.8432373040758284,-0.18238789261789567,-0.07070541127346952,0.4805818921398065,0.61
JEPQ,0.03520620574940016,0.025236454661762477,0.0038521410179409277,0.000621315836697616,-0.0011320237689285949,-3.900983269116137,-2.144093480238683,0.9145210951853272,0.1421234047931446,0.09760424961352608,0.08824274501968109,72.73466979034168,55.45048893852214,43.06999969482422,744884.0476190476,32082155.703631807,-0.1368737800040456,0.07006210421923531,0.0507440334517015,-0.0110218036887553,,0.0065842450876319,0.0109991340989819,,0.9166386554795898,0.5483666962429561,0.7087596277512571,0.8687299290275599,0.9194311798229808,,,0.7000495765319855,0.576
