Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt
USOI,0.3628750712831276,0.148800778560141,-7.756526584183057e-05,3.8273054770159005e-06,7.3307004130450195e-06,0.30870535582855185,0.3847499983619367,0.25931249889598357,29.31607308239067,36.84321088674408,4.480000019073486,-0.23679725614734093,0.31026782601957725,-0.0447761269903757,-0.2302405692550648,0.1271320108856926,0.0215568197531607,0.0247017455981865,0.0185288037377328,0.7957917943784925,0.0359051647214146,0.0004628982069466,0.0020217286037549,0.816420317161053,-0.23679725614734093,0.31026782601957725,0.7197986573308319
GNK,0.20963378383725303,-0.01502624103054647,0.003956602243298729,0.0029746443858032707,0.00029717836421723194,0.13581661297307437,0.144871053837946,0.144871053837946,33.43552588879201,41.67069055510499,17.450000762939453,-0.3520237443300114,0.5432664256594235,-0.0868655046778446,-0.3365018528840925,0.1072383589807886,0.0342863847063,0.0381383410377751,0.0369179369608559,0.2865497195970884,0.1625044301750193,0.0837082700380072,0.1041418229197125,0.3043033560623166,-0.3520237443300114,0.5432664256594235,1.7530107478400183
GOGL,0.17926543924109786,-0.01658527705021783,0.0019974068590044866,0.002243353244126127,0.0001884042772196849,0.1449619708784863,0.15209124813480532,0.1546261022703854,42.41447416378781,42.84010682516799,10.520000457763672,-0.34495636316346723,0.5266158523871773,-0.0573476163439954,-0.3307887863190204,0.391896692708795,0.0333054376423548,0.0356107428678382,0.0395012810103136,0.3209801067865268,0.1513266166971654,0.0836045941844868,0.1062609083662886,0.3333642253913064,-0.34495636316346723,0.5266158523871773,1.7539146307493678
PBR,0.1335843384900511,0.06372649370093648,0.00433636138026449,0.001743316361203853,-0.001988203788150934,0.1679584797256428,0.25601107604361506,0.14108512296953993,78.49055415998565,64.71838368005687,14.449999809265137,-0.02364867411885807,0.02422148000620128,0.2598081493339204,0.0190408672974997,0.9833744934937538,0.028578602893116,0.0298477025004826,0.0274897778993652,0.560816459366394,0.2325914179914945,0.0962054769136679,0.1106855037338656,0.679738910830975,-0.02364867411885807,0.02422148000620128,1.1782420329936214
SBLK,0.1318373672195202,-0.0171932856936297,0.0030261040032634164,0.002739080558467028,0.00021753903490998185,0.11630179862678357,0.2064112594115688,0.12405525186856914,51.60883976054091,49.85341002027997,25.57999992370605,-0.2131651416677257,0.27091471534387424,-0.0310605949497311,-0.2131651416677256,0.6630743698021124,0.0326355203754903,0.0411673606643128,0.0398780541788911,0.3103462743394478,0.1552545956854405,0.0826750096995636,0.1040220011181476,0.3248647313349705,-0.2131651416677257,0.27091471534387424,1.8560866559030864
ARKK,0.11662689874021558,0.2789698755969152,-0.003294679090243455,0.006810393132392932,-0.006007387485049734,0.01172858005950227,0.009852007249981906,0.009852007249981906,68.53795017381763,56.90962789465305,50.06999969482422,-0.34213639083831116,0.5200719207957001,0.0226715815177289,0.1601019432771484,-0.5904984521646108,0.0454493206244934,0.045844285181544,0.0383722296276548,0.8069906192200638,0.4153209599776004,0.4306960304822261,0.6149153924051967,0.8763426015528291,-0.597966484827508,1.487354815607727,1.9648132918125336
ZIM,0.09370450662753747,-0.06400040208814181,0.002224643326069508,0.0009625860688798609,-0.011082853383600648,0.17120545124379075,0.1826191479933768,0.1826191479933768,60.49721421531525,50.200697820284525,49.93999862670898,-0.32615800559223274,0.48402742527035514,-0.002197814426141,-0.2623338127534586,0.7077449272791063,0.0395118287189404,0.0452161206402673,0.0382007877068361,0.2866214284231813,0.2322579053618153,0.2129576454708955,0.2440065276218376,0.2982405529849095,-0.32615800559223274,0.48402742527035514,1.311678647649517
MSB,0.09218149573704706,0.018733862310718705,0.004216334784275226,0.003413350511806979,0.0007343404926651248,0.1043205320516627,0.1228951259001534,0.11127523418844021,48.96627695651104,51.238499865590725,27.07999992370605,-0.09404147876439828,0.10380329403617594,-0.0732374893886593,-0.0636237948732288,-0.0881158422808678,0.0516559886945914,0.0342290617575425,0.037914740629466,0.3122158857678903,0.1782159136441458,0.0676453206702341,0.105091041301753,0.3608813293150106,-0.16012062842061825,0.1906471736762787,0.5949597249050058
SHY,0.061415271672727034,0.00024582687516670184,-2.2109366532082424e-05,-0.0013160338989713048,0.00010719157506948621,0.007093488436291458,0.007566387665377554,0.007566387665377555,34.41730471089136,43.88004381279919,82.47000122070312,-0.026295453061206064,0.02700557694207739,-0.0021778620913808,-0.0078200373484182,-0.0407981064971981,0.0022050328452336,0.0019224993177283,0.0012211293080482,0.0285779444894896,0.0021199850362833,0.0652817458192185,0.0349188418040323,0.1849129903084153,-0.04057581562311885,0.042291841589829904,0.016634924906674
ORC,0.055643377357684924,0.017470294707519735,-0.0004354957269517897,0.0011866223947773727,-0.0011048989773742091,0.12816455348086966,0.10765822492393051,0.10765822492393051,55.50972748752661,56.69013526572896,3.1600000858306885,-0.16255244946123837,0.19410463300855363,0.0259740792552918,0.0031746000509533,-0.2528946805924893,0.014268725391919,0.0282286527586474,0.0194570540099961,0.774298392713282,0.2139174552946144,0.2956687145683089,0.2843735753240386,0.8178510171521464,-0.30151598529083634,0.4316719909708775,1.0074999780450713
