Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,hedge_ratio,shedge_ratio,R2_Hedge_3mo,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,ADV_21,Dollar_ADV_21,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_3mo,R2_Mom_3mo,R2_Vol_3mo,R2_Qual_3mo,R2_multi_ols_3mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
SOXL,0.196847496667376,0.16270210795834839,-0.005094938184758303,-0.00022047551349460483,0.17079463923035085,-1.016926401227096,-1.016926401227096,0.9985949112284164,-2.624656936935782e-05,-0.002020997255495486,-0.002020997255495486,76.26683773026824,62.69329943754355,15.239999771118164,95059784.1904762,1448711089.3053992,-0.30946986942223664,1.1991342205807465,0.2290322774158688,0.1441441531744181,-0.6208011870647303,0.0639896541981046,0.0674971761505776,0.0814078391927639,0.883143750150452,0.4804430331896724,0.6226815266950834,0.872520241763085,0.9080826404072864,-0.8641709179505879,-0.567424549258979,3.991264027908144,0.038
TECL,0.15777666212125355,0.29950255712227275,-0.001382004124341061,9.205142671878936e-05,0.0014535181892198837,-0.9988954082568106,-0.9988954082568106,0.999333893235046,-0.008274040117878046,-0.008619232094302437,-0.008619232094302437,75.6136225276078,58.78050210334351,28.38999938964844,3545889.1904761903,100667791.95338003,-0.38483210290407965,0.42305755909482134,0.1592486588395019,-0.0111459319062564,-0.4959162012875958,0.0395324982208201,0.0515380800207052,0.0616171480309294,0.975312384945267,0.5661794525578225,0.7606509190049837,0.931891273283068,0.9791768787258704,-0.716619313486721,-0.3444602198067531,3.2766344420526003,0.049
TLTW,0.10262604340262753,0.027371962905573966,-6.219397374699954e-05,1.4502125520473128e-06,0.001692520877785606,-3.3863891036424056,-3.3863891036424056,0.7102438544992904,0.18993795000232366,0.10801269857567582,0.1183659085014639,60.36498188721807,55.18829562839007,35.04999923706055,48029.80952380953,1683444.7871656872,-0.12065033700527084,0.0824582483283014,0.0203784801756781,0.0083429496412745,,0.0110756465058467,0.0106298005676613,,0.7078153794307083,0.0041905866850678,0.0591008367587544,0.0847703694097912,0.7513641846087313,,,0.6274583860570633,0.517
TMF,0.07940764435268245,0.1356609446190347,6.195312551374334e-07,-5.486526669085039e-07,9.883474838957698e-05,-1.0027909948420342,-1.0027909948420342,0.9968960994043176,0.010258621272590031,0.006206897018072028,0.006206897018072024,53.31808588727345,53.337119588572094,9.279999732971191,14850879.80952381,137816160.66676822,-0.34739806197555034,0.4777069144802457,0.0276854936204677,0.0790696885277641,-0.6250505158395478,0.0398546041406019,0.0412018589779469,0.038711257463815,0.9960916647671484,0.0112489630009663,0.0569331604291174,0.0559061720746666,0.9961114129995358,-0.7510899594232927,-0.4363852348382412,2.9779830565491285,0.047
LQDW,0.07815752122008933,0.012410493887136253,-0.0006288373982233003,2.235140538528761e-05,-0.0003897996759017327,-3.3019025237741104,-3.3019025237741104,0.2359747891776181,0.19968210689283378,0.1063007831650422,0.12454172734248527,75.2110136566543,56.72851899035658,35.560001373291016,10419.142857142857,370504.73430851527,-0.1096644317481007,0.04671362024240788,0.0110890879911977,-0.0041446961200721,,0.0021643555137657,0.0055602936694776,,0.3005113147612805,0.0463090218995435,0.1351183604522132,0.1570979006655685,0.3361334217070124,,,0.4202238575221754,0.516
JEPQ,0.06810928975931894,0.06870514865745099,0.0006972473656486866,3.8071499825219804e-06,-0.0014661282515068916,-3.927998265905901,-2.080087459423837,0.9067622336776028,0.14171880526574862,0.09732334194164831,0.08798784731742162,72.2863899954859,56.05383989286959,43.18999862670898,830408.0,35865320.379608154,-0.1344689918634575,0.07304344414183794,0.0293136217605756,-0.0206349178888546,,0.0066211211796301,0.0108600003701116,,0.9090756482821604,0.5308638346412982,0.6924353221606558,0.8618626642526892,0.9110778524670946,,,0.6891463553423413,0.576
SVOL,0.06655924304569916,-0.007308719002518613,0.002235349072529627,-2.7506129860885216e-05,-0.0192793454737802,-4.014391089740894,-2.4481727893344907,0.2720219611248021,0.1670778731949077,0.11134513077279942,0.10326106011279183,50.65517569946334,57.76963982113845,22.600000381469727,146670.66666666666,3314757.122617085,-0.04033965547208218,0.09073364529039996,0.0111856821357048,0.0235507454511074,-0.1137254752364813,0.0069264258052198,0.0077783168339284,0.0117973279850135,0.2921027088089575,0.2372567129730574,0.2343275682492632,0.2688751171935056,0.3291228997584231,-0.220173144473513,-0.11366204337412777,0.2846671013851391,0.349
HYGW,0.058297915490250415,-0.0015995966367545512,-0.0003258592556189754,1.2415699904116767e-05,-0.001041049131662189,-2.9993613653295483,-2.9993613653295483,0.1503275072776326,0.19490946329100153,0.11360132462361587,0.12023996187333096,80.27727352786394,59.30213972818634,37.58000183105469,11247.57142857143,422683.7548806327,-0.05890006566720807,0.049544827327576924,0.0111664443778867,0.005350475046135,,0.0016429507656965,0.0053316075299858,,0.4918695699323806,0.168750652995845,0.2664794641039922,0.318483285581175,0.4948031743834776,,,0.4821443325274703,0.599
CLM,0.05722039461780462,0.0013814574003485898,-0.005012593799538942,6.470587626137955e-05,0.03194137478094648,-1.823112791321224,-1.1041134908545045,0.3131782722683582,0.17416363456838171,0.10520908977808047,0.10520908977808047,62.64796741152976,50.19348685100901,7.920000076293945,1531044.5238095238,12125872.745380856,-0.2673450722608971,0.09695295103100188,-0.0112359737847915,-0.0503597204567939,-0.4098360632438144,0.0139772127597726,0.0161746545131343,0.0248082500137899,0.3659893513616274,0.1702673348875106,0.3134539015741834,0.3760773041118463,0.4149150131380567,-0.5010366512125735,-0.2529370960518741,0.7528417263193294,0.123
JEPI,0.047337552784228104,-0.00042070015632331896,0.002199390527246929,9.10950885559879e-05,-0.002937641764470303,-5.367073340821247,-3.931388600070018,0.5406731156861928,0.11869605304966012,0.08005861777043485,0.07348351342128587,52.53417871148932,50.96259853329246,55.18999862670898,4820091.666666667,266020852.4639448,-0.045651100134118106,0.08470906973495862,-0.0055856103295678,-0.0202379401258464,-0.0738379176810225,0.0049868032359808,0.0070979018671952,0.0097575660335133,0.6968729512384317,0.6961143137662139,0.8180400025782689,0.6664066796826442,0.8263902813904738,-0.18238789261789567,-0.07070541127346952,0.4636538229873309,0.61
