Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,hedge_ratio,R2_Hedge_3mo,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,ADV_21,Dollar_ADV_21,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_3mo,R2_Mom_3mo,R2_Vol_3mo,R2_Qual_3mo,R2_multi_ols_3mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
TECL,0.19556125607345698,0.31851052052861456,0.0007261275948188007,-0.0026202708113706136,0.0012210213234432352,-0.9982315279080124,0.9993241185381696,-0.008086684934314518,-0.008469347947451616,-0.008469347947451616,63.531459634685234,52.91903464106508,25.61000061035156,3499423.8095238097,89620245.89778355,-0.44507042765771987,0.2837092546846678,0.2572410189117773,-0.0601834638403098,-0.6116166262943591,0.0412486455252794,0.0511009520121759,0.0616950796306935,0.9754946355783288,0.5782407731743626,0.7698756940063052,0.9265547295150174,0.9781037537782554,-0.716619313486721,-0.3444602198067531,3.2879545844958957,0.049
SOXL,0.0957168735039244,0.18544543946396674,0.00014787880707444796,0.009671402721008096,-0.020304431032474958,-1.0164205269672884,0.9982937093537247,0.001884284632787293,-0.0004925722937701663,-0.0004925722937701646,62.07243506792423,55.44233135185597,12.789999961853027,95137004.76190476,1216802287.2755733,-0.4204802837014767,0.8455988858111216,0.3364681682038393,0.03395311885041,-0.748327429384939,0.0588628609123951,0.0648202291068021,0.0813901606245958,0.885256101580728,0.5027540063833034,0.6328255555239959,0.8716425800700691,0.90999261799937,-0.8641709179505879,-0.567424549258979,3.9309761329015154,0.038
TLTW,0.09041783939823617,0.009811271838273109,-8.724785572326809e-06,-7.931293775924291e-05,-0.00020553961577927753,-3.4193053102158903,0.7380888458696597,0.1914956833689405,0.10891069739840284,0.11934728052243251,56.25581107899528,53.39649361400582,34.77000045776367,46490.47619047619,1616473.8784245085,-0.12767506846242027,0.07381097315657237,0.0359622424187111,0.0178571608043427,,0.0138051736981001,0.0106834071869598,,0.7363905491142344,0.0007792221713256,0.0552627758083589,0.0854875339077539,0.779552547410254,,,0.6452423119412424,0.517
IEP,0.0830138617674181,-0.012924114754831949,-0.0005473933050097247,-0.00014474638180300096,8.69238151414656e-05,-1.52995802638698,0.0514780660215573,0.15214910082553587,0.1217192806604287,0.1217192806604287,52.5972875535544,55.27588860869661,52.58000183105469,472885.7142857143,24864331.72302246,-0.042084124326468575,0.07635626353007186,-0.0071751748486977,0.006315824517793,-0.0316758274433259,0.0047991839405871,0.0075153127307026,0.0113308899592456,0.0713552463951201,0.0235960655502216,0.0454622984295588,0.056118593178618,0.086177442139383,-0.13848915754604074,-0.012769768056794417,0.1491343099620408,2.0
JEPQ,0.0767308890273419,0.076234967936206,0.0010613313506366857,0.00011207376389142612,0.0005055582736250834,-3.881180460532605,0.9184198242654966,0.14331647520554006,0.09843258135698922,0.08899437937949023,68.03655602349991,53.418060081643205,42.720001220703125,717400.0,30647328.875732426,-0.14388777726694302,0.061366489955357206,0.0613664899553572,-0.0161215333431966,,0.0078111414222125,0.0109313698247489,,0.9206028310672548,0.5501184536687085,0.7057100256835602,0.8669776783556385,0.9230136537846322,,,0.706792268885637,0.576
CLM,0.07607644789936187,0.0017266419456018305,-0.004642967460024853,-0.0039460069689870566,-0.006447312202926669,-1.70606827000465,0.3186637002886624,0.1799875042957255,0.10887812770630705,0.10887812770630705,44.67843654931403,44.40990342560547,7.679999828338623,1667561.9047619049,12806875.142315457,-0.28954675946155606,0.06371191849228053,-0.0013004198709265,-0.063414633295353,-0.4560906593070746,0.0140897441198977,0.0159468728545939,0.0248228759940437,0.3655939263512212,0.169804053917758,0.3279181715086856,0.382265433973096,0.442346515393482,-0.5010366512125735,-0.2529370960518741,0.7905920710990285,0.123
CRF,0.07116454842772708,0.0020200584942884543,-0.004813020354999534,-0.004287375428233521,-0.006883548466409505,-1.5409140669145265,0.2870414874815333,0.17600375238881996,0.10636836400495657,0.10636836400495657,45.381620699576985,45.0668571647704,7.460000038146973,861228.5714285715,6424765.175710406,-0.2764306756037632,0.05665723776336895,0.0122116898216293,-0.0709837750658693,-0.453079189855087,0.015060509660512,0.0177766074161384,0.0247359432122448,0.323807204592839,0.1505488450505797,0.2934990860940647,0.3404212426719945,0.398625687520621,-0.5010600612643092,-0.271378042574988,0.7818442503484822,0.117
LQDW,0.06555896546304488,0.0028553140213326174,-0.0004642666709822879,-0.0008741888460803175,0.00010916871245298866,-3.501873918603493,0.2504032976237225,0.20054239003442928,0.10676549044930585,0.12508370572169045,69.36696714418092,54.28564098376031,35.40999984741211,8780.952380952382,310933.52246965683,-0.11342010353168952,0.04229830432196113,0.0275980215249933,0.003116164666544,,0.0050307944157007,0.0057317606252574,,0.3283754999899025,0.0508387679977272,0.1519954272107075,0.1770131887953694,0.3692992245509355,,,0.4384658185556139,0.516
JEPI,0.060842330941425576,-0.0002448251800979689,0.0018161195491841065,-0.0032013921061015446,0.0005485033562711626,-5.201800412002871,0.5698257344109922,0.11909589539671223,0.08033203309778739,0.0737354140999287,47.71743378479621,49.60987183308712,55.0099983215332,4184714.285714286,230201125.8332389,-0.048763676642443854,0.08117132796221771,0.015319269318611,-0.0027193895267195,-0.1007029594867539,0.0080742509308948,0.0073176552816659,0.0098136961576737,0.7261943838527942,0.7263781574046966,0.8334837488047462,0.6915233616115799,0.8429382610929321,-0.18238789261789567,-0.07070541127346952,0.4886825873071064,0.61
LABU,0.05843131580299426,0.12006473881017364,0.008644903943740257,0.004800186137000102,0.003080960124559927,-1.0028068862757398,0.99819463957764,-0.007448979641486584,-0.007959183713189266,-0.007959183713189266,59.06062244712016,54.64878208928596,7.840000152587891,56870523.809523806,445864915.3444199,-0.3931888462622388,0.30232561086840204,0.1313131813550749,0.1546392042170663,-0.6097560929297463,0.0576341114220776,0.0601971362676618,0.0848757505090656,0.7295420304196905,0.4608224959246847,0.4672674410175335,0.6006392997761427,0.7435310735197719,-0.7982415543558157,-0.4021286575019788,3.23776231159771,0.005
