Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,hedge_ratio,R2_Hedge_3mo,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,ADV_21,Dollar_ADV_21,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_3mo,R2_Mom_3mo,R2_Vol_3mo,R2_Qual_3mo,R2_multi_ols_3mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
TECL,0.23078067235919808,0.37028175539660707,0.003310716695481177,0.000174972957704645,-0.0015403907489869775,-0.9945264794351324,0.99928053796769,-0.008043131061963539,-0.008434504849570831,-0.008434504849570831,67.87210877413376,51.77902596339151,25.040000915527344,4068811.476190476,101883043.08891767,-0.45742144988909683,0.2551378425029156,0.2137664534251424,-0.0660200889844674,-0.6763603460433697,0.044723454328902,0.0503559515912959,0.0618113602588412,0.9756368867520832,0.6145702440846126,0.7925385759428054,0.928597964623018,0.9781846580452462,-0.7454058115422729,-0.4110515420314791,3.269898876561005,0.049
SOXL,0.16668592285220782,0.2597576394156683,0.012139469374254632,-0.0008646141642309674,0.014205909644479557,-1.0144295772665703,0.9983521441740216,0.0018564745412097388,-0.0005148203670322093,-0.0005148203670322076,74.67251554896782,56.72159729761109,12.81999969482422,103474261.28571428,1326539998.1050186,-0.4191209844995728,0.8499278517150624,0.4469526175616225,0.0612582595854136,-0.79744036167838,0.0561962700613684,0.0682390358536812,0.0818820068122393,0.8794782785798418,0.5353010664823212,0.6379924866660607,0.8604535991415859,0.904526991492246,-0.8926912413773549,-0.6582533436192721,3.8583679571891834,0.038
CLM,0.09000555916802915,0.01214796615097497,-0.008225890310441231,0.00018589937559094225,0.0063773515770974044,-1.6253870767182093,0.270354250538671,0.25930000000000003,0.15884500000000001,0.15884500000000001,68.19570790608758,50.26160152730875,8.0,1850150.857142857,14801206.857142856,-0.25994452456425865,0.10803327319593237,0.1080332731959323,-0.0836196541253572,-0.4478950913480479,0.0100151512690263,0.0175572117098045,0.0247906399767901,0.2888234812750456,0.1278540533092704,0.2511854057517673,0.318413514744861,0.3863332116195426,-0.5044612257091228,-0.25806447178878156,0.6681717463705839,0.181
CRF,0.08395680393469192,0.012757162916073898,-0.008893763318660973,0.00021265495610899496,0.006429128359328062,-1.5116393426332493,0.2643251220546954,0.2542955083653398,0.15569217027016408,0.1556921702701641,70.50306813954012,51.43641186337278,7.789999961853027,926654.0476190476,7218634.995603334,-0.24442292484963446,0.10339943696742915,0.1033994369674291,-0.0759193736837484,-0.4435714312962123,0.0123308955703405,0.018435732359421,0.0246766348404875,0.278767978150676,0.127942331152402,0.2473562629538144,0.3063167935013053,0.3684967784480418,-0.5010600612643092,-0.271378042574988,0.6979182204969465,0.173
LABU,0.07943433895228746,0.19491447833708161,0.00501873225040977,-0.00019900580401056677,-0.004710684095674723,-1.003965379424102,0.9985935344920684,-0.007575757575757576,-0.008060606060606062,-0.00806060606060606,73.12721555813525,58.1540267027512,8.25,58670153.190476194,484028763.8214286,-0.3614551121298071,0.3704318980297199,0.3524590375377943,0.0956174993532936,-0.7077576998307507,0.066085239048233,0.06146762768251,0.0859746923795541,0.7395910303847668,0.4308386032204999,0.4859482098030957,0.5991985942169934,0.7564479572103864,-0.8290196026072782,-0.493333330341414,3.282800773067119,0.005
JEPQ,0.07469341159837087,0.08722991724485903,0.0026853631383654177,4.57417786018423e-06,-0.0004741395938587846,-3.79548812721368,0.9275158275367692,0.14533721145806894,0.09983554966945929,0.09026744321858343,66.12895950081509,50.06148864595268,42.13999938964844,676449.0476190476,28505562.45379493,-0.1555110600989864,0.04695650657511652,0.0404938120900848,-0.0193158437857988,,0.0086609849704793,0.0107838080353227,,0.9294257278819136,0.6035556073465762,0.7535615578737789,0.8840875875994817,0.9333573915790416,,,0.7289518497274728,0.576
LQDW,0.06518654524838453,0.010629487497680536,-0.001354042234565253,8.336015292286539e-05,-0.00019225331278984923,-3.302570205437628,0.2617880972833318,0.200830765705527,0.10692126506406233,0.125265382394482,72.71819418189902,53.84615477595397,35.36000061035156,9693.619047619048,342766.37544032506,-0.11467196228931875,0.04082656977719501,0.040826569777195,0.0036900672666595,,0.0054030941463309,0.0057066442163839,,0.3834998540886377,0.0882621336778787,0.2295862523221422,0.2379176531411316,0.4313270234779038,,,0.4950075453713836,0.516
HYGW,0.05728406313183222,0.0008780949922960918,-0.0006709869124621555,5.674688245567507e-05,-0.00017529876196821243,-2.876180531603635,0.1512048663160418,0.1960978553559942,0.11431091879065113,0.12098864887427634,72.80607309860203,55.9471675320061,37.36000061035156,5494.666666666667,205280.75002034503,-0.0644094622682948,0.04340057155471233,0.0434005715547123,0.0085032381421552,,0.004669937333143,0.0053597482869515,,0.5457544610741412,0.2077650632476237,0.3507518803054207,0.3842676304971213,0.5551319627284543,,,0.5236133269982872,0.599
IEP,0.05067612433277511,0.0001563565195381255,0.001425470218341515,-1.2224096799828312e-05,-0.0001895061616540543,-1.7227146128859427,0.0666488082679591,0.15102888079362986,0.1208231046349039,0.1208231046349039,72.2938030814376,59.47743186806317,52.970001220703125,513857.2380952381,27219018.5291719,-0.03497901603743503,0.08433987462179071,0.0600360201463647,-0.0255702607439586,-0.0243138639263992,0.0094846657209857,0.0088881133795377,0.0113276028875191,0.0866062203379721,0.0582261948132576,0.0656538653458489,0.0697064880412688,0.0883757347620161,-0.13848915754604074,-0.012769768056794417,0.1616415088008946,2.0
TLTW,0.05038552844288708,-0.010099946486984132,-9.303205693837506e-05,1.1963362880371328e-05,0.00020049155501512025,-3.394076550801332,0.7338201913766726,0.1902807305666638,0.10821030398737709,0.1185818602569982,70.06611777778798,56.40361674948614,34.987998962402344,34771.47619047619,1216584.3728735787,-0.12220582692860937,0.08054347771023451,0.0805434777102345,0.0345357563015258,,0.0121357987137322,0.0099366246155795,,0.7315748319933462,0.0036595363484568,0.0859046185738403,0.115038984332128,0.7821080923084843,,,0.646552830169233,0.517
SVOL,0.03053576672483397,-0.009588311832281217,0.0014606753128570942,-7.43495479819885e-05,-0.0008136441959480483,-4.736726643407599,0.3511582918323804,0.1675369938629749,0.11165589586655397,0.10355030613367418,76.37924578319013,61.69343498968891,22.540000915527344,76603.57142857143,1726644.5701326644,-0.04288740357765164,0.08783791807366637,0.0320513167604765,0.0572233226156799,-0.1818214421463888,0.0048905865141337,0.0077817382344291,0.012045051561036,0.3513597771780768,0.2499802276201539,0.2675137011818539,0.3392423564932488,0.3779270150964866,-0.2509038529407993,-0.14859004457789604,0.2882114450223754,0.349
JEPI,0.02696783750784102,-0.002276068332257727,0.004127251082935503,0.00023202741253015621,-0.0006700657806123275,-5.1063916565930985,0.6018722451004563,0.117882286416609,0.07950215777562783,0.07297084044246367,62.951374865568106,53.876101787825895,55.560001373291016,4232254.952380952,235144090.96640345,-0.03925298955367973,0.09198113614247894,0.0147945456308862,0.0067041629967168,-0.1120344950571107,0.0075843099073757,0.0070083199086263,0.0098085182851783,0.7556142015018393,0.7464533898081326,0.8514882375320207,0.7126873382829764,0.8626219272180085,-0.18877550896283546,-0.07796554997569594,0.5132750478265267,0.61
TMF,-0.10759538241131045,-0.05090271582540666,5.908225522147437e-06,-1.8987015998207308e-06,9.047403245555032e-06,-1.0044933529902529,0.9970189746623932,0.00968586348117482,0.005748690784939855,0.005748690784939855,69.33011821208953,57.25877523325137,9.550000190734863,16801883.0,160457985.85470486,-0.3284106883684128,0.520700616509423,0.2532808837482254,0.2801608769303756,-0.626076748300787,0.0372081502687941,0.0410591218276574,0.0385504762337929,0.9960495810498644,0.0070819823821305,0.0718747475438573,0.0781311315509725,0.9960622250554084,-0.7582755842778673,-0.4526558692231306,2.9713004360374367,0.047
