Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
IEP,0.19351703186474298,0.004638754235937552,0.04791400786123793,0.01065470411100304,0.0007542968405309166,0.1579466882328229,0.12635735058625833,0.12635735058625833,44.35715317622862,47.07019444489644,50.650001525878906,-0.038716065342663586,0.14046935554124174,-0.0151662215568444,0.0055717101414152,0.159959537333397,0.0067519154729362,0.0075285407126021,0.0108122131140399,0.2513833579103508,0.3279507044286741,0.2212386438810667,0.2314754309231244,0.3635167083129674,-0.038716065342663586,0.0,0.2796306586202896,2.0
CRF,0.15593112043853533,0.012304850964882031,0.035580214654435144,0.011750641637586543,-0.0020608687212674754,0.2437802821065173,0.1490675777271059,0.1490675777271059,51.761885024053896,50.998277198369074,8.109999656677246,-0.15944668658083117,0.16367400437324453,0.0024721265404374,0.0370498688009723,-0.273005213208436,0.0122005348943981,0.0175640274812781,0.023681236031033,0.4704541703784952,0.4473591796351004,0.4216089490072149,0.4585136664567784,0.4865416457272961,-0.3381531533634994,-0.21260574901041474,0.860886475523649,0.173
SOXL,0.1544722130099893,0.015888095453298817,0.01665839812074839,0.06818617756118076,0.09933805938169506,0.0026782885460312975,0.00014263083682503758,0.0001426308368250393,53.336968209219336,53.41980363269242,12.619999885559082,-0.42631131774783315,0.8210678496632173,-0.0525525394371546,0.5241546247043811,-0.8205835975831648,0.0767989578225997,0.0866810144715081,0.0817016033284712,0.8667494781023697,0.6143107048830823,0.663700267950612,0.8498582973230925,0.8903892838891826,-0.8262795110201011,-0.697186829104048,3.765011000662546,0.04
CLM,0.13960399717416,0.0059400688442153475,0.026690051538515353,0.009618147376127744,0.008942609188236148,0.24484142592032682,0.1497360983298059,0.1497360983298059,57.611825524195424,52.48891629047404,8.449999809265137,-0.16062140677742598,0.19321920914340196,0.0131894070341369,0.0352766531713899,-0.2705637092794717,0.0114481463599498,0.0171063191729563,0.023891961615294,0.4471175550974342,0.4110641893344074,0.3990972387948467,0.4454677650934815,0.4585846332165533,-0.3251487945629662,-0.19601094084837278,0.818015108606155,0.181
LQDW,0.13500549803121004,-0.008384531487953368,0.0050330443954625945,-0.0031905482210583427,-0.003059558932262622,0.21917579265816897,0.2056476768200004,0.13682274937464645,41.99580169122078,46.955219434107775,35.2598991394043,-0.06872572238162411,0.0256192576287273,-0.0125490377899455,0.0027476056223125,,0.0049877753226208,0.0046249593363786,,0.6081761934241597,0.3060231736304124,0.3855533412586277,0.3446860271683424,0.6384501801471559,,,0.5405426211816848,0.975
HYGW,0.13472017950853596,-0.012272980520826822,0.006091928384010458,-0.0022346450866888947,-0.0024672058049220085,0.21726451331463986,0.13589203730320581,0.1343236433882231,40.78584206278984,49.675159857949616,36.95500183105469,-0.0222132235295448,0.0345507298751313,-0.0113696956906474,0.026320980654271,,0.0054140411802195,0.0043555382650399,,0.7526362319286963,0.5707768070101642,0.5994961210374894,0.5813173001137982,0.7757559750667193,,,0.5635294867918462,0.698
TLTW,0.09836351421460125,0.024672940551295163,0.0001897783410129975,0.0001721305258324966,0.0002395788003172676,0.2044360620561862,0.13052112942049707,0.1274997190953973,64.61022480862054,57.205081160927705,35.029998779296875,-0.07544872366692768,0.09632647398832872,0.0077675624511297,0.0281022017940644,,0.0065567823389364,0.0091282945625914,,0.8253753221506336,0.0421808868147438,0.1073713163041721,0.1138059440831271,0.8334386188892011,,,0.6485921855068156,0.621
LABU,0.09796955652903436,0.11708436338223703,0.014174547559796852,0.022237288509943668,-0.007952509289979261,-0.007093023304168181,-0.007674418643334544,-0.007674418643334544,46.28857073178497,48.00288991777234,6.880000114440918,-0.46749225434877695,0.5779816293022111,0.0014556374160727,0.0617284095972308,-0.8358778526966235,0.0716146355861411,0.0708602293822468,0.0867786045549222,0.7792521149157094,0.5633189035746577,0.5743856256069586,0.6707237018241174,0.7832665420390087,-0.838193790207622,-0.6961429930103659,3.23860295372586,0.005
JEPQ,0.077537261498477,0.0050671551405283635,0.006427045754425214,-0.0009309404864365441,0.00028191016316086895,0.13023299845151612,0.0916754692565914,0.08075178902445515,52.5070943574276,54.14404465489188,43.369998931884766,-0.08696220266523358,0.09746220940867634,-0.0043701388412104,0.0788836236690442,,0.01081170206136,0.0151978142195615,,0.9722140583242546,0.75033105865226,0.8362086416945201,0.9404314161036422,0.9767528150523984,,,0.7590306143386258,0.546
SVOL,0.07465387369076383,-0.006007464599475731,0.01738317133427142,-0.0022378634595698063,0.0005655029991086644,0.16804890450578922,0.1049649631195174,0.10387280983864719,57.27490942874319,56.74616321415964,21.920000076293945,-0.05494945484651592,0.07412840106052077,-0.0072463699259492,0.0730925456513271,-0.1466376430420896,0.0096611594423821,0.007008978101868,0.0120087432057426,0.4637670362414833,0.4763575437493095,0.4620795573620065,0.4490817645455696,0.4906752852332007,-0.18413793191575634,-0.13670007147422902,0.3513424353327671,0.32
