Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,hedge_ratio,shedge_ratio,R2_Hedge_3mo,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,ADV_21,Dollar_ADV_21,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_3mo,R2_Mom_3mo,R2_Vol_3mo,R2_Qual_3mo,R2_multi_ols_3mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
CLM,0.07572713345642562,0.026831170483179376,-0.011407344023198413,0.0018478490366797655,0.0122778476416005,-1.7581980925816771,-1.0803711323620142,0.3354689845804417,0.17727368513836297,0.10716842163716866,0.10716842163716866,53.83531195540144,47.10428065317387,7.789999961853027,1579715.9523809524,12305987.208786238,-0.2793709843233063,0.07894739449102484,-0.0139240673653799,-0.0523114709497702,-0.4383561624997791,0.013013343497335,0.0160416942734218,0.0248233438340164,0.3894582680069248,0.1950450598233263,0.3437442865886778,0.404933516311357,0.4441509466639205,-0.5010366512125735,-0.2529370960518741,0.8274093600978009,0.123
CRF,0.0742643514188109,0.0260993570484501,-0.010955362612554559,0.0018245885668626595,0.012125450682037192,-1.6411321568234376,-1.0380866407703735,0.3232184465416353,0.17351428711992817,0.10480000088555476,0.10480000088555473,53.6292501169818,47.51983707976417,7.559999942779541,789413.7619047619,5967967.994829382,-0.26673136420099164,0.07082153031904248,-0.0065703271823429,-0.0550000071525573,-0.4320060327242834,0.0139435743136712,0.0178028486611014,0.0247284852839943,0.3732782644725345,0.1964545371282884,0.3326848188360165,0.3875833647587071,0.4189940858445391,-0.5010600612643092,-0.271378042574988,0.851829052724608,0.117
TLTW,0.06704236121742116,-0.006671611787205512,-0.0001657744480283093,4.102109443356785e-05,0.0004933007190246356,-3.4214415448166817,-3.4214415448166817,0.7270316839592177,0.18988276481543603,0.10798088553634631,0.1183311418337247,61.29496847897048,55.36256089690576,35.060001373291016,48748.47619047619,1709121.6421839397,-0.12039939905049368,0.08276714690459941,0.0209668380170018,0.0275498965660232,,0.0132628602654454,0.0108070555916461,,0.7249279743506023,0.0055967852413252,0.064725086120929,0.099840713269678,0.7672678553282797,,,0.6356896841124239,0.517
LQDW,0.0665404809923993,0.0109772158881333,-0.0013553698961920962,0.00046856995997528335,-0.00017012830624817574,-3.4760879215406355,-3.4760879215406355,0.2510537667358347,0.2000253521126761,0.1064861971830986,0.12475797183098593,72.50531130388968,55.72302511051635,35.5,9010.666666666666,319878.6666666666,-0.11116671956367641,0.04494747141699951,0.0133302612206791,0.0070921985815601,,0.0030851185682904,0.0057483544860513,,0.3150451262570336,0.0496560379307741,0.1433955326979716,0.1699717600403515,0.3550729332300695,,,0.4280859176187563,0.516
HYGW,0.056537625426491434,0.009639935717137843,-0.000739981610333463,0.00028237390190014565,-0.00030729687893014116,-3.1737385716821995,-3.1737385716821995,0.1592159301873276,0.1955019149433507,0.11395508013001937,0.12061320641431093,74.6781537704041,57.40822771862639,37.470001220703125,10371.714285714286,388628.1469464984,-0.06165476396775138,0.04647269944114463,0.010517782372972,0.0075560528893954,,0.0016278883176535,0.0053493898505903,,0.4973027814368456,0.1695100898413986,0.2715618897812747,0.3250009218632532,0.5012554327941059,,,0.4823611774220741,0.599
JEPI,0.05004512171364028,-0.0033933754152383534,0.005143136971257016,0.0017768410730909527,-0.0008961572099771354,-5.34837195481258,-3.926333839123927,0.5565565383155069,0.11869605304966012,0.08005861777043485,0.07348351342128587,52.479026485002855,50.960055021709046,55.18999862670898,4421737.666666667,244035695.75100076,-0.045651100134118106,0.08470906973495862,0.0030897522270254,-0.0127013037529386,-0.0812385732130394,0.0054395128261691,0.0071670015339817,0.0097838043090918,0.7100193639241323,0.7164493421384731,0.8256422285376295,0.6767487173760968,0.8347878508097243,-0.18238789261789567,-0.07070541127346952,0.4730420208121489,0.61
IEP,0.04702522203100508,-0.0005396305537775703,-0.0014557786907478105,6.769470281837937e-05,-0.00015539058119984635,-1.4200415859399884,-0.8261529156981936,0.0464411783074498,0.14950477015396735,0.11960381612317389,0.11960381612317389,73.30799185481823,61.618501318545285,53.5099983215332,449521.6666666667,24053903.62882614,-0.025141211212610926,0.0953940633156991,0.0171069701718376,0.0440975282250382,0.0334105751838684,0.0061013099880622,0.0074507656737881,0.0111609492515971,0.0630047135175636,0.0199584218933419,0.0384470032169432,0.0491999937339936,0.0765040808050888,-0.13848915754604074,-0.012769768056794417,0.1464614298744092,2.0
JEPQ,0.034282705084760716,0.01885307999310923,0.002572760946593613,-2.1379155115813087e-05,-0.0007773485070057622,-3.908185573528885,-2.0921122567456587,0.912628825661801,0.1424283403164424,0.09781596199112999,0.0884348543993587,69.66285440077083,54.80485961808781,42.97999954223633,788136.0952380953,33874089.01255326,-0.13867739022119585,0.06782607558351117,0.0411821902425066,-0.0094491784553913,,0.006891154183529,0.0109896587126296,,0.9149299898001256,0.5363151866343456,0.7001826821691618,0.8649611597295236,0.91721932632231,,,0.6971140349991984,0.576
LABU,0.017451511251910252,0.09153544678135452,0.028908567319305266,-0.0028084592335504287,-0.006675043432463081,-1.0020187807955496,-1.0020187807955496,0.9981935775699878,-0.007621878672666764,-0.00809750293813341,-0.00809750293813341,69.21255972595036,58.19633293973426,8.40999984741211,56719217.47619048,477008610.32009614,-0.3490712230843509,0.39700994585680394,0.2665662675477334,0.2723146259515552,-0.5296420446223593,0.0534790180955197,0.0603310045505628,0.0848136489982799,0.6994908684010507,0.4513849799974617,0.448138850336077,0.5769518868411867,0.7136896088534304,-0.7982415543558157,-0.4021286575019788,3.1755469536551453,0.005
SOXL,0.008504993870027304,0.05196246145507579,-0.0035907809070541753,-0.005099004573939897,0.040777032539144976,-1.01648854767806,-1.01648854767806,0.9984299409157464,0.0005263160953613583,-0.0015789471237109137,-0.0015789471237109137,71.1253413194498,60.2924669008052,14.4399995803833,96255708.0,1389932383.1294975,-0.3457181794266304,1.0836940747580224,0.2523850750048737,0.2144658674036614,-0.669640817139415,0.0634889551894858,0.068409615927693,0.0817092495968804,0.8817097987857387,0.4702935072889664,0.6135134455391376,0.8621047109041858,0.9046088085703818,-0.8641709179505879,-0.567424549258979,3.983563305784775,0.038
