Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,hedge_ratio,R2_Hedge_3mo,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,ADV_21,Dollar_ADV_21,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_3mo,R2_Mom_3mo,R2_Vol_3mo,R2_Qual_3mo,R2_multi_ols_3mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
CLM,0.17687861962878287,-0.025808204165678267,-0.004325544634116354,-0.017125577413359332,0.032896539234646874,-1.6667479760039374,0.3120941351877395,0.2743435385041606,0.16832242925762117,0.16832242925762117,35.08077720114417,41.88125134831118,7.579999923706055,1731121.2857142857,13121899.213640211,-0.2987974440823541,0.049861515786117305,-0.0194049282014634,-0.063040818203037,-0.4627923381898179,0.0133508621657038,0.0159560387355035,0.0248046769784906,0.3563727286763219,0.1671442965778528,0.31592920078708,0.3724824997707729,0.4214391534212708,-0.5010366512125735,-0.2529370960518741,0.7850492895141135,0.181
CRF,0.15393394628360382,-0.03040751676544904,-0.004548897803588742,-0.018690765347881673,0.03534434063065195,-1.5134750927540987,0.2853409599315917,0.2687201674569539,0.16477970549788093,0.16477970549788096,38.59097742233702,43.30897439618809,7.389999866485596,889327.3333333334,6572128.8745953245,-0.28322021671068587,0.0467421992040602,-0.0080536838007596,-0.0680958352512549,-0.456617672117523,0.015199968307538,0.017830775756621,0.0247272052666093,0.3200222100866825,0.1486660395049442,0.2866213514643325,0.3361757946562675,0.3858164757039144,-0.5010600612643092,-0.271378042574988,0.7833731231629547,0.173
LABU,0.14109012090449058,0.22798367815642528,0.0034883069498396107,0.0106077312325844,-0.033446193384754776,-1.0040921090743775,0.9983370975217684,-0.007315436172880548,-0.00785234893830444,-0.00785234893830444,50.72599646839247,52.10964364888692,7.449999809265137,57139242.047619045,425687342.3563164,-0.423374631170889,0.23754150047663924,0.0507756909632568,0.0567375330082904,-0.6411368146855554,0.0569401406161623,0.0600660373771972,0.0848347487087813,0.724299323786587,0.4183703851185805,0.4631731804987775,0.5791387100726078,0.7385763501815376,-0.7982415543558157,-0.4021286575019788,3.3406456954223525,0.005
SOXL,0.11445682962026253,-0.00903259439996561,0.0020977908115622198,0.05714795671482343,0.10300903399330513,-1.015640811643774,0.998303932901157,0.0029141881128592877,0.00033135049028743153,0.00033135049028743153,49.29669331802519,51.5347987344827,11.770000457763672,94717428.95238096,1114824182.127722,-0.46669684546828827,0.6984128065390409,0.1688183529750471,-0.0296784545161431,-0.7897463280812761,0.0602948753143135,0.0635186228619573,0.0813922407422694,0.8835573843477541,0.5013106830715802,0.6158093404917326,0.8608813543693541,0.9074409907879468,-0.8641709179505879,-0.567424549258979,3.9619375685300873,0.038
JEPI,0.09352192116427974,0.0032849267528191665,0.0016792613918942124,-0.018104591517063832,-0.0024324188922893184,-5.0687756052676,0.5633253620986448,0.11994865217174837,0.08091515485694467,0.07427265086820146,36.98800366628696,46.71660129656883,54.630001068115234,4179315.904761905,228316032.34113383,-0.055334612858702226,0.07370282864144828,-0.0020095105403482,-0.0103260812852544,-0.1109845339324612,0.0086073568793178,0.0072340885854689,0.0098062364629566,0.7255056168681764,0.7131993032143069,0.8342281146742196,0.690993125983836,0.8423991872572332,-0.18238789261789567,-0.07070541127346952,0.4948445627873262,0.61
TLTW,0.08897887981957318,0.03232949002392178,-1.5933714888665116e-05,-0.000660424536719927,0.0014942510563894667,-3.3976368133058754,0.7401624307696617,0.18911363218884836,0.10753749759332706,0.11784658827897447,67.11235009454101,56.99789772814199,35.20000076293945,45091.19047619047,1587209.9391637528,-0.11688703332191897,0.08709078449046403,0.0516880633146263,0.0307466819954562,,0.0126603091343608,0.0104935928358433,,0.73882926728767,0.0012928146721448,0.074502676136723,0.1095320947908944,0.7875110904971142,,,0.6510207189663018,0.517
IEP,0.0881325335194213,-0.013341356584354445,-0.0002297474152774806,0.0011606683786655556,0.0012198113504990197,-1.4602935992428336,0.0494872923424236,0.15223596795712324,0.1217887743656986,0.1217887743656986,51.67752240342804,55.05608440284786,52.54999923706055,474091.0476190476,24913484.190678187,-0.04263071923132844,0.07574208553761941,-0.0053000678457207,-0.0252272419625474,-0.0382503692520875,0.0048915207606284,0.0089049260972334,0.0113374543148632,0.0587174539924345,0.0232054005875024,0.0373173053749644,0.0498357492518632,0.0650391742332285,-0.13848915754604074,-0.012769768056794417,0.1363506412733097,2.0
TMF,0.07619126009762343,0.16207487851221072,-5.879945875920051e-07,0.00010871818335132566,0.00010372749633657693,-1.003504959128308,0.996964930065743,0.009603753598405066,0.005683002878724053,0.005683002878724053,62.7142577872333,56.41134383132224,9.59000015258789,15537482.38095238,149004458.404165,-0.32559775158206317,0.5270700369738608,0.1457586957836998,0.1709402495645877,-0.5950168906673625,0.0413888813807493,0.0413152138851195,0.0386518955993672,0.996278149916204,0.0044517080411276,0.0663842119666011,0.0771248651252755,0.9962969825711284,-0.7545916306228213,-0.4443141781071559,2.970618766892379,0.047
SVOL,0.07158646136356012,0.04991340211615251,0.0011639462227112337,0.007039705741983813,-0.014219029289255572,-4.588039247624889,0.3648104723466745,0.16639373769291524,0.11088205984568886,0.10283005474653659,70.74683238245088,62.267184646981136,22.690000534057617,127121.85714285714,2884395.0064618248,-0.036517992818002054,0.09507728214225475,0.0294918144977183,0.0475531252955465,-0.1501872701984286,0.0057961683987553,0.0077617664183565,0.0118962103215592,0.3677739877769288,0.2658081198623544,0.2721801976541288,0.3430868335218894,0.4181909177803493,-0.2233883404665885,-0.11731638052148108,0.313233969966774,0.349
LQDW,0.06306100282012585,0.01333076272624466,-0.00045373270897189994,-0.005123356946283716,-0.0007298250597510403,-3.531642082552048,0.2727762566177298,0.20019739925198818,0.10657913351418462,0.12486636152875254,75.20266781820555,55.42376871201901,35.470001220703125,8613.42857142857,305518.3219430105,-0.11191781571611381,0.04406445314736951,0.0296380118306658,0.0056705630945186,,0.0048743961246602,0.0057259388474176,,0.3601010815624809,0.0476677061927429,0.1683417021105874,0.1894844095549127,0.4034164291323565,,,0.4655814360929808,0.516
