Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr
ZIM,0.273556310250409,0.009431595051233026,0.014351485569590917,-0.00060666464064726,-0.013917329926031239,0.18102900874165795,0.19309760932443515,0.19309760932443515,34.14084582320761,39.78693628786069,47.22999954223633,-0.3627241096799415,0.5691790874087059,-0.0871666407291015,-0.1147100837598866,0.494653510327693,0.0333194714937771,0.0488321795147806,0.0385793894972574,0.3199049384954613,0.2629648900952294,0.2153113510845451,0.2231104375950851,0.3434313730911134,-0.3627241096799415,0.5691790874087059
SOXL,0.25374124789921654,0.05875216634760875,0.021845375183457947,0.008272359730109001,0.15971874334591574,0.0016030533884338672,0.0013465648462844483,0.0013465648462844485,29.78584541251485,37.8395565765449,13.100000381469728,-0.8182752832563995,4.502828772659045,-0.2113184888563074,-0.4109711998072068,-0.7057579844124207,0.0857464129316727,0.0909090351673767,0.0688022590843377,0.8942282827708207,0.8106801957210187,0.6265367820903077,0.8434282126802393,0.9313174594102148,-0.820491132046199,4.57075542505991
USOI,0.22910571263377494,-0.004336668789409898,-9.961737670291445e-05,1.3718820344671895e-05,0.0005440817612190292,0.27011719353758973,0.3366562575248538,0.22689844257157538,31.66843962017474,39.76267099249006,5.119999885559082,-0.12776831594922033,0.14648437827418093,-0.103327521654336,-0.0284655655708186,0.2394198905008171,0.0262600634967989,0.0169459002250008,0.0174415263772635,0.781767712018518,0.0499770177417872,0.0050555147740088,0.0203017690418726,0.8019455488701185,-0.12776831594922033,0.14648437827418093
GGB,0.22571597958937453,0.021664979291567125,-0.0023977499097145747,-0.0013956022284423318,-0.013233992389387985,0.08135198207536873,0.0865268072962088,0.08677544754705997,24.880613256097995,34.02324105956592,4.289999961853027,-0.3269464134770782,0.4857657993713753,-0.143712621583952,-0.2272347389120486,-0.1718997238954552,0.0308708315355228,0.0335776433933945,0.028395519606667,0.6736248908321552,0.3101508047032376,0.356060301372586,0.338749058198895,0.6955918620104358,-0.3269464134770782,0.4857657993713753
GOGL,0.22012045919889456,0.016769710540749043,0.001538558628516504,-0.0006411850599807376,-0.012947706994009812,0.13101374184020628,0.13745704061923286,0.13974799129622004,35.037727576511294,41.56980667141266,11.640000343322754,-0.2752178872728417,0.37972499933431236,-0.1094108175127006,-0.0407698314422892,0.3433882340458527,0.0427168533198915,0.0410598909160581,0.0390251468528374,0.3136564096751417,0.1001551951240246,0.082529509313971,0.0726320716710052,0.3505550333901975,-0.2752178872728417,0.37972499933431236
LIFZF,0.21954506079466826,0.00692099323990692,0.007312193488222755,0.0008919110549377917,0.008129201277810376,0.14901231990604977,0.05799202477340947,0.15894647456645308,31.203944189703183,37.5903309359697,22.07200050354004,-0.43402724318123265,0.7668694967242291,-0.1192337999233863,-0.1825184998688874,-0.3592584262545751,0.0360138662917077,0.0333335305499065,0.0281496148774667,0.3511066322767657,0.3030898879742605,0.2099998114048178,0.2526484551899585,0.3880409764917426,-0.43402724318123265,0.7668694967242291
KIROY,0.2107549847291622,0.01320209003619811,-0.006170405246103728,0.001748812279145132,0.03505629623830974,0.11387019648442624,0.10430769613367584,0.12146154291672133,34.107517240469015,42.62277606093403,10.399999618530272,-0.33546326696288065,0.5048077108239288,-0.0467461261241731,-0.0095238458542596,-0.1772030748905692,0.0346933552621957,0.0425805188829588,0.0372495497122431,0.2923298167293454,0.1468869694464966,0.1243870208065821,0.1592566637989341,0.311046449757795,-0.33546326696288065,0.5048077108239288
IEP,0.17987638639552292,0.012878861592106676,0.0038411199867338553,-0.00012362236275483736,-0.0003526581945418795,0.12468828206944002,0.1330008342074027,0.1330008342074027,34.21976671977749,40.052457290366576,48.119998931884766,-0.10011809980235853,0.11125693247121604,-0.0348977468344745,-0.0510553972899073,0.0127692382791486,0.0131057207902727,0.013292511139783,0.0117152582123907,0.2913148187377394,0.2860087313878353,0.2532436105744167,0.2690813339221722,0.325985373275467,-0.10011809980235853,0.11125693247121604
SBLK,0.17617190128691806,0.013806481538970967,0.00833249126224971,-0.00045135087626681203,-0.017980223165222107,0.1190476201379687,0.21128451574066376,0.12698412814716661,40.47308892701606,43.25911976779318,24.989999771118164,-0.23131340937148315,0.3009203128967681,-0.0689269884855552,-0.0643132828242718,0.3422485964840391,0.0484921229860659,0.0428685953829158,0.0397231555928344,0.2694006033513132,0.1291178705783634,0.0873445016533515,0.0819733512990591,0.2998062111646737,-0.23131340937148315,0.3009203128967681
PBR,0.1660343361194802,-0.01845014375673941,0.007542153555459988,-0.00015629973241610407,-0.01698510486736824,0.20779109046123223,0.3167260191218228,0.17454451598743506,39.99294261399916,41.90464839261569,11.68000030517578,-0.21081080036149424,0.2671232708937954,-0.0846394909352361,-0.0538572140621006,0.3527980771779759,0.034813031159317,0.0310091089079987,0.0272952591340929,0.5395819404817079,0.2499876428354985,0.1613946512185293,0.1565599635985688,0.6161352038818511,-0.21081080036149424,0.2671232708937954
FNGU,0.13173323680698393,0.18980836263273693,0.0039655221044135195,0.004712250234431421,-0.006425388904311765,0.0,0,0,40.31764348057536,42.51609897578944,7.650000095367432,-0.8088455770148955,4.231372543641975,-0.0578817483763166,-0.3277680124396673,-0.7998430180262904,0.0848971523866455,0.0990732397495819,0.0685833329521287,0.8948688370694083,0.722231419167495,0.5550524295965825,0.7726054247117654,0.9298681301059812,-0.8430125145243054,5.369934501274776
VALE,0.08000005737717954,0.021212648705288766,0.0017571447640341814,-0.0009590385756680536,-0.021405067528663748,0.06773752510239614,0.17049897337579908,0.07225336010922255,37.21818593887519,39.412959857195546,14.630000114440918,-0.3108808087661493,0.4511277769082662,-0.1002460080871111,-0.1338069483053167,-0.2913298204407626,0.0311539075840328,0.0281234065618667,0.026672680290857,0.645939894665198,0.2644288480639672,0.2536204461305212,0.2353985435047482,0.7003671824663409,-0.3108808087661493,0.4511277769082662
MSB,0.07197316415650262,-0.046946276627309144,0.005998059293892928,0.0005571558081822589,-0.004034499264559917,0.11521206962724717,0.13572593547592157,0.12289287426906365,41.66475098330473,45.280173758562405,24.520000457763672,-0.23951836655787107,0.31495614887338075,-0.0712120904519645,0.050107068829962,-0.1958336745135936,0.0325220697071128,0.0275779315211037,0.0366646350551634,0.4586572625945664,0.290858076140334,0.2053240990159373,0.2356340022897011,0.4758692356717925,-0.23951836655787107,0.31495614887338075
