Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
CLM,0.25770468699964916,-0.01473669376308126,-0.0028895405181100114,-0.0018444400275076395,0.035654204721290925,0.2747220542597841,0.16856089418366396,0.16856089418366396,28.05042304561359,38.93160004369598,7.570000171661377,-0.23149612679966503,0.036561224820260474,-0.0767893912410769,0.0365612248202604,-0.3273358783270631,0.0185646922896907,0.0181648401675982,0.024096964213841,0.4279142336137668,0.3757325147923142,0.390903134042132,0.4405900672846341,0.4461365699092049,-0.3821313296600326,-0.19601098720955923,0.8296253991455319,0.181
TLTW,0.23389150027890357,0.018427054017734135,0.00011401067481322994,0.0002625651293152347,0.0008307065220643184,0.19960941534197607,0.10449999951658867,0.12445893166544492,26.94921553694232,47.375955950145126,34.09000015258789,-0.08767535842463159,0.08182821142458718,-0.0268341038956739,0.0775247225700499,,0.0060818874927395,0.0079829770372596,,0.8244247790154353,0.0686083834214261,0.1480095331113305,0.145669032461048,0.8363296366291293,,,0.6211741108028844,0.487
CRF,0.21257763446623282,-0.011366539632076105,-0.004621881410127651,-0.0023602012444527767,0.03151172577158739,0.2706337815862384,0.1659852823993302,0.1659852823993302,33.79685004095175,40.50153351299684,7.340000152587891,-0.22267086262544222,0.04310201003751568,-0.0694805300004667,0.0431020100375156,-0.316612425456257,0.0251862547967488,0.0199741018821154,0.0240734554349633,0.422082888926466,0.387786606228564,0.391803254397988,0.4305211463022897,0.4404481945477347,-0.38793547346094737,-0.21260570701580694,0.8882917917204131,0.173
LQDW,0.15804050877863599,0.009523545585477355,-0.0007874471415393811,0.00250105194455359,-0.003431853048636476,0.2103730637922186,0.11134288492645146,0.13127703018909773,38.819077162311245,48.1670654344781,34.98569869995117,-0.062047990201673175,0.03297345789592532,-0.007357078728665,0.0317181099424952,,0.0040849373054887,0.0031887004449312,,0.6850271747246683,0.3065709601966789,0.3837544013961917,0.3321595739108934,0.7161409268100397,,,0.5344089916264616,0.531
SOXL,0.140724253208228,0.100682156412232,-0.0058470106995745594,-0.07789188969148853,0.12186265506481389,0.004362656648920393,0.001490125319136313,0.0014901253191363147,42.14775571002022,48.03413275268378,11.140000343322754,-0.4935901604434608,0.6075036968642211,-0.0478632029975696,0.2983683499277854,-0.8237347909852019,0.0641173934976258,0.0842961717908181,0.0811965036145824,0.8732388276585759,0.5946768176916069,0.6577412629462325,0.8535483913674232,0.8942425703173648,-0.8466523985011206,-0.6971867654997279,3.857276763248926,0.04
TECL,0.13842857824276233,0.13533234670126687,-0.0004992033698866084,0.01634096763085346,-0.014487993505361845,0.0015719615486119963,-0.0007424307611104009,-0.0007424307611104027,40.2709484629498,45.90606023979155,24.11000061035156,-0.4775731351421143,0.20852128763523758,-0.0507873632894708,0.0087866525177038,-0.7003479880103012,0.0546355498478104,0.0688585047355097,0.0614257370034727,0.9713432678910356,0.6678218415320994,0.8023502097759019,0.924737511682029,0.9730457703140212,-0.7335911534767783,-0.49005523175824417,3.2515187774211167,0.279
TMF,0.12744799227744438,0.08559422007504877,8.583620086572312e-06,-0.00013764091482831002,0.0001084645376960609,0.006705336648697687,0.0033642693189581494,0.0033642693189581494,34.21531843764356,48.54731202041636,8.619999885559082,-0.3916279700264511,0.37261140088753963,-0.1573802276363829,0.3385092871069823,-0.6988813864390493,0.0364670386490231,0.0428607746039486,0.0377372777124512,0.9961474340934312,0.0613817791980079,0.1290410230501715,0.1126838656980964,0.996153491028036,-0.7030034789638643,-0.5118175944922243,2.9772747114809848,0.036
JEPQ,0.10930249155878248,0.02845460861501109,-0.0010137759015179828,0.001722557732103389,-0.0004321556581564642,0.13374562778897847,0.09417534699348858,0.08296474550705643,41.29799487232376,47.57853488049107,42.2599983215332,-0.11033025747905445,0.06937404357324173,-0.0172093413596929,0.0194665927034856,,0.0133795747369207,0.0146255211213111,,0.9698119185754428,0.708930168922882,0.8250624238717975,0.9392018212616178,0.9750582869329004,,,0.75179357928127,0.546
IEP,0.09997180167335765,-0.0007098418941903412,-0.008611819732942465,-0.013588346143273996,0.0015773612702190036,0.15788435541927945,0.12630748433542355,0.12630748433542358,51.46147393174142,48.233074206898,50.66999816894531,-0.03833655001891789,0.13570349419316008,0.0047590295918538,-0.0224369065497609,0.1877903339517823,0.0043551365380105,0.0067726384291487,0.0107905680851756,0.2184800119096902,0.2980838561449521,0.1759440073012668,0.1920883482745536,0.3583137955180284,-0.03833655001891789,0.0,0.2539633333974961,2.0
JEPI,0.07946747796783785,0.004403722479424852,-0.0019665416778703077,0.023897019272717694,-0.004863882934420421,0.11860755125649829,0.07999809955137419,0.07342775729159393,48.07955358389608,53.960732547136544,55.22999954223633,-0.019527822706583486,0.11247008522972202,-0.0066546572309165,0.0768022077764829,-0.0107452610865038,0.0090701401046044,0.0076592912981769,0.0096201017510199,0.8417563464351663,0.8534502171376698,0.9346045670774372,0.7973363660043357,0.94383198545892,-0.040071104503344834,-0.02095243727718099,0.5581929893035652,0.61
HYGW,0.07874768978011641,-3.127968630062393e-05,-0.0013029893091006653,0.001701143144814017,-0.004060973139052072,0.19954901164848532,0.0926405074516008,0.12316287733854574,64.32622526760284,61.083256794742695,37.21500015258789,-0.0023216498501644756,0.055597093574589085,0.0071718371901694,0.0341496513979857,,0.003084076530571,0.0029821806807082,,0.7832921735041963,0.5401118682563677,0.5450453856446744,0.5332644426586123,0.8237684004354773,,,0.5046590405061634,0.49
SVOL,0.06260910121545703,0.019008753754837317,-0.0030600207973107444,-0.002351144190071871,-0.004461926513789888,0.16695187978704473,0.10318168426583817,0.10318168426583817,67.46319387461584,63.1975326633709,22.280000686645508,0.0,0.1078246632204154,0.0248390488138248,0.0951396190541371,-0.0237242015188136,0.0075715668752404,0.0070452391528762,0.0115349773217707,0.4553715551380981,0.4635666443308349,0.4355915001873425,0.4370960000178227,0.4843377533235983,-0.06882068611191161,-0.06882068611191161,0.3299030932651028,0.32
LABU,-0.01598262776940378,0.07206430165080197,0.002643656195858569,-0.009349756288727553,-0.02753500618389434,-0.007155049871535461,-0.007724039897228369,-0.007724039897228368,54.95754001654052,49.97206014503465,7.03000020980835,-0.45588233991521154,0.16583747350015154,0.0384047606520456,0.0619335847941093,-0.8275269749926744,0.0584339203252001,0.0673810116262766,0.0859511711888131,0.8133041133643364,0.5595822360057565,0.5933728363881959,0.6950976464658316,0.8223063523666525,-0.834666036356433,-0.6961429930103659,3.2977740527476183,0.005
