Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
LQDW,0.1525484225067985,0.014440697590206672,0.0005651825065050024,-0.00103063226034193,0.0008907981355301635,0.3284678101128049,0.20567672037106707,0.2056767203710671,71.40513202633005,47.13773382564085,35.255001068115234,,,0.0090013144908422,-0.042713898882752,,0.0021747257811259,0.0068542436002766,,0.8051486864983318,0.3332225933492331,0.3964655165510049,0.3566348650985176,0.6559267697487151,,,0.6639277740701897,0.975
IEP,0.12347251410466198,0.01506745313990192,0.011825824561391463,0.0056036928959753915,0.0021571478232007943,0.14735678513705716,0.11788542810964575,0.11788542810964574,54.169392171927946,58.09395676226263,54.290000915527344,-0.007858192536243758,0.007920432822332124,-0.0053133181714615,0.0500967140109696,0.1019774085230398,0.0092151691055337,0.0107717607191283,0.0114102510513413,0.2859087566109326,0.2851411303444005,0.1805826694273563,0.2066022961541604,0.4048865599428327,-0.007858192536243758,0.007920432822332124,0.321801641968921,2.0
CRF,0.11889635755228019,0.052429471535230227,0.007951119258448618,0.0073606018336451655,0.005096569606402761,0.23290034646412594,0.14221321827239933,0.14221321827239936,73.19937161848414,54.9172197757015,8.470000267028809,-0.22011347442250562,0.28223782204663017,0.0600751576546629,-0.0934606025468812,-0.2794613223474397,0.016957283717632,0.0242722651491826,0.0240240688375316,0.4667473485906369,0.43279114192083,0.4021783631381026,0.449260889487456,0.4856731161280904,-0.32289229099020866,0.47686990813087826,0.8680301595838148,0.173
TLTW,0.09551815045816485,0.015934686635758685,2.2528526531493815e-05,-0.00018188406480704652,0.00011391189039894872,0.21658268947643788,0.13515209437015588,0.13515209437015588,68.67751565227469,48.42210808524286,33.86000061035156,,,0.0235470588316693,-0.0687997633234176,,0.0109657941744789,0.0117251186199568,,0.9697853120962848,0.0377153214132039,0.0809349603700956,0.0954315103044479,0.9648190351864124,,,0.8163769769258414,0.621
CLM,0.0947500249068535,0.02563099318691333,0.007676020482843195,0.008217976410439571,-0.004594544265487741,0.23405851192201066,0.14294286251086671,0.14294286251086671,75.69291031485996,55.72997698262013,8.819999694824219,-0.23114620853318935,0.30063740479475465,0.0665053454192039,-0.0918584485992081,-0.2778579512349305,0.0182885896829056,0.0231569955060595,0.024208120026658,0.4676121981631426,0.4238683406940335,0.395586350311415,0.4630899777461321,0.4871231894678558,-0.3100544484972838,0.44938973491745626,0.8305690782725312,0.181
HYGW,0.09172545421822693,0.006293090346224426,2.9801344051116513e-05,-0.0012127044803323466,0.0002841803856153193,0.21908139242784885,0.1354682772295448,0.13546827722954477,67.28243986633551,56.084417664458,37.06499862670898,,,0.0044627433450652,0.004736227924635,,0.0040131996337805,0.0060822555809584,,0.849567048650998,0.66081034683768,0.6825256441448341,0.6686986879963439,0.7662525027389123,,,0.6300102674402192,0.698
SVOL,0.055226974911329434,0.003459270212255334,0.005918537617151501,0.001138472718713307,-0.0038531611041394886,0.1735131387436181,0.10696413947262742,0.10731527740847939,71.7379378798045,58.30941617292,21.530000686645508,-0.04454638955270862,0.04662328873492294,0.0136535272435212,-0.001204968633033,-0.0945848608844928,0.0062904552731904,0.0079614303704673,0.0122596745373573,0.5301454860086219,0.525986908256094,0.4895673277872902,0.5326274604477339,0.5642734396950656,-0.11320753382923254,0.12765955750399027,0.3774014190330007,0.32
JEPQ,0.04563225644543999,0.026531820495906633,0.0024120706494617223,0.0005757866482627632,-0.0007602604362557062,0.12224850829692299,0.11507117036182168,0.07572156022706149,67.3836676001787,54.73345025114571,43.41999816894531,-0.09709501621451055,0.10753625016824375,0.0181569345514167,-0.019318296369882,,0.0229941534067522,0.0175533447680806,,0.9836139380517952,0.7760561817871128,0.8459542849793102,0.9522563056435884,0.9875766837302864,,,0.7912852591739425,0.681
RYLD,0.04061680518553014,0.02602243229387768,0.006430784888357796,-0.001490296116745693,0.004146504583944416,0.11709944767206686,0.06779452402214267,0.07118265203340211,69.13434703225681,56.464955644902695,19.709999084472656,-0.04427441379967312,0.046325445754460404,0.007668692363282,0.0046410754524266,-0.1301842849592575,0.0037445038871219,0.0121332846703722,0.0118970955383248,0.7575884052790153,0.7174285615475167,0.6741874829968326,0.6656880004996124,0.8052797067869564,-0.13255333739003528,0.15280863147390544,0.5464926028117819,0.195
JEPI,0.01685849566697019,-0.011077177662630706,0.004091355195386733,-0.008912769823153,0.002925578710810856,0.11088979645637564,0.06273606373281944,0.06856557176751665,63.90062258582668,57.06356815025558,54.900001525878906,-0.03187459264006509,0.03292403277276512,0.0049423476566845,0.010029973771108,-0.0223256286010105,0.0112010044210737,0.0116344330761143,0.0096971463579443,0.8732118275933229,0.8831253350099211,0.9317691756100288,0.8326943095448168,0.948908124782988,-0.06654026564580717,0.07128348786446859,0.6114458259282891,0.481
