Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt
GNK,0.3642577915206529,0.014396781699843354,-0.00038886862017248195,0.004216192085673288,0.005107674508094622,0.1465677173047477,0.15633889845839757,0.15633889845839755,22.67329661797246,36.98491095028325,16.170000076293945,-0.3995544042683813,0.6654298193020143,-0.1352941488462172,-0.3220125862615399,0.0387387570623685,0.0395078556014913,0.0357160212294813,0.0370011218580744,0.268775383604413,0.1257430916222889,0.0626322112783736,0.0806433706967826,0.2810053331905477,-0.3995544042683813,0.6654298193020143,1.7669413013067257
USOI,0.2720481518144705,0.13696793930114962,-5.369398160500003e-07,2.554400259401966e-07,8.714195969682813e-06,0.29999999131142724,0.37390020609087565,0.2519999927015989,44.27189072498212,41.27097842379699,4.610000133514404,-0.21465072855357825,0.27331881031511496,-0.0149572002973915,-0.2146507285535782,0.1702773901884948,0.0223458635587431,0.0252318900274896,0.0185381095683512,0.8203391827973738,0.0308204619005056,1.911064928328265e-05,0.000640196511127,0.8366821519372688,-0.21465072855357825,0.27331881031511496,0.7696184726220642
SOXL,0.22620566505655326,0.04923610473847994,-0.000756806443691269,0.05100479543806224,0.2905234650827748,0.0009641872974263143,0.0008099173298381039,0.0008099173298381039,62.02707355604234,56.47551638665156,21.780000686645508,-0.5730319580484479,1.3420956646527413,0.3256238759645287,-0.049323403242809,-0.5278610915954178,0.1013787819525458,0.0864699395668638,0.072906646710214,0.821573834251334,0.5178019931231044,0.5085925458946319,0.7761618235658838,0.8716735989334093,-0.7015493775997812,2.3506380116004975,3.5376752804649305
ZIM,0.21015743205125897,0.0980133357771703,-0.0003632223704942527,0.0020899434418368075,-0.03440117288754604,0.16907257369185003,0.18034407860464002,0.18034407860464002,57.46681372829518,50.91927056338167,50.56999969482422,-0.3176573810849914,0.46553941125661713,0.121037442043832,-0.13496406960901,0.6855090215102493,0.02359286354138,0.0399959246771064,0.0383103658942973,0.2822363949348616,0.2179547574661773,0.2124827654542231,0.2474224545728631,0.2869986350745345,-0.3176573810849914,0.46553941125661713,1.3560579495597005
GOGL,0.16821855942997083,0.016991858991016573,-0.00022829985479478381,0.0018994910548529014,-0.0009238192794984056,0.1396520136763184,0.14652014549646525,0.1489621479214063,51.57587780969589,46.45228744609842,10.920000076293944,-0.3200497858389455,0.47069591151439494,0.0018349044462049,-0.2458563244811102,0.4770299269331046,0.0362430596076827,0.0346630860238936,0.0394828690526748,0.3258275277854856,0.1151134729261362,0.0610794451425595,0.0748151487441998,0.3371332151540744,-0.3200497858389455,0.47069591151439494,1.8615458394316904
SBLK,0.1553008125717674,0.01690583203762096,-0.00026537523985271325,0.003096948365458011,0.001997005851021565,0.11517615210171288,0.2044134733099307,0.12285456224182707,53.68637284301756,50.64462968596227,25.82999992370605,-0.20547519971425565,0.2586139534478449,0.0085903673608493,-0.0872791300333281,0.7475334101090361,0.0306072082354388,0.0378697011377918,0.0396328985268218,0.30061653025386,0.1139032522587064,0.059104570263302,0.0753360709153607,0.3107993422204584,-0.20547519971425565,0.2586139534478449,1.9077367851281173
PBR,0.1514534633516753,0.011557202156698736,-0.0005718762389224253,0.0021783228108010273,-0.00635394694427091,0.177412276744011,0.27042104659898,0.14902631246496922,48.42540140901189,54.94617564972554,13.68000030517578,-0.11398959346110482,0.12865491490827163,0.084853344776417,-0.0079767699043897,0.7536399944522241,0.0518886712709685,0.0359934998011954,0.0281226250718829,0.5814209599782458,0.1825272521876837,0.0656300539678438,0.0727580997600881,0.696662594411366,-0.11398959346110482,0.12865491490827163,1.2209970739716058
IVR,0.08580002137446374,0.07093266135881393,0.00031561712455266167,-0.0055856180444618705,-0.017901128069871604,0.15515222551739904,0.1327868858390419,0.1303278694346152,55.49143686619015,56.11404868196675,17.079999923706055,-0.33248655873601485,0.498097174053046,0.0648378397018638,0.0668332092146977,-0.4000815314241001,0.0339949829503952,0.0547770856127885,0.0294346273390865,0.6621634934972904,0.1846673168409345,0.3014564020334647,0.268778583745087,0.689359309024409,-0.4547262746710351,0.8339412914068025,1.8052905168301017
MSB,0.06527164073499722,0.007627539896950435,-0.0007386638844339004,0.0043799632329225725,0.00351725956217885,0.1022439408543804,0.12044879120827535,0.10906020357800576,54.86139135315601,53.027330882545535,27.6299991607666,-0.0756413127048744,0.08183112653619062,-0.0386221509809141,-0.0446058406681946,-0.0465848060808163,0.0521025672796587,0.0347744143287609,0.0379772143611807,0.2951589933718561,0.1508730104122324,0.0461331366416463,0.0773970819335156,0.3478491171890492,-0.14306254072146818,0.16694630299148616,0.6188401528095934
ARKK,0.0644366290022491,0.22405982864038995,0.000426293874257259,0.009957083748718388,-0.039106527468605656,0.011252155881442513,0.00945181094041171,0.00945181094041171,67.37611626748263,58.50549083763173,52.18999862670898,-0.314281983863094,0.4583253997519974,0.2005980483352931,0.1348118443567076,-0.5780204567915651,0.0472468222767471,0.0482227326598946,0.0388842170411563,0.7805396081470413,0.3221846794779353,0.3687128257175046,0.5719564879200145,0.8631063482647219,-0.5794369612007685,1.3777648241632101,2.006638982803179
ORC,0.0416249553182005,0.04360403714722941,9.918224277074153e-05,0.001755634279691947,-0.005074397547067213,0.12423312919778512,0.10435582852613949,0.10435582852613949,69.97028336518483,60.70242388387236,3.259999990463257,-0.1338856662501029,0.1545819772667152,0.0482315435456983,0.0382165227866271,-0.2386514025344152,0.0166977254650311,0.0284927112381543,0.0195496354425619,0.7666654562007037,0.2040303947193694,0.2900879692600108,0.2817689124088973,0.806060302339876,-0.27941208245504623,0.38775571398283293,1.011257946177936
TLT,0.03771615778759274,0.006892075083815902,0.0008613686553997447,-0.0011421099544655876,-0.0006170447980676294,0.01613685620827871,0.017212646622163954,0.017212646622163954,38.52595946215415,47.78815118855244,115.4499969482422,-0.17884136805307582,0.21779149739807546,-0.0172795910000422,0.0118317133407086,-0.2050025968835086,0.0144258994542038,0.0132735991631686,0.0111914465790734,0.0278872473497637,0.0730641902255363,0.0033140524807796,0.0224419677529474,0.1987929725000404,-0.24537541125380502,0.3251622262421836,-0.1354335479379156
IEP,0.01188211758677963,0.0061419372946945735,-0.00030373457008986274,-0.0011739147051427483,-0.00987894664634072,0.10950903266547703,0.1168096348431755,0.1168096348431755,75.18919294861311,65.58621142663816,54.790000915527344,0.0,0.0,0.0548710505231475,0.054262067126926,0.0727757552725616,0.009916815123179,0.0112956682956738,0.0117655544003086,0.2330976687913569,0.204109565120251,0.1693009463020264,0.1754278682933115,0.2531643633704189,0.0,0.0,0.3390308735457686
RYLD,0.010162443063389748,0.01697068034315888,-0.0002894890711668652,0.0006356626477068705,-0.006555186430982621,0.102356270984094,0.07517248122605309,0.08597926762663896,76.45447277193261,55.7938812458492,21.21999931335449,-0.10006577175768316,0.11119231674644059,0.0133714790905317,-0.0093371037454289,-0.0709281548312916,0.0020189514371228,0.0091319713721887,0.0106573149473459,0.6469813695634277,0.5347395389202101,0.4574778943473057,0.5487563452566071,0.6686135737984791,-0.11200868468883818,0.12613713980928876,0.501079611417914
CLM,0.00439083116796187,0.016959608200804704,0.0005309356866875644,-0.02805729047899304,-0.018716945880237444,0.1529577519576293,0.1284845116444086,0.1284845116444086,88.58998490388392,63.199354011504965,10.649999618530272,-0.22876558255083057,0.29662263168630965,0.1588683465517719,0.0360929395908247,-0.0153724967121284,0.0102301147821738,0.0324156431390542,0.022301294266725,0.1203263317533005,0.0523112036291487,0.1487387751278429,0.1233783447018734,0.1831088089398168,-0.22876558255083057,0.29662263168630965,0.7839237049845014
SHY,-0.0024115864283088834,0.0002998603650878341,8.30601962704407e-06,-0.0019433650632077549,-4.2033384443297626e-05,0.007081467082409098,0.007553564887903037,0.007553564887903038,45.9601499470898,47.44062594347023,82.61000061035156,-0.0233196760460056,0.02387646753402195,-0.0016918355244524,-0.0042188823286354,-0.0380549835011118,0.0021422906812044,0.0019445921328876,0.0012296040393414,0.0394536994369735,0.0054171397407258,0.0732898342150017,0.0441424269162079,0.1567812815828465,-0.038947116723657804,0.040525466809778976,0.0215425143686349
