Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr
USOI,0.3760019786044763,0.26156450831793343,0.0001757850188202832,3.480291922035969e-06,3.8288027464517064e-07,0.28282209361162025,0.3524908071702659,0.237570558633761,35.95503201779947,38.54515420243524,4.889999866485596,-0.16695060275629758,0.20040900732739786,-0.0467836730217068,-0.0935724446570475,0.204152329175681,0.0357537446228105,0.0216123245230416,0.0183331460451003,0.7969741409452102,0.035525584965014,0.0029410956945642,0.0025718068552332,0.8072739515676238,-0.16695060275629758,0.20040900732739786
ZIM,0.23635237036474654,-0.054639617770065166,0.010500060839060923,0.00031830909877863324,2.2703384957847645e-05,0.19445075648472493,0.20741414025037325,0.20741414025037325,34.98633516013897,38.14022105138095,43.970001220703125,-0.4067113710166499,0.68552025295611,-0.0864325733449441,-0.3018220813289939,0.5282203377408394,0.0349621518662709,0.0480792309267827,0.0388373405098382,0.3573521649548077,0.2443686353566615,0.1959458368790687,0.2122236795971966,0.3651631221574468,-0.4067113710166499,0.68552025295611
GOGL,0.19596686598632204,-0.08892238758953826,0.00013449154616250607,0.0002588723050351106,-0.0002968837836136752,0.14635316591498462,0.15355086259932815,0.15611004364265027,30.143117860802818,37.43291661047863,10.420000076293944,-0.3511830371855801,0.5412667320876263,-0.1063464654670108,-0.2157861641494703,0.2729195221787734,0.0415677900515158,0.0419641670372062,0.0394603891165089,0.3473285508617885,0.0914361881490847,0.0595449136470992,0.0620408429835606,0.3960718696924368,-0.3511830371855801,0.5412667320876263
PBR,0.16228631719714182,-0.01879533883816217,0.00967591478640183,-1.584298309862884e-05,-0.0010032103543076382,0.2099480892649028,0.32001382921426064,0.17635639498251834,45.040443399501775,42.75933305310939,11.5600004196167,-0.21891890063261465,0.2802767866357565,0.0096070403654113,-0.0690660669509957,0.4859110125859807,0.0343218903462299,0.0301275785338101,0.0270323289506568,0.5414959648203954,0.2499409178934807,0.1525279957032541,0.1407773909280995,0.6290488935462841,-0.21891890063261465,0.2802767866357565
SBLK,0.15344244102708862,-0.07632553115730055,0.007626824702736863,0.0005245298107699507,-0.00044896471609103157,0.1321047930518306,0.23445825455921526,0.14091177925528597,36.12953054574901,39.731907039138974,22.520000457763672,-0.30729001475071116,0.44360557996016925,-0.0628381267471626,-0.227704371943669,0.3378263064296183,0.050326630793785,0.0453579065369603,0.0400987152929585,0.3132004013492302,0.1250659213823579,0.0669610214375431,0.0721957965564544,0.3517851792250026,-0.30729001475071116,0.44360557996016925
GGB,0.14203029813669948,0.10524823794578217,-0.0038993420385203203,-0.0011771191291078764,-0.0007059274785968596,0.0794988634656591,0.08455581122765804,0.08479878769670304,46.01754254957493,38.89984339091198,4.389999866485596,-0.3112575335089235,0.45192150717042545,-0.0022727792420651,-0.1921236926465989,-0.1243994242614052,0.035917155156926,0.0351401022740501,0.0286639563206522,0.681245077012657,0.3111851249370219,0.341276951409422,0.3264303783046157,0.700526872703646,-0.3112575335089235,0.45192150717042545
LIFZF,0.1157510683723496,-0.04181643888667258,0.011490681827354422,7.115420912515811e-05,-0.00044821270262117177,0.1374624350387435,0.10470831762120261,0.14662659737465975,37.780796480785945,39.090076767704495,21.362199783325195,-0.4358797644343212,0.7726717407987276,-0.0549934098123047,-0.1701337832415844,-0.3616927239794185,0.0379259388404684,0.0343254917141203,0.028050378817174,0.427727227644829,0.318395609772984,0.2226803545093723,0.2350776099858738,0.4565270314066773,-0.4358797644343212,0.7726717407987276
ARKK,0.06637919936258647,0.19116426844409357,-0.006971815423946618,0.00186056368231502,-0.0013171867676683852,0.012540037946583489,0.01053363187513013,0.01053363187513013,65.94789364884502,52.9963599623255,46.83000183105469,-0.4616003676283873,0.8573563945336848,0.139138923273643,-0.0192669773601112,-0.6200176901173803,0.0522557091162764,0.0563447892531028,0.0370907065347888,0.8053680746771926,0.4901962713259332,0.4103127732813691,0.5900818539991166,0.8785601660413626,-0.6241314844355177,1.6605048270621765
CLM,0.061375588970089386,0.0022194715041286756,-0.006126744419627291,-0.004538244089575157,0.0006129826254322854,0.17572814666214007,0.14761164319619763,0.14761164319619766,63.38538984089082,46.512023077662775,9.270000457763672,-0.32870012592699716,0.4896472331100892,0.0630734144372069,-0.1118720674751732,-0.0890284169377004,0.0410403471480064,0.0426719591873634,0.0219168891658442,0.1096460184559788,0.0720696722065519,0.1451864298065646,0.1151097436384291,0.1638633758264946,-0.32870012592699716,0.4896472331100892
IEP,0.06084551745402254,0.005113163980531266,0.004661172373827079,0.00044933294342790024,0.0006939239842736882,0.12108981013893427,0.12916246414819657,0.12916246414819654,61.19481228003092,48.13491085682511,49.54999923706055,-0.07337596720741946,0.07918634161288174,0.0116373968997836,-0.0369425105340153,0.0108796984646097,0.0114078038843097,0.0134481051281007,0.0116927955588775,0.2497691699005049,0.3104052985901879,0.2539573830234781,0.2968475249616684,0.3324068918789171,-0.07337596720741946,0.07918634161288174
RYLD,0.06017401639206321,0.04381760904169516,0.004457997333328128,8.605815585560592e-05,-0.0006866192022285595,0.10467469879518075,0.07687518072289157,0.08792674698795183,60.60131658953529,46.00403496313407,20.75,-0.11999831101426561,0.13636145534285538,0.0236802926194548,-0.0579275798522658,-0.0853283963322252,0.0037314559974317,0.0149988624965891,0.0108847555079385,0.8165258269739288,0.7088640839660549,0.5731912203938802,0.6867492393675749,0.8367595864793722,-0.1316767017466115,0.15164478715643814
SOXL,0.058710028785171925,0.02320703579756798,0.026541201715057406,0.009167252473603517,0.013301683698222736,0.0015317286609459657,0.001286652075194611,0.001286652075194611,46.63502763227803,40.69715421870181,13.710000038146973,-0.7907772161496031,3.779594179929475,-0.0405878184222783,-0.4285118729074521,-0.667415191894986,0.0822548169418481,0.0890408440870367,0.0696219765977183,0.8639102957594355,0.755132159123334,0.6026542133361026,0.8233562385647442,0.9101856293178496,-0.8121323271123281,4.322895549985924
FSK,0.0522441173478482,0.050159139911087086,0.0002458643331924468,0.00014366185590508344,-5.770702401157201e-05,0.09192607242674218,0.10583657862465132,0.09805447725519166,72.36450359898387,53.93071148662262,20.559999465942383,-0.07883951852069593,0.08558716977750325,0.0941989603072546,0.0240041562973767,0.0884016258331987,0.014045666900472,0.0248032339060177,0.0153116203158321,0.783826227547479,0.4093475780476483,0.3789838801411421,0.3977888530773695,0.7865906968819396,-0.07883951852069593,0.08558716977750325
ORC,0.02576504143198239,-0.03572024687225205,0.00030601261203386086,0.0005623787908699759,-8.914158908701293e-05,0.13822525282336823,0.1161092123716293,0.1161092123716293,56.62545430262222,50.21796733463557,2.930000066757202,-0.3195918052778497,0.4697059908403327,0.0501792497556847,-0.0059558634218406,-0.3313664393511552,0.0204608071197609,0.0274834721282033,0.0193802630956481,0.7436557149869414,0.2130301843735352,0.2465984207604707,0.2495507454916333,0.7749169550950681,-0.3529351276095052,0.545440098309824
MSB,0.021067202720337398,-0.03020248109035063,0.005728931077186585,-0.00021026373798252435,-0.000640544902016477,0.10924207012080173,0.12869295906620462,0.11652487479552184,59.96356562180996,51.36149132747225,25.86000061035156,-0.19795859959913586,0.2468184304453549,0.0775000254313151,0.0971574435798661,-0.1526046705817351,0.0350563716561752,0.0280277400676236,0.0368918180498617,0.4894355151426776,0.2967937223287258,0.2314272296558365,0.2277100313620432,0.5026711847829219,-0.19795859959913586,0.2468184304453549
FNGU,0.017648041756386908,0.09643306281109833,0.005799148815705232,0.004695522001645765,-0.00090250535966203,0.0,0,0,64.12184302085457,48.71293565651454,9.329999923706056,-0.7496646147273515,2.9946410249228927,0.194622278113046,-0.160216002518181,-0.7529785594220648,0.0732187617010996,0.0944376214226533,0.0690673180881618,0.8965946262227088,0.6809104380274833,0.5515022199256151,0.7733687234759211,0.9340134312025328,-0.8085368353919364,4.222936756775431
