Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,hedge_ratio,shedge_ratio,B_Mkt_Delta,R2_Hedge_3mo,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,ADV_21,Dollar_ADV_21,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_3mo,R2_Mom_3mo,R2_Vol_3mo,R2_Qual_3mo,R2_multi_ols_3mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
SOXL,0.4760596962619284,0.4813623430149133,0.006673432132233529,0.0034651377783145956,0.009440677006868393,-1.0146860441078338,-1.0146860441078338,2.6397095633733394,0.9983670390740302,0.0008493931132598845,-0.0013204855093920925,-0.0013204855093920925,33.13204406826118,48.86389920833947,14.010000228881836,93190614.28571428,1305600527.472496,-0.2748446971955656,1.0216451047503923,-0.1298136709980065,0.3105706996089044,-0.6572057598476735,0.0621084017817692,0.0674181148568682,0.0794439751257851,0.8476902502544461,0.2223181218534485,0.4842071865655991,0.7738745030271789,0.8487633729668128,-0.8479596412912591,-0.5761299052502217,3.863470143155213,0.038
LQDW,0.4095587504463946,0.005815550644003252,-4.518010951661716e-05,-0.0006191016992002358,-0.0021018442328732865,-4.283957706252687,-4.283957706252687,0.597327865824808,0.3975460226234416,0.21030754286829642,0.1323896663869598,0.13123575200702675,15.813296349133433,31.71461175612696,33.849998474121094,65950.85714285714,2232436.4136526925,-0.15247872714034927,0.0,-0.0299470402617541,-0.0367377254151702,,0.0040543619619687,0.0061857447700605,,0.4734814848027268,0.0183008777599265,0.0830272030473735,0.08510445466652,0.4818998582389129,,,0.539833958554141,0.608
TECL,0.35971278053510924,0.3385751488574812,0.006608537368661395,0.00021537570417392858,0.030329895618057198,-1.0031409192791032,-1.0031409192791032,2.269711696372971,0.999388816801589,-0.00825560698704782,-0.008604485589638255,-0.008604485589638255,33.52247102836218,49.43189371110798,28.09000015258789,4110209.523809524,115455786.15097772,-0.31637867976939504,0.4080200039275128,-0.0847181601898126,0.225032698593004,-0.5125802597264022,0.0458992151953225,0.0458302368143983,0.060693548329262,0.9574288374219464,0.3030477476686896,0.6159627389087317,0.9124145180089268,0.9639937794735346,-0.7010787923059028,-0.3843272180430499,3.0372817990355903,0.049
HYGW,0.34514990962935327,0.007335561427686267,0.001219403068611215,-0.0003611251192865839,-0.005603200049443867,-3.3181609648242083,-3.3181609648242083,0.5588894934113814,0.2056694351353529,0.1996292105234856,0.11346186281814097,0.12321340262979592,18.241810239772686,34.844689255699414,36.17890167236328,14847.285714285714,537158.4899586269,-0.09398721849029612,0.01041450927348797,-0.0239065691940205,-0.0236431959410921,,0.0048321287425454,0.0057005138029484,,0.4961674134907394,0.1008409229679158,0.1782171788346328,0.1998243033365501,0.5532658827049965,,,0.5521752671054485,0.576
TLTW,0.2560141657162568,-0.02493429540745272,-4.091718181640883e-05,-7.81387509217086e-05,0.0002655077423246497,-3.2972058162490447,-3.2972058162490447,0.7209619234162877,0.7374094018198287,0.19717114841244351,0.10351159641944449,0.1229228234998394,22.29837495235136,37.339048437456434,32.779998779296875,69352.04761904762,2273360.03629412,-0.1776010982315861,0.012353233415286047,-0.0501303861599106,-0.050955474510114,,0.008574179805387,0.011384584576235,,0.7333252652351141,0.0016628188685554,0.0291948842688414,0.0469960073284259,0.7420590079235811,,,0.6676274694519838,0.464
CRF,0.2169165135916443,0.017965024890208955,-0.0059186779694652015,-0.005760606830288458,0.07052122424695824,-1.657630437500366,-0.9617934522385264,8.260236088926865,0.3002342926567136,0.17085084563680952,0.10312203275119,0.10312203275118999,28.069146014805423,45.970106703666936,7.670000076293945,780447.619047619,5986033.297638666,-0.24059408053429943,0.08640228590062082,-0.0448318391841393,0.035087750909015,-0.4314306740971729,0.0078723277675427,0.0162396806508644,0.0246492338552037,0.338425184711957,0.0722811201379072,0.2867734864956668,0.3573098606207153,0.4036313211090009,-0.5010600612643092,-0.28621903507027846,0.797266429116757,0.117
SVOL,0.18774148880006658,-0.01791025836607051,0.0044779293967916545,0.0012151103533644698,0.00012499744300022408,-3.649421306559284,-2.226883189492848,20.19933958804778,0.3210326328722981,0.17098008745322793,0.10406606145891455,0.10571945509553358,27.845474230852123,44.23638147851197,22.100000381469727,119744.61904761904,2646356.1266313284,-0.05555552385697882,0.06660237035943317,-0.0208240726499554,0.0004527038846879,-0.1113791863405926,0.0072249168262018,0.0066507668414513,0.0105816462899143,0.357273513281333,0.2083332137536852,0.2773511527617539,0.3487844319250039,0.3679143180769327,-0.16262529308990026,-0.05431619345498162,0.3847518372019898,0.32
JEPQ,0.17509944421732773,0.0644181609727146,0.00582774783931892,-0.00022064131776230943,0.00017523935427155376,-4.334399474000738,-2.4457509851593584,0.6984378214972138,0.7923188490909182,0.14571157330085502,0.07496457680159598,0.09050329117953866,33.712436989302326,47.45528401693653,42.4900016784668,977886.9523809524,41550418.24801745,-0.13497551705186028,0.05565221561408196,-0.0143817889841525,0.0201680701515931,,0.007642837953128,0.0087275315706528,,0.7948608634559026,0.3743432474391418,0.6070196019693723,0.7995604003121743,0.8344020096353333,,,0.5438766455148865,0.441
JEPI,0.13647772118522922,0.009049109090000429,0.007399805127884621,-0.006532487863015092,0.01439250565206909,-4.464858117431432,-3.8465325943466304,7.905114950578642,0.3741665730376765,0.11415788691624895,0.05830519085110453,0.07062446875723684,33.0278914745008,43.74020414968694,54.310001373291016,5616037.238095238,305006990.1134058,-0.05956707578716858,0.06741352659532951,-0.008760714258362,-0.0036689956778659,-0.0905894128739003,0.0051725598754406,0.0061067071346915,0.009573728361905,0.6017108540358286,0.5777064305114988,0.7679725597567861,0.5838592884373832,0.7857937542403947,-0.18238789261789567,-0.07199099429842826,0.4406040230828798,0.444
CLM,0.12871471090898076,-0.005554439495396041,-0.0069090152657649406,-0.008517883994597979,0.016690938746581674,-1.788783607826241,-1.0466031180313384,8.104426649592035,0.2914286788497707,0.17138209042327127,0.1034567169666609,0.1034567169666609,33.23008075902971,48.73462009264772,8.039999961853027,1444142.857142857,11610908.516338892,-0.23863639750263776,0.11357343427839783,-0.0371257970603989,0.0496083710196546,-0.4265335449828161,0.008762070876166,0.0147730790465677,0.0247757147222776,0.3420761477991209,0.0710056940889467,0.3144840189025005,0.348242786049985,0.4188704319517236,-0.5010366512125735,-0.27021422081942836,0.7318118518737194,0.123
IEP,0.12047705502433093,-0.010069272674367405,-0.000136399992461081,0.0008813105346617597,0.01561252597995712,-2.3947927011667978,-1.1330952761921638,2.3820450005092844,0.1138781254936819,0.14839547435806627,0.11871637948645301,0.11871637948645303,45.70736490849638,57.28363395149482,53.90999984741211,356480.9523809524,19217888.088462465,-0.014802656345419662,0.10358242643490811,-0.0059007873414232,0.0660470668923047,-0.024959324385319,0.0036933370490419,0.0067539182079898,0.0108236858190964,0.0980457730052652,0.0089562200167759,0.0478381145738914,0.1010668277921565,0.1307995525659974,-0.13709236220067145,-0.01423161817181362,0.1697511885542404,2.0
TMF,0.11000190037714004,-0.112541038673805,2.9626590517710683e-08,6.276264204348079e-05,0.00023669681656905323,-1.0091012589968311,-1.0091012589968311,2.4521746533329685,0.9969248734734864,0.01460733027296244,0.009685864218369951,0.009685864218369955,22.25810984642921,39.06762892798234,7.639999866485596,14364709.523809524,109746378.84400912,-0.3579831839163381,0.21656044764984972,-0.1558011375174098,-0.1631982726482762,-0.6528850619247029,0.0267120317225309,0.0355196399825084,0.038597943215206,0.9968514666905932,0.000655263127519,0.0458558476308201,0.0630726121223641,0.9969756584275418,-0.7413509047690234,-0.5098847083198184,2.957258504510367,0.047
LABU,0.083651673124732,0.10107555093052241,0.013724129416556857,0.005057837632345026,-0.12998144634687717,-1.0076499647775106,-1.0076499647775106,3.804684468606708,0.9973576111580008,-0.0069742814529465975,-0.007579425162357278,-0.007579425162357278,29.044819576651932,42.70372933729147,6.610000133514404,43135401.190476194,285125007.62824506,-0.38625813810903653,0.09800667017561793,-0.2278037605738356,0.0542264997802517,-0.6170336010509645,0.057004996402721,0.0570071263312532,0.0824417862974549,0.6681793711812345,0.2295205666590113,0.3827827531675568,0.5152565878726159,0.6990541522068972,-0.769067779273282,-0.4295550351430012,3.296045133200981,0.005
SDOW,-0.03951112751183739,0.025056706227235975,0.0008438635039492082,0.0011037220847078593,0.003170572518045253,-0.335938655715661,-0.335938655715661,-3.049534213697493,0.9983794160556478,0.0043970311323167695,0.0015176249058534153,0.001517624905853417,70.62592315803427,55.031457822083134,26.950000762939453,10757095.23809524,289903724.87367904,-0.38074447427695846,0.12950545153160276,0.0656385839192641,-0.0364675929730191,-0.1082064402618961,0.0295570130402847,0.0261771426357789,0.037235057423054,0.9983794160556478,0.6353982022122131,0.8821129832558494,0.8184046908058847,0.9986592438452022,-0.4517463152715777,0.0,-2.971909898040068,0.097
