Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt
PBR,0.173237954,0.023576446,0.013847444,-0.000344409,-0.012602775,0.211595462,0.32252484,0.177740188,50.23165418,44.53292439,11.47000027,-0.224999992,0.290322567,-0.02465986,-0.150955203,0.521278504,0.029719968,0.028392153,0.027214887,0.588719653,0.257193863,0.156101409,0.154745948,0.673146549,-0.224999992,0.290322567,1.14682492
ZIM,0.170085294,-0.003461516,0.010534698,0.001241457,-0.007938352,0.179020107,0.190954781,0.190954781,59.4902599,45.61421865,47.75999832,-0.355572819,0.551765707,0.103512007,-0.247031563,0.79414451,0.031531929,0.045224018,0.038404568,0.384211252,0.231254241,0.197432008,0.205188377,0.388713778,-0.355572819,0.551765707,2.277790283
SOXL,0.144522059,0.029124722,0.037755907,-0.021426051,0.197459515,0.001407507,0.001182306,0.001182306,60.31720402,44.57137241,14.92000008,-0.768568892,3.320940297,0.286206861,-0.301825012,-0.593952404,0.054500482,0.082143091,0.069661314,0.852980174,0.728580937,0.603118263,0.817576973,0.906588214,-0.795551737,3.891212991,3.458154643
GOGL,0.142387684,-0.004429007,0.002093035,-0.000156804,-0.006264746,0.140423577,0.147329655,0.149785149,53.1750691,42.43401026,10.85999966,-0.323785802,0.47882136,0.010232526,-0.237678751,0.442875149,0.029922375,0.037821924,0.039244097,0.374616926,0.115248531,0.073133534,0.080571517,0.41139919,-0.323785802,0.47882136,1.977904896
GGB,0.128016134,0.106432264,-0.008904351,0.002833537,-0.009647649,0.080787034,0.085925923,0.086172836,48.89791249,41.25984772,4.320000172,-0.322239712,0.47544791,0.026128298,-0.205005491,-0.139867452,0.042932092,0.036831474,0.029128538,0.723033683,0.309324246,0.336061213,0.334102953,0.74898348,-0.322239712,0.47544791,1.209142732
RYLD,0.121479338,0.017758501,0.008363841,-0.000260062,-0.007556467,0.105539359,0.077510204,0.088653062,35.48422184,43.16178836,20.57999992,-0.127207967,0.145748313,2.22E-16,-0.023055404,-0.074598377,0.004000769,0.011857586,0.010821167,0.774925426,0.70580085,0.580612623,0.672690164,0.797966673,-0.138790679,0.161157892,0.631919343
SBLK,0.120905075,-0.00396633,0.012261613,-0.000866203,-0.007302117,0.121428571,0.215510204,0.12952381,62.63972478,46.98194743,24.5,-0.246385689,0.326938707,0.047008564,-0.16874387,0.741672162,0.039511332,0.040966878,0.039657734,0.347195701,0.146520543,0.080196432,0.091317416,0.38051681,-0.246385689,0.326938707,1.966320722
GNK,0.114553259,-0.004044854,0.00547243,-3.06E-05,-0.007972301,0.133596394,0.14250282,0.14250282,53.95013001,41.70139813,17.73999977,-0.341255122,0.518038368,-0.019889536,-0.191799583,0.196079028,0.033221565,0.040755778,0.036663693,0.321715862,0.112136872,0.065741037,0.068658052,0.359433276,-0.341255122,0.518038368,1.889723073
CLM,0.106852215,-0.001042561,-0.011983467,0.010999004,0.006183207,0.182214774,0.15306041,0.15306041,48.06369412,44.0005284,8.93999958,-0.352597595,0.54463436,0.021714238,-0.25124104,-0.107801752,0.017002567,0.037081862,0.022032457,0.11122104,0.06493338,0.151850042,0.117345163,0.190858723,-0.352597595,0.54463436,0.690006698
USOI,0.10542001,-0.082960909,-0.000141862,-2.89E-05,9.04E-05,0.281097557,0.350341458,0.236121948,49.69607405,42.8846855,4.920000076,-0.161839834,0.193089389,-0.053846104,-0.122367226,0.197772452,0.037790435,0.022890835,0.018758463,0.810934828,0.038226104,0.007645446,0.007134695,0.821581589,-0.161839834,0.193089389,0.674504175
