Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,hedge_ratio,R2_Hedge_3mo,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,ADV_21,Dollar_ADV_21,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_3mo,R2_Mom_3mo,R2_Vol_3mo,R2_Qual_3mo,R2_multi_ols_3mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
SOXL,0.30640453483442864,0.14332629428237129,0.0038593639907791213,0.11413185658130319,0.1802712383180309,-1.0135771131050264,0.998368146620514,0.002698412415134341,0.00015872993210747262,0.00015872993210747262,68.28860190315442,53.77968911988012,11.970000267028809,101027161.90476193,1209295154.9771628,-0.45763477877002545,0.7272728085908857,0.2251790896813028,0.1769911678693718,-0.7996317386890303,0.0672630909188609,0.0840635806656151,0.08189475994916,0.8790399778228111,0.5232981440913408,0.6360152419711089,0.8572893619292792,0.902102061342318,-0.8146484991074625,-0.6582533436192721,3.911065970203594,0.038
CLM,0.11944182972340482,0.0029324411217613163,-0.003934454989448242,-0.025464846748619065,0.07775369181477172,-1.6135430554410022,0.2735162418765922,0.2606643203003835,0.15970452178924158,0.1597045217892416,66.99676395044231,49.43541094334535,7.960000038146973,1797809.5238095238,14310563.8781048,-0.2636447984125778,0.10249311211346712,0.0585106460553803,-0.0602125398823321,-0.4445219762368052,0.0179736144503277,0.0185966583630776,0.0247950194789778,0.292046146873531,0.1264847547556393,0.2527832678313733,0.3212096512791064,0.3909193401916547,-0.4536719145591577,-0.25806447178878156,0.6799821893198326,0.181
CRF,0.11255777679226087,0.0031895172818983564,-0.004219643842467546,-0.02963405797427659,0.07889866639609562,-1.5103792589685872,0.2672411591490354,0.25601706219509224,0.1567767491829081,0.15677674918290813,68.40228159422877,50.422045486243,7.739999771118164,900314.2857142857,6968432.365362984,-0.24927260367600268,0.09631725691925497,0.0602739135461594,-0.0537897943327964,-0.4431654688105265,0.0181547062470718,0.0195099219381246,0.0246767496280494,0.2817054155000431,0.127307882049374,0.2494709770153932,0.3091545183860407,0.3730336973274186,-0.4530035349978264,-0.271378042574988,0.7052190795831862,0.173
TLTW,0.09121018736035344,-4.8278346213196005e-05,-2.873261074203725e-05,-0.0022897386548819854,0.0019158956677026136,-3.4241673280715497,0.7213543482044167,0.1970086699359453,0.11208881218555174,0.12282046205964553,52.62665087879073,47.45687440563012,33.81399917602539,32526.761904761905,1099859.9002463932,-0.15165964544438504,0.04428653676982797,0.0191078621162854,0.0312289793201299,,0.0137492654916787,0.0101633496228126,,0.7200239389426244,0.0024329055311539,0.0863071818093627,0.1044515657478951,0.7736065130840672,,,0.6297768340187455,0.517
TECL,0.08435552330151384,0.2046751266576871,0.0008803192483123629,-0.028115514878640207,-0.019249845998774162,-0.9946055008998188,0.9992779721235816,-0.00789609282637117,-0.008316874261096936,-0.008316874261096936,56.61257821518864,47.68911094169249,23.290000915527344,3995671.4285714286,93059191.22957502,-0.4953412752875571,0.16741854761191366,0.0425246533773815,0.002151512259106,-0.6873405613714598,0.0494225697412124,0.0641397313739521,0.0617467413126686,0.9754540864243152,0.6091578815184308,0.7901834478919001,0.9269044180536792,0.9782488610942184,-0.7027820222802464,-0.4110515420314791,3.276500391454781,0.049
LQDW,0.07928032675984041,0.012390154272631317,-0.0005832220002220469,-0.012652615490117472,-0.0028313559700172746,-3.147946850709621,0.2418148981890295,0.20328575511848004,0.1082473999234222,0.12681202572464242,61.42913694797012,47.720994348047,34.939998626708984,11832.190476190475,413416.7189890544,-0.1251877859769468,0.028463752571633583,0.0151664643569966,-0.0035933171328916,,0.0070755404331735,0.0056088473047887,,0.3691539657547378,0.0877141371976139,0.2345518027800918,0.2327584367758099,0.4225478637107017,,,0.4858926252118457,0.516
JEPQ,0.07067155666685848,0.04909482447341494,0.0011471369322243105,-0.0006423142547952555,-0.006254658016175444,-3.7774908208808906,0.9268988031234682,0.14763253012048194,0.10142915662650602,0.09171349397590363,55.67300819106314,46.12291414586843,41.5,646165.0,26815847.5,-0.16833669877790558,0.03105590062111796,0.0036276065638258,0.0002409814685158,,0.010065218569812,0.013962788437114,,0.9292789046852612,0.5950292928619932,0.7464931025191757,0.8800848966544356,0.9329132821863376,,,0.7315064734074269,0.576
HYGW,0.05698342681000566,-0.006482119246972463,-0.0002108405404096243,-0.008522963939166576,-0.002311223405870021,-2.746468881751637,0.1430115895834817,0.19752049358277415,0.11516038237868904,0.12188491095714772,65.44742849730633,52.36215839090583,37.09999847412109,5248.809523809524,194730.8253242856,-0.07092058471136731,0.03613915899806597,0.0149089909559689,0.0070575005552744,,0.0077797659081835,0.0055612043664279,,0.5440279073416138,0.2054457636722566,0.3514812609674306,0.3767535951055901,0.5558368480950635,,,0.5230175075261323,0.599
SVOL,0.04520569781109585,-0.0023033952537235354,0.0004641984640061653,0.00899126044953917,-0.009913512257645623,-4.818996798004645,0.3598178275171528,0.16908522709828416,0.11270384879045582,0.10452569307191902,69.01584777315853,58.61467562150786,22.34000015258789,73059.80952380953,1632156.1559099471,-0.05138000525148578,0.07818537127987635,0.0076680232615662,0.048826335811215,-0.1784348111053538,0.0078463304834721,0.0080047810408994,0.012054709040497,0.3597544251126064,0.2518214949922012,0.2798068307374775,0.3469191621442413,0.3804445494482767,-0.192335492558651,-0.14859004457789604,0.2898334913573577,0.349
IEP,0.04323268628397984,-0.007508679362018239,0.0006416768256168017,0.004449256181930616,0.0002819655143281586,-1.7780502287750253,0.0727446002491764,0.15074430084800283,0.12059544067840226,0.12059544067840228,75.69385693522746,60.33566546637145,53.06999969482422,515542.8571428572,27359859.271240234,-0.03315721834690799,0.08638692635658396,0.0473653367398347,-0.0201255567883826,-0.0192201238920035,0.0107560635019118,0.0089117933559755,0.0114313795268651,0.0869834734478193,0.0564080924820353,0.0639493337743205,0.0730048805615238,0.0885835132467374,-0.04550357641600389,-0.012769768056794417,0.1652791695410894,2.0
