Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt
ZIM,0.2773574530819715,0.12742912589756258,0.020504871491638245,0.0011436653533406468,0.0016595667639009264,0.17082917343321313,0.18221778499542735,0.18221778499542735,62.803890282744966,48.9560574737482,50.04999923706055,-0.32467376384806634,0.4807658083863069,0.1382760483867049,-0.181474110626731,0.780001204655774,0.0324819227895876,0.0450665483930874,0.0383700972475153,0.367837834219562,0.2231030187647658,0.1962891579064176,0.2076150313835554,0.3687046242998509,-0.32467376384806634,0.4807658083863069,1.81974381605194
PBR,0.21693384829700266,0.052158922018139785,0.03218558860307452,-0.004669047804759258,0.004180975876899112,0.21159546150810082,0.32252483991949227,0.1777401876668047,48.709430823172426,44.74264273740902,11.470000267028809,-0.2249999919453184,0.29032256723466143,-0.0077854800450668,-0.1633499789153487,0.5184350248997414,0.0236175422812597,0.0278368843749723,0.0270054903784474,0.6021962717231802,0.2512112756775823,0.1440359287123697,0.1500823700593907,0.6938528819381138,-0.2249999919453184,0.29032256723466143,1.153069515892892
USOI,0.11285102290848573,-0.1709806891583539,9.445668985998537e-05,-5.5878544287121425e-05,-9.390137909232941e-06,0.29488272561336354,0.36752238357573574,0.24770148951522536,35.45354196114364,38.20187704881103,4.690000057220459,-0.20102212118292662,0.2515991074503212,-0.0408997576126469,-0.1534295867302243,0.1581574642637284,0.0255377784899377,0.0230821948940628,0.0182685816316695,0.7739180548427762,0.0305929848732472,0.0025969469706172,0.0036106220806554,0.7953591741435262,-0.20102212118292662,0.2515991074503212,0.6767151530897049
FSK,0.07798382910303246,0.049994247294641046,0.0005224663268021532,0.0018724382744582217,0.0018981701531801628,0.0910843373493976,0.10486746987951807,0.09715662650602411,60.177050959527904,54.1109972851293,20.75,-0.07032682455279182,0.07564682558358427,0.009241271351799,0.0187594873883871,0.1062429804665672,0.0147031914311697,0.0191811686499971,0.0153848837877366,0.7886968203258344,0.4085625744849755,0.3745256227235364,0.3931707160520101,0.7935215117963825,-0.07032682455279182,0.07564682558358427,1.2020002284105964
IEP,0.0717415390408903,0.004067882167972153,0.01851939810750043,0.0016399358849868888,0.0036544996478022535,0.1173249916231813,0.1251466577313934,0.12514665773139338,60.29722575872805,54.287841753361214,51.13999938964844,-0.04364171138063344,0.045633223343142904,0.0320888027662906,-0.0071830507462876,0.0307803726098119,0.0108470518606828,0.0111812931965886,0.0116198680943875,0.3352980606619928,0.305645330802938,0.2589428959862321,0.2758083232462881,0.3540070555942008,-0.04364171138063344,0.045633223343142904,0.3962978976180691
CLM,0.0677758378583769,-0.0008993841143706327,-0.031471943879457905,0.04691794421366128,-0.004358410479227313,0.17422459182230934,0.14634865713073983,0.14634865713073986,66.18435776903868,48.81061351803049,9.350000381469728,-0.32290682106639723,0.47690160101001733,0.0086299805561556,-0.1579962856007987,-0.0756647045812934,0.0154663218354776,0.035098208099565,0.0220577748857444,0.125787431733225,0.073948529911337,0.1591221892072832,0.131838983587226,0.1931065626236349,-0.32290682106639723,0.47690160101001733,0.706052395430055
MSB,0.06464903551418935,0.06023805380881784,0.017423048090207744,0.002781416433476742,0.004100608110252544,0.09668035819250974,0.11389459542112294,0.10312571540534372,84.30630096876729,63.50471850180541,29.21999931335449,-0.09374908678022176,0.10344716392852482,0.1299303412103536,0.1796527562919787,-0.004573271168606,0.0157531759130724,0.0268506732325459,0.0367415426282368,0.482167065073198,0.2931358352056927,0.2237779990814959,0.2267707815625633,0.4962336401383911,-0.09374908678022176,0.10344716392852482,0.6197117206642603
IVR,0.06386666433377042,0.0734127410019841,-0.0226829217888094,0.0027286889232874924,-0.0004911664334545569,0.1669817277321703,0.1429111541496461,0.14026465129502305,69.60428198132495,53.71292841754192,15.869999885559082,-0.38208953527999745,0.618357443506214,0.0121173199416702,-0.0719298519574025,-0.51090024986236,0.0374835489200071,0.054331829310401,0.029028107664123,0.6789632103856107,0.23925839146708,0.34020313476615,0.3336423333802885,0.6993267066731619,-0.49544016611247943,0.9819254979042302,1.777130342124584
RYLD,0.04583527669811157,0.022493605692552144,0.024091712562114464,-0.0008704174514554119,0.0035175901141585157,0.1035271709909904,0.07603241347973673,0.08696282363243193,68.92015463055357,51.01159517813056,20.979999542236328,-0.11024409483913722,0.1239037518039352,0.0110843152884978,0.0001628511813893,-0.071901944392225,0.0051637598977096,0.0096697702481275,0.0107014346047969,0.7610872445546086,0.7050166713978785,0.578034715868963,0.6705923485160904,0.7891342853981229,-0.12205193253642277,0.13901953550514112,0.6149330483527381
ORC,0.04419793545944885,0.04513564458724929,-0.00043309023823330327,-0.006294813737805463,0.000734395930354858,0.13149350975070087,0.11045454819058872,0.11045454819058872,70.22168224624059,56.44989642738906,3.0799999237060547,-0.18983002270565774,0.23430888335262345,0.0511944892598128,0.0699834596567194,-0.3012463965534997,0.0224108320447011,0.0285457381874066,0.0194124911581224,0.7321568047274764,0.2653269494628245,0.3105595711975846,0.3182851813618947,0.7604504511804748,-0.3191991602593297,0.4688583527319363,0.9873897782969168
TBF,0.043295870412438694,-0.0007757397858108292,0.019944411699338395,-0.029009695309995635,2.1701162211872526e-05,0.0017757484335741375,0.00189413166247908,0.00189413166247908,38.09570993554975,46.70130830087322,19.709999084472656,-0.07115929678336685,0.07661087260381438,-0.0237742167849509,-0.0045454624270607,0.2032967090549109,0.0110172527972335,0.0128169990826615,0.0108229859887427,0.0007155360017631,0.0072459186840765,0.0060790400532753,1.678570014407299e-05,0.1671636645475331,-0.07115929678336685,0.07661087260381438,0.0183099574421148
ARKK,0.03338298128363523,0.18246743423696335,-0.02309211852739978,-0.019092890762814493,0.008997928997646228,0.011994485518408487,0.010075367835463128,0.01007536783546313,72.78985450371627,56.176760460043376,48.959999084472656,-0.36481580278391734,0.5743464720672371,0.0454836038892805,0.1378108406554008,-0.5975527250246367,0.0340398970696441,0.0471470019593269,0.0375007536736561,0.8102085622069362,0.4782523638548525,0.4224561105352357,0.6054966782960725,0.88197835247142,-0.6068791560866089,1.5437470830732933,1.8800414169999988
