Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_4mo,R2_Mom_4mo,R2_Vol_4mo,R2_Qual_4mo,R2_multi_ols_4mo,Maxdrawdown_2yr,Maxdrawup_2yr
ZIM,0.38709368215029116,-0.027284113094594446,0.03416928727023452,-0.0058318478728712885,-0.02516769198706179,0.197550837364855,0.21072089318917867,0.21072089318917864,22.99812737160437,36.078491192244186,43.27999877929688,-0.41602159596757216,0.7123920903494076,-0.1131147653006218,-0.2144499872248042,0.4506932595567325,0.0383346766740855,0.0501158499234886,0.0387854181096405,0.3169684033283321,0.2649174259619904,0.2163761212485928,0.2242302764938827,0.3424040936581529,-0.41602159596757216,0.7123920903494076
