Symbol,alpha,sys_alpha_mkt,sys_alpha_mom,sys_alpha_vol,sys_alpha_qual,hedge_ratio,R2_Hedge_3mo,div_yld_use,fwd_div_yld,exp_fwd_div_yld,RSI_7,RSI_21,Close,ADV_21,Dollar_ADV_21,Maxdrawdown_6mo,Maxdrawup_6mo,Returns_10,Returns_42,Returns_1yr,STD_10,STD_42,STD_1yr,R2_Mkt_3mo,R2_Mom_3mo,R2_Vol_3mo,R2_Qual_3mo,R2_multi_ols_3mo,Maxdrawdown_2yr,Maxdrawup_2yr,beta_mkt,last_dvd
TMF,0.15856843868796114,0.26519671393040645,-1.5611974090181536e-05,9.510642887470041e-06,6.260417404432877e-05,-1.0004578496654095,0.9967553805543412,0.011052630859490138,0.006842104687592112,0.006842104687592112,63.139913165745,53.14724384378543,8.930000305175781,17210704.76190476,153691598.7760998,-0.37201124208968417,0.42197452338115493,0.0359629261870451,0.3428571694903672,-0.6470355504163523,0.0417840350249841,0.0429330824315453,0.0381596600462659,0.9957705938688092,0.0144112751070687,0.087539547527921,0.0882070070226972,0.9957760196130522,-0.6562740391639323,-0.4526558692231306,2.9746305353096165,0.047
LABU,0.15601531306342561,0.3006940176802511,-0.004807215634956541,-0.007866867697656092,-0.04514953071133202,-1.00693197675297,0.9987989462153636,-0.0071631206441264954,-0.0077304965153011974,-0.007730496515301197,56.01042849635949,50.8270829426528,7.050000190734863,60643490.47619048,427536619.4239708,-0.45433435378452947,0.1710963809089292,0.0028449474153087,0.0307017592781075,-0.7603670913510427,0.06415752607749,0.0688280133588741,0.0854909360550989,0.7614132728278593,0.4616794240296882,0.543439513957723,0.6411033878695876,0.7782197452546689,-0.7602856094079437,-0.5606936367450943,3.267607079615075,0.005
CRF,0.14253858978308628,-0.008683800199439252,-0.014350303879665474,0.008992366708213117,0.06569895728033126,-1.5958027138557105,0.2877923414507699,0.2653401062441635,0.16265026693382298,0.162650266933823,55.79155859188213,44.91466131665779,7.480000019073486,862623.8095238095,6452426.111691338,-0.2744908133232089,0.059490096274503745,0.0190735508958042,-0.0684931173334172,-0.4552075551012617,0.0182918547236431,0.0192188683313868,0.024628084939364,0.3103820466981137,0.1681238249174874,0.2894680250309596,0.3361343296147105,0.3865344870994485,-0.4713780762737281,-0.271378042574988,0.7267943893857736,0.173
CLM,0.13556691731624412,-0.0068203009708046785,-0.01332115779254812,0.0064547587794071045,0.06231208212894163,-1.6774299818567608,0.2918533259211151,0.2666190000816561,0.16345597005144333,0.16345597005144336,58.76949282171504,45.85234017385266,7.789999961853027,1734361.9047619049,13510679.171934582,-0.2793709843233063,0.07894739449102484,0.0290620588114685,-0.071513749334616,-0.4525649885840556,0.0191800956633131,0.0184640228083897,0.0247715663541171,0.3172868178009499,0.1646043120320959,0.2848004632665658,0.3433104824280665,0.3926004292009962,-0.4653397306095819,-0.25806447178878156,0.7039904852292087,0.181
TLTW,0.0981045157604065,0.052114833734204724,-0.00036319719707440736,0.0005923587346996149,0.0022059209060837017,-3.4179174314998035,0.7218619618319304,0.19491967700665147,0.11088455397847158,0.12150439651419043,63.60799291562444,50.45850983236859,34.16999816894531,32433.33333333333,1108246.940612793,-0.14272818749103966,0.055280946318210455,0.0023466710472088,0.0420859168919536,,0.0155545926399297,0.0099920934948612,,0.7215136235834381,0.010399634864825,0.1058954409263144,0.1272689603785086,0.7726392250420435,,,0.6307331608264938,0.517
HYGW,0.07432386197953908,0.005130493580410171,-0.0003489462796153349,0.0022419836856219606,-0.0024006557702661692,-2.871855511715821,0.1677665345583685,0.19816164185043758,0.11554321484984116,0.12228883436577566,62.399488905329385,50.78688682694579,36.98400115966797,5761.9047619047615,213098.29239618208,-0.07382545591135747,0.032899553478207944,-0.0062071474398168,0.0043722480503067,,0.0091214172238568,0.0055524613781042,,0.5731250887649275,0.2408362303685931,0.3704059836792672,0.3919869342932532,0.5833413417063376,,,0.534613749571168,0.599
LQDW,0.07366374712121465,0.0014526298569008307,-0.001156867867891509,0.0033868363241724743,-0.0029419565015354502,-3.1800906648294043,0.2583891763571044,0.20322069628511513,0.10821225647784184,0.12677103865962253,64.13030365990488,47.83117757936722,34.95100021362305,12728.57142857143,444876.3027191162,-0.12491233311534589,0.02878758582311014,-0.0010003957969203,-0.0019703096298883,,0.0092071782327802,0.0055881313305789,,0.392067334062064,0.1173577477768376,0.2628663994627555,0.258093508060918,0.4401227456277734,,,0.5008898572235706,0.516
JEPQ,0.05731415561603778,-0.02362451827327342,0.00471898987269954,0.0002108972061725765,-0.005635753057858598,-3.78244271536354,0.9314285073206978,0.14951292371731859,0.10273468703802403,0.0928981419419107,45.607735188837125,42.840403803740905,40.9900016784668,623733.3333333334,25566830.380249023,-0.17855710571053285,0.01838513486874027,-0.0300519804426799,0.0039186833268867,,0.0120122143218058,0.0140134081747353,,0.93373565040816,0.6470494743301731,0.7810669155971084,0.8918589938280241,0.938354692188889,,,0.7345644786731594,0.576
SVOL,0.05500778871860525,0.007935458822788429,0.00044930023070020945,-0.0025222052398725958,-0.012380144351650692,-5.10661335308208,0.3950412737167497,0.17058194434003537,0.11371693207401819,0.10546862493422228,61.85892877406527,55.77166299543975,22.14999961853028,69852.38095238095,1547230.2114486697,-0.059447968742482704,0.06901546103112688,-0.0058348772041624,0.0443187446785782,-0.1835606227897726,0.0077802288436358,0.0079117363366997,0.0120421453184897,0.3901651301677474,0.2744237751461829,0.3072500818735185,0.37410219084858,0.4168808444881152,-0.1992046369948678,-0.14859004457789604,0.29834264738963,0.349
JEPI,0.044702225112299654,0.0008605413302100809,0.005570147655801837,0.009273638353710924,-0.006752193016631463,-5.176302367817866,0.6284455890806429,0.11871819432225383,0.08007375814598247,0.07349746242301991,56.232503615445474,51.36962520530935,55.18000030517578,3875185.714285714,213832748.8968985,-0.045823991733921376,0.08451256184731504,-0.0009052912814585,0.0256505778380125,-0.1225949937875449,0.0087224344074356,0.0081146803697523,0.0098008770176171,0.7697662221752879,0.759303647881205,0.8638877214176857,0.7287347035673157,0.8747994767566459,-0.1207775369515377,-0.07855316479170482,0.5214305612531169,0.61
