,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.04308847075108996,0.007027666718189051,0.0028450043837561214,0.007498268885670537,0.006078632820126176,0.009454296552763194,0.0007450118684969092,0.018366022498956223,0.005384515219929336,0.010740524748909547,0.001308136567271536,0.0069137974278409954,0.010048034718306441,0.0001323657927445898,0.021186719747904082,0.00032704112135217194,-0.00017176853457242115,-0.001194733590240763,0.0148471378003011
CLM,0.007027666718189051,0.0231255435968754,0.002064492190946679,0.003088091578835989,0.002970185713788729,0.0061356758770697096,0.0005571495153451278,0.010597900952391662,0.0007659583514451325,0.006687462993382368,0.0017682826148885402,0.0021211279000133256,0.005579289381140974,0.00015149880572584793,0.0059176034769353545,-0.002217910390666184,0.0007025262204347503,-0.0012991069304666065,0.005553110494210431
FSK,0.0028450043837561214,0.002064492190946679,0.0009279438113038848,0.0012049312022796434,0.0021633090994682704,0.0022708414053344895,0.00019962684106674503,0.0029339310504533614,0.0007741323899185202,0.0015874921621414414,0.0006063495536641618,0.0008383795625384612,0.0022140107565701717,6.938901653381012e-06,0.0023816154365311083,-7.56689326151449e-05,1.71854683585012e-05,-0.00020780152247711908,0.0024117406256615806
GGB,0.007498268885670537,0.003088091578835989,0.0012049312022796434,0.014621459939986158,0.011184859070532061,0.010795443133639908,0.0006168025862263415,0.009336442248713118,0.006945162855288265,0.004513083944385123,0.003720426498515169,0.0024613522481493695,0.010277482276687793,2.646782747168221e-05,0.00889852490317894,0.00045948660394660784,-0.00013201796076800463,0.004225263886763553,0.013400808051041603
GNK,0.006078632820126176,0.002970185713788729,0.0021633090994682704,0.011184859070532061,0.030892329676557924,0.024158176341583234,0.0005661846987702001,0.007730316590710818,0.010368800868291617,0.006105179709938968,0.005185494855602966,0.0024789696034457106,0.02827734467540454,-3.122510295545591e-05,0.009512360088091329,0.0009853800107693786,-0.00031466634858003974,0.004688842578441637,0.023824759709164558
GOGL,0.009454296552763194,0.0061356758770697096,0.0022708414053344895,0.010795443133639908,0.024158176341583234,0.0303804787177091,0.0006581020692127692,0.005809848715709914,0.009632604671558487,0.0045860295158418355,0.004622800128025031,0.0033505366251567253,0.02892229424474302,-2.992172381373512e-05,0.011176066698074673,0.0010123809452593252,-0.00032856783005987884,0.0044490429772732695,0.022801896073058808
IEP,0.0007450118684969092,0.0005571495153451278,0.00019962684106674503,0.0006168025862263415,0.0005661846987702001,0.0006581020692127692,0.00012042816219089943,0.0008675598916311722,0.0004140349166327691,0.0004924518904195546,0.000269543833703131,0.00029627811920354176,0.0005439681468642451,6.255514094549883e-07,0.0007640917126738607,-3.316209228132023e-06,1.34502461555219e-09,0.00019313303728056097,0.0007714887429745701
IVR,0.018366022498956223,0.010597900952391662,0.0029339310504533614,0.009336442248713118,0.007730316590710818,0.005809848715709914,0.0008675598916311722,0.03936243148364163,0.0031061536232754334,0.016821452367313576,0.001966887421299085,0.005098880563035543,0.006517710537521188,0.00022476158295032595,0.013714715018608378,-0.002592741259394081,0.0008139818465921946,-0.0004898927022779309,0.010991675808236276
MSB,0.005384515219929336,0.0007659583514451325,0.0007741323899185202,0.006945162855288265,0.010368800868291617,0.009632604671558487,0.0004140349166327691,0.0031061536232754334,0.015354354362539093,0.0016536343650443606,0.002395399116317819,0.0017508203174639557,0.009926371727148468,-3.6937007541306435e-05,0.0062916354865778885,0.0006941092829279907,-0.00022304756703332525,0.004178403500250917,0.0078111858514088505
ORC,0.010740524748909547,0.006687462993382368,0.0015874921621414414,0.004513083944385123,0.006105179709938968,0.0045860295158418355,0.0004924518904195546,0.016821452367313576,0.0016536343650443606,0.011119556537791715,0.0013418025985188471,0.0027612662168835667,0.005950939804310469,9.531227350918866e-05,0.00737697766832484,-0.0005418892633579416,0.00015112518960920968,-0.00045835888536816086,0.007563528645177802
