,ARKK,FNGU,FSK,GGB,GOGL,IEP,IVR,KIROY,LIFZF,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TLT,USOI,VALE,ZIM
ARKK,0.029699833967348835,0.06750197906227788,0.005149067041006607,0.002054669166753829,0.001676755102298676,0.002634169975321842,0.014837826436601316,0.007255372470440881,0.005768414669392775,0.006538112248690043,0.006888516226610503,0.0038224626667150894,0.004405901074090203,0.002162604533083889,0.00028681349829094547,0.028640271409172913,0.00021875988640652192,5.3326887699683384e-05,0.005251348953193742,0.011030140846716881
FNGU,0.06750197906227788,0.20018870442571687,0.01814077093401953,0.008393159269126533,0.007178560721993637,0.009213807094609514,0.040955172520023515,0.026622447410700724,0.017364856791372472,0.02353194042255496,0.018393365520930422,0.01636884925927512,0.011813618806956964,0.008971926052553572,0.00039680429099590137,0.08324016858627224,-0.0017820470483181918,0.0026510737771843333,0.0224405936535439,0.030221721498653722
FSK,0.005149067041006607,0.01814077093401953,0.0047994274036395786,0.0011225105732605041,0.002290011086795583,0.001915535507639861,0.006671059226286891,0.002025521228119881,0.0020445956185667965,0.00363842605105931,0.003003976722675786,0.00444255094796738,0.0014636034218261703,0.0022902143164524836,-1.4679573904459188e-05,0.009033345457962558,9.0639041128574e-05,7.348084048712961e-05,0.003756232976916509,0.005616829633950385
GGB,0.002054669166753829,0.008393159269126533,0.0011225105732605041,0.0016419605665463563,0.0013844010317212326,0.000702754441889136,0.002944150938113414,0.00316675690188315,0.0022105944102244063,0.0029022589042625034,0.0009553364632706488,0.00277590346119811,0.0006513704036087919,0.0013367867174207903,1.8553737604531117e-05,0.004334184382412622,-0.0001775225954743774,0.0005146312496958214,0.003660819971069158,0.004263665363115951
GOGL,0.001676755102298676,0.007178560721993637,0.002290011086795583,0.0013844010317212326,0.005134014991339552,0.0010606120275928588,0.002146152440381746,0.0021011629608546608,0.002744348627090701,0.004220316078548404,0.0015799366076882212,0.004636538360167925,0.0008177038538874988,0.00477924124250792,-5.278041204195081e-05,0.004042410915625247,-0.0004970475646546101,0.0008917188300045283,0.0039301289247543995,0.008422636586289162
IEP,0.002634169975321842,0.009213807094609514,0.001915535507639861,0.000702754441889136,0.0010606120275928588,0.0018301555691055756,0.0035416187175675296,0.0020091738660376235,0.0015024322844383409,0.0020045673517687383,0.0015633394713569124,0.0027151842728255866,0.0008627064405475433,0.0010169676909848888,-1.4992871873868719e-05,0.004660226789434999,-5.478865082605858e-05,0.0004900638428149413,0.002108345883087781,0.002692589348691944
IVR,0.014837826436601316,0.040955172520023515,0.006671059226286891,0.002944150938113414,0.002146152440381746,0.0035416187175675296,0.038756792209423165,0.005134850577897116,0.0049590264117542245,0.004942308736286047,0.013866526551517957,0.005229654898265195,0.003693964440536225,0.001874299553043175,0.0003902874256037831,0.02193579044325441,0.002992030678373973,0.0006196362061201791,0.008058357509751398,0.010067073853497746
KIROY,0.007255372470440881,0.026622447410700724,0.002025521228119881,0.00316675690188315,0.0021011629608546608,0.0020091738660376235,0.005134850577897116,0.027450026905187268,0.006723097897052579,0.008015585297876049,0.0015890111550609656,0.0070398706272479005,0.0018483222447449712,0.0029556176222779416,7.144575432965418e-05,0.012102618411704494,-0.0006121447762839211,0.0012073184306394722,0.010851791832283568,0.005918795496863791
LIFZF,0.005768414669392775,0.017364856791372472,0.0020445956185667965,0.0022105944102244063,0.002744348627090701,0.0015024322844383409,0.0049590264117542245,0.006723097897052579,0.006276416715438174,0.0065703098717540915,0.002019091255141135,0.004757828383330843,0.0014181191390761456,0.0026877028111761785,4.9267651875323036e-05,0.008747845475362257,-0.00020142376781749207,0.0013146747029459025,0.005955341448911101,0.006748382910017074
MSB,0.006538112248690043,0.02353194042255496,0.00363842605105931,0.0029022589042625034,0.004220316078548404,0.0020045673517687383,0.004942308736286047,0.008015585297876049,0.0065703098717540915,0.017716813531439207,0.0016325889564195613,0.0099233633333619,0.001933378035174468,0.004167574748320104,6.413656215306751e-05,0.013407374228267242,0.00014669699724239492,0.002307586089503107,0.009100884046795021,0.010322347308327127
