,ARKK,CLM,FNGU,FSK,GGB,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.05359574290474518,0.005907871053339597,0.04511196335543966,0.011078049295813559,0.0058865935932222585,0.005386617142176721,0.002519795416113014,0.01993430623335823,0.0017700414005370015,0.009495133625593077,0.003203960799368037,0.006168342048684257,0.0021487896459641623,0.00025047449672125613,0.06918218237088801,0.00017351572052304873,-0.00011489480520179729,-0.001498960644530051,0.011980824823080867
CLM,0.005907871053339597,0.01100848305664514,0.006677683882597118,0.004328552121029185,0.0011640566015522309,0.0009128355192540703,0.0008995019764820652,0.0068416804273108015,0.0001319237301680185,0.0034206246263773134,0.001703290640741426,0.001088606541125751,0.00020342814907505822,0.0001671068458734129,0.010979007467637423,-0.0020698544156341194,0.0004520802077694104,-0.0007101939872372691,0.0021883067885881172
FNGU,0.04511196335543966,0.006677683882597118,0.04954313146448419,0.013937771968486855,0.008557811666965476,0.009739045457005685,0.003213832286436582,0.020555307930455163,0.0027294791840868334,0.009391889816504845,0.005434581697473907,0.006334477467921771,0.0034449247986084743,0.00010812680197913894,0.07713090607804966,0.001703558179609235,-0.0004399816184065615,0.00016039626609916615,0.013112569478491501
FSK,0.011078049295813559,0.004328552121029185,0.013937771968486855,0.010875155252530634,0.0029643116060572923,0.007955577373490725,0.001875906512628341,0.010296308741794324,0.0013793187078129604,0.0049275865612276,0.0038652628211255867,0.0023653871144757453,0.0022159002312143227,5.150128936339734e-06,0.02484503672847572,-0.00015805586738943276,1.1752165476033346e-05,-0.00042125084080814335,0.007096514387841897
GGB,0.0058865935932222585,0.0011640566015522309,0.008557811666965476,0.0029643116060572923,0.006240032082246743,0.007372921860532529,0.0010044216780457573,0.0054694416916406426,0.0016881153989612985,0.002104335304048595,0.003882796461079543,0.0013170288107915919,0.0021296071492548636,-1.7449321369811057e-06,0.017591733780653106,0.0006809538160106323,-0.0001496675516676205,0.0014845053146482837,0.008268713622924523
GOGL,0.005386617142176721,0.0009128355192540703,0.009739045457005685,0.007955577373490725,0.007372921860532529,0.038491983373821856,0.0016215997165727291,0.005020605173939066,0.003113560831714724,0.003722272810536833,0.008040794621953612,0.0023671691819468063,0.009959463034686379,-0.00011845724859296816,0.025241326175898988,0.0023293921576920413,-0.000529971534231378,0.0030187725994842594,0.021566673200624872
IEP,0.002519795416113014,0.0008995019764820652,0.003213832286436582,0.001875906512628341,0.0010044216780457573,0.0016215997165727291,0.0008203243986466751,0.0022436704223933123,0.00045256567318829573,0.0011027327712566672,0.00122055370848954,0.0006393890559638864,0.0004480609046760739,-4.226158719652067e-06,0.0065854359110597525,4.558015881911271e-05,-1.4842131682268564e-05,0.00035148579714169956,0.001893594587165326
IVR,0.01993430623335823,0.0068416804273108015,0.020555307930455163,0.010296308741794324,0.0054694416916406426,0.005020605173939066,0.0022436704223933123,0.04324509970740228,0.001323973301327386,0.015821071160472235,0.0031835058879255544,0.004085222229706442,0.0012787269794801513,0.000378991151547508,0.03902772590458773,-0.0035308554539898703,0.0007642375709377897,-0.00029235390725781735,0.008139631200528515
MSB,0.0017700414005370015,0.0001319237301680185,0.0027294791840868334,0.0013793187078129604,0.0016881153989612985,0.003113560831714724,0.00045256567318829573,0.001323973301327386,0.0013466581204609111,0.00047129223488575847,0.001760245828790433,0.0005526157524944634,0.0008875951088038882,-7.511834493372023e-06,0.006486882529547178,0.00017742020879103553,-3.892821099782867e-05,0.0007992742972723322,0.002451806686858438
ORC,0.009495133625593077,0.0034206246263773134,0.009391889816504845,0.0049275865612276,0.002104335304048595,0.003722272810536833,0.0011027327712566672,0.015821071160472235,0.00047129223488575847,0.009145303819022168,0.0019278828956262274,0.0018718054082198714,0.0012469723520458203,0.00014188058936109404,0.017402803108524687,-0.0006441809831103744,0.00012323977954795608,-0.00015862176935503474,0.004699526074456858
