,CLM,CRF,GNK,GOGL,HYG,IEP,LQD,MSB,PBR,QQQX,RYLD,SBLK,SVOL,TBF,USOI,XYLD,ZIM
CLM,0.0316947749242317,0.01708291246592702,0.001533870408867384,0.009807078833015535,0.00500726333773565,0.0022353925862176557,0.0005740880706243157,-0.003934780255611804,0.008283771356818927,0.0031038973998630116,0.004356566046591969,0.012599999214709792,0.002060208912515613,-0.0011104572596323363,-0.0009844792047434875,0.0021125877666774403,0.0043100781022991945
CRF,0.01708291246592702,0.009946422624421223,0.0004955397180293943,0.004148225952506145,0.0030053871620340936,0.0010061374053419853,0.00033973990627562565,-0.002963396678375556,0.004438429322244512,0.0018430797927529291,0.00249824741129631,0.006124361191433798,0.0013769265026044677,-0.0005753429511048526,-0.0002776671048306264,0.0012104044965475262,0.0024127283278277192
GNK,0.001533870408867384,0.0004955397180293943,0.010670602823674014,0.023836214567345287,0.0006275733254429483,0.001090479873776103,-0.00011592409621939704,0.009096157432724482,0.009712414569803046,0.0004935703912842911,0.0013759970537411072,0.026258683018618178,-0.0005548541727265821,0.00046389488273243496,0.003319672224001641,0.0005225887960612568,0.00468047132139
GOGL,0.009807078833015535,0.004148225952506145,0.023836214567345287,0.07714721088098596,0.0025779939060481434,0.004134881615843145,-0.00023466685229200058,0.019339371250993317,0.02242652069306283,0.0006981541771749226,0.003932526635775981,0.07365135638511726,-0.0014750997787652655,0.0012164918726446376,0.0072112608271823215,0.0016452101484374462,0.012364052432396114
HYG,0.00500726333773565,0.0030053871620340936,0.0006275733254429483,0.0025779939060481434,0.004103510543402837,0.0017569449582476846,0.00040562996594488486,0.001127801495484803,0.0037509511578781105,0.0023176486259833097,0.0023540533858183456,0.0025815492514736885,0.0024533049766083627,-0.00037294590952453816,0.00034173114814669897,0.0012779093027007276,0.0010297169703398445
IEP,0.0022353925862176557,0.0010061374053419853,0.001090479873776103,0.004134881615843145,0.0017569449582476846,0.005413478773344352,0.0001616550836849275,0.005157142596641191,0.00495982966258382,0.0007629011684774855,0.0014612331501359683,0.0012632035348055025,0.0012180462616996285,-8.477286057409368e-05,0.001554496390097821,0.000710887328664542,0.0008966604736670916
LQD,0.0005740880706243157,0.00033973990627562565,-0.00011592409621939704,-0.00023466685229200058,0.00040562996594488486,0.0001616550836849275,8.303250447147329e-05,-0.00015855818892988158,0.000313795302258323,0.00022107166356414906,0.00021250790323203495,-0.000357938307049534,0.00025906343083038284,-0.0001833631743848928,-0.00013400592055574207,0.00010499807928008864,-2.1594939869870875e-05
MSB,-0.003934780255611804,-0.002963396678375556,0.009096157432724482,0.019339371250993317,0.001127801495484803,0.005157142596641191,-0.00015855818892988158,0.05166014655867264,0.016153838888210346,0.0016937308727315535,0.0023901529700324975,0.023049273266354735,-7.442464878347531e-05,0.0011032558202616572,0.008338965339197322,0.0008086489264048086,0.0053852480625031784
PBR,0.008283771356818927,0.004438429322244512,0.009712414569803046,0.02242652069306283,0.0037509511578781105,0.00495982966258382,0.000313795302258323,0.016153838888210346,0.05712990014929231,0.001392191702281303,0.0034973828179742424,0.02142424734263224,0.0018367200883525015,-0.00018871176820974323,0.009235459741905396,0.001409852449718122,0.006597749762813612
QQQX,0.0031038973998630116,0.0018430797927529291,0.0004935703912842911,0.0006981541771749226,0.0023176486259833097,0.0007629011684774855,0.00022107166356414906,0.0016937308727315535,0.001392191702281303,0.002083595109005506,0.001839324807643646,0.0010256507799974112,0.0014243942053802326,-0.00014270953334400837,0.0003214785698509158,0.0009852731205971534,0.0008276333625514749
RYLD,0.004356566046591969,0.00249824741129631,0.0013759970537411072,0.003932526635775981,0.0023540533858183456,0.0014612331501359683,0.00021250790323203495,0.0023901529700324975,0.0034973828179742424,0.001839324807643646,0.0032828243838017627,0.0041076802067878115,0.0017629579061410902,-0.0001824306546553052,0.0004898127003240446,0.0015081554541410513,0.001148680106585263
SBLK,0.012599999214709792,0.006124361191433798,0.026258683018618178,0.07365135638511726,0.0025815492514736885,0.0012632035348055025,-0.000357938307049534,0.023049273266354735,0.02142424734263224,0.0010256507799974112,0.0041076802067878115,0.08908444478262391,-0.002266211392615672,0.0015359095965885089,0.0071804803156649746,0.0014769593932089326,0.014340403387733016
SVOL,0.002060208912515613,0.0013769265026044677,-0.0005548541727265821,-0.0014750997787652655,0.0024533049766083627,0.0012180462616996285,0.00025906343083038284,-7.442464878347531e-05,0.0018367200883525015,0.0014243942053802326,0.0017629579061410902,-0.002266211392615672,0.0029968384221830207,-0.0002344560521686644,-0.0002641491030218371,0.0009627040200345504,2.4153637591958455e-05
