,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.0703430242398466,0.021518936891492146,0.011322641681829304,0.022354691466202614,-0.027747870919955432,0.0010475620760511018,0.001668019093116638,0.00688669704615292,-0.0003607160084129404,0.006966437488754773,-0.018153912223950002,0.0023152178825815778,0.004011854160512825,-0.0007512576582024093,0.017456913672068454,-0.0005926550216646474,4.155589424398869e-05,-0.008094089412356665,0.013917517605898967
CLM,0.021518936891492146,0.014532093765508446,0.0047001728810289346,0.009834471744851305,-0.008835489384066527,0.0005570573597923111,0.0007794629289223997,0.005684145516873745,-0.0005548728531136434,0.004301484415904346,-0.0029292563910424253,0.0010024298925606202,0.002741292999856381,-0.0001635679483525934,0.004836608063321535,-0.0008038620627248274,0.00038518826151815133,-0.0027771044020090336,0.00585778435869841
FSK,0.011322641681829304,0.0047001728810289346,0.004149955355670937,0.006639182059277411,-0.002356058275863824,0.00037722601624082085,0.0004924111471868569,0.0055140006064183155,-4.6051768344331264e-05,0.002760943282367045,-0.0010090059943114855,0.0008137955765719963,0.001477277036731824,-9.05428012069526e-05,0.0037373708249737944,1.4508237775647147e-05,-6.343554572379788e-05,-0.0011408542457110181,0.00364630378860322
GGB,0.022354691466202614,0.009834471744851305,0.006639182059277411,0.029545547655023152,-0.003582044752906,0.001466229232104099,0.001460601783690426,0.008739979537978587,0.002367376564077338,0.004934738861258176,0.0033074230842393758,0.0012121676627842106,0.008115253625045674,-0.0003156267359466148,0.008047396020959772,0.001515429183727706,-0.0010488438520330915,0.00046536271652793164,0.010314896413176518
GNK,-0.027747870919955432,-0.008835489384066527,-0.002356058275863824,-0.003582044752906,0.043647037330997875,0.0010680559903633875,-0.0005685452202383487,0.013182072243546252,0.0031723483226476406,0.0028486962576870036,0.018309385386162176,0.0003664703029628208,0.011597439382309331,0.0008553276794380956,0.0017208542825327953,-4.2169033831453334e-05,0.0002960062362188442,0.00751129241270223,0.0042674197033603384
GOGL,0.0010475620760511018,0.0005570573597923111,0.00037722601624082085,0.001466229232104099,0.0010680559903633875,0.0002381258569861536,7.322840364349334e-05,0.0003843190717447267,0.0002760485926365124,0.000327444278731927,0.00018103916851698772,9.46281625892146e-05,0.0014527698976852755,-1.62977819067303e-05,0.0005838162886309235,9.970971745269814e-05,-6.899841192048292e-05,0.0001076193797650251,0.0011705940909787162
IEP,0.001668019093116638,0.0007794629289223997,0.0004924111471868569,0.001460601783690426,-0.0005685452202383487,7.322840364349334e-05,0.00020658437226899037,0.000737667426128404,0.00013057050755522795,0.0006220055528880292,-7.644369574908593e-05,0.0001273399455457648,0.0001950754495287945,-1.733375094315192e-05,0.0005295308864283546,-3.852752317444358e-05,1.4293380745856271e-05,-9.291682462753291e-05,0.0003035008777417005
IVR,0.00688669704615292,0.005684145516873745,0.0055140006064183155,0.008739979537978587,0.013182072243546252,0.0003843190717447267,0.000737667426128404,0.03851466173670815,0.0008580890968374989,0.011227259192118748,0.007609725052699804,0.00211096409233456,0.002800842072530086,0.0005351228703566565,0.007043197498985948,-0.0020830426001812144,0.0013561833902718129,0.0011310638402198306,0.003937245630423208
MSB,-0.0003607160084129404,-0.0005548728531136434,-4.6051768344331264e-05,0.002367376564077338,0.0031723483226476406,0.0002760485926365124,0.00013057050755522795,0.0008580890968374989,0.002109882588458517,0.00023538484429358784,0.0013324206745204078,6.0574109693928027e-05,0.002285131585591631,1.8153239005881042e-06,0.0010012346256085404,0.0003262206122567819,-0.0002064620575854613,0.0009536276295647435,0.0012395626328336835
ORC,0.006966437488754773,0.004301484415904346,0.002760943282367045,0.004934738861258176,0.0028486962576870036,0.000327444278731927,0.0006220055528880292,0.011227259192118748,0.00023538484429358784,0.006291272431837213,0.0013791128149129442,0.000911718160017651,0.0021156651202035013,9.987437355873836e-05,0.0032486348860819463,-0.00046334597525356914,0.0002750592022392975,-0.0003394754115898023,0.001064410225228355
PBR,-0.018153912223950002,-0.0029292563910424253,-0.0010090059943114855,0.0033074230842393758,0.018309385386162176,0.00018103916851698772,-7.644369574908593e-05,0.007609725052699804,0.0013324206745204078,0.0013791128149129442,0.02129563659455051,0.00015721409696560506,0.0018454812811168118,0.0005843127539827739,-0.0015191928491139557,0.001161215621105634,-0.0005524512920578814,0.005973279292606492,-0.0004415039874971954
RYLD,0.0023152178825815778,0.0010024298925606202,0.0008137955765719963,0.0012121676627842106,0.0003664703029628208,9.46281625892146e-05,0.0001273399455457648,0.00211096409233456,6.0574109693928027e-05,0.000911718160017651,0.00015721409696560506,0.0003450158947358092,0.00040280553036227146,1.2678155981874355e-05,0.0012595895891891469,-0.00011946597457851203,6.836416999975727e-05,-0.00013738175659753086,0.0008267121709481432
SBLK,0.004011854160512825,0.002741292999856381,0.001477277036731824,0.008115253625045674,0.011597439382309331,0.0014527698976852755,0.0001950754495287945,0.002800842072530086,0.002285131585591631,0.0021156651202035013,0.0018454812811168118,0.00040280553036227146,0.013574594197277117,-3.938733504286512e-05,0.0035375898736632193,0.0004825637851723859,-0.00032793254136469365,0.0010486784018974287,0.008593561523198642
SHY,-0.0007512576582024093,-0.0001635679483525934,-9.05428012069526e-05,-0.0003156267359466148,0.0008553276794380956,-1.62977819067303e-05,-1.733375094315192e-05,0.0005351228703566565,1.8153239005881042e-06,9.987437355873836e-05,0.0005843127539827739,1.2678155981874355e-05,-3.938733504286512e-05,4.590104326161118e-05,-2.174549176399937e-05,-0.0001167652431244645,8.212211575730813e-05,0.00017012798447667998,-0.00017415716269276798
SOXL,0.017456913672068454,0.004836608063321535,0.0037373708249737944,0.008047396020959772,0.0017208542825327953,0.0005838162886309235,0.0005295308864283546,0.007043197498985948,0.0010012346256085404,0.0032486348860819463,-0.0015191928491139557,0.0012595895891891469,0.0035375898736632193,-2.174549176399937e-05,0.009989430760063265,5.0679041708019424e-05,-5.465758936705316e-05,-0.0008310377776492693,0.00653734402918638
TBF,-0.0005926550216646474,-0.0008038620627248274,1.4508237775647147e-05,0.001515429183727706,-4.2169033831453334e-05,9.970971745269814e-05,-3.852752317444358e-05,-0.0020830426001812144,0.0003262206122567819,-0.00046334597525356914,0.001161215621105634,-0.00011946597457851203,0.0004825637851723859,-0.0001167652431244645,5.0679041708019424e-05,0.001656746721070025,-0.0010415415664340865,0.000654349756292597,0.00022966249311798766
TLT,4.155589424398869e-05,0.00038518826151815133,-6.343554572379788e-05,-0.0010488438520330915,0.0002960062362188442,-6.899841192048292e-05,1.4293380745856271e-05,0.0013561833902718129,-0.0002064620575854613,0.0002750592022392975,-0.0005524512920578814,6.836416999975727e-05,-0.00032793254136469365,8.212211575730813e-05,-5.465758936705316e-05,-0.0010415415664340865,0.0006606761873899095,-0.00037027493976775176,-0.00019138434545162028
USOI,-0.008094089412356665,-0.0027771044020090336,-0.0011408542457110181,0.00046536271652793164,0.00751129241270223,0.0001076193797650251,-9.291682462753291e-05,0.0011310638402198306,0.0009536276295647435,-0.0003394754115898023,0.005973279292606492,-0.00013738175659753086,0.0010486784018974287,0.00017012798447667998,-0.0008310377776492693,0.000654349756292597,-0.00037027493976775176,0.003457421701523951,-0.0005249196077124017
ZIM,0.013917517605898967,0.00585778435869841,0.00364630378860322,0.010314896413176518,0.0042674197033603384,0.0011705940909787162,0.0003035008777417005,0.003937245630423208,0.0012395626328336835,0.001064410225228355,-0.0004415039874971954,0.0008267121709481432,0.008593561523198642,-0.00017415716269276798,0.00653734402918638,0.00022966249311798766,-0.00019138434545162028,-0.0005249196077124017,0.013971964076890738
