,CLM,CRF,EGLE,GOGL,HYG,IEP,LQD,PBR,QQQX,RYLD,SBLK,SVOL,TBF,USOI,XYLD,ZIM
CLM,0.01855731401097162,0.015718914882406287,0.003309143547657403,0.007552197187541458,0.002810089960611827,0.0034063879573550614,0.0014298724841174432,0.0072381624861384795,0.009186165642272757,0.0012585602085464311,0.00795382374700136,0.00372689806068819,-0.0014655011556870344,0.004685397020194314,0.002957641689828859,0.018981882698642323
CRF,0.015718914882406287,0.014482668001349994,0.002840651711537732,0.006438031668202598,0.0024406491871009437,0.003014748260584583,0.0011961614651322817,0.0073210470159272,0.008144631536421079,0.001123959274609052,0.007025514754123592,0.003366341806458011,-0.0011306040763739227,0.004386280953892382,0.0026539460519507075,0.017219613378095296
EGLE,0.003309143547657403,0.002840651711537732,0.005442124184115623,0.007266249087140811,0.00019806272316626566,0.0006847398342874445,-3.3288864454242647e-06,0.0032796080586358664,0.0011149844987640642,0.00020616217206947962,0.009907309057306881,0.0002700798666710048,0.000312835613651859,0.002557119098297216,0.00029595693926568535,0.010318958910439437
GOGL,0.007552197187541458,0.006438031668202598,0.007266249087140811,0.01384726069506929,0.0009194814043763707,0.0021657037940117875,0.00023831270456424442,0.005849328935559488,0.0034205373418328736,0.0005734173749676049,0.015541695427832344,0.0012391364309450234,0.00026678369812630116,0.00422066036055097,0.001390617068885686,0.014691297213838888
HYG,0.002810089960611827,0.0024406491871009437,0.00019806272316626566,0.0009194814043763707,0.0007524083711675944,0.0006168408429600987,0.0003788372452064343,0.001185719105333789,0.0021429110338686227,0.00024603181436340843,0.0008719050644368166,0.0010584738031626576,-0.00040557306625146954,0.0004559895118423724,0.0006951199536373259,0.0025882085098523143
IEP,0.0034063879573550614,0.003014748260584583,0.0006847398342874445,0.0021657037940117875,0.0006168408429600987,0.001678064180397962,0.000304217479376437,0.0016792615585048967,0.0016851174493898915,0.00026584751118348827,0.001713295711733044,0.0008301781488220322,-0.00025700682303102755,0.0012886369395307055,0.0006580753786520522,0.0033559712885087665
LQD,0.0014298724841174432,0.0011961614651322817,-3.3288864454242647e-06,0.00023831270456424442,0.0003788372452064343,0.000304217479376437,0.00035531968787927464,0.0007480450918454966,0.0010168256415904683,0.00012046994980102288,-3.307514842802817e-05,0.000514132222364149,-0.0006495211944209263,2.4140068991887174e-05,0.0002977137903626889,0.0008513582810515864
PBR,0.0072381624861384795,0.0073210470159272,0.0032796080586358664,0.005849328935559488,0.001185719105333789,0.0016792615585048967,0.0007480450918454966,0.019020305343121064,0.00370439114607894,0.0005985740416287359,0.0055448624674049535,0.0026641172882242883,-0.0006410574316898851,0.005044120740363311,0.001491177780111203,0.010954075439786146
QQQX,0.009186165642272757,0.008144631536421079,0.0011149844987640642,0.0034205373418328736,0.0021429110338686227,0.0016851174493898915,0.0010168256415904683,0.00370439114607894,0.008593537506673894,0.0008939731703969717,0.004223843599263575,0.0027471165577366715,-0.0009216658005905651,0.0021365169763703615,0.002534982081934576,0.010731042575008388
RYLD,0.0012585602085464311,0.001123959274609052,0.00020616217206947962,0.0005734173749676049,0.00024603181436340843,0.00026584751118348827,0.00012046994980102288,0.0005985740416287359,0.0008939731703969717,0.00014096470325829441,0.000656637447360491,0.0003807929124725347,-0.00013850416440581965,0.00035416170943672673,0.0003516405868670179,0.001295168564010166
SBLK,0.00795382374700136,0.007025514754123592,0.009907309057306881,0.015541695427832344,0.0008719050644368166,0.001713295711733044,-3.307514842802817e-05,0.0055448624674049535,0.004223843599263575,0.000656637447360491,0.02303174713651028,0.0013312368296390991,0.0009346561060436999,0.0039959607323687375,0.0015441312931862932,0.021100128017655203
SVOL,0.00372689806068819,0.003366341806458011,0.0002700798666710048,0.0012391364309450234,0.0010584738031626576,0.0008301781488220322,0.000514132222364149,0.0026641172882242883,0.0027471165577366715,0.0003807929124725347,0.0013312368296390991,0.0024684352733785595,-0.0004561216629262707,0.0005371476893676311,0.0010638038023641622,0.003538550002021862
TBF,-0.0014655011556870344,-0.0011306040763739227,0.000312835613651859,0.00026678369812630116,-0.00040557306625146954,-0.00025700682303102755,-0.0006495211944209263,-0.0006410574316898851,-0.0009216658005905651,-0.00013850416440581965,0.0009346561060436999,-0.0004561216629262707,0.0017348203720620146,0.0006201010895062546,-0.0002445500651328602,0.00010785683779840303
USOI,0.004685397020194314,0.004386280953892382,0.002557119098297216,0.00422066036055097,0.0004559895118423724,0.0012886369395307055,2.4140068991887174e-05,0.005044120740363311,0.0021365169763703615,0.00035416170943672673,0.0039959607323687375,0.0005371476893676311,0.0006201010895062546,0.006968414473348843,0.0007622722764385735,0.00922719509318265
XYLD,0.002957641689828859,0.0026539460519507075,0.00029595693926568535,0.001390617068885686,0.0006951199536373259,0.0006580753786520522,0.0002977137903626889,0.001491177780111203,0.002534982081934576,0.0003516405868670179,0.0015441312931862932,0.0010638038023641622,-0.0002445500651328602,0.0007622722764385735,0.0010322061687810138,0.0027075813684864078
ZIM,0.018981882698642323,0.017219613378095296,0.010318958910439437,0.014691297213838888,0.0025882085098523143,0.0033559712885087665,0.0008513582810515864,0.010954075439786146,0.010731042575008388,0.001295168564010166,0.021100128017655203,0.003538550002021862,0.00010785683779840303,0.00922719509318265,0.0027075813684864078,0.0614034199359926
