,ARKK,CLM,FNGU,FSK,GGB,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.058972005770562705,0.005708354430261423,0.05797923401842981,0.006722908163985377,0.010782798830375117,0.006333943699717688,0.0034571972518633283,0.01994961731884913,0.002569417007941971,0.012929121739162712,0.0015387850728075456,0.006706085377162256,0.005281788257338837,0.00027423801072774963,0.02526008656098688,9.69241662688202e-05,-0.0005034042273205322,-0.002919186662848236,0.006103220288789457
CLM,0.005708354430261423,0.009459692381073002,0.007685284584058075,0.002291693688210226,0.0017087320361168078,0.001228001209312888,0.0010849409623839388,0.005955921693807778,0.0002112893031539611,0.0040100966054090895,0.0007032819059092565,0.0010591787461214663,0.0006721125166247225,0.0001643986629174071,0.003692538992076991,-0.0011613919659264765,0.0018335922413760546,-0.001155657059373922,0.000952998550830465
FNGU,0.05797923401842981,0.007685284584058075,0.0748232616236979,0.009968156569991393,0.01842098806587729,0.013863371283810507,0.005207481620484359,0.024106648855229562,0.0047113218720114735,0.015076012270916952,0.003126371765609363,0.00803618478942164,0.010337018595005482,0.00013025239773683888,0.032869670211286485,0.0011271951126228903,-0.002129065228694432,0.0005650695084358584,0.007982600888898597
FSK,0.006722908163985377,0.002291693688210226,0.009968156569991393,0.0036693061684080377,0.002944098642942032,0.00496318535454162,0.001427960416063591,0.005718590855919813,0.0010770531454577746,0.0037032585060027697,0.0010306466849414597,0.0014297272310569837,0.0029106084888525273,-1.3199491143822273e-06,0.005109123079421986,-5.7620082506900245e-05,3.224146357484419e-05,-0.0004984748380534842,0.0020028452851865294
GGB,0.010782798830375117,0.0017087320361168078,0.01842098806587729,0.002944098642942032,0.018904203694853502,0.014156056518767914,0.0021690137706939293,0.008884177084344537,0.004090179000864043,0.0042154670706868935,0.00307769248671026,0.00242924395604798,0.00858463878257706,8.409673785151659e-06,0.011073010225890296,0.0008764985392016786,-0.001390263283581442,0.005137038098249114,0.0067489293610413625
GOGL,0.006333943699717688,0.001228001209312888,0.013863371283810507,0.00496318535454162,0.014156056518767914,0.04555613834176594,0.0024351892557384555,0.005046126473304966,0.004949438987739407,0.005356637895824712,0.004127547345675813,0.0026779483938614793,0.025248485200697786,-0.00011640828059218253,0.009661186689725187,0.001257248005103549,-0.0020631717634652107,0.006849027545979815,0.011541138117617755
IEP,0.0034571972518633283,0.0010849409623839388,0.005207481620484359,0.001427960416063591,0.0021690137706939293,0.0024351892557384555,0.0013753886059881123,0.0027520349097181936,0.0008276292011434221,0.0017840556581313434,0.0007263077023822625,0.0008665343479247932,0.0014417095503838826,-3.805323201772863e-06,0.0030206156166323697,4.960178752877644e-05,-0.00010425439117906118,0.0009102094894124854,0.001147543659536474
IVR,0.01994961731884913,0.005955921693807778,0.024106648855229562,0.005718590855919813,0.008884177084344537,0.005046126473304966,0.0027520349097181936,0.039772038135541136,0.0016437188694748137,0.019693625510448436,0.001339412126416654,0.004048830774726897,0.0026768635837601854,0.0003701435711121692,0.013101112720275167,-0.001995923191843486,0.003117839705981096,-0.0006978200464387318,0.003660700108806413
MSB,0.002569417007941971,0.0002112893031539611,0.0047113218720114735,0.0010770531454577746,0.004090179000864043,0.004949438987739407,0.0008276292011434221,0.0016437188694748137,0.0026045335630401545,0.0007965895287319763,0.0011384837498425227,0.0007972313503985229,0.0030359304144288776,-3.067700181895404e-06,0.003151411352927206,0.00011840372552453816,-0.00018460156596599667,0.002281414517878893,0.0016580460962862802
ORC,0.012929121739162712,0.0040100966054090895,0.015076012270916952,0.0037032585060027697,0.0042154670706868935,0.005356637895824712,0.0017840556581313434,0.019693625510448436,0.0007965895287319763,0.015318742426605579,0.001053658072044334,0.0025388938251374254,0.0037627211756043905,0.0001919712563037618,0.008108268886981284,-0.00043042660615051745,0.0005795678228276592,-0.00046480705266813415,0.002749794485550154
PBR,0.0015387850728075456,0.0007032819059092565,0.003126371765609363,0.0010306466849414597,0.00307769248671026,0.004127547345675813,0.0007263077023822625,0.001339412126416654,0.0011384837498425227,0.001053658072044334,0.001438255272678777,0.0006367783240031357,0.0024030399450387157,4.572585151012224e-06,0.0020067750232163773,4.447268125941551e-05,-7.529521828296491e-05,0.0017838525359871165,0.0014096921264698775
