,CLM,CRF,GNK,GOGL,HYG,IEP,LQD,MSB,PBR,QQQX,RYLD,SBLK,SVOL,TBF,USOI,XYLD,ZIM
CLM,0.00284532506094492,0.008948444873612222,0.0008465239091856808,0.0012449701355820486,0.0014088925119190667,0.0004793047194753503,0.0007662009233740128,-0.00020605564482814676,0.0020943252776708878,0.0026114272807091165,0.0005719246840351365,0.0035828157963678363,0.0007632602412667261,-0.0006799105040479779,-0.00014712885238172386,0.0007707216045259861,0.003273702113037474
CRF,0.008948444873612222,0.030211491520439702,0.002046032323670354,0.0033310250358720914,0.004849030124220376,0.0009651343215134847,0.002571445323583428,-0.0008906746028776103,0.006393596697852924,0.008948104719846528,0.0019007599330465752,0.010642643230214936,0.0029227216745065622,-0.001891621961029474,-0.00023338323916948512,0.0025641551588255307,0.010703615803868348
GNK,0.0008465239091856808,0.002046032323670354,0.02155054519333912,0.012085580991503558,0.0014497321932540892,0.002448097744776433,-0.0005831087039068394,0.0023705528920376366,0.013919035665255266,0.00264261754660617,0.0009694241983120677,0.030230734628652743,-0.0006011635909463135,0.0016365008199524078,0.0033206941010698017,0.0009886820319929236,0.016546340217695552
GOGL,0.0012449701355820486,0.0033310250358720914,0.012085580991503558,0.010228628168560577,0.001319417296689508,0.00213671802095821,-0.0002735311371580379,0.0012970892685448142,0.008172431496999873,0.0012134333988269037,0.0007104040302511849,0.021880668926966978,-0.00041575318894988676,0.0011374760350315134,0.0018942890189714218,0.0007961937875162175,0.011204356957459949
HYG,0.0014088925119190667,0.004849030124220376,0.0014497321932540892,0.001319417296689508,0.004045310880552956,0.0018629244818830354,0.002195283763252299,0.00016035683832481347,0.0035508698999524623,0.006055543284789023,0.0009549974115831603,0.0032704872585590126,0.0031750881802248367,-0.0009830250813042882,0.00010091120454890526,0.00145949597726639,0.0025439234131733623
IEP,0.0004793047194753503,0.0009651343215134847,0.002448097744776433,0.00213671802095821,0.0018629244818830354,0.00693185286331631,0.0010237795159413273,0.0009403521432522283,0.005419936445873412,0.0018626614763281905,0.0005995371419393508,0.002413611362579793,0.001684060625138874,-0.00034802725955542,0.0008590660895510332,0.0008333320808713734,0.002269489826757884
LQD,0.0007662009233740128,0.002571445323583428,-0.0005831087039068394,-0.0002735311371580379,0.002195283763252299,0.0010237795159413273,0.002594986638047922,-0.00016368870060397194,0.0017233739212410436,0.0030134527167064544,0.00043795832810476846,-0.0010318939216613747,0.0018326495631369594,-0.0029210326219374708,-0.0005418116336923752,0.0006168121548330917,-0.0003967327673584936
MSB,-0.00020605564482814676,-0.0008906746028776103,0.0023705528920376366,0.0012970892685448142,0.00016035683832481347,0.0009403521432522283,-0.00016368870060397194,0.0014124277707494198,0.002538708037646233,0.0006997489933823685,0.00015550081768699647,0.0035977417678764263,-4.4553419905942914e-05,0.0005222290425813001,0.0007799256818067374,0.00014647743119902787,0.002147644904963285
PBR,0.0020943252776708878,0.006393596697852924,0.013919035665255266,0.008172431496999873,0.0035508698999524623,0.005419936445873412,0.0017233739212410436,0.002538708037646233,0.05160750234162074,0.003272332779338802,0.0013253721544586603,0.01820434192982691,0.002276020818435366,-0.0006100897984932563,0.005043648711703273,0.0014802552962834802,0.014882986583367824
QQQX,0.0026114272807091165,0.008948104719846528,0.00264261754660617,0.0012134333988269037,0.006055543284789023,0.0018626614763281905,0.0030134527167064544,0.0006997489933823685,0.003272332779338802,0.014915138906575776,0.0020697771874364354,0.003755567828144141,0.004913908542585999,-0.0007324808798617365,0.00043359073681815296,0.0030873251851162094,0.005703919503415317
RYLD,0.0005719246840351365,0.0019007599330465752,0.0009694241983120677,0.0007104040302511849,0.0009549974115831603,0.0005995371419393508,0.00043795832810476846,0.00015550081768699647,0.0013253721544586603,0.0020697771874364354,0.0005739678156060035,0.0017351196229525051,0.0009501392969516493,-0.00014452092868503117,0.0001097457639444196,0.0007351454117480308,0.001228730159519849
SBLK,0.0035828157963678363,0.010642643230214936,0.030230734628652743,0.021880668926966978,0.0032704872585590126,0.002413611362579793,-0.0010318939216613747,0.0035977417678764263,0.01820434192982691,0.003755567828144141,0.0017351196229525051,0.060810619244728595,-0.0016850985444983976,0.0032229033198172504,0.00453059165059572,0.0016818418787164073,0.029917757694559108
SVOL,0.0007632602412667261,0.0029227216745065622,-0.0006011635909463135,-0.00041575318894988676,0.0031750881802248367,0.001684060625138874,0.0018326495631369594,-4.4553419905942914e-05,0.002276020818435366,0.004913908542585999,0.0009501392969516493,-0.0016850985444983976,0.005202302296320666,-0.0007930791745194382,-0.00029991212391700486,0.001459605735689329,0.00014814086382764822
TBF,-0.0006799105040479779,-0.001891621961029474,0.0016365008199524078,0.0011374760350315134,-0.0009830250813042882,-0.00034802725955542,-0.0029210326219374708,0.0005222290425813001,-0.0006100897984932563,-0.0007324808798617365,-0.00014452092868503117,0.0032229033198172504,-0.0007930791745194382,0.005525320627217289,0.0015981987947441298,-4.5853196153833956e-05,0.0022234970347833
USOI,-0.00014712885238172386,-0.00023338323916948512,0.0033206941010698017,0.0018942890189714218,0.00010091120454890526,0.0008590660895510332,-0.0005418116336923752,0.0007799256818067374,0.005043648711703273,0.00043359073681815296,0.0001097457639444196,0.00453059165059572,-0.00029991212391700486,0.0015981987947441298,0.002573283536837595,9.14698040243301e-05,0.003724495114917866
XYLD,0.0007707216045259861,0.0025641551588255307,0.0009886820319929236,0.0007961937875162175,0.00145949597726639,0.0008333320808713734,0.0006168121548330917,0.00014647743119902787,0.0014802552962834802,0.0030873251851162094,0.0007351454117480308,0.0016818418787164073,0.001459605735689329,-4.5853196153833956e-05,9.14698040243301e-05,0.0010948575505501776,0.0011281668055904517
ZIM,0.003273702113037474,0.010703615803868348,0.016546340217695552,0.011204356957459949,0.0025439234131733623,0.002269489826757884,-0.0003967327673584936,0.002147644904963285,0.014882986583367824,0.005703919503415317,0.001228730159519849,0.029917757694559108,0.00014814086382764822,0.0022234970347833,0.003724495114917866,0.0011281668055904517,0.041415842450938226
