,CLM,CRF,GNK,GOGL,HYG,IEP,LQD,MSB,PBR,QQQX,RYLD,SBLK,SVOL,TBF,USOI,XYLD,ZIM
CLM,0.017061807627293445,0.015576972147620523,0.007230853943892589,0.0020696645982631917,0.005090643064644887,0.004943580704743771,0.00098748827966398,0.006941534479988566,0.012197136308477812,0.00911330973972491,0.0017206095405672094,0.00511146362584736,0.0019556115932201587,-0.0005146378333753078,0.0013177746321312534,0.00300206677727824,0.0066583569767334925
CRF,0.015576972147620523,0.016074595388781285,0.0057214165373354366,0.0015542413631394055,0.004993547523231469,0.00452535807594379,0.000977792920959659,0.005803502390160557,0.01231057866744237,0.008533022396962386,0.001638878446851206,0.003862379614760843,0.0021073054525132993,-0.0004672636888879658,0.0015252043872242115,0.0028188898774712968,0.006276862773765089
GNK,0.007230853943892589,0.0057214165373354366,0.045545489383234376,0.008148730893902317,0.001925469375177685,0.0032948292924421165,-0.00024750805135079733,0.016693677905489136,0.0222138348948966,0.0034955034612101994,0.0012790314262058325,0.023583284729053924,0.00015601260293098308,0.0009861036763939837,0.0042002020366422406,0.001870121304316826,0.012992576832225121
GOGL,0.0020696645982631917,0.0015542413631394055,0.008148730893902317,0.002108205915472517,0.0005374433782091799,0.0011003024639341724,-2.740438437982983e-05,0.003125400055548133,0.004295800886381275,0.0005152453694811266,0.0002915949469405025,0.0051086426247777305,8.324403696568124e-05,0.00018295179032280307,0.0007508135261725557,0.00046470363217921773,0.002694653120320314
HYG,0.005090643064644887,0.004993547523231469,0.001925469375177685,0.0005374433782091799,0.0034849397119501224,0.0021910196683302984,0.0007403088123458112,0.0016447159143605779,0.004808643780470969,0.004707763153286168,0.0007476322471530504,0.001277455230119329,0.001311389467584497,-0.0005509172440618632,0.00031517014036466643,0.0015047712452805808,0.00162905305052166
IEP,0.004943580704743771,0.00452535807594379,0.0032948292924421165,0.0011003024639341724,0.0021910196683302984,0.006584385850272944,0.00044461070851329053,0.005306525364506692,0.006480250291807006,0.002322276987368659,0.0006744668519113961,0.0018652946012700147,0.0008115762383319659,-0.00021615887083773855,0.0011953677628847902,0.0011311073423220317,0.0018757546759964583
LQD,0.00098748827966398,0.000977792920959659,-0.00024750805135079733,-2.740438437982983e-05,0.0007403088123458112,0.00044461070851329053,0.00033420482863665213,-3.3385058267328542e-06,0.0007092309429993506,0.000943196884827476,0.00014696168951323696,-0.00021473109233322244,0.00026877757711314524,-0.0005833599616193489,-0.00013166015373423362,0.00025995993026161273,3.327225177433396e-05
MSB,0.006941534479988566,0.005803502390160557,0.016693677905489136,0.003125400055548133,0.0016447159143605779,0.005306525364506692,-3.3385058267328542e-06,0.04052795733334072,0.018459156345387594,0.003300634696472813,0.0009664105723801883,0.010352505050785991,0.0003876432553686941,0.000647852798480117,0.004395240184291257,0.0011172940071787704,0.006844745156349967
PBR,0.012197136308477812,0.01231057866744237,0.0222138348948966,0.004295800886381275,0.004808643780470969,0.006480250291807006,0.0007092309429993506,0.018459156345387594,0.06387202083294509,0.005400742058212088,0.0016454592844293173,0.010992460172528161,0.0021393702727041234,0.00011637090391317415,0.0067637388625607755,0.0023663373099759165,0.010068180692621527
QQQX,0.00911330973972491,0.008533022396962386,0.0034955034612101994,0.0005152453694811266,0.004707763153286168,0.002322276987368659,0.000943196884827476,0.003300634696472813,0.005400742058212088,0.010158173800795759,0.00134327164906725,0.0016109906268533688,0.0017381135666294499,-0.0004893059527684513,0.00046129788846587666,0.0027833337288535446,0.0031887405215435646
RYLD,0.0017206095405672094,0.001638878446851206,0.0012790314262058325,0.0002915949469405025,0.0007476322471530504,0.0006744668519113961,0.00014696168951323696,0.0009664105723801883,0.0016454592844293173,0.00134327164906725,0.000375147563792321,0.000762328564386791,0.00034219985969402783,-0.00010983508014337946,0.0001461424875179153,0.0006411691983206235,0.0006851328026947499
SBLK,0.00511146362584736,0.003862379614760843,0.023583284729053924,0.0051086426247777305,0.001277455230119329,0.0018652946012700147,-0.00021473109233322244,0.010352505050785991,0.010992460172528161,0.0016109906268533688,0.000762328564386791,0.01579905491451815,0.00012185762757093558,0.0007139904572586528,0.001995441353852046,0.0011178848376627581,0.008047587089692769
SVOL,0.0019556115932201587,0.0021073054525132993,0.00015601260293098308,8.324403696568124e-05,0.001311389467584497,0.0008115762383319659,0.00026877757711314524,0.0003876432553686941,0.0021393702727041234,0.0017381135666294499,0.00034219985969402783,0.00012185762757093558,0.0008940326882292397,-0.00012283264664437137,4.287747476570152e-05,0.0006707428636947529,0.0004328121696672498
TBF,-0.0005146378333753078,-0.0004672636888879658,0.0009861036763939837,0.00018295179032280307,-0.0005509172440618632,-0.00021615887083773855,-0.0005833599616193489,0.000647852798480117,0.00011637090391317415,-0.0004893059527684513,-0.00010983508014337946,0.0007139904572586528,-0.00012283264664437137,0.001656611474429398,0.0007586911287726241,-5.5888622251385595e-05,0.0005028641373156096
USOI,0.0013177746321312534,0.0015252043872242115,0.0042002020366422406,0.0007508135261725557,0.00031517014036466643,0.0011953677628847902,-0.00013166015373423362,0.004395240184291257,0.0067637388625607755,0.00046129788846587666,0.0001461424875179153,0.001995441353852046,4.287747476570152e-05,0.0007586911287726241,0.0029552637477994956,0.00015849805948583848,0.0022064764757553554
XYLD,0.00300206677727824,0.0028188898774712968,0.001870121304316826,0.00046470363217921773,0.0015047712452805808,0.0011311073423220317,0.00025995993026161273,0.0011172940071787704,0.0023663373099759165,0.0027833337288535446,0.0006411691983206235,0.0011178848376627581,0.0006707428636947529,-5.5888622251385595e-05,0.00015849805948583848,0.0013081697872628978,0.0008948727024373935
