,CLM,CRF,EGLE,GOGL,HYG,IEP,LQD,PBR,QQQX,RYLD,SBLK,SVOL,TBF,USOI,XYLD,ZIM
CLM,0.018514656459274848,0.015149062380118079,0.0012892996461750558,0.013199419450567918,0.006178096144737252,0.0018878122030011753,0.0034023004750131257,0.012908688185999091,0.009350955030512857,0.001767649860751995,0.005276199476154474,0.00215850225746034,-0.0009072189688553554,0.0014816036498028974,0.00305222328189481,0.01709808711896554
CRF,0.015149062380118079,0.013559009783220081,0.0010516570208228557,0.009948389973153322,0.005222600700287099,0.001582682453163255,0.002763676689286764,0.0126550043189221,0.007730379308675772,0.0015163375675590997,0.004115746050231725,0.0019191314531548159,-0.0006470980385616628,0.0015817635440330939,0.0025646648440817025,0.015044259146243511
EGLE,0.0012892996461750558,0.0010516570208228557,0.002419466303528115,0.010443988191054663,0.00022077345624183338,0.00017776967178104725,-0.00012072536726174286,0.0042767837819245565,7.539875987432462e-05,0.0001589335140979273,0.00554545059349993,-1.0073946917370803e-05,0.00013541271005088843,0.0008909825367359411,0.00010479988233016326,0.008190437155383359
GOGL,0.013199419450567918,0.009948389973153322,0.010443988191054663,0.06271714588444287,0.004379930817940814,0.002169119470305366,0.001005656540177635,0.02171287669845483,0.0035116565773207135,0.0016368894268021337,0.027297041401552268,0.001064983428992829,0.0002606595764909245,0.003962362995110686,0.0026415549243286,0.03618334643221142
HYG,0.006178096144737252,0.005222600700287099,0.00022077345624183338,0.004379930817940814,0.004355182940365661,0.0009003367367150587,0.002314514505547333,0.006311868430273995,0.005262394319608687,0.000851594448707531,0.0018259441643364662,0.0014398857831286786,-0.0006591446897229631,0.0004677190512252582,0.0016844616592396268,0.005125958203667203
IEP,0.0018878122030011753,0.001582682453163255,0.00017776967178104725,0.002169119470305366,0.0009003367367150587,0.0007211997619561816,0.0005372509070982727,0.0020931347693375095,0.00082076144315837,0.00022798316293805006,0.000564541031172681,0.00031402535430161295,-0.00014733295536831345,0.0003967334948322261,0.00037985026799048055,0.0015138546516727126
LQD,0.0034023004750131257,0.002763676689286764,-0.00012072536726174286,0.001005656540177635,0.002314514505547333,0.0005372509070982727,0.0025475986631397,0.0030110232181183257,0.0026092726364704043,0.00044114518606400247,-0.000133721656062057,0.0007121546212796902,-0.0015963965175851342,-0.0001878429410355637,0.0007474213920860091,0.0008697916549205473
PBR,0.012908688185999091,0.0126550043189221,0.0042767837819245565,0.02171287669845483,0.006311868430273995,0.0020931347693375095,0.0030110232181183257,0.06321026906335499,0.006041696787489198,0.001628914456675115,0.009528565387323345,0.0027711053517501206,-0.0004013059772071446,0.00647872435401766,0.0024197123593938993,0.02401657263641607
QQQX,0.009350955030512857,0.007730379308675772,7.539875987432462e-05,0.0035116565773207135,0.005262394319608687,0.00082076144315837,0.0026092726364704043,0.006041696787489198,0.010164478882100375,0.0013353849558761155,0.0018743482906495666,0.0017311263940200175,-0.0005221073178853947,0.0005284728467340644,0.002760680452327548,0.00845183261357805
RYLD,0.001767649860751995,0.0015163375675590997,0.0001589335140979273,0.0016368894268021337,0.000851594448707531,0.00022798316293805006,0.00044114518606400247,0.001628914456675115,0.0013353849558761155,0.00036246783334938684,0.0007448320112012947,0.0003529877303543347,-0.00013308981580431456,0.00014738973800033589,0.0006224436812824133,0.0016982655509807233
SBLK,0.005276199476154474,0.004115746050231725,0.00554545059349993,0.027297041401552268,0.0018259441643364662,0.000564541031172681,-0.000133721656062057,0.009528565387323345,0.0018743482906495666,0.0007448320112012947,0.015696884822869968,0.0003975587307110465,0.0004915124164898222,0.001833792150648368,0.001133225426725318,0.01995269404156079
SVOL,0.00215850225746034,0.0019191314531548159,-1.0073946917370803e-05,0.001064983428992829,0.0014398857831286786,0.00031402535430161295,0.0007121546212796902,0.0027711053517501206,0.0017311263940200175,0.0003529877303543347,0.0003975587307110465,0.0008540581551611271,-0.00012017636533630183,0.00011247228180206691,0.0006764725353625054,0.0014568959566590082
TBF,-0.0009072189688553554,-0.0006470980385616628,0.00013541271005088843,0.0002606595764909245,-0.0006591446897229631,-0.00014733295536831345,-0.0015963965175851342,-0.0004013059772071446,-0.0005221073178853947,-0.00013308981580431456,0.0004915124164898222,-0.00012017636533630183,0.001597658675053197,0.000639109234918337,-8.619858163666925e-05,0.0009329108739320382
USOI,0.0014816036498028974,0.0015817635440330939,0.0008909825367359411,0.003962362995110686,0.0004677190512252582,0.0003967334948322261,-0.0001878429410355637,0.00647872435401766,0.0005284728467340644,0.00014738973800033589,0.001833792150648368,0.00011247228180206691,0.000639109234918337,0.0028132074164404527,0.00016772376099284954,0.0053354197758352165
XYLD,0.00305222328189481,0.0025646648440817025,0.00010479988233016326,0.0026415549243286,0.0016844616592396268,0.00037985026799048055,0.0007474213920860091,0.0024197123593938993,0.002760680452327548,0.0006224436812824133,0.001133225426725318,0.0006764725353625054,-8.619858163666925e-05,0.00016772376099284954,0.0012734948125075773,0.0022702710065381237
ZIM,0.01709808711896554,0.015044259146243511,0.008190437155383359,0.03618334643221142,0.005125958203667203,0.0015138546516727126,0.0008697916549205473,0.02401657263641607,0.00845183261357805,0.0016982655509807233,0.01995269404156079,0.0014568959566590082,0.0009329108739320382,0.0053354197758352165,0.0022702710065381237,0.08149401172230689
