,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.034913678416151055,0.0028094243860212194,0.00864244810818578,0.0033725391897226073,0.0030808614150323777,0.0011723012549146412,0.0030975319940957278,0.012460535811306505,0.004669252390502871,0.002736649596079057,0.003853570583081783,0.008046207977852427,0.007189442613016073,6.378338206784642e-05,0.05120002628771899,0.00034251095681203664,-0.0006514037456482886,-0.0010366597151143066,0.0050806359537480935
CLM,0.0028094243860212194,0.004427851385277047,0.0028165927069902365,0.0005757568480797219,0.0008272576557054774,0.00048203748224426486,0.000950734649144767,0.003386311519665246,0.0007049042933416522,0.000824912366498095,0.0017397449460653492,0.0011345907913932363,0.002087562092770306,3.36200048215947e-05,0.006627168082829921,-0.0008146832499418498,0.0009767387880689816,-0.0002994998325933578,0.0008632434698711269
FSK,0.00864244810818578,0.0028165927069902365,0.00984307922490123,0.002013525509259738,0.007306362297009808,0.0016517578185436727,0.0026850225241833283,0.007640248345850282,0.00405147612823146,0.0016637498166470074,0.005307689087259105,0.0036439072113709997,0.00727733258981795,6.647920930288422e-07,0.021806268900097202,-9.31030869336083e-05,3.1955769570876874e-05,-0.00036175239982636376,0.003461835336361565
GGB,0.0033725391897226073,0.0005757568480797219,0.002013525509259738,0.0029044625556634497,0.00568345467858745,0.001133173080088317,0.0010565470113656878,0.0031383388389926445,0.0035125914970073283,0.000567000737176386,0.003840137756497758,0.0014283690611179912,0.005145011364994211,-5.029777374815105e-07,0.011079627855356773,0.0003348620034065426,-0.00039773051315034833,0.0007043535220061802,0.002832229183710977
GNK,0.0030808614150323777,0.0008272576557054774,0.007306362297009808,0.00568345467858745,0.03535059301050092,0.006065556069634381,0.002067386524114874,0.0057355381224438754,0.009994059099167568,0.0016022972489380593,0.01315654128816562,0.0027268221045504935,0.029668356860419482,-3.0221463584938206e-05,0.021178432453353047,0.0012740191671040172,-0.001544812664614175,0.0019535816832084753,0.011816345240001769
GOGL,0.0011723012549146412,0.00048203748224426486,0.0016517578185436727,0.001133173080088317,0.006065556069634381,0.001571525291459562,0.0004933300549135336,0.0010181243088893403,0.0018507802328036928,0.00028359008290927424,0.0024726775196303673,0.000786582347820231,0.006361752892535092,-6.3038659018117335e-06,0.0053238134794528465,0.00027551517864504455,-0.000339722619024711,0.0004273231015396519,0.002341704956023377
IEP,0.0030975319940957278,0.000950734649144767,0.0026850225241833283,0.0010565470113656878,0.002067386524114874,0.0004933300549135336,0.0018675996450305597,0.0027023522831109564,0.0019089288641586804,0.0006043460166353512,0.0025410365936814486,0.001550382882376184,0.0020919636223336604,-1.8422462202493482e-06,0.008914110779973712,1.4537612572542762e-05,-4.298580587052879e-05,0.00029891446988255,0.001381129129567249
IVR,0.012460535811306505,0.003386311519665246,0.007640248345850282,0.0031383388389926445,0.0057355381224438754,0.0010181243088893403,0.0027023522831109564,0.02474801639527614,0.0034705642299512366,0.00418536028880135,0.0037980524802555767,0.005088959093913017,0.004605949702989641,9.780998096818487e-05,0.02875170719822534,-0.0019446397215178205,0.0023290673740845188,-0.00022796059177763198,0.0034835612299123297
MSB,0.004669252390502871,0.0007049042933416522,0.00405147612823146,0.0035125914970073283,0.009994059099167568,0.0018507802328036928,0.0019089288641586804,0.0034705642299512366,0.01247663335840318,0.0005278424684321324,0.007782149557423798,0.002600064648619615,0.008528743648852621,-9.124172463475605e-06,0.018351585670660978,0.00042171232433451604,-0.0004887695355913261,0.0017515213328004003,0.003893690516745005
ORC,0.002736649596079057,0.000824912366498095,0.0016637498166470074,0.000567000737176386,0.0016022972489380593,0.00028359008290927424,0.0006043460166353512,0.00418536028880135,0.0005278424684321324,0.0010963843441418688,0.000999635546900499,0.0010666708453750417,0.0015524125905484768,1.7125167507499228e-05,0.005867803021955274,-0.00017796020479819713,0.0001931799569479137,-7.27431985624155e-05,0.0008767638408940095
PBR,0.003853570583081783,0.0017397449460653492,0.005307689087259105,0.003840137756497758,0.01315654128816562,0.0024726775196303673,0.0025410365936814486,0.0037980524802555767,0.007782149557423798,0.000999635546900499,0.013470070227431618,0.0028869356615096333,0.010869359195957787,1.654744338968089e-06,0.015856217996743475,0.0001429621050449466,-0.0001729504291348925,0.0020571625044516215,0.0047531041153350976
RYLD,0.008046207977852427,0.0011345907913932363,0.0036439072113709997,0.0014283690611179912,0.0027268221045504935,0.000786582347820231,0.001550382882376184,0.005088959093913017,0.002600064648619615,0.0010666708453750417,0.0028869356615096333,0.003517187295775236,0.0034717583770361646,5.5125450867847155e-06,0.01750738289870239,4.7865881528919316e-05,-0.00011419216579069668,1.604142798001478e-05,0.002097347512079879
SBLK,0.007189442613016073,0.002087562092770306,0.00727733258981795,0.005145011364994211,0.029668356860419482,0.006361752892535092,0.0020919636223336604,0.004605949702989641,0.008528743648852621,0.0015524125905484768,0.010869359195957787,0.0034717583770361646,0.034264453268593585,-3.5325824864888516e-05,0.02631793638250298,0.001483448283949276,-0.0018704224443247843,0.001765856682274795,0.01144875720838373
SHY,6.378338206784642e-05,3.36200048215947e-05,6.647920930288422e-07,-5.029777374815105e-07,-3.0221463584938206e-05,-6.3038659018117335e-06,-1.8422462202493482e-06,9.780998096818487e-05,-9.124172463475605e-06,1.7125167507499228e-05,1.654744338968089e-06,5.5125450867847155e-06,-3.5325824864888516e-05,3.4439677509120623e-06,1.2150434802001827e-05,-5.973441319113615e-05,7.331669545330223e-05,-2.702561488796059e-06,-2.055639788516461e-06
SOXL,0.05120002628771899,0.006627168082829921,0.021806268900097202,0.011079627855356773,0.021178432453353047,0.0053238134794528465,0.008914110779973712,0.02875170719822534,0.018351585670660978,0.005867803021955274,0.015856217996743475,0.01750738289870239,0.02631793638250298,1.2150434802001827e-05,0.13097090877559528,0.002247937301087682,-0.0028772368188669283,0.0007284396713713028,0.01492222642447592
TBF,0.00034251095681203664,-0.0008146832499418498,-9.31030869336083e-05,0.0003348620034065426,0.0012740191671040172,0.00027551517864504455,1.4537612572542762e-05,-0.0019446397215178205,0.00042171232433451604,-0.00017796020479819713,0.0001429621050449466,4.7865881528919316e-05,0.001483448283949276,-5.973441319113615e-05,0.002247937301087682,0.0020957531147531455,-0.0025904649725414933,0.0003318880858091868,0.00036240274680478815
TLT,-0.0006514037456482886,0.0009767387880689816,3.1955769570876874e-05,-0.00039773051315034833,-0.001544812664614175,-0.000339722619024711,-4.298580587052879e-05,0.0023290673740845188,-0.0004887695355913261,0.0001931799569479137,-0.0001729504291348925,-0.00011419216579069668,-0.0018704224443247843,7.331669545330223e-05,-0.0028772368188669283,-0.0025904649725414933,0.003219613296975195,-0.0004270798534122642,-0.00045431352816321935
USOI,-0.0010366597151143066,-0.0002994998325933578,-0.00036175239982636376,0.0007043535220061802,0.0019535816832084753,0.0004273231015396519,0.00029891446988255,-0.00022796059177763198,0.0017515213328004003,-7.27431985624155e-05,0.0020571625044516215,1.604142798001478e-05,0.001765856682274795,-2.702561488796059e-06,0.0007284396713713028,0.0003318880858091868,-0.0004270798534122642,0.001521609987492986,0.00034651872071497065
ZIM,0.0050806359537480935,0.0008632434698711269,0.003461835336361565,0.002832229183710977,0.011816345240001769,0.002341704956023377,0.001381129129567249,0.0034835612299123297,0.003893690516745005,0.0008767638408940095,0.0047531041153350976,0.002097347512079879,0.01144875720838373,-2.055639788516461e-06,0.01492222642447592,0.00036240274680478815,-0.00045431352816321935,0.00034651872071497065,0.006479503328757855
