,CLM,CRF,EGLE,GOGL,HYG,IEP,LQD,PBR,QQQX,RYLD,SBLK,SVOL,TBF,USOI,XYLD,ZIM
CLM,0.00202448969909648,0.0053624900816542104,0.0028555428598453073,0.004117662636909505,0.0006395365966251906,0.0010156178982997498,0.0006490728770645851,0.002367136983443523,0.0011690739902372907,0.0013590823740962249,0.0026379126572590754,0.0002633807626694368,-0.0006652230169391629,0.002045102843060455,0.0008979213455077836,0.0066663241748688715
CRF,0.0053624900816542104,0.015529952787644385,0.0074806756097633605,0.01084470639068111,0.0017310862769166046,0.0027893202193429254,0.001693977362695197,0.007513632264954575,0.0032175650087688345,0.003776820817016415,0.007202271062196236,0.0007440523309914282,-0.0015620582410004902,0.006005683094894187,0.002503184086202183,0.018971287103408518
EGLE,0.0028555428598453073,0.0074806756097633605,0.05737432784572273,0.041133338781143274,0.00048077204898739056,0.0017771650125588843,7.689266810663694e-05,0.010431594569002693,0.0008183282532584039,0.0018698025479389007,0.038239823730962685,0.00010192060005811058,0.0008844215216898738,0.011640857851562688,0.0005233798363673037,0.03637352679923054
GOGL,0.004117662636909505,0.01084470639068111,0.041133338781143274,0.04189236202171378,0.0011630177706742572,0.003234575704708321,0.000677435098722067,0.009884406549351465,0.0020123390728611877,0.003117293230858613,0.03199492135960849,0.00040099345324447926,0.00032434807750643293,0.01002222572407317,0.00203895244329829,0.028999786356510744
HYG,0.0006395365966251906,0.0017310862769166046,0.00048077204898739056,0.0011630177706742572,0.00039540647984477844,0.0003996536387151341,0.0003916906823384111,0.000933117622725079,0.000596019319304475,0.0005758506809725902,0.0007642502160680938,0.0001648612859008279,-0.0004554524435705441,0.000490054722629521,0.0004639061533284194,0.0019885143590891792
IEP,0.0010156178982997498,0.0027893202193429254,0.0017771650125588843,0.003234575704708321,0.0003996536387151341,0.0014646338428885369,0.00041615371795303437,0.001620492263303896,0.0005373240740272553,0.0007693271988829447,0.0016199625728128377,0.00016042694063029615,-0.0004015682405444684,0.0015636369006248828,0.0005266781789480605,0.003286152900099448
LQD,0.0006490728770645851,0.001693977362695197,7.689266810663694e-05,0.000677435098722067,0.0003916906823384111,0.00041615371795303437,0.0007339790940197274,0.0010209265905773296,0.0005861927613484535,0.0005939364439630941,-2.0696976181288215e-05,0.00016408251349785642,-0.0014596903788848966,6.823257867953236e-05,0.0004181528150165307,0.0012210263847997032
PBR,0.002367136983443523,0.007513632264954575,0.010431594569002693,0.009884406549351465,0.000933117622725079,0.001620492263303896,0.0010209265905773296,0.014446659792967043,0.001616197090466898,0.0020694777283149298,0.007031681006058417,0.0005277880057808292,-0.0009767652888573236,0.006569107882800808,0.0014324385482494184,0.012424350455908362
QQQX,0.0011690739902372907,0.0032175650087688345,0.0008183282532584039,0.0020123390728611877,0.000596019319304475,0.0005373240740272553,0.0005861927613484535,0.001616197090466898,0.0013705999048609357,0.001169187175579915,0.0014886636793143685,0.0002421955970426261,-0.0005577702561893211,0.001024366751762142,0.0009618287519530408,0.004384722622714353
RYLD,0.0013590823740962249,0.003776820817016415,0.0018698025479389007,0.003117293230858613,0.0005758506809725902,0.0007693271988829447,0.0005939364439630941,0.0020694777283149298,0.001169187175579915,0.0016321206705221451,0.0022306623226116926,0.0002868544180671891,-0.0007669313030796807,0.001509804191122933,0.001153586577606846,0.004490906930046392
SBLK,0.0026379126572590754,0.007202271062196236,0.038239823730962685,0.03199492135960849,0.0007642502160680938,0.0016199625728128377,-2.0696976181288215e-05,0.007031681006058417,0.0014886636793143685,0.0022306623226116926,0.03236608731672422,0.0002485760190931679,0.001338622465553003,0.006982843335599384,0.0013681505739635798,0.027520165489826234
SVOL,0.0002633807626694368,0.0007440523309914282,0.00010192060005811058,0.00040099345324447926,0.0001648612859008279,0.00016042694063029615,0.00016408251349785642,0.0005277880057808292,0.0002421955970426261,0.0002868544180671891,0.0002485760190931679,0.0001238415883790851,-0.00016056142826586018,0.00011642048918645956,0.00023045639578118203,0.0007848764289330292
TBF,-0.0006652230169391629,-0.0015620582410004902,0.0008844215216898738,0.00032434807750643293,-0.0004554524435705441,-0.0004015682405444684,-0.0014596903788848966,-0.0009767652888573236,-0.0005577702561893211,-0.0007669313030796807,0.001338622465553003,-0.00016056142826586018,0.004252056664447943,0.0012034159545501728,-0.00038785498183235736,0.0004105149636763242
USOI,0.002045102843060455,0.006005683094894187,0.011640857851562688,0.01002222572407317,0.000490054722629521,0.0015636369006248828,6.823257867953236e-05,0.006569107882800808,0.001024366751762142,0.001509804191122933,0.006982843335599384,0.00011642048918645956,0.0012034159545501728,0.013098589640247113,0.0008454889990403984,0.014496693778295149
XYLD,0.0008979213455077836,0.002503184086202183,0.0005233798363673037,0.00203895244329829,0.0004639061533284194,0.0005266781789480605,0.0004181528150165307,0.0014324385482494184,0.0009618287519530408,0.001153586577606846,0.0013681505739635798,0.00023045639578118203,-0.00038785498183235736,0.0008454889990403984,0.0009801466938292483,0.002519744068081476
ZIM,0.0066663241748688715,0.018971287103408518,0.03637352679923054,0.028999786356510744,0.0019885143590891792,0.003286152900099448,0.0012210263847997032,0.012424350455908362,0.004384722622714353,0.004490906930046392,0.027520165489826234,0.0007848764289330292,0.0004105149636763242,0.014496693778295149,0.002519744068081476,0.07683483796465493
