,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.044956926067431874,0.007639980677336899,0.008817694680421512,0.0035404000805817648,0.0030267070723769144,0.00751794697038498,0.0013717992866230926,0.005533810422200782,0.002524093658945896,0.00312979950426904,0.0024591253392854183,0.00894475124659173,0.007057759749933538,0.00017729638591482797,0.03644087900197563,0.001384918084304044,-0.0010543866754264353,-0.0023827237512015903,0.003422669530150321
CLM,0.007639980677336899,0.029737948701527017,0.006771462421982724,0.0014217640114646826,0.001694346894547776,0.005809164586381798,0.0012135927237571884,0.0039785615704769585,-0.0003254579713425806,0.002363961969498814,0.004669263637191049,0.0027724739512738246,0.005370854059709273,0.00036760834010557533,0.009782324078423622,-0.0031414554145849844,0.002047461211668169,-0.0022748003312916083,0.0013903880813779274
FSK,0.008817694680421512,0.006771462421982724,0.0086753523370352,0.0015304570211762314,0.005141650895009065,0.0070545996970357355,0.0012035263479663254,0.002972442207515142,0.0016954398214089326,0.0016246486080558743,0.004256644200296369,0.0033087705917279994,0.006819067224923759,1.0848796260582928e-05,0.011862438865418863,0.00015589434659500593,-0.00017530723384955518,-0.0007680864607999017,0.0016773308892136254
GGB,0.0035404000805817648,0.0014217640114646826,0.0015304570211762314,0.0032106752044281438,0.0037253461095476522,0.005443276146678276,0.0005678510259625954,0.0015437793755037378,0.0031319973337957264,0.0006910926020406824,0.004865730104345955,0.0015741860752007484,0.004951926583591006,3.655109709178715e-05,0.0064555858321318415,0.0006308526162553857,-0.0004057651268999557,0.002215272929012598,0.0014506592359253337
GNK,0.0030267070723769144,0.001694346894547776,0.005141650895009065,0.0037253461095476522,0.020221091960902295,0.021406896514182885,0.0010872685897302975,0.0024020855849184713,0.008597232448870389,0.001641221780849655,0.010303753201733613,0.0023536913088692464,0.023005680515562437,-9.929428098694134e-05,0.01141826371113042,0.001113536674800922,-0.0007627985989870495,0.004329130482450265,0.004074153688340419
GOGL,0.00751794697038498,0.005809164586381798,0.0070545996970357355,0.005443276146678276,0.021406896514182885,0.03731318016140833,0.001461154302142196,0.0022206704873460477,0.010963243747330145,0.0015668513696273508,0.012685735022067579,0.004506282461697721,0.03273624699002647,-0.00012038678841939296,0.016275257356475063,0.001431517797783059,-0.0009955388355737834,0.005163954396205367,0.005218459487482039
IEP,0.0013717992866230926,0.0012135927237571884,0.0012035263479663254,0.0005678510259625954,0.0010872685897302975,0.001461154302142196,0.0005309713171007173,0.0006167244185491658,0.0010648443116008388,0.00030091252037961534,0.0014147282915365153,0.0008410393251048056,0.0012303349843415642,-1.481178440314162e-05,0.002242663196508109,4.554527538828726e-05,-4.091180258150865e-05,0.0003135551300997297,0.0003217700862460698
IVR,0.005533810422200782,0.0039785615704769585,0.002972442207515142,0.0015437793755037378,0.0024020855849184713,0.0022206704873460477,0.0006167244185491658,0.004945976136460565,0.0013855958922486375,0.001899289564906418,0.0017789514466483042,0.0021513976835038856,0.002457763710091389,0.00016729159119331882,0.006601902102092383,-0.000769924447738435,0.00048764258907295127,-0.00014971550285313394,0.0008212660348471786
MSB,0.002524093658945896,-0.0003254579713425806,0.0016954398214089326,0.0031319973337957264,0.008597232448870389,0.010963243747330145,0.0010648443116008388,0.0013855958922486375,0.01634649496327776,0.0004980209695472905,0.006331630100920242,0.001769431310057434,0.010968031528464352,-0.00021108537803356307,0.009028457433345268,0.001873604617191097,-0.0012798676569974277,0.004697841989000826,0.001663045255051874
ORC,0.00312979950426904,0.002363961969498814,0.0016246486080558743,0.0006910926020406824,0.001641221780849655,0.0015668513696273508,0.00030091252037961534,0.001899289564906418,0.0004980209695472905,0.0011267995392097649,0.0011503712573777349,0.0011581131637021106,0.0017620147978700588,7.601608646421624e-05,0.0034960943873869185,-0.00029250635802308047,0.00017594840390512426,-0.00027154038674871944,0.0004847790806644787
PBR,0.0024591253392854183,0.004669263637191049,0.004256644200296369,0.004865730104345955,0.010303753201733613,0.012685735022067579,0.0014147282915365153,0.0017789514466483042,0.006331630100920242,0.0011503712573777349,0.0175632576910601,0.002854287896528717,0.011953947158785228,2.304096103721687e-05,0.007700388352286731,0.0009544131661998407,-0.0006439884983676674,0.00670842718729784,0.0027850000843157086
RYLD,0.00894475124659173,0.0027724739512738246,0.0033087705917279994,0.0015741860752007484,0.0023536913088692464,0.004506282461697721,0.0008410393251048056,0.0021513976835038856,0.001769431310057434,0.0011581131637021106,0.002854287896528717,0.0038292260472428544,0.0038205356446976207,-5.5189995995023184e-06,0.01012705696707279,0.0007070739384355091,-0.0005163094783077153,-5.643101172066967e-06,0.001182184123947118
SBLK,0.007057759749933538,0.005370854059709273,0.006819067224923759,0.004951926583591006,0.023005680515562437,0.03273624699002647,0.0012303349843415642,0.002457763710091389,0.010968031528464352,0.0017620147978700588,0.011953947158785228,0.0038205356446976207,0.03675833794089998,-0.0001846100926239062,0.01670792690763347,0.0016262887895035138,-0.001140841021597112,0.004603741200769794,0.005378326585832101
SHY,0.00017729638591482797,0.00036760834010557533,1.0848796260582928e-05,3.655109709178715e-05,-9.929428098694134e-05,-0.00012038678841939296,-1.481178440314162e-05,0.00016729159119331882,-0.00021108537803356307,7.601608646421624e-05,2.304096103721687e-05,-5.5189995995023184e-06,-0.0001846100926239062,7.401837043117501e-05,-2.3533832183486106e-05,-0.00038269449224034337,0.0002554390991021563,-5.328625364498083e-05,-6.900625479498564e-06
SOXL,0.03644087900197563,0.009782324078423622,0.011862438865418863,0.0064555858321318415,0.01141826371113042,0.016275257356475063,0.002242663196508109,0.006601902102092383,0.009028457433345268,0.0034960943873869185,0.007700388352286731,0.01012705696707279,0.01670792690763347,-2.3533832183486106e-05,0.04907461601061737,0.0033133761051610975,-0.002230204890587505,0.0006622335928623244,0.005005273937069067
TBF,0.001384918084304044,-0.0031414554145849844,0.00015589434659500593,0.0006308526162553857,0.001113536674800922,0.001431517797783059,4.554527538828726e-05,-0.000769924447738435,0.001873604617191097,-0.00029250635802308047,0.0009544131661998407,0.0007070739384355091,0.0016262887895035138,-0.00038269449224034337,0.0033133761051610975,0.004090142460736117,-0.0027139696738951637,0.0014561442535068272,0.0002798898019521749
TLT,-0.0010543866754264353,0.002047461211668169,-0.00017530723384955518,-0.0004057651268999557,-0.0007627985989870495,-0.0009955388355737834,-4.091180258150865e-05,0.00048764258907295127,-0.0012798676569974277,0.00017594840390512426,-0.0006439884983676674,-0.0005163094783077153,-0.001140841021597112,0.0002554390991021563,-0.002230204890587505,-0.0027139696738951637,0.0018116014289441022,-0.0009944295434653153,-0.0001880200139501056
USOI,-0.0023827237512015903,-0.0022748003312916083,-0.0007680864607999017,0.002215272929012598,0.004329130482450265,0.005163954396205367,0.0003135551300997297,-0.00014971550285313394,0.004697841989000826,-0.00027154038674871944,0.00670842718729784,-5.643101172066967e-06,0.004603741200769794,-5.328625364498083e-05,0.0006622335928623244,0.0014561442535068272,-0.0009944295434653153,0.009491201534476553,0.0007018134531146035
ZIM,0.003422669530150321,0.0013903880813779274,0.0016773308892136254,0.0014506592359253337,0.004074153688340419,0.005218459487482039,0.0003217700862460698,0.0008212660348471786,0.001663045255051874,0.0004847790806644787,0.0027850000843157086,0.001182184123947118,0.005378326585832101,-6.900625479498564e-06,0.005005273937069067,0.0002798898019521749,-0.0001880200139501056,0.0007018134531146035,0.0016440525905906333
