,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.010100475803695028,0.011327507158931605,0.002578296421199192,0.008745899640788011,-0.012692332526465509,0.004605941117527327,0.0026767126933100187,0.0017641088196897082,-0.00015666473002571763,0.0028780529427961795,-0.012611294152207676,0.002172254203710589,0.002492266695052298,-5.343758792056247e-05,0.006278811148947281,0.00017744724997799947,-0.00011967960527130811,-0.006044060875381168,0.003579154336496
CLM,0.011327507158931605,0.03535871273982758,0.0041511709991219675,0.012407052511001033,-0.022704381503212374,0.005000797937299875,0.005018885755819399,0.0063307377953540165,-0.003652158142619459,0.007847318946789028,-0.01144038248508685,0.003311068815544684,0.00280065337677443,-5.2500021475397214e-05,0.0062259714218463255,-0.0016485264337945383,0.000346662649063858,-0.009303319130646316,0.004979708491369254
FSK,0.002578296421199192,0.0041511709991219675,0.001633694157683033,0.0037193815074533774,-0.0016806390998509533,0.0022191813665224003,0.001508816108786263,0.002513193623341075,8.540927226050942e-05,0.002177426645449083,-0.0012324931353096889,0.001311312068190378,0.0014432705672166026,-1.1966940220085604e-05,0.0022433560481449123,0.00023096964821059957,-8.192375296653058e-05,-0.0015168824967337399,0.0015870750343001615
GGB,0.008745899640788011,0.012407052511001033,0.0037193815074533774,0.032581204976935375,-0.001250574693727853,0.01679621450198743,0.005574479720875184,0.006560722759090765,0.009089871063174718,0.005926416224828015,0.008172558511619117,0.0034867142237347652,0.0152909813147817,-5.7300633114306034e-05,0.00822218949056165,0.0025923153621607003,-0.0007638015772428103,0.0016146528737594062,0.009935901494157835
GNK,-0.012692332526465509,-0.022704381503212374,-0.0016806390998509533,-0.001250574693727853,0.08037193238396698,0.01712816172809775,-0.002680343882739454,0.013076702981269691,0.0159060316059178,0.0074557876926061245,0.050854348595346675,0.0018920905791341806,0.028971832160197643,0.00020699188943044575,0.0028765907306568697,0.0006074863420561796,2.6651116172551782e-05,0.02094649090000498,0.006294028636279973
GOGL,0.004605941117527327,0.005000797937299875,0.0022191813665224003,0.01679621450198743,0.01712816172809775,0.030447954939383324,0.0027330124934052073,0.0023845032612659356,0.009615437008974737,0.004274531627389544,0.005660943999035319,0.0026950325855410215,0.02874561405459127,-3.066359965592632e-05,0.00536049017153723,0.0021722733745259673,-0.000624339091103694,0.0032371839124693616,0.010149127804753143
IEP,0.0026767126933100187,0.005018885755819399,0.001508816108786263,0.005574479720875184,-0.002680343882739454,0.0027330124934052073,0.0037244328524201568,0.002180684945731816,0.002136495996663319,0.002313623346193959,-0.0007002906158991196,0.0014741387261810956,0.0013499456540057293,-1.725878598992858e-05,0.002415443075255536,0.00021539861783401702,-8.651010369473155e-05,-0.0007097781768191802,0.0019123545968328865
IVR,0.0017641088196897082,0.0063307377953540165,0.002513193623341075,0.006560722759090765,0.013076702981269691,0.0023845032612659356,0.002180684945731816,0.023497761710873883,0.002427710340561866,0.012273887500270964,0.011780719878798035,0.003842053094350315,0.00396063554647935,7.601300914308644e-05,0.004930852079130153,-0.002073903726076331,0.0005837704506912363,0.0018117287133604019,0.0026724926551522673
MSB,-0.00015666473002571763,-0.003652158142619459,8.540927226050942e-05,0.009089871063174718,0.0159060316059178,0.009615437008974737,0.002136495996663319,0.002427710340561866,0.02225248041954868,0.0016992404238180068,0.010405426516732923,0.0009368861699056613,0.010959624632384545,2.967697256293831e-06,0.003562532830618482,0.0019239402155047623,-0.0005257726623730821,0.007639249554701861,0.0034573894036079556
ORC,0.0028780529427961795,0.007847318946789028,0.002177426645449083,0.005926416224828015,0.0074557876926061245,0.004274531627389544,0.002313623346193959,0.012273887500270964,0.0016992404238180068,0.010552967096580044,0.005522947189478686,0.0028672009132685605,0.0050500967538144375,3.3101652841443964e-05,0.004245397186851238,-0.0007121321333969155,0.00018486088401077885,-9.718684619390939e-05,0.0025509600750979167
PBR,-0.012611294152207676,-0.01144038248508685,-0.0012324931353096889,0.008172558511619117,0.050854348595346675,0.005660943999035319,-0.0007002906158991196,0.011780719878798035,0.010405426516732923,0.005522947189478686,0.08401321905949753,0.0016657655205235965,0.00976111343057514,0.00021489165167561954,-0.0016229184720178828,0.003338064424246852,-0.0007128514420706593,0.024141528577268905,0.001270464502545115
RYLD,0.002172254203710589,0.003311068815544684,0.001311312068190378,0.0034867142237347652,0.0018920905791341806,0.0026950325855410215,0.0014741387261810956,0.003842053094350315,0.0009368861699056613,0.0028672009132685605,0.0016657655205235965,0.0023101192864963,0.002267492293685284,3.825023831689884e-06,0.0029895447307547187,7.874478077574286e-05,-3.23770821349466e-05,-0.000388953084704469,0.0016020350582878424
