,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.07381594362912265,0.03202345783630232,0.015440291620652741,0.024383987656185425,-0.019295147901020656,0.011218634185151045,0.006320823903321718,0.006718711228613557,-0.0006924232548194401,0.011782099317792394,-0.0033197787889790043,0.0011647396130412934,0.00491554414668207,-0.00037008880314382296,0.05349529592218535,-0.0003747600315970146,-0.00011572638209140829,-0.015092705862135779,0.009070465854816485
CLM,0.03202345783630232,0.03441963274463962,0.00862021263656457,0.013860380239113491,-0.011909209238527152,0.00773919683976493,0.003634323913257427,0.00826568830236348,-0.004080450452319317,0.010085948871388938,-0.0010291785318230489,0.0006824497055572286,0.003453618074888972,-0.00011112139796499727,0.01954508461345101,-0.0017132723236093805,0.0009314123402653601,-0.008021322305024182,0.005310808897487912
FSK,0.015440291620652741,0.00862021263656457,0.007322947034368042,0.009357926818566254,-0.0015157940112494489,0.005390433827804536,0.0023942090950513084,0.0072991309520401655,0.00048821501372853227,0.006392309279005666,-0.00018916186986016187,0.0005660094372987708,0.0028780987428727095,-5.284879665176472e-05,0.015496299615783788,2.6910347090492362e-05,-9.267980351773652e-05,-0.0027334037154904097,0.0035714264423605483
GGB,0.024383987656185425,0.013860380239113491,0.009357926818566254,0.03284581992842853,-0.0019078203827788812,0.01600891525526072,0.005366349566055383,0.008900948111756426,0.008259204655234288,0.008781040994112707,0.0006303304009846124,0.0006669230231979196,0.011967297467697723,-0.00016766475544090058,0.02534866256225268,0.0017608365512825647,-0.0012444072791255683,0.0007174814853474942,0.00931365267923797
GNK,-0.019295147901020656,-0.011909209238527152,-0.0015157940112494489,-0.0019078203827788812,0.024224586730293596,0.008486481754295375,-0.0011543463465950043,0.009289538317437522,0.00885896667655885,0.004281926297883117,0.0026733966568491985,0.0002180055937317514,0.012829901216158708,0.0002881213934450996,0.005278273950776595,0.0003552214736895717,-3.967958660162529e-05,0.010428989806714048,0.003567181959758758
GOGL,0.011218634185151045,0.00773919683976493,0.005390433827804536,0.01600891525526072,0.008486481754295375,0.026573191422497203,0.0025939272565427994,0.003609381961400754,0.009686183268214804,0.005884621141191609,0.00043261033036891673,0.0004839515574457096,0.02179667104938358,-8.986058146261739e-05,0.01719874645401793,0.0013128286788032506,-0.0009203828790322945,0.0023733088471631736,0.009520579284141906
IEP,0.006320823903321718,0.003634323913257427,0.0023942090950513084,0.005366349566055383,-0.0011543463465950043,0.0025939272565427994,0.0026677937932344242,0.0024525486076209446,0.0015663370361157873,0.0036901759605221154,-6.620482500797703e-05,0.00023939168092497432,0.001023708703479816,-3.3130760174978916e-05,0.005705253474877415,-7.099731960480411e-05,5.599469126547734e-06,-0.0006772269855454577,0.0011519913368909888
IVR,0.006718711228613557,0.00826568830236348,0.0072991309520401655,0.008900948111756426,0.009289538317437522,0.003609381961400754,0.0024525486076209446,0.03950725073664316,0.002664670550386155,0.020043912468198484,0.0014356838273745262,0.0010833186901347415,0.004245006042292079,0.0002588041924029418,0.020806365390875128,-0.0021939155511036252,0.0014658314194558523,0.002101115544828409,0.003290110325419625
MSB,-0.0006924232548194401,-0.004080450452319317,0.00048821501372853227,0.008259204655234288,0.00885896667655885,0.009686183268214804,0.0015663370361157873,0.002664670550386155,0.023248957398044997,0.001094866125228501,0.001028315509228011,0.00014309053935466346,0.009385305123596609,2.362579272629101e-06,0.010331575016391986,0.001548190893386728,-0.0010029809280374508,0.007141782168392843,0.003754019497826294
ORC,0.011782099317792394,0.010085948871388938,0.006392309279005666,0.008781040994112707,0.004281926297883117,0.005884621141191609,0.0036901759605221154,0.020043912468198484,0.001094866125228501,0.019627786073954958,0.0005078778309792165,0.0008462913711025013,0.005422809387014278,8.760897637203795e-05,0.016824801539759866,-0.0007942688739027705,0.00048606164658478076,-0.0010065740541262069,0.002114696834418873
