,ARKK,CLM,FNGU,FSK,GGB,GOGL,IEP,IVR,KIROY,LIFZF,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,VALE,ZIM
ARKK,0.04254268132923298,0.0036149993955002188,0.03458252224399428,0.006661724775257601,0.007397908474873906,0.004471269761699539,0.001808470963302923,0.018175679431561634,0.005320660878111438,0.008080483160699274,0.003567447899025764,0.007111148535085159,0.004407303555214943,0.008477264579590344,0.005455418672457853,0.00016794118617343725,0.06329009917375446,-0.00014635805662433394,7.25661754372773e-05,0.00021451264413278987,0.005379024341813197,0.014362474942977963
CLM,0.0036149993955002188,0.005759050836689482,0.003983434677875398,0.0022304965488172492,0.000866585345414336,0.0008681107213626887,0.0005529862512936793,0.004951629200406776,0.00011605320066493654,0.00017733526435485429,0.00013494578460417875,0.002039899251979337,0.0018262385026756105,0.0011607882810736455,0.0006569903860483764,8.635861317670783e-05,0.007665293034807861,-0.00043417367248236243,0.000634461296986122,-0.00033646894792984565,0.0008589356285930721,0.0016139572068436011
FNGU,0.03458252224399428,0.003983434677875398,0.036401767325354245,0.00838065026168029,0.010245452331004433,0.007987803882756333,0.0023220819614506827,0.01814741489181618,0.006583542733844387,0.008621529636690613,0.004493661710439975,0.006883629589050276,0.006849697400273079,0.008137918246201765,0.009167891874703498,8.007345645911073e-05,0.06704309963251477,0.00017069257243683674,-0.00035426244564383606,0.0011592364496863323,0.008172848025150418,0.014763221547118927
FSK,0.006661724775257601,0.0022304965488172492,0.00838065026168029,0.005828762295266962,0.0033407820521435673,0.006613846512905815,0.0012322734060790492,0.007984057860778453,0.0012066673297821187,0.0025253059270551183,0.001781433969750302,0.0030363961547394945,0.004715840133728375,0.002607475080252339,0.005999712635222036,1.2607588126967826e-06,0.01807976193791514,-7.940716443272654e-05,7.995603766353179e-05,4.565067007833267e-05,0.003276716464337709,0.006919383418081976
GGB,0.007397908474873906,0.000866585345414336,0.010245452331004433,0.0033407820521435673,0.012893343057318013,0.01096283145662688,0.001210529761296721,0.008516254697283667,0.005022132241688267,0.007223986758590494,0.003614511655691093,0.0023968712488379434,0.007673240213631407,0.0029987777773275133,0.009721420730769165,1.2347970225629615e-05,0.02460010946831422,0.00020693253636611944,-0.0002832121495427219,0.001375426386345395,0.008912607710275064,0.01471817732050371
GOGL,0.004471269761699539,0.0008681107213626887,0.007987803882756333,0.006613846512905815,0.01096283145662688,0.04204732482054569,0.001663681493734849,0.005003059242988933,0.002865680793356836,0.008336037053927792,0.0049696508874649365,0.00352419577688274,0.012375505414840341,0.0036436112504694973,0.03534884083203745,-9.685570727027725e-05,0.024287777307265373,0.0005081326597109302,-0.000737829846884128,0.0019655445341156858,0.009747501684258036,0.030350214690222737
IEP,0.001808470963302923,0.0005529862512936793,0.0023220819614506827,0.0012322734060790492,0.001210529761296721,0.001663681493734849,0.0006417607739873578,0.0021381097375089615,0.0007011187528080926,0.0010244283943086007,0.0005344289029770717,0.0008056717791586858,0.0015639877264432185,0.0008193237118565985,0.001441837689734453,-4.995509693010661e-06,0.0050921356443134145,1.3427832781771723e-05,-2.4436230099794153e-05,0.0002735573634821938,0.001069916028133161,0.0017928199808453344
IVR,0.018175679431561634,0.004951629200406776,0.01814741489181618,0.007984057860778453,0.008516254697283667,0.005003059242988933,0.0021381097375089615,0.04408646566697802,0.002954801631761922,0.005791841176328529,0.0023682659656521715,0.013404207282929157,0.005131754594426833,0.006320507322613059,0.0037946054965501963,0.00022584474747018785,0.04127398295775847,-0.001003025295151417,0.0014550540964978307,0.0004590948069143019,0.006586120812235689,0.011114823614780403
KIROY,0.005320660878111438,0.00011605320066493654,0.006583542733844387,0.0012066673297821187,0.005022132241688267,0.002865680793356836,0.0007011187528080926,0.002954801631761922,0.008735410884288496,0.00448682234180915,0.0020500769767918437,0.0008167806383762151,0.003925235856306488,0.0016829963002702904,0.003940842759966235,1.324032680427995e-05,0.013055814277311461,0.00013126053832673506,-0.00018926760746124734,0.0007331030030741897,0.0052395025907178636,0.0036550794856165403
LIFZF,0.008080483160699274,0.00017733526435485429,0.008621529636690613,0.0025253059270551183,0.007223986758590494,0.008336037053927792,0.0010244283943086007,0.005791841176328529,0.00448682234180915,0.008387464619046952,0.0034030341187811564,0.002049754381251144,0.005336025949056902,0.0026211850741519075,0.007486825703211588,2.2397691902539277e-05,0.01887938387193781,0.00010011053083309523,-0.00015113072101295585,0.001452216917188111,0.005865155588986987,0.008850241827756936
MSB,0.003567447899025764,0.00013494578460417875,0.004493661710439975,0.001781433969750302,0.003614511655691093,0.0049696508874649365,0.0005344289029770717,0.0023682659656521715,0.0020500769767918437,0.0034030341187811564,0.003507758002728503,0.0006660923023640716,0.004337533171528403,0.0013924161853547952,0.004474185694373896,1.5255969842920785e-05,0.011049199090750392,-1.5298654767684812e-05,3.1820897944146295e-05,0.0009837912592635997,0.003392934894143979,0.005225723547509285
ORC,0.007111148535085159,0.002039899251979337,0.006883629589050276,0.0030363961547394945,0.0023968712488379434,0.00352419577688274,0.0008056717791586858,0.013404207282929157,0.0008167806383762151,0.002049754381251144,0.0006660923023640716,0.006222469992713233,0.002207885142924032,0.0024013920848208778,0.003613741722269884,7.3293203752745e-05,0.014979715928646215,-0.00021379648713695278,0.00029348831956792546,4.184806138803152e-05,0.0018497783609247324,0.005248266953105576
PBR,0.004407303555214943,0.0018262385026756105,0.006849697400273079,0.004715840133728375,0.007673240213631407,0.012375505414840341,0.0015639877264432185,0.005131754594426833,0.003925235856306488,0.005336025949056902,0.004337533171528403,0.002207885142924032,0.015121835206017306,0.00306110998760432,0.01069500430254059,1.245209179639235e-05,0.017504447592904728,-3.292022644226841e-05,6.494158768871894e-05,0.0017822061390625756,0.0075824749692476896,0.011959833701450762
RYLD,0.008477264579590344,0.0011607882810736455,0.008137918246201765,0.002607475080252339,0.0029987777773275133,0.0036436112504694973,0.0008193237118565985,0.006320507322613059,0.0016829963002702904,0.0026211850741519075,0.0013924161853547952,0.0024013920848208778,0.00306110998760432,0.00294307331896073,0.0032528038960298843,1.6188499773102383e-05,0.017918098567704478,-2.8210721438353894e-05,1.6176196691235198e-05,0.00029771762282851497,0.0024421690958664113,0.005199302547554941
SBLK,0.005455418672457853,0.0006569903860483764,0.009167891874703498,0.005999712635222036,0.009721420730769165,0.03534884083203745,0.001441837689734453,0.0037946054965501963,0.003940842759966235,0.007486825703211588,0.004474185694373896,0.003613741722269884,0.01069500430254059,0.0032528038960298843,0.03761276922316232,-0.00010380720461874845,0.023767775195361864,0.000511666883958512,-0.0007622626538834271,0.0015158638678264874,0.007886596085083125,0.030205905445479447
SHY,0.00016794118617343725,8.635861317670783e-05,8.007345645911073e-05,1.2607588126967826e-06,1.2347970225629615e-05,-9.685570727027725e-05,-4.995509693010661e-06,0.00022584474747018785,1.324032680427995e-05,2.2397691902539277e-05,1.5255969842920785e-05,7.3293203752745e-05,1.245209179639235e-05,1.6188499773102383e-05,-0.00010380720461874845,1.2798549416718465e-05,0.00018357439404251567,-4.037671362146752e-05,5.992862081518485e-05,5.970988004376766e-06,2.2345155461726914e-05,3.053298670712946e-05
SOXL,0.06329009917375446,0.007665293034807861,0.06704309963251477,0.01807976193791514,0.02460010946831422,0.024287777307265373,0.0050921356443134145,0.04127398295775847,0.013055814277311461,0.01887938387193781,0.011049199090750392,0.014979715928646215,0.017504447592904728,0.017918098567704478,0.023767775195361864,0.00018357439404251567,0.16030951009326647,5.416967551091294e-05,-0.00018749837093835206,0.002591787809674884,0.01877667855777864,0.044685862265723346
TBF,-0.00014635805662433394,-0.00043417367248236243,0.00017069257243683674,-7.940716443272654e-05,0.00020693253636611944,0.0005081326597109302,1.3427832781771723e-05,-0.001003025295151417,0.00013126053832673506,0.00010011053083309523,-1.5298654767684812e-05,-0.00021379648713695278,-3.292022644226841e-05,-2.8210721438353894e-05,0.000511666883958512,-4.037671362146752e-05,5.416967551091294e-05,0.000286233126260484,-0.0004299527995387731,5.828826516640294e-05,-0.00012245662009167292,6.439427718581463e-05
TLT,7.25661754372773e-05,0.000634461296986122,-0.00035426244564383606,7.995603766353179e-05,-0.0002832121495427219,-0.000737829846884128,-2.4436230099794153e-05,0.0014550540964978307,-0.00018926760746124734,-0.00015113072101295585,3.1820897944146295e-05,0.00029348831956792546,6.494158768871894e-05,1.6176196691235198e-05,-0.0007622626538834271,5.992862081518485e-05,-0.00018749837093835206,-0.0004299527995387731,0.0006495626344045347,-8.249675170949222e-05,0.0002253254275167083,-0.00011049185428484463
USOI,0.00021451264413278987,-0.00033646894792984565,0.0011592364496863323,4.565067007833267e-05,0.001375426386345395,0.0019655445341156858,0.0002735573634821938,0.0004590948069143019,0.0007331030030741897,0.001452216917188111,0.0009837912592635997,4.184806138803152e-05,0.0017822061390625756,0.00029771762282851497,0.0015158638678264874,5.970988004376766e-06,0.002591787809674884,5.828826516640294e-05,-8.249675170949222e-05,0.00152987658212486,0.0015346837556051399,0.0008456653788661113
VALE,0.005379024341813197,0.0008589356285930721,0.008172848025150418,0.003276716464337709,0.008912607710275064,0.009747501684258036,0.001069916028133161,0.006586120812235689,0.0052395025907178636,0.005865155588986987,0.003392934894143979,0.0018497783609247324,0.0075824749692476896,0.0024421690958664113,0.007886596085083125,2.2345155461726914e-05,0.01877667855777864,-0.00012245662009167292,0.0002253254275167083,0.0015346837556051399,0.009745743581371319,0.011287591715042403
ZIM,0.014362474942977963,0.0016139572068436011,0.014763221547118927,0.006919383418081976,0.01471817732050371,0.030350214690222737,0.0017928199808453344,0.011114823614780403,0.0036550794856165403,0.008850241827756936,0.005225723547509285,0.005248266953105576,0.011959833701450762,0.005199302547554941,0.030205905445479447,3.053298670712946e-05,0.044685862265723346,6.439427718581463e-05,-0.00011049185428484463,0.0008456653788661113,0.011287591715042403,0.046630437761481174
