,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.046469107817035005,0.0016624635263180452,0.0077563077175727075,0.0074899617848031945,0.002671087618726431,0.0018452486066938409,0.003549818728943578,0.01713662011623149,0.005773687087934938,0.0030453303992877953,0.0036587913603682532,0.007364756298192311,0.00723974644810442,0.0001042969381993284,0.04318038616598986,0.0002785965667459947,-0.0002128353798859913,-0.0011284727179177304,0.005172209697045885
CLM,0.0016624635263180452,0.0012087129062544456,0.0011761599457443203,0.0006344496365977743,0.00039264723927013407,0.0003260940519661916,0.000537474122319476,0.0021063083300869086,0.0003886231769358187,0.00040413436384159493,0.00103448926360615,0.0004922277471488449,0.0009647478595412893,2.7916838780777716e-05,0.0026044762319356635,-0.0006038002821703678,0.0002320981087651757,-0.00017764682593486531,0.0004071611441043767
FSK,0.0077563077175727075,0.0011761599457443203,0.006017863325934059,0.003310361169579134,0.0044727146066175305,0.0015818168882281228,0.0021670450516506038,0.006611358412421565,0.0030006630285579605,0.0011090248185853992,0.0039875090828329325,0.002188454249938404,0.0050659598728146115,-1.8818908442183399e-06,0.012014585372595596,-2.8194133546602984e-05,-1.956013033053379e-05,-0.0003306975970899866,0.002299970733370845
GGB,0.0074899617848031945,0.0006344496365977743,0.003310361169579134,0.014666407197835012,0.01015582451317433,0.00326724223654958,0.0025819114729883547,0.008274965227924373,0.008160082474552896,0.0012347714045511883,0.009594599762599102,0.0024361936505569153,0.010060399369484743,-1.7737589569860796e-06,0.016872911182271404,0.000960618386320457,-0.0003593353350677849,0.0019102649293062522,0.005432808182039662
GNK,0.002671087618726431,0.00039264723927013407,0.0044727146066175305,0.01015582451317433,0.02336437863172514,0.006233175191361487,0.0017453263853223168,0.005327550324067023,0.008875299312172787,0.0011847676911312304,0.011000313111044933,0.0016821526871590852,0.02214079381601223,-4.544041921403112e-05,0.012260218082019393,0.0014197306603074477,-0.0005476792993374137,0.001783601860595645,0.008561626266516978
GOGL,0.0018452486066938409,0.0003260940519661916,0.0015818168882281228,0.00326724223654958,0.006233175191361487,0.0024527032064796755,0.0006928898318003107,0.0013653275627528816,0.0026507935507437694,0.00029191317438371486,0.0032827385911652334,0.0007959439595918464,0.007373733033921274,-1.4557511365634248e-05,0.0049780220692564395,0.0004702405961510995,-0.00018344609653894904,0.0005477706731769946,0.0026920228259613814
IEP,0.003549818728943578,0.000537474122319476,0.0021670450516506038,0.0025819114729883547,0.0017453263853223168,0.0006928898318003107,0.002202306673871242,0.0032877858840485324,0.002164681702919655,0.0005868925810430816,0.00293792255143816,0.0012884707966260398,0.001975623125860081,-1.7772675183163836e-06,0.006614889304693754,2.9959681540829387e-05,-2.0226420144696082e-05,0.0003647057492198652,0.0012344690571379894
IVR,0.01713662011623149,0.0021063083300869086,0.006611358412421565,0.008274965227924373,0.005327550324067023,0.0013653275627528816,0.0032877858840485324,0.030838814528773895,0.004292980504177314,0.004026161784657426,0.00432264602428112,0.004570112580666593,0.005104432704426748,0.0001540136168574862,0.023809728239113204,-0.00252884064673182,0.000958328883223931,-0.0003883019704098943,0.003615605270998882
MSB,0.005773687087934938,0.0003886231769358187,0.0030006630285579605,0.008160082474552896,0.008875299312172787,0.0026507935507437694,0.002164681702919655,0.004292980504177314,0.01421988084954344,0.0005667354708844878,0.008056151338270952,0.002035736123465831,0.00849443296738735,-1.4656509915770712e-05,0.01399630733109478,0.0006675851085230276,-0.0002473146409604133,0.0020249564778478846,0.0037158404615102373
ORC,0.0030453303992877953,0.00040413436384159493,0.0011090248185853992,0.0012347714045511883,0.0011847676911312304,0.00029191317438371486,0.0005868925810430816,0.004026161784657426,0.0005667354708844878,0.0008147434087659097,0.0009193646174786339,0.000762984477567468,0.0013412809878015012,1.9530534148598668e-05,0.003916382777294269,-0.00014982791842041605,4.870105664821166e-05,-0.00010503868011557821,0.000750403551649364
