,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.03350915880367182,0.0051537529535566565,0.0070810736399197095,0.0022111770267746063,0.004078518330174959,0.006487846351200484,0.003281281837559092,0.0041611528128962265,0.0049744546831624,0.007645690318763056,0.002945823019805187,0.003131333063907151,0.005319041461279044,0.00028643001961695656,0.021168455941075033,0.00011655503795530475,-0.0003687917862307744,-0.00034993248403371985,0.0030760138380954032
CLM,0.0051537529535566565,0.01533770502191677,0.0045842773275432775,0.0007451908380064851,0.0016600600808696407,0.0038246880748323,0.0022019164730743735,0.00215276887004475,0.0013251342828392472,0.004324014360767293,0.0034842549078671595,0.0008797093031427002,0.0026538148648933037,0.00028855793031708703,0.00543253235529962,-0.0009536613644938175,0.0016419765546568901,-0.00034155695742043587,0.000968032030923212
FSK,0.0070810736399197095,0.0045842773275432775,0.007286877101669851,0.0011682250632880056,0.005442650304923909,0.005640045351903631,0.002781903416829131,0.002066406731503307,0.00317116032112118,0.0036028942799518696,0.004127610112643675,0.0012012795634731843,0.004293494292648502,2.831406617694387e-05,0.0075140471295746,-6.997758154360053e-05,5.915431630891206e-05,-0.00017367043857180475,0.0016460445354057984
GGB,0.0022111770267746063,0.0007451908380064851,0.0011682250632880056,0.001817338551538958,0.0036606763965793708,0.003478953756796844,0.001075815159682844,0.0008208089110676454,0.002752674459769376,0.0012898165375977307,0.0032089707853178886,0.000429121294212188,0.002606227906057065,1.4273689754988435e-05,0.0034166085330631178,0.00011790924555520356,-0.00019338022445740665,0.00048475137386005994,0.001187379020714267
GNK,0.004078518330174959,0.0016600600808696407,0.005442650304923909,0.0036606763965793708,0.023711362707452912,0.018482073920999906,0.0025382202729625648,0.0017619971066760649,0.008640177808631464,0.004405258539134835,0.011197016921651055,0.0010577055637862737,0.016621975951991913,-6.979348251486788e-05,0.008882056967423875,0.0005536639095666984,-0.0009663962754647101,0.0013077003860651544,0.005254583788300103
GOGL,0.006487846351200484,0.0038246880748323,0.005640045351903631,0.003478953756796844,0.018482073920999906,0.02229742377319453,0.002890005295577107,0.0013401261563872713,0.007636892946363718,0.0033157081290899116,0.009882203395043995,0.0014152292806849944,0.016563671507182888,-6.066932678183642e-05,0.010326091135770262,0.0005410482864442244,-0.0009549927307263238,0.001215648617418105,0.004949550999490016
IEP,0.003281281837559092,0.0022019164730743735,0.002781903416829131,0.001075815159682844,0.0025382202729625648,0.002890005295577107,0.0030207116890330074,0.0010946332539124987,0.0025259728627593193,0.001993843772447423,0.003347555410931529,0.000756730941919289,0.0018834180818557535,-7.529672703652677e-08,0.004292476688877048,9.985232185458746e-06,-3.500749278479706e-05,0.0003209752305993292,0.0009418850918182037
IVR,0.0041611528128962265,0.00215276887004475,0.002066406731503307,0.0008208089110676454,0.0017619971066760649,0.0013401261563872713,0.0010946332539124987,0.0025769116509569935,0.001202851580592431,0.0034924285780823816,0.001186948597509117,0.0006662523655775647,0.0011658415170290313,0.00013188491702324524,0.003945775486848005,-0.0003327687228912477,0.0005656770969426173,-3.4370593835697756e-05,0.0006750041281034191
MSB,0.0049744546831624,0.0013251342828392472,0.00317116032112118,0.002752674459769376,0.008640177808631464,0.007636892946363718,0.0025259728627593193,0.001202851580592431,0.013307528471524385,0.00172985674853062,0.007491503964883001,0.0010278642056002218,0.00598196591429231,-1.3100142040239855e-05,0.0080158301769604,0.000241071003568604,-0.00039708964129888237,0.0013666899903225923,0.002160645039203472
ORC,0.007645690318763056,0.004324014360767293,0.0036028942799518696,0.0012898165375977307,0.004405258539134835,0.0033157081290899116,0.001993843772447423,0.0034924285780823816,0.00172985674853062,0.007329329785199938,0.0026767304225431676,0.0011425247764997326,0.003295001172913059,0.00017857076090580805,0.006715488545580729,-0.00020461105218342652,0.0003022718929250615,-0.00011146832439171704,0.0015080001991841041
PBR,0.002945823019805187,0.0034842549078671595,0.004127610112643675,0.0032089707853178886,0.011197016921651055,0.009882203395043995,0.003347555410931529,0.001186948597509117,0.007491503964883001,0.0026767304225431676,0.014889823989220249,0.0010726788890531099,0.00729186057175816,1.3821182810788587e-05,0.005794692296893664,0.0002046004763090227,-0.00036880337948830554,0.0018008310301897792,0.002495949952120764
RYLD,0.003131333063907151,0.0008797093031427002,0.0012012795634731843,0.000429121294212188,0.0010577055637862737,0.0014152292806849944,0.000756730941919289,0.0006662523655775647,0.0010278642056002218,0.0011425247764997326,0.0010726788890531099,0.0005690867930444711,0.001015047606424713,1.5558893982000633e-05,0.002855027934355525,9.228520409716141e-06,-3.4644780642048246e-05,2.8210882417656424e-05,0.00047118064469144945
SBLK,0.005319041461279044,0.0026538148648933037,0.004293494292648502,0.002606227906057065,0.016621975951991913,0.016563671507182888,0.0018834180818557535,0.0011658415170290313,0.00598196591429231,0.003295001172913059,0.00729186057175816,0.001015047606424713,0.01568391529460057,-6.900520209979298e-05,0.008184221870560632,0.00046937675798128454,-0.000847428667796939,0.000927375956026321,0.0041739124774034025
SHY,0.00028643001961695656,0.00028855793031708703,2.831406617694387e-05,1.4273689754988435e-05,-6.979348251486788e-05,-6.066932678183642e-05,-7.529672703652677e-08,0.00013188491702324524,-1.3100142040239855e-05,0.00017857076090580805,1.3821182810788587e-05,1.5558893982000633e-05,-6.900520209979298e-05,5.385278226765217e-05,6.691420619022306e-05,-0.0001293668251799648,0.00022583869578791886,-1.5611303001378274e-05,-1.572423972634169e-05
SOXL,0.021168455941075033,0.00543253235529962,0.0075140471295746,0.0034166085330631178,0.008882056967423875,0.010326091135770262,0.004292476688877048,0.003945775486848005,0.0080158301769604,0.006715488545580729,0.005794692296893664,0.002855027934355525,0.008184221870560632,6.691420619022306e-05,0.022814138907555768,0.0005211087936462937,-0.0009520565293369275,0.0005169420690999012,0.003626543721024562
TBF,0.00011655503795530475,-0.0009536613644938175,-6.997758154360053e-05,0.00011790924555520356,0.0005536639095666984,0.0005410482864442244,9.985232185458746e-06,-0.0003327687228912477,0.000241071003568604,-0.00020461105218342652,0.0002046004763090227,9.228520409716141e-06,0.00046937675798128454,-0.0001293668251799648,0.0005211087936462937,0.0006203044387224073,-0.0010904692968288017,0.00017808796441471774,0.0001650682684272551
TLT,-0.0003687917862307744,0.0016419765546568901,5.915431630891206e-05,-0.00019338022445740665,-0.0009663962754647101,-0.0009549927307263238,-3.500749278479706e-05,0.0005656770969426173,-0.00039708964129888237,0.0003022718929250615,-0.00036880337948830554,-3.4644780642048246e-05,-0.000847428667796939,0.00022583869578791886,-0.0009520565293369275,-0.0010904692968288017,0.0019279702531624326,-0.00032600286546098173,-0.00029357058186561065
USOI,-0.00034993248403371985,-0.00034155695742043587,-0.00017367043857180475,0.00048475137386005994,0.0013077003860651544,0.001215648617418105,0.0003209752305993292,-3.4370593835697756e-05,0.0013666899903225923,-0.00011146832439171704,0.0018008310301897792,2.8210882417656424e-05,0.000927375956026321,-1.5611303001378274e-05,0.0005169420690999012,0.00017808796441471774,-0.00032600286546098173,0.0008497080874257694,0.00022899230120701562
ZIM,0.0030760138380954032,0.000968032030923212,0.0016460445354057984,0.001187379020714267,0.005254583788300103,0.004949550999490016,0.0009418850918182037,0.0006750041281034191,0.002160645039203472,0.0015080001991841041,0.002495949952120764,0.00047118064469144945,0.0041739124774034025,-1.572423972634169e-05,0.003626543721024562,0.0001650682684272551,-0.00029357058186561065,0.00022899230120701562,0.001954142901238328
