,CLM,CRF,EGLE,GOGL,HYG,IEP,LQD,PBR,QQQX,RYLD,SBLK,SVOL,TBF,USOI,XYLD,ZIM
CLM,0.01659901607220671,0.01622267424476725,0.001999929795058063,0.009230093766833243,0.005533557870967487,0.004610006206645867,0.0011057912866101677,0.005525654522765357,0.004256286242494114,0.0026860005475419953,0.0024484423908681958,0.0024296465212195677,-0.002097905405848607,0.0011779036146828158,0.0033570535939395044,0.0032136773202150262
CRF,0.01622267424476725,0.01728542109028981,0.0020454661973940943,0.009073248869564432,0.005511800728474571,0.004641115906783645,0.0010241472999212413,0.006361796923156471,0.004219295598588465,0.0027071727179785892,0.002549085610843755,0.002498849621668905,-0.0016278931030335095,0.0012788625094138624,0.0033323426107391522,0.0034635413453077213
EGLE,0.001999929795058063,0.0020454661973940943,0.006660171432312081,0.014273550849905364,0.00024795774384513386,0.0007677727956156676,-0.00010851795557402734,0.003194296252703876,7.316918683374413e-05,0.00036046794824969584,0.005330484970030093,-0.00011329724843522816,0.0006228060805426049,0.0009451967672845197,0.00017608963318904537,0.0024738040527703463
GOGL,0.009230093766833243,0.009073248869564432,0.014273550849905364,0.04169095942788886,0.0027613734134362177,0.004652825037799706,7.073766289656853e-05,0.008315752894117508,0.0014561783939388447,0.0018653173672130183,0.013043402978045935,0.0007078718677083988,0.001343403499961686,0.0022308425748573625,0.002305827922482223,0.005748008532534997
HYG,0.005533557870967487,0.005511800728474571,0.00024795774384513386,0.0027613734134362177,0.003702225791068088,0.0019870593249217824,0.0007490468710552012,0.0025749186130321106,0.002292672280851402,0.0012430388612213639,0.0007440302766321976,0.0016606108772370095,-0.001577792799923,0.0003343938894006686,0.001789165331370138,0.0009797136724678166
IEP,0.004610006206645867,0.004641115906783645,0.0007677727956156676,0.004652825037799706,0.0019870593249217824,0.0040016844730351026,0.00040463913371184166,0.0021657558060588496,0.0010133148087937023,0.0008753116463773098,0.0008966783005259534,0.0008369872258862614,-0.0007040524218910386,0.000519086424372244,0.001061843635163741,0.0009003201192286364
LQD,0.0011057912866101677,0.0010241472999212413,-0.00010851795557402734,7.073766289656853e-05,0.0007490468710552012,0.00040463913371184166,0.0002835161557779036,0.00042861319112651424,0.0004289291471155162,0.0002422317677069092,-9.804319624359528e-05,0.00033641423327393093,-0.0010491445629218703,-6.949408979165026e-06,0.0003016205421504469,6.571210492705496e-05
PBR,0.005525654522765357,0.006361796923156471,0.003194296252703876,0.008315752894117508,0.0025749186130321106,0.0021657558060588496,0.00042861319112651424,0.01279855714032908,0.0012738500139295452,0.0010541648313326676,0.0025760488718373567,0.0014904112062512286,-0.00037237455664891655,0.0015658893529037203,0.0012102695330258439,0.002013339990056315
QQQX,0.004256286242494114,0.004219295598588465,7.316918683374413e-05,0.0014561783939388447,0.002292672280851402,0.0010133148087937023,0.0004289291471155162,0.0012738500139295452,0.002184629110260219,0.0009913085604674645,0.0005164713037261328,0.0009874329196178585,-0.0007026101544125107,0.00018660036385940027,0.001475498632108315,0.0009065277506758563
RYLD,0.0026860005475419953,0.0027071727179785892,0.00036046794824969584,0.0018653173672130183,0.0012430388612213639,0.0008753116463773098,0.0002422317677069092,0.0010541648313326676,0.0009913085604674645,0.000822194980361646,0.0005544680649552319,0.0006536710150733329,-0.0005516099677582021,0.00018811204303322538,0.0010431579319263458,0.00054722289381928
SBLK,0.0024484423908681958,0.002549085610843755,0.005330484970030093,0.013043402978045935,0.0007440302766321976,0.0008966783005259534,-9.804319624359528e-05,0.0025760488718373567,0.0005164713037261328,0.0005544680649552319,0.00533004980862026,0.0001659971545144974,0.0008920494651383911,0.0006993567326839117,0.00066838337471614,0.0021893408420370084
SVOL,0.0024296465212195677,0.002498849621668905,-0.00011329724843522816,0.0007078718677083988,0.0016606108772370095,0.0008369872258862614,0.00033641423327393093,0.0014904112062512286,0.0009874329196178585,0.0006536710150733329,0.0001659971545144974,0.0013295136260242568,-0.000603852069774883,8.093974937789518e-05,0.0009404038147189703,0.00034651405966647193
TBF,-0.002097905405848607,-0.0016278931030335095,0.0006228060805426049,0.001343403499961686,-0.001577792799923,-0.0007040524218910386,-0.0010491445629218703,-0.00037237455664891655,-0.0007026101544125107,-0.0005516099677582021,0.0008920494651383911,-0.000603852069774883,0.0057262906105264655,0.00047957364868178647,-0.0003904868143413435,0.00028432572908246913
USOI,0.0011779036146828158,0.0012788625094138624,0.0009451967672845197,0.0022308425748573625,0.0003343938894006686,0.000519086424372244,-6.949408979165026e-06,0.0015658893529037203,0.00018660036385940027,0.00018811204303322538,0.0006993567326839117,8.093974937789518e-05,0.00047957364868178647,0.000864395964719723,0.00016344665117288412,0.0006033141238449687
XYLD,0.0033570535939395044,0.0033323426107391522,0.00017608963318904537,0.002305827922482223,0.001789165331370138,0.001061843635163741,0.0003016205421504469,0.0012102695330258439,0.001475498632108315,0.0010431579319263458,0.00066838337471614,0.0009404038147189703,-0.0003904868143413435,0.00016344665117288412,0.0015795835081774186,0.0005576138753576055
ZIM,0.0032136773202150262,0.0034635413453077213,0.0024738040527703463,0.005748008532534997,0.0009797136724678166,0.0009003201192286364,6.571210492705496e-05,0.002013339990056315,0.0009065277506758563,0.00054722289381928,0.0021893408420370084,0.00034651405966647193,0.00028432572908246913,0.0006033141238449687,0.0005576138753576055,0.0027901044959070687
