,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.051379152925360425,0.0023400506169876066,0.007773314628248695,0.010608063242849342,0.0066107527515318525,0.002101484578652642,0.003944534086117019,0.02031291324395823,0.0054713051772677206,0.00460750611182566,0.002373558578638518,0.01078257089628085,0.00434883566926458,0.000117168917557265,0.050802459741972616,0.00011574548859458986,-0.0006541911233498893,-0.0014852433489888008,0.01564875213697375
CLM,0.0023400506169876066,0.0022559632593992835,0.0015972189603789405,0.0011779885296034412,0.0009553765307633937,0.0003672517543913714,0.0008710851817620462,0.0033159232441996316,0.0003996978832902631,0.0007986043497405729,0.0011317370427919504,0.0009226627191314226,0.0006987425944353421,3.8696488689051665e-05,0.0038987228070398124,-0.00023096748563848236,0.0007826865590832487,-0.00042812430989868364,0.0017386067418299267
FSK,0.007773314628248695,0.0015972189603789405,0.0057727297879473964,0.00373472717754735,0.005474761282314869,0.0011280508702411283,0.002421203197013577,0.007314601913763175,0.002003791490467031,0.001543769848995059,0.002805601166783938,0.0029428931135710317,0.00221570159129649,1.4686396644805169e-05,0.0127111950499581,-6.309252477184772e-05,0.00015097845976361928,-0.0006034068921390239,0.005843326009798029
GGB,0.010608063242849342,0.0011779885296034412,0.00373472717754735,0.023030237515748047,0.014596624142664277,0.002710950512370261,0.0036827106598479307,0.01139728407748226,0.009348502033454982,0.0022226776824751417,0.008767181515968666,0.004210629506057312,0.005309600431097115,3.151942694529585e-05,0.022865904406124835,0.0002024240909777937,-0.0006432528996324598,0.005783786401664736,0.016477939754094423
GNK,0.0066107527515318525,0.0009553765307633937,0.005474761282314869,0.014596624142664277,0.03134679841974082,0.004876188176387403,0.0028637944300616367,0.008056816598531807,0.010453906359091044,0.0024028536269479948,0.00977402256900692,0.003623594577750217,0.011347408861660017,-2.6799441646077106e-05,0.02142032337352752,0.000334526102421926,-0.0011439626643037298,0.005321020787938438,0.023479951433710674
GOGL,0.002101484578652642,0.0003672517543913714,0.0011280508702411283,0.002710950512370261,0.004876188176387403,0.0012187006053688953,0.000618306129389034,0.0011240239391093973,0.0018897487353366695,0.00036274464881226517,0.0016527895846256944,0.0009383978138411129,0.0023099684175943466,-4.6477105067973835e-06,0.004765137980324428,6.77922444858671e-05,-0.0002362056012594207,0.0009589128453614837,0.004395930406415102
IEP,0.003944534086117019,0.0008710851817620462,0.002421203197013577,0.0036827106598479307,0.0028637944300616367,0.000618306129389034,0.0029032149209689806,0.004189865539551245,0.0023375079502064317,0.0009198588882843799,0.0026104392871624084,0.00200814735378801,0.001084936586838837,3.35589688909427e-06,0.007740791149395308,-2.3354469420833387e-06,-1.7707244927722914e-05,0.0010538408123010508,0.0037435195093225926
IVR,0.02031291324395823,0.0033159232441996316,0.007314601913763175,0.01139728407748226,0.008056816598531807,0.0011240239391093973,0.004189865539551245,0.03966495390608756,0.00367306235258001,0.006596965802802754,0.0037847628895780984,0.0071143245091394745,0.0026933901757771085,0.0001886313209640316,0.028652380415491462,-0.0008777823272224522,0.002943494678382051,-0.0006772034177303802,0.01074746327846597
MSB,0.0054713051772677206,0.0003996978832902631,0.002003791490467031,0.009348502033454982,0.010453906359091044,0.0018897487353366695,0.0023375079502064317,0.00367306235258001,0.0160653745659648,0.0005919820863750423,0.005185127163677152,0.0026498343325443863,0.0039433173928859686,-3.2789964482167547e-05,0.014879667480232893,0.0002412268153856802,-0.0008354896426717928,0.0049801809397655725,0.00815739877679205
ORC,0.00460750611182566,0.0007986043497405729,0.001543769848995059,0.0022226776824751417,0.0024028536269479948,0.00036274464881226517,0.0009198588882843799,0.006596965802802754,0.0005919820863750423,0.0016990698207917994,0.0009102705223513197,0.0015243487162698059,0.0009277628500572732,3.05293803936978e-05,0.0062154837929916905,-7.193637924053262e-05,0.00021632781700227184,-0.00022265058443720156,0.002834141201873206
