,CLM,CRF,GNK,GOGL,HYG,IEP,LQD,MSB,PBR,QQQX,RYLD,SBLK,SVOL,TBF,USOI,XYLD,ZIM
CLM,0.017229285777454535,0.006198428100494932,0.003508224289620873,0.004372047361456859,0.0014194211801193952,0.0013842542114216524,0.0022018324665309904,-0.0029341666569460485,0.0008321791483467484,0.00643343743190133,0.003710150890302975,0.0034804197603343417,0.0019640856906120415,-0.0023121681827410084,-0.0013800651769701078,0.001043228494734568,0.005646232589936015
CRF,0.006198428100494932,0.002395114003759798,0.0009790352570424206,0.0013398839847657013,0.0005540128450959789,0.0003455623386015631,0.0008391538869303373,-0.0014653700614301285,0.0002828269118349194,0.002504646828916139,0.0014138284546322787,0.00118590528986548,0.0008341278275926868,-0.0007396775386895914,-0.0003286479154664503,0.00039838065763538765,0.0021185524469264664
GNK,0.003508224289620873,0.0009790352570424206,0.05874288196112091,0.029984959809450783,0.0009554304502403515,0.004152303671963479,-0.0010342422970408644,0.021848463621728046,0.0036678022456315684,0.004292174287392171,0.004238591945636178,0.02092158324602131,-0.0007667895601936484,0.003399533076399404,0.014921111377778339,0.0009215476479798218,0.01887799935866973
GOGL,0.004372047361456859,0.0013398839847657013,0.029984959809450783,0.022859915252082478,0.0008176198255356922,0.003366683230066199,-0.0003898314421524821,0.010964058152731944,0.001981220902927785,0.001929100696710167,0.0027880573665099353,0.013594279708488342,-0.0003381423831912358,0.0020890887508839017,0.007602650067520508,0.000641828643685102,0.011598523921511703
HYG,0.0014194211801193952,0.0005540128450959789,0.0009554304502403515,0.0008176198255356922,0.0006160119959430052,0.000734831167031886,0.0009544044105742742,0.0002962704163051337,0.00021106885636713909,0.0022682805336050617,0.0009896308183134572,0.0005618386971087944,0.0011090421654738848,-0.000498971083988715,7.441902755452971e-05,0.00032879995134784746,0.0007175726854587932
IEP,0.0013842542114216524,0.0003455623386015631,0.004152303671963479,0.003366683230066199,0.000734831167031886,0.006999561769229877,0.0011564366676248378,0.004997995288598188,0.00080487200685204,0.0018555434649284647,0.001666722243942628,0.0010841941891065756,0.0015636943191884986,-0.0005016402958365232,0.0021207318861856165,0.00048281897822045184,0.0017567303440737506
LQD,0.0022018324665309904,0.0008391538869303373,-0.0010342422970408644,-0.0003898314421524821,0.0009544044105742742,0.0011564366676248378,0.003219575484797274,-0.0011254142420397972,0.0002880235245127948,0.0032249891378357417,0.0013024658074864525,-0.0004449955948914428,0.0018308975472149853,-0.004200765129099052,-0.0017411764904596166,0.00039716536358669373,-0.00024037018791086897
MSB,-0.0029341666569460485,-0.0014653700614301285,0.021848463621728046,0.010964058152731944,0.0002962704163051337,0.004997995288598188,-0.0011254142420397972,0.045530403470950574,0.0024494473364464666,0.0034774335351835566,0.0020841953022429295,0.00862573214380169,-0.0005396335655552335,0.003996655054895718,0.012949516027746119,0.0004984738053813469,0.007925082697873108
PBR,0.0008321791483467484,0.0002828269118349194,0.0036678022456315684,0.001981220902927785,0.00021106885636713909,0.00080487200685204,0.0002880235245127948,0.0024494473364464666,0.001386432837411244,0.0004350445635631024,0.0005110003362102637,0.001262067382366396,0.0002548959831280799,-7.972240491508315e-05,0.002443873221808491,0.00014325150591227404,0.0015612084707893766
QQQX,0.00643343743190133,0.002504646828916139,0.004292174287392171,0.001929100696710167,0.0022682805336050617,0.0018555434649284647,0.0032249891378357417,0.0034774335351835566,0.0004350445635631024,0.013729729155045098,0.005259574490456769,0.001602074647821527,0.004250035130922645,-0.00094823789250557,0.0009136423643310659,0.0016977597980954821,0.0039450203007423525
RYLD,0.003710150890302975,0.0014138284546322787,0.004238591945636178,0.0027880573665099353,0.0009896308183134572,0.001666722243942628,0.0013024658074864525,0.0020841953022429295,0.0005110003362102637,0.005259574490456769,0.0039468152814673444,0.0018596189704517005,0.002324372297340677,-0.0005570082980328025,0.0005245117187377179,0.0010796814900322766,0.00233228877399009
SBLK,0.0034804197603343417,0.00118590528986548,0.02092158324602131,0.013594279708488342,0.0005618386971087944,0.0010841941891065756,-0.0004449955948914428,0.00862573214380169,0.001262067382366396,0.001602074647821527,0.0018596189704517005,0.010559655412722918,-0.0005107836558524336,0.0016909902593779172,0.005189364665117891,0.00037300554296297144,0.008573866098056574
SVOL,0.0019640856906120415,0.0008341278275926868,-0.0007667895601936484,-0.0003381423831912358,0.0011090421654738848,0.0015636943191884986,0.0018308975472149853,-0.0005396335655552335,0.0002548959831280799,0.004250035130922645,0.002324372297340677,-0.0005107836558524336,0.004181181056121851,-0.0009475782813565381,-0.0009594007471889169,0.000762456306978392,0.00029492527024894835
TBF,-0.0023121681827410084,-0.0007396775386895914,0.003399533076399404,0.0020890887508839017,-0.000498971083988715,-0.0005016402958365232,-0.004200765129099052,0.003996655054895718,-7.972240491508315e-05,-0.00094823789250557,-0.0005570082980328025,0.0016909902593779172,-0.0009475782813565381,0.009202599108630327,0.005883193419145343,-4.013776549999178e-05,0.0018310710135343593
USOI,-0.0013800651769701078,-0.0003286479154664503,0.014921111377778339,0.007602650067520508,7.441902755452971e-05,0.0021207318861856165,-0.0017411764904596166,0.012949516027746119,0.002443873221808491,0.0009136423643310659,0.0005245117187377179,0.005189364665117891,-0.0009594007471889169,0.005883193419145343,0.020564810460857053,0.00013952925726944796,0.0065946906357481246
XYLD,0.001043228494734568,0.00039838065763538765,0.0009215476479798218,0.000641828643685102,0.00032879995134784746,0.00048281897822045184,0.00039716536358669373,0.0004984738053813469,0.00014325150591227404,0.0016977597980954821,0.0010796814900322766,0.00037300554296297144,0.000762456306978392,-4.013776549999178e-05,0.00013952925726944796,0.00035109298588857624,0.00042668942901282907
ZIM,0.005646232589936015,0.0021185524469264664,0.01887799935866973,0.011598523921511703,0.0007175726854587932,0.0017567303440737506,-0.00024037018791086897,0.007925082697873108,0.0015612084707893766,0.0039450203007423525,0.00233228877399009,0.008573866098056574,0.00029492527024894835,0.0018310710135343593,0.0065946906357481246,0.00042668942901282907,0.0197478633277623
