,ARKK,CLM,CRF,HYGW,IEP,JEPI,JEPQ,LABU,LQDW,OARK,QQQ,SARK,SDOW,SOXL,SQQQ,SVOL,TECL,TLTW,TMF,TSLY
ARKK,0.09257460616035225,0.002022036139783924,0.006570744842336771,0.0032167083637630735,0.011156501591032934,0.005281976549205267,0.014414505914048163,0.1038827972377102,0.0009683435199566894,0.05821191838452502,0.014947487075580964,-0.08020639379426037,-0.057744975287283756,0.012844910027172383,-0.045788994284260275,0.01260340427594764,0.07784866599962459,-0.0021591842005966003,-0.022839683276030493,0.04283908305750503
CLM,0.002022036139783924,0.00356782008287968,0.007904285266611053,0.0003613676194026473,0.0015433895490224233,0.0004145598287235039,0.00031339087325339774,0.0020715206155629898,5.9467089279815615e-05,0.0018139923250656495,0.0008438060873054835,-0.0018063662555205255,-0.0067154722971880295,0.0014946999342906283,-0.0026007136490526104,0.0010757733909965727,0.006029062209043804,-4.565415059861378e-05,-0.0023248432405096396,0.00130168035108396
CRF,0.006570744842336771,0.007904285266611053,0.020163428159195095,0.0009723530076983848,0.0043640946654874835,0.0011089804083210344,0.0010364124604730586,0.011000870959053489,0.00011394173785122612,0.005784769242747741,0.0021572244037518823,-0.005876226405639706,-0.01774323065032125,0.0036576894725020913,-0.006722168397779737,0.0030618982969865733,0.014972093912386209,-0.00018886106774714477,-0.00731751733521616,0.004262759737989915
HYGW,0.0032167083637630735,0.0003613676194026473,0.0009723530076983848,0.000752455322210308,0.001229546746668292,0.00039882139328817676,0.0007952304699519081,0.0058474368746057786,0.00047639585375130566,0.0024552195846622585,0.0009273691015589488,-0.002796125670119916,-0.0047194136213422,0.001203645660635027,-0.0028743199342867436,0.0008639175329588199,0.005413649515269014,0.0008547703230620086,-0.0012095329077575166,0.002817020466966681
IEP,0.011156501591032934,0.0015433895490224233,0.0043640946654874835,0.001229546746668292,0.05048872886398921,0.002001956395346621,0.002684016948606014,0.004545735660830189,0.000405723482597089,0.004771046359700004,0.0029069163205727886,-0.010069746610772225,-0.028507996039123767,0.001632181142588891,-0.009126885449971278,0.004266486639480571,0.018203619687876472,2.160459593799091e-05,-0.012433575468727415,-0.0018893203246804096
JEPI,0.005281976549205267,0.0004145598287235039,0.0011089804083210344,0.00039882139328817676,0.002001956395346621,0.0008441213396285159,0.001688717227504347,0.006435050630413538,5.610289585197719e-05,0.003370637038393202,0.0015266968837617152,-0.0045577522906953445,-0.008101262976216961,0.0015783593108112785,-0.004684631025500451,0.001490686136254362,0.008933308209420492,-0.0002625941026544318,-0.0027801780086268886,0.0028994321958756976
JEPQ,0.014414505914048163,0.00031339087325339774,0.0010364124604730586,0.0007952304699519081,0.002684016948606014,0.001688717227504347,0.00546438318667424,0.011169394223399538,0.0001856304331552333,0.00928010161417813,0.004730340077837506,-0.012371312831891017,-0.014813395245927707,0.004860564203488118,-0.014513650623802834,0.0031349302648914124,0.028636196304014094,-0.00025510638116689016,-0.005022008263292264,0.007944155873471083
LABU,0.1038827972377102,0.0020715206155629898,0.011000870959053489,0.0058474368746057786,0.004545735660830189,0.006435050630413538,0.011169394223399538,0.34163649621668024,0.0007608121143065785,0.06938745068606429,0.012989661798524411,-0.08933687266245241,-0.08290118021271307,0.011395361654421005,-0.03943564127288815,0.018089216945254144,0.06979702688471356,-0.008268478309203083,-0.06565150277432964,0.044201790529652805
LQDW,0.0009683435199566894,5.9467089279815615e-05,0.00011394173785122612,0.00047639585375130566,0.000405723482597089,5.610289585197719e-05,0.0001856304331552333,0.0007608121143065785,0.0006433100688813404,0.0004731648072737089,0.00020751998292814443,-0.000859857360354679,-0.0006931214202892928,7.106903792422849e-05,-0.000665218562514115,-2.8825599839158076e-05,0.0006523754647688139,0.001880777581143742,0.004537993854158814,0.0017326831957590813
OARK,0.05821191838452502,0.0018139923250656495,0.005784769242747741,0.0024552195846622585,0.004771046359700004,0.003370637038393202,0.00928010161417813,0.06938745068606429,0.0004731648072737089,0.05062592052465881,0.009723626724180175,-0.05031068816115046,-0.03811452443836552,0.008482097032379347,-0.02973860094373358,0.008111154737419813,0.05048659038501821,-0.0032594043950411986,-0.025725094775984014,0.03913692978649896
QQQ,0.014947487075580964,0.0008438060873054835,0.0021572244037518823,0.0009273691015589488,0.0029069163205727886,0.0015266968837617152,0.004730340077837506,0.012989661798524411,0.00020751998292814443,0.009723626724180175,0.00507914495803003,-0.0129351725306139,-0.016330035564717415,0.006025642100222384,-0.015575334454746617,0.0030497415492304818,0.03141427482056437,-0.00018557355427340484,-0.005222705878166013,0.008669748998542406
SARK,-0.08020639379426037,-0.0018063662555205255,-0.005876226405639706,-0.002796125670119916,-0.010069746610772225,-0.0045577522906953445,-0.012371312831891017,-0.08933687266245241,-0.000859857360354679,-0.05031068816115046,-0.0129351725306139,0.06961838303405943,0.05024821334156477,-0.011117835274514666,0.0396425512455846,-0.011058663345798669,-0.06714658799941998,0.0017969700577664936,0.019435488976060504,-0.03693485621000438
