,ARKK,CLM,FSK,GGB,GNK,GOGL,IEP,IVR,MSB,ORC,PBR,RYLD,SBLK,SHY,SOXL,TBF,TLT,USOI,ZIM
ARKK,0.06745682989022608,0.009879422606006247,0.00372149899274623,0.010048900333361603,-0.0009305093445361633,0.001794230250092509,0.0011142398635676089,0.018552055668042397,0.0011662956448160386,0.011016044336777378,-0.003434654944093426,0.009221175120346002,0.00544898160656791,0.00020725750912171435,0.09458304482003226,0.0015303726888050817,-0.0023090354987185956,-0.004382823866152207,0.01601274176693514
CLM,0.009879422606006247,0.03093290680414691,0.0026782231846723165,0.003524537117007281,0.0016725258929006855,0.00205136304913619,0.0010541385445772165,0.011801935233315925,-8.016625743260051e-05,0.007014138026840397,0.004690270951430411,0.0026444069845684847,0.005789457930536769,0.00020984825269604933,0.021781120258134917,-0.0021992685270959956,0.0029656728351449176,-0.002865378727683971,0.006304765192402385
FSK,0.00372149899274623,0.0026782231846723165,0.0012309821866616393,0.001281110227355718,0.002249329103571555,0.0008024911144957425,0.000330997386132226,0.003251073908202737,0.00020950204405175018,0.001724592080747015,0.0013816296708485853,0.001006127090247083,0.002348702020262689,1.3213779787564644e-05,0.008879980684256689,3.410857414818223e-05,-8.193850205817273e-05,-0.0005195353018023979,0.002512794565671655
GGB,0.010048900333361603,0.003524537117007281,0.001281110227355718,0.01824689206765574,0.011440104500698087,0.004445072138608183,0.0010701043841783524,0.010482352485264657,0.002807132443306179,0.0047114966548281265,0.012359535432755217,0.003246813681128469,0.012199511432196173,7.091162185587319e-05,0.03219287096060716,0.0011587994473471095,-0.0015340439462114932,0.006263672654630739,0.015302103688292637
GNK,-0.0009305093445361633,0.0016725258929006855,0.002249329103571555,0.011440104500698087,0.043511080494149666,0.011000573352942595,0.0007743058961493677,0.010185451850867968,0.004142486189781453,0.0054525488892497856,0.0202186652005493,0.0019388195937710276,0.0352065172909962,-5.7470289478746634e-05,0.020764962984534834,0.0005107258350692713,-0.0007146355656703396,0.006738622674611976,0.025753513862728675
GOGL,0.001794230250092509,0.00205136304913619,0.0008024911144957425,0.004445072138608183,0.011000573352942595,0.004881638295788023,0.000288267140713523,0.0021848046582236876,0.0014012530105868416,0.00131995225668514,0.005381544389026662,0.0011192867525187554,0.012663921449921423,-8.4381407965031e-06,0.00948394672887607,0.00026351635471025275,-0.0003732619740853651,0.0020301006601622217,0.008176887088977106
IEP,0.0011142398635676089,0.0010541385445772165,0.000330997386132226,0.0010701043841783524,0.0007743058961493677,0.000288267140713523,0.00034075684635354687,0.0013975777818906663,0.0003220782909160647,0.0006815462440098726,0.0008942146756467408,0.0005108290126641213,0.0006888308643857293,2.091496698837661e-06,0.003643433933835498,3.366465750010106e-05,-5.497064620389161e-05,0.00022435723784230266,0.0008561763611631797
IVR,0.018552055668042397,0.011801935233315925,0.003251073908202737,0.010482352485264657,0.010185451850867968,0.0021848046582236876,0.0013975777818906663,0.0435156175062909,0.0013714068513396615,0.015808386303751684,0.006718410474349926,0.005850482019831492,0.0072385770603852805,0.0002709723927023211,0.03667584458092179,-0.0018141869355105783,0.002399369876445161,-0.0008630479633901541,0.010678461192651135
MSB,0.0011662956448160386,-8.016625743260051e-05,0.00020950204405175018,0.002807132443306179,0.004142486189781453,0.0014012530105868416,0.0003220782909160647,0.0013714068513396615,0.0023162865889574087,0.0005585795340233092,0.002162082654888954,0.0005173063154978738,0.004290224864945004,-3.325136154404204e-05,0.007452684085626702,0.0005489726941656569,-0.0007707109452733434,0.0021020406353111044,0.0026072969245244226
ORC,0.011016044336777378,0.007014138026840397,0.001724592080747015,0.0047114966548281265,0.0054525488892497856,0.00131995225668514,0.0006815462440098726,0.015808386303751684,0.0005585795340233092,0.009345216813310865,0.0022773764309050445,0.0029274231835362827,0.004786192715183368,0.00013695961430425455,0.021602178614038084,-0.0005057866387624924,0.0006251388032073737,-0.0011025592542029557,0.005717667567691276
PBR,-0.003434654944093426,0.004690270951430411,0.0013816296708485853,0.012359535432755217,0.0202186652005493,0.005381544389026662,0.0008942146756467408,0.006718410474349926,0.002162082654888954,0.0022773764309050445,0.030950063150428267,0.002307238311399965,0.014280983306979363,4.991712360751353e-06,0.002107124922341784,-7.526186570398599e-05,0.00011519004764841608,0.009048152599061696,0.014388582404380974
RYLD,0.009221175120346002,0.0026444069845684847,0.001006127090247083,0.003246813681128469,0.0019388195937710276,0.0011192867525187554,0.0005108290126641213,0.005850482019831492,0.0005173063154978738,0.0029274231835362827,0.002307238311399965,0.0030526138255613025,0.0026333947265121454,2.014197819521902e-05,0.017863615996869416,0.00041729029449087777,-0.0006250694893007026,-0.0004007057107799277,0.004095429657441487
SBLK,0.00544898160656791,0.005789457930536769,0.002348702020262689,0.012199511432196173,0.0352065172909962,0.012663921449921423,0.0006888308643857293,0.0072385770603852805,0.004290224864945004,0.004786192715183368,0.014280983306979363,0.0026333947265121454,0.04320037203230594,-5.814005890598072e-05,0.031454144906273386,0.0010642913367035591,-0.0015238832053329095,0.005390029861344772,0.025388860641138527
SHY,0.00020725750912171435,0.00020984825269604933,1.3213779787564644e-05,7.091162185587319e-05,-5.7470289478746634e-05,-8.4381407965031e-06,2.091496698837661e-06,0.0002709723927023211,-3.325136154404204e-05,0.00013695961430425455,4.991712360751353e-06,2.014197819521902e-05,-5.814005890598072e-05,2.0325681641615493e-05,0.00016602140503241234,-0.00013634029598997213,0.00018771842899816964,-1.835319429181598e-05,2.6240340137250738e-05
SOXL,0.09458304482003226,0.021781120258134917,0.008879980684256689,0.03219287096060716,0.020764962984534834,0.00948394672887607,0.003643433933835498,0.03667584458092179,0.007452684085626702,0.021602178614038084,0.002107124922341784,0.017863615996869416,0.031454144906273386,0.00016602140503241234,0.22292805761658366,0.006083423363589968,-0.008384408914632404,0.0007209384787441377,0.04175051049117706
TBF,0.0015303726888050817,-0.0021992685270959956,3.410857414818223e-05,0.0011587994473471095,0.0005107258350692713,0.00026351635471025275,3.366465750010106e-05,-0.0018141869355105783,0.0005489726941656569,-0.0005057866387624924,-7.526186570398599e-05,0.00041729029449087777,0.0010642913367035591,-0.00013634029598997213,0.006083423363589968,0.0021802246612014835,-0.002990722850185676,0.0012674722798096678,0.0006960923465993564
TLT,-0.0023090354987185956,0.0029656728351449176,-8.193850205817273e-05,-0.0015340439462114932,-0.0007146355656703396,-0.0003732619740853651,-5.497064620389161e-05,0.002399369876445161,-0.0007707109452733434,0.0006251388032073737,0.00011519004764841608,-0.0006250694893007026,-0.0015238832053329095,0.00018771842899816964,-0.008384408914632404,-0.002990722850185676,0.004125762043210192,-0.0017811790450526805,-0.0009363969897947993
USOI,-0.004382823866152207,-0.002865378727683971,-0.0005195353018023979,0.006263672654630739,0.006738622674611976,0.0020301006601622217,0.00022435723784230266,-0.0008630479633901541,0.0021020406353111044,-0.0011025592542029557,0.009048152599061696,-0.0004007057107799277,0.005390029861344772,-1.835319429181598e-05,0.0007209384787441377,0.0012674722798096678,-0.0017811790450526805,0.013968306365947383,0.003189654516547242
ZIM,0.01601274176693514,0.006304765192402385,0.002512794565671655,0.015302103688292637,0.025753513862728675,0.008176887088977106,0.0008561763611631797,0.010678461192651135,0.0026072969245244226,0.005717667567691276,0.014388582404380974,0.004095429657441487,0.025388860641138527,2.6240340137250738e-05,0.04175051049117706,0.0006960923465993564,-0.0009363969897947993,0.003189654516547242,0.0338019001129031
