,ARKK,CLM,CRF,HYGW,IEP,JEPI,JEPQ,LABU,LQDW,OARK,QQQ,SARK,SDOW,SOXL,SQQQ,SVOL,TECL,TLTW,TMF,TSLY
ARKK,0.027560839072512555,0.0013753242829997944,0.001395838528234569,0.0033020253339336933,0.029394937927836293,0.0012072619930184414,0.0041135057184121535,0.05952725870626833,0.0016627192423845842,0.03965288522782912,0.01369941089288205,-0.042036569843595224,-0.03192314459557555,0.020046356437042587,-0.022621248685178123,0.010659613895449154,0.014237652569688914,-0.0006263175009420473,-0.01676510845870457,0.03274788970718243
CLM,0.0013753242829997944,0.031098733290819882,0.012794663752356257,0.001740267921419916,0.02682127431637317,0.0004152145976285929,-0.0004961003638204957,-0.00289544118402432,0.0008192664337233975,0.001376748086547093,0.0025534138940293515,-0.002291951243398387,-0.02073472445901942,0.010377728156777686,-0.004167394946038283,0.004046244090036201,0.004053452468566979,0.0006767041114577478,-0.00301893105215077,0.00305663958851388
CRF,0.001395838528234569,0.012794663752356257,0.006046452244132737,0.0008237471163590826,0.013400860565415758,0.00022804752803381233,-7.642257411606923e-05,0.0030173483117557983,0.00030244016077112597,0.0017359720360221118,0.0013074131702624507,-0.0021988063283871666,-0.010346950145071683,0.00456864250354326,-0.0021571374574637357,0.0022096969362294713,0.001883568202645095,0.0003405966253770665,-0.002209617178512373,0.001998135626124113
HYGW,0.0033020253339336933,0.001740267921419916,0.0008237471163590826,0.003067403996718998,0.011866132966172397,0.0003742006616547609,0.0009509258224886002,0.011290466453293525,0.002553154054459401,0.005966529336459485,0.003270453483976964,-0.0050547447811787735,-0.008902814543195112,0.009153892625946935,-0.005475582890424568,0.00287584363443517,0.0041927777454991095,0.001566242217748448,-0.004672628562559106,0.004870251099634142
IEP,0.029394937927836293,0.02682127431637317,0.013400860565415758,0.011866132966172397,1.3553926067397266,0.00543187891315371,0.0064292720196402605,0.024153151319852736,0.005516926800738405,0.008203450800004975,0.015544503904939756,-0.04669825986219143,-0.17336832371824507,0.01455604116024117,-0.026371711478243753,0.03704631636251267,0.01977922980517231,-0.001651930013936978,-0.09982407511827067,-0.024131172668812633
JEPI,0.0012072619930184414,0.0004152145976285929,0.00022804752803381233,0.0003742006616547609,0.00543187891315371,0.00020363046815835372,0.00044512203719362383,0.003022828977077102,6.412799373863918e-05,0.0016605078709054349,0.0012214591869131168,-0.001831558381900018,-0.0046119508610014915,0.002446527804426555,-0.0020201032155531,0.0010895602777692983,0.001462803341222914,-0.00011855678165743846,-0.0020940493890930986,0.0018950336318215109
JEPQ,0.0041135057184121535,-0.0004961003638204957,-7.642257411606923e-05,0.0009509258224886002,0.0064292720196402605,0.00044512203719362383,0.0020250536557767985,0.0043601231897503236,0.0003645137659452877,0.006628702522472928,0.005246236834976989,-0.00620396733986689,-0.008966606064126751,0.010188568536864694,-0.008693253761755157,0.0025049097607911307,0.006664654523714579,-4.290644480821233e-05,-0.004458306724541084,0.006900508483682289
LABU,0.05952725870626833,-0.00289544118402432,0.0030173483117557983,0.011290466453293525,0.024153151319852736,0.003022828977077102,0.0043601231897503236,0.425000112733315,0.0022839889192626003,0.07911588051732169,0.019031146084810005,-0.08994446345882583,-0.09890145895175435,0.026434777158899893,-0.030752027812302563,0.02972489974058447,0.020364138794731725,-0.007508807670525194,-0.09665350059734513,0.050601826233217385
LQDW,0.0016627192423845842,0.0008192664337233975,0.00030244016077112597,0.002553154054459401,0.005516926800738405,6.412799373863918e-05,0.0003645137659452877,0.0022839889192626003,0.004194415867796755,0.0038322837279682422,0.00125037933381234,-0.002589283328731366,-0.00024399688380432425,0.001859388056452971,-0.002105990109673881,0.00034599658636864927,0.0012656771244433458,0.004094178235035966,0.014447852684507233,0.002761343892069195
OARK,0.03965288522782912,0.001376748086547093,0.0017359720360221118,0.005966529336459485,0.008203450800004975,0.0016605078709054349,0.006628702522472928,0.07911588051732169,0.0038322837279682422,0.07310655957093481,0.02208487337097948,-0.060513744569350894,-0.04446234327254008,0.03670431304101381,-0.03653411496801979,0.015432760504252704,0.023408715869479277,3.8081163958901465e-05,-0.028638908496464586,0.06382276533714212
QQQ,0.01369941089288205,0.0025534138940293515,0.0013074131702624507,0.003270453483976964,0.015544503904939756,0.0012214591869131168,0.005246236834976989,0.019031146084810005,0.00125037933381234,0.02208487337097948,0.017946779380603736,-0.020908118618521397,-0.03146011023778061,0.03960745697759939,-0.02980886028543395,0.008210174917487998,0.023230383665068265,0.0002956751466597341,-0.011667080604023878,0.02284917254569985
SARK,-0.042036569843595224,-0.002291951243398387,-0.0021988063283871666,-0.0050547447811787735,-0.04669825986219143,-0.001831558381900018,-0.00620396733986689,-0.08994446345882583,-0.002589283328731366,-0.060513744569350894,-0.020908118618521397,0.06423314790369937,0.04880188402463854,-0.03077399805346234,0.034544757978918636,-0.016509279127050476,-0.021673009102897198,0.0008782960815827222,0.025031071220427074,-0.049475294572393094
SDOW,-0.03192314459557555,-0.02073472445901942,-0.010346950145071683,-0.008902814543195112,-0.17336832371824507,-0.0046119508610014915,-0.008966606064126751,-0.09890145895175435,-0.00024399688380432425,-0.04446234327254008,-0.03146011023778061,0.04880188402463854,0.13953068511282782,-0.0664321502831662,0.05230407912685512,-0.031386493544292904,-0.03901144649094264,0.00463075784940656,0.06254823435557559,-0.04219040026611967
SOXL,0.020046356437042587,0.010377728156777686,0.00456864250354326,0.009153892625946935,0.01455604116024117,0.002446527804426555,0.010188568536864694,0.026434777158899893,0.001859388056452971,0.03670431304101381,0.03960745697759939,-0.03077399805346234,-0.0664321502831662,0.1486571741366698,-0.06607970976279932,0.017915692143349756,0.05999103687742981,-0.0008584919637364973,-0.04346117561681766,0.0402791020753991
SQQQ,-0.022621248685178123,-0.004167394946038283,-0.0021571374574637357,-0.005475582890424568,-0.026371711478243753,-0.0020201032155531,-0.008693253761755157,-0.030752027812302563,-0.002105990109673881,-0.03653411496801979,-0.02980886028543395,0.034544757978918636,0.05230407912685512,-0.06607970976279932,0.0495962326694829,-0.01376539745909045,-0.03862653741767179,-0.0005116095761554762,0.019303318590798924,-0.0384154329467469
SVOL,0.010659613895449154,0.004046244090036201,0.0022096969362294713,0.00287584363443517,0.03704631636251267,0.0010895602777692983,0.0025049097607911307,0.02972489974058447,0.00034599658636864927,0.015432760504252704,0.008210174917487998,-0.016509279127050476,-0.031386493544292904,0.017915692143349756,-0.01376539745909045,0.016100981338464156,0.009429346945852417,-0.001013965341982645,-0.01996842324931998,0.008926424843953968
TECL,0.014237652569688914,0.004053452468566979,0.001883568202645095,0.0041927777454991095,0.01977922980517231,0.001462803341222914,0.006664654523714579,0.020364138794731725,0.0012656771244433458,0.023408715869479277,0.023230383665068265,-0.021673009102897198,-0.03901144649094264,0.05999103687742981,-0.03862653741767179,0.009429346945852417,0.03292453745131181,3.908474900232823e-05,-0.017219744961394706,0.024272403885845076
