,CONSENSUS,PROJ,LR,LR_CON,LR_CON_PROJ,RIDGE,LASSO,RIDGE_CON,LASSO_CON,QUAD,CUBIC
AVG,0.05981023331450504,0.04216492020283826,0.05987252374426022,0.07438646097613563,0.045884991286896507,0.05994017933541499,0.06041282106799638,0.04595540161016602,0.05047159267096944,0.06482260933891096,0.10680233580989547
STD,0.08766793920180871,0.04924707975539689,0.0726250836261216,0.10533434142506791,0.05893062244857603,0.07267958087407503,0.07374902222640249,0.058952072743118235,0.06135986235498838,0.08976866850720575,0.1571399049094124
