snapped_at,price,market_cap,total_volume
2019-02-24 00:00:00 UTC,2.7515859138045364,0.0,9264.589771779874
2019-02-25 00:00:00 UTC,3.0023968122350664,0.0,528.4218389533717
2019-02-26 00:00:00 UTC,3.7409641013862127,0.0,10766.49468378952
2019-02-27 00:00:00 UTC,3.99231201231624,0.0,13527.310483811609
2019-02-28 00:00:00 UTC,3.5284050911536697,0.0,3560.4077253304326
2019-03-01 00:00:00 UTC,2.8001866902790216,0.0,5925.5590609001465
2019-03-02 00:00:00 UTC,3.2982892776070383,0.0,13746.972863031153
2019-03-03 00:00:00 UTC,3.9013606463714656,0.0,221.40221668158063
2019-03-04 00:00:00 UTC,3.855029793666589,0.0,230.415130767452
2019-03-05 00:00:00 UTC,5.179266239045418,0.0,12827.385108919008
2019-03-06 00:00:00 UTC,3.5493629156372712,0.0,6530.543815739327
2019-03-07 00:00:00 UTC,4.9735687461423295,0.0,21.73449542064198
2019-03-08 00:00:00 UTC,5.302412551328505,0.0,14204.898104381498
2019-03-09 00:00:00 UTC,5.912536260783835,0.0,5525.738138603357
2019-03-10 00:00:00 UTC,5.467036830588757,0.0,11725.973946088296
2019-03-11 00:00:00 UTC,5.993913179929315,0.0,1140.7016172723481
2019-03-12 00:00:00 UTC,6.003677898661888,0.0,18.911585380784945
2019-03-13 00:00:00 UTC,4.700521731172642,0.0,3188.1288641678443
2019-03-14 00:00:00 UTC,3.897236025165531,0.0,2785.003835943541
2019-03-15 00:00:00 UTC,6.416644496392603,0.0,7198017.12935122
2019-03-16 00:00:00 UTC,6.2334170731765415,1472326624.4451358,5635309.571785533
2019-03-17 00:00:00 UTC,5.4641441289708,1290271156.3108008,3032152.398123408
2019-03-18 00:00:00 UTC,3.872634124499036,914757269.9807024,2208926.540764209
2019-03-19 00:00:00 UTC,4.3067286008676735,1017317601.711528,2435551.4130299087
2019-03-20 00:00:00 UTC,4.285857984374575,1012176445.0467893,3499648.5165091087
2019-03-21 00:00:00 UTC,4.223250249484494,997527313.0315176,3928709.515028898
2019-03-22 00:00:00 UTC,3.5674262640658685,842664088.0098503,3753075.1256889
2019-03-23 00:00:00 UTC,3.4420914707776977,813018422.5935223,4100044.827915872
2019-03-24 00:00:00 UTC,3.3400262733715294,794504714.7712308,3601266.219935948
2019-03-25 00:00:00 UTC,3.1198993069403635,736923159.9891776,2518819.043978609
2019-03-26 00:00:00 UTC,3.6402004632100464,859970351.5225581,4686154.967144377
2019-03-27 00:00:00 UTC,3.63973450393198,859728697.5702647,6735062.703609921
2019-03-28 00:00:00 UTC,3.6554005626048034,866975802.8442843,7250493.636829607
2019-03-29 00:00:00 UTC,3.4224999428111733,808383237.493588,6061670.145991397
2019-03-30 00:00:00 UTC,3.4434970918551366,813316151.2976321,4312592.349323004
2019-03-31 00:00:00 UTC,3.401414524946267,803410570.3279575,3616979.151250541
2019-04-01 00:00:00 UTC,3.5744414511343963,846799100.0780847,4247323.605826318
2019-04-02 00:00:00 UTC,3.527284143170972,838417735.1704301,3919114.472292688
2019-04-03 00:00:00 UTC,3.7242470550065634,880049098.6794838,5604353.979955899
2019-04-04 00:00:00 UTC,3.663364267001989,872476480.3588848,5193406.0689340085
2019-04-05 00:00:00 UTC,3.725940798347724,880467013.7714912,5535656.914960174
2019-04-06 00:00:00 UTC,3.537351393919182,833427685.694844,4297699.109229994
2019-04-07 00:00:00 UTC,4.563790001710099,1078639795.3159595,5266494.96061477
2019-04-08 00:00:00 UTC,4.689565134126839,1105109183.794503,4503594.220224052
2019-04-09 00:00:00 UTC,3.2283054265751767,761786556.962683,1643079.1554956755
2019-04-10 00:00:00 UTC,5.371819770029896,1279388390.8590033,1460936.1800736291
2019-04-11 00:00:00 UTC,3.7650905179403438,889920236.9815713,4847500.923415383
2019-04-12 00:00:00 UTC,3.559131312565026,841100220.7344621,5596573.869200119
2019-04-13 00:00:00 UTC,4.372678317153427,1032891344.9792873,509322375.7013258
