Symbol,Name
ASML,Asml Holding NY Reg
BIDU,Baidu
BMRN,Biomarin Pharmaceuticals
CHKP,Check Point Software
DOCU,Docusign Inc
JD,Jd Inc
LBTYA,Liberty Global Ordinary A
LBTYK,Liberty Global Ordinary C
LULU,Lululemon Athletica
MELI,Mercadolibre Inc
MRNA,Moderna
NTES,Netease Inc Ads
NXPI,NXP Semiconductors
PDD,Pinduoduo Inc
SGEN,Seattle Genetics Inc
SIRI,Sirius XM Holdings
SPLK,Splunk Inc
TCOM,Trip Global Ltd
TSLA,Tesla
WDAY,Workday Inc
