Symbol,Name
ETFC,E*Trade
STX,Seagate Technology
TEL,TE Connectivity Ltd.
CTL,CenturyLink Inc
NBL,Noble Energy Inc
ZTS,Zoetis
YUM,Yum! Brands Inc
ZBH,Zimmer Biomet Holdings
FTI,TechnipFMC
ZBRA,Zebra Technologies
ZION,Zions Bancorp
