,CONSENSUS,PROJ,LR,LR_CON,LR_CON_PROJ,RIDGE,LASSO,RIDGE_CON,LASSO_CON,QUAD,CUBIC
AVG,0.11202426396025099,0.028319974102553255,0.052860753503691175,0.13122046956063438,0.07591262836418078,0.05288573093415326,0.05286150843257943,0.07601841667367099,0.07749057497255031,0.08249688192595933,0.1074389651534725
STD,0.13849091157349572,0.03410646405005195,0.0701053169981976,0.18885997063542345,0.117309554461612,0.07013416757368136,0.07010598921569253,0.1173966471572029,0.1187548852357344,0.09701352349272474,0.15882167910532421
MEDIAN,-0.10740103270223744,-0.006984283993115237,-0.021053467021116767,-0.03832069091041945,0.02403213336516452,-0.02105353650154418,-0.021054429076271863,0.023971574265338802,0.02403114383234506,-0.019968430664842995,-0.02274596834361209
