,CONSENSUS,PROJ,LR,LR_CON,LR_CON_PROJ,RIDGE,LASSO,RIDGE_CON,LASSO_CON,QUAD,CUBIC
AVG,0.09725410269353087,0.031205646031990348,0.04777419672105175,0.0822846727609337,0.04799032265167781,0.047688580518090294,0.04752964465403992,0.047949386148049014,0.047750345733453506,0.10009511878420427,0.470972333913248
STD,0.13328411452031194,0.04079698338745637,0.061993872491911794,0.10110079744329509,0.06028788090918652,0.06185988703317716,0.061640794942757815,0.06003469017163593,0.05969662264057194,0.1408861565903414,1.057207599476368
