"Date","index","returns"
2013-04-28,135.511851300973,NA
2013-04-29,129.345035414435,0.0476772522948345
2013-04-30,111.81123894807,0.156816046681212
2013-05-01,98.8053215579935,0.131631750041346
2013-05-02,86.730246868209,0.13922564648217
2013-05-03,106.341423391178,-0.184417096344755
2013-05-04,111.475375974275,-0.0460545886320356
2013-05-05,113.019325497116,-0.0136609337920739
2013-05-06,101.833452188951,0.109844781530241
2013-05-07,107.71105851521,-0.0545682718866705
2013-05-08,107.963476722271,-0.00233799628101095
2013-05-09,113.54362386411,-0.0491454029027363
2013-05-10,108.152706363919,0.0498454239513049
2013-05-11,109.686416016603,-0.0139826763274977
2013-05-12,112.320728636052,-0.0234534858475244
2013-05-13,109.888263423601,0.0221358053778145
2013-05-14,109.634211573036,0.00231726800348153
2013-05-15,111.099088009193,-0.0131853146808555
2013-05-16,118.553435494656,-0.0628775324338808
2013-05-17,119.161206191923,-0.00510040739507067
2013-05-18,115.704030942962,0.02987947110214
2013-05-19,117.634425926964,-0.016410119476422
2013-05-20,118.131335017092,-0.00420641221108731
2013-05-21,118.384935227867,-0.00214216623329155
2013-05-22,121.014960040032,-0.0217330552461874
2013-05-23,126.743641634045,-0.0451989663556723
2013-05-24,126.06582001143,0.00537672798664324
2013-05-25,129.7637506012,-0.028497408348916
2013-05-26,124.277080051837,0.0441486921568655
2013-05-27,124.458694413639,-0.00145923402665871
2013-05-28,127.340561881925,-0.022631182285489
2013-05-29,127.401,-0.00047439280755035
2013-05-30,123.298032722822,0.0332768267795638
2013-05-31,124.571261412792,-0.0102208862263318
2013-06-01,117.087391325511,0.0639169598242755
2013-06-02,116.832315074837,0.00218326796409274
2013-06-03,117.194861373214,-0.00309353408612667
2013-06-05,117.14874748324,0.000393635364988931
2013-06-06,114.764875375332,0.020771791892874
2013-06-07,106.181269570306,0.0808391709739573
2013-06-08,104.502770769353,0.0160617636125422
2013-06-09,96.1745859025118,0.0865944447661415
2013-06-10,102.201720283054,-0.0589729249551698
2013-06-11,104.96994189397,-0.0263715646686025
2013-06-12,104.72056458202,0.00238135950608309
2013-06-13,99.3127781403423,0.0544520709513912
2013-06-14,95.0663905657777,0.0446676007082281
2013-06-15,96.6389501920199,-0.0162725238955678
2013-06-16,97.1823384859581,-0.00559143052537925
2013-06-17,98.6603013657144,-0.014980319939201
2013-06-18,102.840719839792,-0.0406494478120153
2013-06-19,104.317332586381,-0.0141550086642259
2013-06-20,107.229632676493,-0.0271594709169455
2013-06-21,105.48803170296,0.0165099390463324
2013-06-22,102.972109975085,0.024433040446425
2013-06-23,103.231844268115,-0.00251602879781176
2013-06-24,97.953283029829,0.0538885586578881
2013-06-25,99.1906974842455,-0.0124751058899758
2013-06-26,99.0267412493876,0.00165567636367081
2013-06-27,95.3694151610598,0.0383490459929035
2013-06-28,89.0529116936005,0.0709297803668913
2013-06-29,90.9121614520486,-0.0204510565886026
2013-06-30,93.0850616282299,-0.0233431674016568
2013-07-01,85.166290918733,0.0929801054392878
2013-07-02,86.1432050633809,-0.0113405827415999
2013-07-03,74.9994262254706,0.148584854561538
2013-07-04,74.5101018098169,0.00656722248082042
2013-07-05,64.2644810353653,0.15942898175453
2013-07-06,64.3291839006902,-0.00100580889421453
2013-07-07,73.2833427676466,-0.122185458915904
2013-07-08,72.3145812501881,0.0133964893484875
2013-07-09,72.9097975055939,-0.00816373485826893
2013-07-10,81.2756788145831,-0.102932161638103
2013-07-11,89.054931215368,-0.0873534154102228
2013-07-12,83.9153462404769,0.0612472593530444
2013-07-13,90.9805277523155,-0.0776559741560606
2013-07-14,89.6809346273031,0.014491297736952
2013-07-15,92.6485619778532,-0.0320310136196115
2013-07-16,94.2597937331495,-0.0170935209115531
2013-07-17,92.9385810413502,0.0142159765836254
2013-07-18,84.3709317491711,0.101547406370361
2013-07-19,86.984386898757,-0.0300451062858869
2013-07-20,84.7633465447465,0.0262028393704119
2013-07-21,85.7987410929446,-0.0120677125912194
2013-07-22,87.0771075051804,-0.0146808552656593
2013-07-23,89.843863940329,-0.0307951630061923
2013-07-24,89.9427793475302,-0.00109975929050454
2013-07-25,92.1534791552954,-0.0239893255038129
2013-07-26,89.6529873673188,0.0278907804570061
2013-07-27,89.430965425354,0.00248260701322911
2013-07-28,93.7584770481683,-0.0461559504703882
2013-07-29,96.6522095515608,-0.0299396414920947
2013-07-30,105.170313644197,-0.0809934267330746
2013-07-31,101.637480511725,0.0347591569043701
2013-08-01,97.0913546087137,0.0468231792761791
2013-08-02,98.8974445873643,-0.018262251225866
2013-08-03,100.157913415213,-0.012584815167057
2013-08-04,98.0982620955473,0.020995798250325
2013-08-05,97.7872295185827,0.00318070752690125
2013-08-06,99.2246321345134,-0.0144863486516347
2013-08-07,94.8001599824042,0.0466715684122312
2013-08-08,96.2493195509378,-0.0150563097515369
2013-08-09,95.7486752786645,0.00522873314765149
2013-08-10,96.7630887449853,-0.0104834754602993
2013-08-11,98.1699237402437,-0.0143306110635352
2013-08-12,99.029781476006,-0.00868281968258855
2013-08-13,104.323405546756,-0.0507424392733957
2013-08-14,104.969601744004,-0.00615603171310242
2013-08-15,103.43982852228,0.0147890154457677
2013-08-16,106.28495498117,-0.0267688541562006
2013-08-17,106.493922004541,-0.00196224366083597
2013-08-18,110.087940695087,-0.0326467973499552
2013-08-19,112.365311178645,-0.0202675581962963
2013-08-20,113.087191220862,-0.00638339350746409
2013-08-21,114.016183563871,-0.00814789895584445
2013-08-22,112.156248094148,0.0165834316083953
2013-08-23,112.69629623289,-0.00479206643691554
2013-08-24,114.000566294216,-0.011440908617591
2013-08-25,113.894262368875,0.000933356282658782
2013-08-26,117.175166752837,-0.0279999975667401
2013-08-27,115.031444830703,0.0186359644989995
2013-08-28,115.280000279729,-0.00215610208555128
2013-08-29,121.003689150905,-0.0473017716347301
2013-08-30,129.252541040649,-0.063819649682171
2013-08-31,130.019672130374,-0.00590011555294523
2013-09-01,129.257925333198,0.00589323088091676
2013-09-02,129.618999871446,-0.00278566057912899
2013-09-03,127.592693875214,0.0158810503539775
2013-09-04,122.320160201149,0.0431043718827255
2013-09-05,118.10969773071,0.0356487447799514
2013-09-06,115.691692109316,0.0209004257549372
2013-09-07,113.59537006229,0.0184542912785632
2013-09-08,117.853622591027,-0.0361317067317818
2013-09-09,119.430528803116,-0.0132035437495955
2013-09-10,123.293094705133,-0.031328323060216
2013-09-11,125.843763249311,-0.0202685336032548
2013-09-12,126.509631080353,-0.00526337659319087
2013-09-13,123.069547504782,0.0279523541389264
2013-09-14,121.718281774132,0.011101584009847
2013-09-15,122.93900862806,-0.00992953227417637
2013-09-16,122.528541686154,0.00334997002540471
2013-09-17,121.766611420014,0.00625730039832106
2013-09-18,119.520942542066,0.0187889153999741
2013-09-19,117.732645330014,0.0151894761817246
2013-09-20,116.482512088703,0.01073236848085
2013-09-21,118.111104946202,-0.0137886514417154
2013-09-22,116.341238738297,0.0152127158615405
2013-09-23,115.918587861733,0.00364610097793605
2013-09-24,117.452549853234,-0.0130602698146408
2013-09-25,117.490348011078,-0.000321712876704683
2013-09-26,120.47529535663,-0.02477642687421
2013-09-27,129.601960506461,-0.070420733715493
2013-09-28,127.20834738473,0.0188164784068179
2013-09-29,119.926387242347,0.0607202493948857
2013-09-30,122.017137656297,-0.017134891492368
2013-10-01,120.873410779152,0.00946218750486572
2013-10-02,113.944857810319,0.0608061925915617
2013-10-03,119.317126505308,-0.0450251263363266
2013-10-04,119.883239677163,-0.00472220448312344
2013-10-05,118.275760244888,0.0135909456759968
2013-10-06,118.384161530662,-0.000915673890598656
2013-10-07,116.564837771449,0.0156078264594657
2013-10-08,121.097656469929,-0.0374311017290891
2013-10-09,120.625446590463,0.00391467880794272
2013-10-10,120.659021467829,-0.000278262470207125
2013-10-11,125.88138708251,-0.0414864002988623
2013-10-12,126.355728265536,-0.00375401408022524
2013-10-13,131.009346828768,-0.0355212713892422
2013-10-14,134.811591862424,-0.0282041401716842
2013-10-15,135.149178706805,-0.00249788306233878
2013-10-16,137.980741858674,-0.0205214373667387
2013-10-17,142.910490202842,-0.0344953567591245
2013-10-18,161.289869293449,-0.113952470611577
2013-10-19,163.910456303401,-0.0159879184589722
2013-10-20,172.836107610607,-0.0516422837253164
2013-10-21,185.4025102563,-0.067779031839003
2013-10-22,198.910002085245,-0.0679075546093271
2013-10-23,191.042523928,0.0411818164641171
2013-10-24,164.403673758264,0.162033180650853
2013-10-25,169.70935271611,-0.0312633268168898
2013-10-26,181.449812941597,-0.0647036226444926
2013-10-27,189.986846418468,-0.0449348659541772
2013-10-28,196.320318822375,-0.0322609113610764
2013-10-29,196.523409732895,-0.00103341841461224
2013-10-30,196.16031646233,0.00185100267533178
2013-10-31,197.39281436238,-0.00624388432796597
2013-11-01,198.744245799969,-0.00679985190086585
2013-11-02,203.726870002707,-0.024457373750807
2013-11-03,215.868823727234,-0.056246907334191
2013-11-04,220.413097500034,-0.0206170768631356
2013-11-05,249.720597651664,-0.117361164546431
2013-11-06,283.816595275014,-0.120133911092519
2013-11-07,316.948021264527,-0.104532679703534
2013-11-08,342.018098190113,-0.0733004395330272
2013-11-09,301.383670263065,0.134826242880313
2013-11-10,332.743632799624,-0.094246619455056
2013-11-11,342.539406777735,-0.0285975096128637
2013-11-12,389.494734715241,-0.120554461337804
2013-11-13,394.348732897192,-0.0123088976254332
2013-11-14,409.456420946735,-0.0368969376878029
2013-11-15,422.947237240735,-0.0318971614095729
2013-11-16,472.31523958128,-0.104523416149584
2013-11-17,563.661444173402,-0.162058635616065
2013-11-18,596.458123370527,-0.0549857197212681
2013-11-19,547.284100156204,0.0898509991433849
2013-11-20,653.946182490558,-0.163105290909613
2013-11-21,712.848526925464,-0.0826295379874795
2013-11-22,793.520390994611,-0.10166325274645
2013-11-23,739.665611968347,0.0728096293174283
2013-11-24,772.89403222408,-0.0429922070430724
2013-11-25,803.299010620949,-0.0378501379870572
2013-11-26,869.368323888869,-0.0759969180523834
2013-11-27,915.967781936996,-0.0508745601833103
2013-11-28,1005.08565491703,-0.088666943502833
2013-11-29,1045.50125226841,-0.0386566704379258
2013-11-30,952.297198454756,0.097872863602763
2013-12-01,889.94915725099,0.0700579810608006
2013-12-02,982.091717920398,-0.0938227652143544
2013-12-03,1028.7471352955,-0.0453516863127885
2013-12-04,896.651390749334,0.147321184028692
2013-12-05,918.256901288324,-0.0235288300133407
2013-12-06,747.646027710839,0.228197391885924
2013-12-07,685.187333065088,0.0911556469766459
2013-12-08,821.528868430168,-0.165960735653283
2013-12-09,849.467842473204,-0.0328899725758802
2013-12-10,804.890372847511,0.0553832809156212
2013-12-11,802.950683158218,0.00241570214706566
2013-12-12,821.472401395791,-0.0225469756574933
2013-12-13,795.63681699971,0.0324715798013286
2013-12-14,783.458654105683,0.0155441041211399
2013-12-15,723.20688466322,0.0833119411888905
2013-12-16,638.765965430547,0.132193829669303
2013-12-17,517.034931829436,0.235440636806467
2013-12-18,630.957586520363,-0.180555170624374
2013-12-19,647.853127425955,-0.0260792765988824
2013-12-20,556.120831089256,0.164950297145004
2013-12-21,602.816403975634,-0.0774623460450249
2013-12-22,601.75609065467,0.00176203172253842
2013-12-23,613.619566578873,-0.0193336010948048
2013-12-24,622.67728111466,-0.0145464027843974
2013-12-25,680.358637081128,-0.0847808094476937
2013-12-26,674.687510725065,0.00840556000505832
2013-12-27,682.154806664713,-0.010946629513846
2013-12-28,670.478076495926,0.0174155286774058
2013-12-29,700.159537617674,-0.0423924256216524
2013-12-30,694.476006973417,0.00818391216858028
2013-12-31,706.415770797609,-0.0169018930745432
2014-01-01,711.714932712194,-0.00744562418325401
2014-01-02,757.94874509544,-0.0609986000800419
2014-01-03,786.882442406174,-0.0367700380024477
2014-01-04,851.473171576975,-0.0758576210348183
2014-01-05,871.825810425892,-0.0233448455018493
2014-01-06,765.511755260363,0.138879716000402
2014-01-07,777.166399409832,-0.014996330461943
2014-01-08,794.357512721995,-0.0216415317244943
2014-01-09,804.758511343082,-0.0129243723110531
2014-01-10,844.669720411698,-0.0472506686390551
2014-01-11,807.138282101584,0.0464993906773845
2014-01-12,782.476453984084,0.0315176616394406
2014-01-13,781.152571139839,0.00169478139502655
2014-01-14,802.184452421231,-0.0262182609222995
2014-01-15,779.811710873735,0.0286899276267962
2014-01-16,755.589154847774,0.0320578397275184
2014-01-17,781.600560417845,-0.0332796659666728
2014-01-18,780.687675125637,0.00116933483298598
2014-01-19,807.466535106179,-0.0331640493026998
2014-01-20,808.561724733383,-0.00135449105949892
2014-01-21,803.596479689804,0.00617877898805119
2014-01-22,786.579318873025,0.0216343862703638
2014-01-23,752.229130700778,0.0456645279613761
2014-01-24,750.76403068743,0.00195147869831613
2014-01-25,794.823799764914,-0.0554333791848155
2014-01-26,830.277132912405,-0.0427006016932323
2014-01-27,725.244516523066,0.144823730474906
2014-01-28,757.959060896488,-0.0431613606343444
2014-01-29,760.566535860644,-0.0034283324879727
2014-01-30,762.034792965602,-0.00192675861851921
2014-01-31,774.720949649615,-0.0163751305418425
2014-02-01,776.762186009969,-0.00262787812939236
2014-02-02,755.8438332862,0.027675495654734
2014-02-03,773.709022823664,-0.0230903207930353
2014-02-04,774.337890424477,-0.000812135901639532
2014-02-05,750.118154746265,0.0322878942803424
2014-02-06,672.713001933096,0.115064154536539
2014-02-07,652.72038209512,0.0306296852165124
2014-02-08,624.830010278369,0.0446367353647523
2014-02-09,639.551389007082,-0.023018289040961
2014-02-10,650.486084996528,-0.0168100382800711
2014-02-11,607.914826617464,0.0700283271851367
2014-02-12,603.363249442111,0.00754367651586585
2014-02-13,578.584946598088,0.0428256956730602
2014-02-14,597.477975275733,-0.0316212972853542
2014-02-15,570.90606511688,0.0465434014147554
2014-02-16,599.040775775423,-0.0469662697370217
2014-02-17,582.372299758947,0.0286216841415281
2014-02-18,577.971258806842,0.00761463634228265
2014-02-19,552.039180777444,0.0469750679523824
2014-02-20,541.851683769846,0.0188012648345401
2014-02-21,532.311655611312,0.0179218847792795
2014-02-22,579.19040028884,-0.0809384006609055
2014-02-23,532.206446435148,0.0882814444815598
