,CONSENSUS,PROJ,LR,LR_CON,LR_CON_PROJ,RIDGE,LASSO,RIDGE_CON,LASSO_CON,QUAD,CUBIC
AVG,0.04212367222538141,0.03798589356830592,0.03430759820110799,0.04314081543000681,0.04408944448525377,0.03431106616856358,0.0343596265838185,0.04392702433954154,0.04274657071186865,0.04974982126995306,0.4020314906758181
STD,0.05913218054302932,0.04425832294188097,0.0458702830109059,0.055081432547553884,0.058082558154456065,0.04587799689027766,0.045731897101129716,0.05778026892210083,0.05568700253982544,0.06254447581453834,0.7769479314092856
