,CONSENSUS,PROJ,LR,LR_CON,LR_CON_PROJ,RIDGE,LASSO,RIDGE_CON,LASSO_CON,QUAD,CUBIC
AVG,0.05983951429063242,0.05610428552326209,0.06846576826925478,0.07027024179211208,0.07049849935449273,0.0682251143645279,0.06851268304186371,0.06954808250076058,0.06890505813087754,0.09666381708835922,0.15966420115976243
STD,0.09278326784899947,0.07985568677856161,0.09409225244286257,0.11218720488957128,0.0993868227926175,0.09396307262340381,0.09408069618483908,0.09754128877863634,0.0958192220439441,0.12505506415520923,0.20719312635131448
