DATE,REVENUE,CONSENSUS,PROJ,LR,LR_CON,LR_CON_PROJ,RIDGE,LASSO,RIDGE_CON,LASSO_CON,QUAD,CUBIC,acc_CON,acc_PROJ,acc_LR,acc_LR_CON,acc_LR_CON_PROJ,acc_RIDGE,acc_LASSO,acc_RIDGE_CON,acc_LASSO_CON,acc_QUAD,acc_CUBIC
2017Q2,203.0,203.8,209.084022,,,,,,,,,,,,,,,,,,,,
2017Q3,194.0,201.3,197.573532,,,,,,,,,,,,,,,,,,,,
2017Q4,219.0,226.9,203.544789,,,,,,,,,,,,,,,,,,,,
2018Q1,205.0,211.0,194.277516,,,,,,,,,,,,,,,,,,,,
2018Q2,207.0,210.8,208.819904,,,,,,,,,,,,,,,,,,,,
2018Q3,198.0,204.5,195.172466,,,,,,,,,,,,,,,,,,,,
2018Q4,228.0,228.9,214.719985,,,,,,,,,,,,,,,,,,,,
2019Q1,213.0,215.1,221.854961,226.777632805552,210.45002143114104,216.97103928976946,226.28251759171428,226.77416847061582,216.91868211547313,216.96825850548424,246.03658409347372,285.60172024740314,-0.009762900976290068,-0.039913288213555,-0.06075393166029508,0.01211678930473914,-0.018302162826745128,-0.05869882363462198,-0.060739583187582546,-0.01806521262832994,-0.018289580848453668,-0.1342750884597005,-0.25420617279374835
2019Q2,219.0,214.7,225.289266,222.08097555980459,210.36969464469888,215.26037259523395,221.88122448468494,222.07864732302266,215.28064119636107,215.00461326725653,216.49238862152447,203.31198601872893,0.020027945971122563,-0.027916403260863754,-0.013873207968572276,0.041024470610546704,0.01737257703162065,-0.012985436200726452,-0.013862869574059689,0.017276791740165942,0.018582795373683902,0.01158290780771698,0.07716226814008853
2019Q3,211.0,208.2,213.766413,213.39038904568133,204.4561032180685,207.1718377555507,213.35315798007832,213.389863414165,207.2364935760752,207.17198968721095,215.11871206196383,216.9186886089592,0.01344860710854956,-0.012941289331547146,-0.011201952704484763,0.03200636556665626,0.018478198030787762,-0.011029403090897949,-0.01119951705262845,0.018160442492447748,0.018477451119567778,-0.019146228714764013,-0.02728528669850505
2019Q4,239.0,241.3,244.405024,232.45553637044483,239.22792515798082,247.91082359523006,232.241248962578,232.4521111209457,247.59074584117843,247.90582346879768,215.62633652460943,171.75299289613758,-0.009531703273932934,-0.02211502820825806,0.02815361480195433,-0.0009527531446436033,-0.03594366500826507,0.02910228509196089,0.028168764944653146,-0.03469736242359045,-0.03592422051319255,0.1083989268292509,0.39153324765949216
2020Q1,201.0,210.8,208.547909,210.08075625841244,207.93148591016922,208.05818906662273,210.08076650142513,210.08091097122826,208.08179676066533,208.05851749845547,209.62235945960435,211.2366852189416,-0.046489563567362446,-0.03619268606524362,-0.043225074110274764,-0.03333543200457756,-0.0339241108378705,-0.04322512076022689,-0.043225778721380115,-0.034033715927639596,-0.033925635841887014,-0.04113282324381973,-0.04846073591967004
2020Q2,140.0,114.7,147.348876,164.0069758842605,107.3486036342519,112.49828768818114,164.0071877477352,164.01041185021555,113.0784407893268,113.42867080214998,186.2473765905922,103.84826182703966,0.22057541412380122,-0.049873987501607986,-0.146377772986938,0.30416228306979076,0.24446338586101124,-0.14637887569087182,-0.14639565610104888,0.23807862067031849,0.23425584563357482,-0.24831155980388864,0.34812078254300904
2020Q4,213.0,248.5,228.218092,227.11655625386027,237.4211952686511,235.46479515350106,227.11652109137646,226.87710494306842,235.44281593056309,235.17328301637627,224.83253493587532,222.4151238729571,-0.1428571428571429,-0.06668223306327536,-0.06215555786290383,-0.10286021532752199,-0.09540617372909654,-0.06215541266457192,-0.06116573528453073,-0.09532172745156908,-0.09428487255005169,-0.052628214769940174,-0.04233131141897972
2021Q1,186.3,201.2,193.643748,193.01474099724766,200.38004834831088,196.7650581776129,193.0147617439434,193.29694341227673,196.76507138082025,197.20305022095448,196.0865002795092,200.44882532740735,-0.07405566600397606,-0.037924012914684835,-0.03478874702810075,-0.07026671799098583,-0.05318555171602901,-0.034788850776353075,-0.03619789991895095,-0.053185615248582785,-0.05528844614085959,-0.04990909759498563,-0.07058572333510582
2021Q2,221.0,221.4,182.436614,181.79394432567344,213.38078064828034,197.77867359035326,181.7939793081991,181.7944995374274,197.83132929778608,198.89900398519993,183.46498852465592,187.71888968629003,-0.0018066847335139746,0.21137964115032304,0.21566205529976923,0.035707149109546865,0.11741066914900866,0.21566182137052015,0.21565834259193895,0.11711325392420124,0.11111667515662682,0.20458950657116648,0.17729228192926305
