Date,Close,Volume,Dividends
2002-07-30,41.23638153076172,6100,0.0
2002-07-31,41.7473030090332,29400,0.0
2002-08-01,41.985050201416016,25000,0.0
2002-08-02,42.415000915527344,52800,0.0
2002-08-05,42.602169036865234,61100,0.0
2002-08-06,42.237937927246094,64900,0.0
2002-08-07,42.33913803100586,40300,0.0
2002-08-08,42.33913803100586,40900,0.0
2002-08-09,42.93604278564453,35900,0.0
2002-08-12,43.199058532714844,32100,0.0
2002-08-13,43.730194091796875,75400,0.0
2002-08-14,43.89717102050781,130000,0.0
2002-08-15,43.51271057128906,87100,0.0
2002-08-16,43.02708053588867,85000,0.0
2002-08-19,43.15859603881836,47300,0.0
2002-08-20,43.63914108276367,40800,0.0
2002-08-21,43.406455993652344,40000,0.0
2002-08-22,43.02708053588867,34400,0.0
2002-08-23,43.4520149230957,20100,0.0
2002-08-26,43.49242401123047,23900,0.0
2002-08-27,43.21933364868164,301800,0.0
2002-08-28,43.43678665161133,18100,0.0
2002-08-29,43.785804748535156,135700,0.0
2002-08-30,44.04887771606445,78100,0.0
2002-09-03,44.726097106933594,102100,0.373
2002-09-04,44.715938568115234,66300,0.0
2002-09-05,44.95978546142578,648400,0.0
2002-09-06,44.43141174316406,140000,0.0
2002-09-09,44.36539077758789,83800,0.0
2002-09-10,44.578765869140625,336000,0.0
2002-09-11,44.34505844116211,177700,0.0
2002-09-12,44.690521240234375,43400,0.0
2002-09-13,45.101993560791016,155100,0.0
2002-09-16,45.17823028564453,73000,0.0
2002-09-17,45.26457595825195,75400,0.0
2002-09-18,45.274715423583984,196600,0.0
2002-09-19,45.57954788208008,109900,0.0
2002-09-20,45.36618423461914,113500,0.0
2002-09-23,45.77260208129883,163200,0.0
2002-09-24,46.06724548339844,251900,0.0
2002-09-25,45.508445739746094,127200,0.0
2002-09-26,45.401737213134766,429000,0.0
2002-09-27,45.742103576660156,298200,0.0
2002-09-30,45.92498779296875,297800,0.0
2002-10-01,45.35539627075195,257500,0.343
2002-10-02,45.615447998046875,91000,0.0
2002-10-03,45.50326156616211,29900,0.0
2002-10-04,45.64606857299805,131000,0.0
2002-10-07,45.72252655029297,433800,0.0
2002-10-08,45.73786926269531,530900,0.0
2002-10-09,45.972415924072266,402900,0.0
2002-10-10,45.61034393310547,97100,0.0
2002-10-11,45.06980514526367,421800,0.0
2002-10-14,45.003475189208984,18300,0.0
2002-10-15,43.93772506713867,297100,0.0
2002-10-16,43.95808410644531,125200,0.0
2002-10-17,43.422645568847656,233400,0.0
2002-10-18,43.53483581542969,459100,0.0
2002-10-21,43.111595153808594,134900,0.0
2002-10-22,42.98921585083008,205000,0.0
2002-10-23,43.00446701049805,127800,0.0
2002-10-24,43.381900787353516,339600,0.0
2002-10-25,43.53997039794922,146100,0.0
2002-10-28,43.478759765625,97800,0.0
2002-10-29,44.04481506347656,125000,0.0
2002-10-30,44.029476165771484,31900,0.0
2002-10-31,44.228416442871094,512700,0.0
2002-11-01,44.0434684753418,125100,0.389
2002-11-04,43.84882354736328,342500,0.0
2002-11-05,43.67979431152344,73800,0.0
2002-11-06,43.853965759277344,118500,0.0
2002-11-07,44.939903259277344,147900,0.0
2002-11-08,45.30359649658203,294700,0.0
2002-11-11,45.54951477050781,70000,0.0
2002-11-12,45.28823471069336,494300,0.0
2002-11-13,45.38557815551758,104700,0.0
2002-11-14,44.443016052246094,118000,0.0
2002-11-15,44.62232971191406,110700,0.0
2002-11-18,44.822113037109375,32200,0.0
2002-11-19,44.986026763916016,51800,0.0
2002-11-20,44.54547882080078,307400,0.0
2002-11-21,44.11518096923828,323200,0.0
2002-11-22,44.07418441772461,184800,0.0
2002-11-25,43.99224853515625,288200,0.0
2002-11-26,44.54547882080078,377800,0.0
2002-11-27,43.54145431518555,325600,0.0
2002-11-29,43.823219299316406,31700,0.0
2002-12-02,43.86383819580078,284900,0.389
2002-12-03,43.925601959228516,113800,0.0
2002-12-04,44.152015686035156,129000,0.0
2002-12-05,44.26521682739258,206400,0.0
2002-12-06,44.34242630004883,440500,0.0
2002-12-09,44.58943176269531,400300,0.0
2002-12-10,44.70781707763672,151600,0.0
2002-12-11,45.00623321533203,163800,0.0
2002-12-12,44.96508026123047,135800,0.0
2002-12-13,44.52765655517578,425800,0.0
2002-12-16,44.193180084228516,115700,0.0
2002-12-17,44.193180084228516,290600,0.0
2002-12-18,44.53794479370117,191000,0.0
2002-12-19,44.93419647216797,134400,0.0
2002-12-20,44.96508026123047,41900,0.0
2002-12-23,44.97539520263672,74200,0.0
2002-12-24,45.22750473022461,46600,0.0
2002-12-26,45.31502914428711,13500,0.0
2002-12-27,45.8141975402832,140200,0.0
2002-12-30,45.92221450805664,274900,0.0
2002-12-31,45.80634689331055,109400,0.446
2003-01-02,44.622013092041016,192100,0.0
2003-01-03,44.7254753112793,311200,0.0
2003-01-06,44.606544494628906,35600,0.0
2003-01-07,44.76685333251953,69800,0.0
2003-01-08,44.98923873901367,160100,0.0
2003-01-09,44.12556457519531,237500,0.0
2003-01-10,44.239295959472656,145200,0.0
2003-01-13,44.31173324584961,53300,0.0
2003-01-14,44.46687698364258,98900,0.0
2003-01-15,44.684112548828125,129600,0.0
2003-01-16,44.746124267578125,57900,0.0
2003-01-17,44.96854782104492,97700,0.0
2003-01-21,45.22715759277344,107500,0.0
2003-01-22,45.44951248168945,107100,0.0
2003-01-23,45.22715759277344,110700,0.0
2003-01-24,45.496070861816406,285300,0.0
2003-01-27,45.3305549621582,150500,0.0
2003-01-28,45.3305549621582,454700,0.0
2003-01-29,45.082313537597656,221400,0.0
2003-01-30,45.4184684753418,108600,0.0
2003-01-31,45.54265213012695,182300,0.0
2003-02-03,45.609066009521484,55200,0.308
2003-02-04,45.81145095825195,56900,0.0
2003-02-05,45.41701889038086,223300,0.0
2003-02-06,45.785518646240234,120900,0.0
2003-02-07,45.889244079589844,247200,0.0
2003-02-10,45.567535400390625,76600,0.0
2003-02-11,45.5571403503418,259100,0.0
2003-02-12,45.71804428100586,121300,0.0
2003-02-13,45.96713638305664,440200,0.0
2003-02-14,45.572715759277344,829700,0.0
2003-02-18,45.62981414794922,213200,0.0
2003-02-19,45.94118118286133,62100,0.0
2003-02-20,46.09689712524414,486700,0.0
2003-02-21,45.82701110839844,250400,0.0
2003-02-24,46.045013427734375,168200,0.0
2003-02-25,46.25777816772461,358500,0.0
2003-02-26,46.57954788208008,334000,0.0
2003-02-27,46.65741729736328,695700,0.0
2003-02-28,46.953243255615234,213100,0.0
2003-03-03,47.01051712036133,204100,0.34
2003-03-04,47.04180908203125,83100,0.0
2003-03-05,47.19807052612305,126000,0.0
2003-03-06,47.01573944091797,166000,0.0
2003-03-07,47.17719268798828,263800,0.0
2003-03-10,47.422054290771484,147200,0.0
2003-03-11,47.3387565612793,82800,0.0
2003-03-12,47.51064682006836,454800,0.0
2003-03-13,46.63546371459961,830200,0.0
2003-03-14,46.864681243896484,590900,0.0
2003-03-17,46.30204391479492,724400,0.0
2003-03-18,45.864402770996094,415200,0.0
2003-03-19,45.52580261230469,398400,0.0
2003-03-20,45.452880859375,206700,0.0
2003-03-21,44.827735900878906,843400,0.0
2003-03-24,45.5362548828125,373800,0.0
2003-03-25,45.484130859375,606400,0.0
2003-03-26,45.57792282104492,309500,0.0
2003-03-27,45.609188079833984,191600,0.0
2003-03-28,45.713409423828125,253400,0.0
2003-03-31,46.31245422363281,643800,0.0
2003-04-01,46.18061447143555,289800,0.378
2003-04-02,45.69928741455078,312200,0.0
2003-04-03,45.67313766479492,245600,0.0
2003-04-04,45.54236602783203,184900,0.0
