Date,Close,Volume,Dividends,fedfunds,spy_returns,spy_returns_6mo,spy_returns_9mo,spy_returns_12mo,spy_returns_18mo,spy_returns_24mo
2001-10-01,69.69269561767578,20457400,0.0,2.49,-0.14289340111048643,-0.2015933065984643,-0.2644342352778518,-0.23179525777790855,-0.2254682372620319,0.09145705502963386
2001-11-01,72.5266342163086,29806800,0.0,2.09,0.040663351783368995,-0.2059664458523902,-0.2778169527681803,-0.24935162665824384,-0.1677835739041421,-0.045823160005761476
2002-02-01,75.55276489257812,15838500,0.0,1.74,0.04172440523358878,-0.08434456380289601,-0.19673159045628563,-0.2086141278114877,-0.10037602536681367,-0.08175600029449526
2002-03-01,76.2838134765625,26273600,0.0,1.73,0.009676000408771035,-0.09574705915974335,-0.12608478208389684,-0.19486882953085138,-0.1392026959619973,-0.05042342020042334
2002-04-01,77.06059265136719,17711000,0.0,1.75,0.010182752269501494,-0.08423291786707976,-0.15632792106148552,-0.23267011872529086,-0.1604356813293537,-0.08330379928695353
2002-05-01,73.43521881103516,24575600,0.0,1.75,-0.04704575601609662,-0.09686646389567999,-0.11000798702399861,-0.2192450997299038,-0.20490097754058,-0.12916554592646334
2002-07-01,65.4914321899414,20270200,0.0,1.73,-0.10817407164721393,-0.06028269376724804,-0.22367777043828807,-0.24972341279851007,-0.27810470900383066,-0.27215909832817164
2002-08-01,59.92302703857422,66571900,0.0,1.74,-0.08502494089940549,-0.17377901668709017,-0.2878910771949065,-0.3439528161087172,-0.379798562855338,-0.31240532610192473
2002-10-01,58.11704635620117,67198100,0.0,1.75,-0.030138341996816753,-0.23077538672697517,-0.28525502567540073,-0.2956553011999399,-0.39124650851605625,-0.30798709602164576
2002-11-01,61.201820373535156,51878900,0.0,1.34,0.053078644059564084,-0.19770895574932346,-0.12183307258941967,-0.2745259638265254,-0.35405047248553734,-0.3093900320551838
2003-04-01,58.85702133178711,53574000,0.0,1.26,-0.03831257023789414,-0.23622412822511707,-0.18847714404824378,-0.30055919850118806,-0.4139319509904916,-0.35876103059624154
2003-05-01,62.86563491821289,50240400,0.0,1.26,0.0681076530160869,-0.14393071967307824,-0.16792409903732786,-0.22685512370806682,-0.33161971441406113,-0.3193401520545254
2003-07-01,67.64446258544922,51322800,0.0,1.01,0.07601653388935792,0.032874993316125645,-0.1132527399638672,-0.02938949360579879,-0.22505807500901565,-0.2543724061373891
2003-08-01,67.6307373046875,49321000,0.0,1.03,-0.000202903241996788,0.12862685092913617,-0.12236935925657444,-0.06750481343197623,-0.2595675327838536,-0.30002400505369553
2003-10-01,70.35071563720703,65797600,0.0,1.01,0.040218078952260816,0.210500533802515,-0.04200305008643368,-0.06885319501897025,-0.14739036612155554,-0.2631035736045412
2003-12-01,74.1549301147461,38699000,0.0,0.98,0.05407499331146948,0.2116458246201467,0.13228444752404234,-0.027907406103530596,-0.12098241320008418,-0.21733795207174478
2004-03-01,80.43254852294922,33130800,0.0,1.0,0.08465544230827593,0.36657524799865704,0.3422644432026509,0.043757201386151134,-0.04416151323138162,-0.199093910580742
2004-04-01,79.06072235107422,45103800,0.0,1.0,-0.017055609912491887,0.25761431430591375,0.3603706194308054,0.07660498097669888,-0.027681936542989893,-0.15943538544724867
2004-06-01,78.31721496582031,41044700,0.0,1.03,-0.009404257425733031,0.15777717750198939,0.27965499208723177,0.1958390944739299,0.12375069254685478,-0.10278992535597986
2004-07-01,78.76349639892578,57734700,0.0,1.26,0.005698382319905493,0.16461093783560843,0.3382175077281342,0.31441117532703067,0.08599409375617695,-0.13768424995147033
2004-09-01,77.63369750976562,52778300,0.0,1.61,-0.014344194211972083,0.10352392021307,0.23491471311417955,0.3358162944817653,0.027542772526540915,-0.05912487441102865
2004-10-01,79.58857727050781,62824300,0.0,1.76,0.025180814819444564,0.0732742536113753,0.17657195029039752,0.30042826806052725,0.04332195315537901,-0.056573055616048085
2004-11-01,79.49053192138672,36720900,0.0,1.93,-0.0012319022714509797,-0.011711883048113547,0.1753610131924026,0.35057007851765,0.031532839112890176,-0.05535618180130153
2004-12-01,83.74365997314453,49898300,0.0,2.16,0.05350483823613117,0.059232163365209756,0.1903739601598915,0.3321055308213079,0.14037462308970916,0.029910565834640135
2005-02-01,83.9134292602539,49841200,0.0,2.5,0.002027249431942879,0.07145573673522398,0.13159609388624172,0.2405069986956221,0.2812886579863476,0.20404912618950832
2005-03-01,85.5506591796875,47294400,0.0,2.63,0.019510940428328682,0.08617142573744707,0.06363233231728294,0.26496712277832835,0.42767586031019467,0.17957575315759344
2005-04-01,83.19451141357422,95255300,0.0,2.79,-0.027540965653631178,0.07162886841901472,0.05228625466060932,0.18256808989124718,0.4314993040711754,0.10114449857475405
2005-06-01,85.36947631835938,69611000,0.0,3.04,0.026143129730914927,0.07263478310716986,0.09004739705844811,0.1512312962369471,0.3948845932575362,0.1191034169337688
2005-07-01,85.02405548095703,49737500,0.0,3.26,-0.004046186673492103,0.06961236043863406,0.07948554048848244,0.05708518556636011,0.444586449621055,0.10334027491350417
2005-08-01,87.95469665527344,40418200,0.0,3.5,0.03446837671690206,0.05028484166418479,0.1329448355105014,0.11249548498564121,0.39909024651864233,0.19771818044962952
2005-09-01,87.12956237792969,74578700,0.0,3.62,-0.009381355501432154,0.03832679877378253,0.09474959053221133,0.11252120515208963,0.288051660812098,0.33039635055212013
2005-11-01,86.07174682617188,66365100,0.0,4.0,-0.012140719210426809,0.006090983418256313,0.08279243761123323,0.09278727788099772,0.2726720165478105,0.4363718103019889
2005-12-01,90.50071716308594,65468200,0.0,4.16,0.05145672651280897,0.08782076636271485,0.08068738806147602,0.16574013689998157,0.28642212582158844,0.557214670002399
2006-02-01,92.2012710571289,63561000,0.0,4.49,0.018790501858438446,0.08002619944970069,0.09876657252524645,0.15847366819679065,0.24335996156234252,0.5065119059268783
2006-03-01,92.90507507324219,48641600,0.0,4.59,0.007633343966344963,0.09269164529619833,0.08596562509363892,0.16875648995684123,0.1550681506347431,0.5784875444090241
2006-05-01,94.01714324951172,64990300,0.0,4.94,0.011969940020960301,0.06892692289076074,0.1300882913072996,0.12267774395890685,0.18917637549556598,0.4955252320576482
2006-06-01,92.81307220458984,73721700,0.0,4.99,-0.012806930771406155,0.06523055632952213,0.08719270876714602,0.10605743350964802,0.18509158229255096,0.372071987228036
2006-08-01,92.12979888916016,65225600,0.0,5.25,-0.007361821984768868,0.07038374712230433,0.08357332954783137,0.07690343677719746,0.16970174130584526,0.3622474419301447
2006-09-01,95.17133331298828,48794500,0.0,5.25,0.033013579325049225,0.051608609260915594,0.08204947469717827,0.14396168323983805,0.22590236412501907,0.3528125826577113
2006-11-01,99.54678344726562,83005600,0.0,5.25,0.045974454512346385,0.07966823348438834,0.14251444320901663,0.16606997887671593,0.25076721888020836,0.3424162532852313
2006-12-01,101.99075317382812,126080000,0.0,5.24,0.02455096630879261,0.09779528291025219,0.1849504272267859,0.19955173388160907,0.2830553615453639,0.26802836720668943
2007-02-01,105.76982879638672,69312400,0.0,5.26,0.037053120061950384,0.1250057717206381,0.16871812856228785,0.2025489577996873,0.2630189417360751,0.33783028602634046
2007-03-01,102.77106475830078,212828600,0.0,5.26,-0.028351790602391347,0.10729084079622231,0.11463826452699033,0.17952003835994423,0.22472726551981004,0.31224105457724427
2007-05-01,109.17074584960938,134342700,0.0,5.25,0.06227123467446316,0.18496672266647307,0.17507838795183206,0.2683691208229757,0.2760947361061368,0.38605763889245415
2007-06-01,113.14334869384766,107771700,0.0,5.25,0.03638889533383627,0.18883853735404887,0.20343316956118285,0.25019284090267235,0.3599857342919248,0.4573999735052583
2007-08-01,107.98927307128906,467670000,0.0,5.02,-0.045553500776301936,0.08480926587141613,0.1635136140440001,0.171234103750888,0.2649635177399481,0.3568438684894717
2007-10-01,114.3331069946289,148162300,0.0,4.76,0.0587450377515919,0.12101443941457202,0.24100028843198906,0.23064436366359775,0.34471481450606967,0.438323586860637
2007-11-01,111.91009521484375,333040800,0.0,4.49,-0.02119256480888765,0.05805309971974526,0.17588029209181077,0.1903158439716255,0.2723606523647084,0.3363411063086068
2008-02-01,103.97480010986328,206843600,0.0,2.98,-0.07090776832730217,0.011712784667488485,0.04448176534948889,0.12026029997875076,0.19333550258024212,0.2390722322572456
2008-04-01,102.26618957519531,254547300,0.0,2.28,-0.016432929256537054,-0.06324548046896727,0.00270060169962405,0.11002293295169441,0.18815050636452502,0.19538751139718413
2008-05-01,105.64236450195312,187279500,0.0,1.98,0.03301359853908847,-0.06629628942830124,-0.0012051101517708274,0.11002295359810654,0.16730969448099864,0.2698237264329466
2008-07-01,96.5859375,388622000,0.0,2.01,-0.08572722737368954,-0.10559692872236626,-0.06018354750772603,-0.02974326085417034,0.04755537957990086,0.1313872553207689
2008-08-01,94.91572570800781,248690900,0.0,2.0,-0.017292494489606125,-0.16983165941194334,-0.13057545801911885,-0.06936930305595423,0.021641989236653947,0.11633966612268032
2008-10-01,87.82246398925781,332783000,0.0,0.97,-0.07473220760668486,-0.215240914408506,-0.22379472586678628,-0.16968321695668676,-0.06588882671975971,-0.001503417907674609
2008-12-01,62.13251876831055,369927100,0.0,0.16,-0.292521344243878,-0.40242713905043115,-0.42464175374813573,-0.39542789680699375,-0.33056284753347565,-0.2868950896504331
2009-04-01,62.27851867675781,377018300,0.0,0.15,0.002349814740195688,-0.391015555234264,-0.4552888457786466,-0.4295310690416003,-0.32401330049917865,-0.2764348235834717
2009-05-01,67.5260009765625,236110300,0.0,0.18,0.08425830304411264,-0.3608056645181008,-0.39660491891346494,-0.40318187718413945,-0.2904796158052033,-0.25386225553463926
2009-06-01,72.8119125366211,276246800,0.0,0.21,0.07827964759668316,-0.24614375113746667,-0.29971577286337103,-0.32574865571551403,-0.2685658941939313,-0.2102938310741287
2009-07-01,71.33795928955078,173041100,0.0,0.16,-0.020243298050013236,-0.2484073765709809,-0.3024286952913534,-0.3760515990097071,-0.30054483304024826,-0.23214141710438163
2009-09-01,77.41869354248047,321276800,0.0,0.15,0.08523841042675251,-0.11846365923017033,-0.26716243140270546,-0.30820634730179686,-0.26804558139622114,-0.17654705443432472
2009-10-01,79.93783569335938,281840600,0.0,0.12,0.03253919739031286,0.28657001644250224,-0.17236569046752404,-0.2311806744625201,-0.22217565925429583,-0.13872223174392195
2009-12-01,86.40458679199219,159613700,0.0,0.12,0.08089725025129768,0.3873898838290475,-0.08967048244669917,-0.15510114192276858,-0.20853717614954492,-0.062142891509574194
2010-02-01,85.1214599609375,187865000,0.0,0.13,-0.014850216622685153,0.26057309376994175,-0.030755274967583346,-0.19424881900136037,-0.2476671325040417,-0.10559769420272747
2010-03-01,87.33027648925781,147709700,0.0,0.16,0.02594899722507038,0.1993954484485576,0.4055486276825282,-0.09582824632977438,-0.19130600655486607,-0.12272126265616046
2010-04-01,92.32166290283203,161215200,0.0,0.2,0.057155280095651406,0.2941449940852854,0.4823997883123421,-0.02733016879790795,-0.19252030029089406,-0.09480359709194974
2010-06-01,84.27290344238281,277909400,0.0,0.18,-0.08718169936909048,0.08853430077764579,0.24800672664790224,-0.04041745569002908,-0.2469588799777479,-0.20324250874402738
2010-07-01,80.91773986816406,382924800,0.0,0.18,-0.03981307676805823,0.01225832756547951,0.11132556540753002,0.30234121313997875,-0.22175623533141064,-0.2126408336970318
2010-09-01,85.40618896484375,256828100,0.0,0.19,0.05546928404071272,-0.01155491698087685,0.19720538427784273,0.3713587089012944,-0.16486387808508862,-0.21768246337258723
2010-10-01,90.73210906982422,174638700,0.0,0.19,0.062359884799130905,0.06591345016240857,0.17196641945447633,0.3436618155622202,-0.14113897868930458,-0.19807827753680485
2010-11-01,93.83543395996094,174074800,0.0,0.19,0.034203160512322084,0.07448914319541067,0.17385507308344694,0.288737387755966,-0.028477267097387404,-0.13106708387586308
2010-12-01,95.79873657226562,221037200,0.0,0.18,0.0209228276510387,0.03766259792236615,0.10872281355720892,0.34288585665076265,0.009303103965872195,-0.16210851703027696
2011-02-01,104.04591369628906,167194300,0.0,0.16,0.0860885792350945,0.2346306991478584,0.22232294587094792,0.34393786481553,0.18473006757150023,-0.07027231549984048
2011-03-01,104.19708251953125,258565500,0.0,0.14,0.0014529049519758086,0.2876914591200306,0.19313812698564137,0.3034764028291943,0.67701365702037,0.002137848877161508
2011-04-01,106.42417907714844,153850100,0.0,0.1,0.021373885945412452,0.24609446185400508,0.15275413950417271,0.2316959437969517,0.7088424923771617,0.040658496412402156
2011-06-01,105.40106964111328,233094300,0.0,0.09,-0.009613505548334955,0.1616733119253333,0.2507112646614311,0.238243207875924,0.5608960713917708,-0.002284072890430089
2011-07-01,107.5702896118164,202385700,0.0,0.07,0.020580625776277506,0.14637173903534206,0.3293783265211836,0.23176398765951745,0.47737212036167054,0.11372620482993612
2011-08-01,103.44161224365234,325790900,0.0,0.1,-0.038381205285056064,0.07978054768625609,0.21117232249096873,0.12044788829815589,0.4500220257744876,0.08982585838170776
2011-09-01,97.14417266845703,254585900,0.0,0.08,-0.06087917075733473,-0.06633360967907187,0.07067028050343582,0.15273318825278492,0.2547896150579314,0.1061426456941521
2011-11-01,98.50261688232422,416565800,0.0,0.08,0.013983795183509562,-0.05465091247770426,0.049737958523799586,0.21731794588937436,0.2322402280214233,0.585363330426635
2011-12-01,100.90058898925781,176954800,0.0,0.07,0.02434424772489363,-0.05190164618405457,0.05325594678530665,0.1814201079829485,0.16776889671566697,0.6201507539535243
2012-02-01,107.6344223022461,166234500,0.0,0.1,0.06673730431548996,0.02118908915001816,0.03448966401921294,0.18628811129491596,0.26448045359701133,0.593970037402404
2012-03-01,111.90828704833984,145023500,0.0,0.13,0.039707229849688774,0.04032709637742693,0.07400595431607382,0.19260158263977867,0.28143745270410636,0.536950248244819
2012-05-01,114.85508728027344,138832200,0.0,0.16,0.02633227895500445,0.11033736606634803,0.07921985657989716,0.19892068924763628,0.2440751571075761,0.6100136368366347
2012-06-01,104.58879089355469,253240900,0.0,0.16,-0.0893847771989984,0.07663473804553744,-0.007706551274331175,0.005217669565094951,0.24107259417093418,0.35095008851015663
2012-08-01,112.86622619628906,138293800,0.0,0.13,0.07914266177107576,0.1458195707746961,0.04923233546719863,0.08319948569704749,0.3948267262552976,0.4119249691628206
2012-10-01,119.04362487792969,135911200,0.0,0.16,0.05473203889086653,0.17981100081193224,0.15082917112242478,0.11857686768373599,0.39385243997870356,0.377746590751157
2012-11-01,117.79004669189453,100995600,0.0,0.16,-0.010530410068750884,0.09435294186027798,0.21252817802977986,0.11754128390694007,0.2982178844894643,0.38378790431870824
2013-02-01,125.61035919189453,131173000,0.0,0.15,0.0663919636644319,0.12244019191926281,0.27519819439877913,0.16770494571668837,0.3386239493014098,0.4383369003457285
2013-03-01,126.33287811279297,170634800,0.0,0.14,0.005752064762386766,0.09993280318973619,0.25205293029798614,0.22129649154366637,0.31873219452632306,0.3683990749360475
2013-04-01,130.181640625,99194100,0.0,0.15,0.030465248395360467,0.24469973801965494,0.20947962408753873,0.3400869763881402,0.2511941699604019,0.5447627328279354
2013-05-01,132.04193115234375,138874200,0.0,0.11,0.014289960691941772,0.16989763547782344,0.1799120032576942,0.3404916065335315,0.2672325170677703,0.6318044889473462
2013-07-01,135.32363891601562,131954800,0.0,0.09,0.02485352747443237,0.13675670624764558,0.1782119723246922,0.34115806727771036,0.271549755792972,0.5844711086654351
2013-08-01,143.12307739257812,110438400,0.0,0.08,0.05763544742839044,0.21506936631876572,0.36843610266268145,0.3297147355952452,0.3578901796718654,0.577424782250302
2013-10-01,142.708251953125,127160000,0.0,0.09,-0.0028983826159305615,0.1361184927041732,0.2644017325868304,0.2752250589938958,0.3266511828508525,0.5208354235780253
2013-11-01,148.4978790283203,142805000,0.0,0.08,0.04056967271308887,0.175449188260699,0.24742403619340192,0.29291512065069036,0.43557196961064215,0.5501026875892165
2014-04-01,160.2096405029297,89193000,0.0,0.09,0.07886820708311792,0.230662324839092,0.36012884791524713,0.5318050733178774,0.6491945538484181,0.5397975260285861
2014-05-01,160.2777099609375,93019000,0.0,0.09,0.0004248774155795054,0.21383948691280974,0.2759911761424212,0.4200679455889107,0.6271416438855899,0.5382168683167707
2014-07-01,168.4853057861328,90470000,0.0,0.09,0.05120859180728021,0.24505450145852148,0.33366157965391374,0.4153240541767933,0.6698148888315238,0.5831487472785237
2014-08-01,164.6116180419922,189261000,0.0,0.09,-0.022991249747664644,0.15014029212404556,0.26447644423356786,0.3975002359288442,0.5293584944391634,0.5617642079201721
2014-10-01,166.97042846679688,177798000,0.0,0.09,0.01432955008195691,0.1700124287251532,0.26452579880973026,0.32927275696837,0.49202916844462474,0.5521983725184232
2014-12-01,176.77304077148438,103968400,0.0,0.12,0.058708673114753473,0.1904078491098964,0.30629830964856786,0.39926393993539233,0.5390963078554507,0.7089161405866622
2015-04-01,178.4900665283203,137303600,0.0,0.12,0.009713165250438527,0.11410315863642628,0.24710892037859566,0.37108478331808015,0.70658887059875,0.8373728616485145
2015-05-01,182.84600830078125,103399700,0.0,0.12,0.024404393237030808,0.14080746689819845,0.2812574311458891,0.38475715028601143,0.6200241158306139,0.8562553370456902
2015-06-01,183.5835723876953,93338800,0.0,0.13,0.004033799226837775,0.08961177077796645,0.23627066991767443,0.35662604004929777,0.542153748896226,0.8194499578911296
2015-07-01,180.92776489257812,135979900,0.0,0.13,-0.014466476823474128,0.09911904788168546,0.1293188370226046,0.26414110280974445,0.5360191287285421,0.680947052277741
2015-09-01,167.21214294433594,256000400,0.0,0.14,-0.07580717064838305,0.0014476484234879905,0.04326511144368417,0.17170619537305853,0.3311970765793806,0.4941891021181217
2015-10-01,168.39697265625,131079000,0.0,0.12,0.007085787497553175,-0.04738317606960307,-0.0005242779450151946,0.13400254440088455,0.33296237030158693,0.4661690365122597
2015-12-01,184.6555938720703,97858400,0.0,0.24,0.09654936760062283,0.0345426917232492,0.12176525611311906,0.15258728059310256,0.4184457423146746,0.7655390438541705
2016-02-01,170.73936462402344,136061600,0.0,0.38,-0.07536316098654483,-0.0662122394099105,0.022572477005867064,0.06527204977932133,0.2930692783266886,0.5127586912234086
2016-03-01,174.67166137695312,141799700,0.0,0.36,0.023030990900011927,-0.048544163809612795,-0.011887442708233498,0.03671747848843854,0.29076976333275817,0.46729118469019926
2016-04-01,183.38031005859375,114423500,0.0,0.37,0.04985724995680196,0.013555383097070717,0.027397846980451,0.11401802764500912,0.28127701974708397,0.5568404564628862
2016-06-01,186.34922790527344,69936200,0.0,0.38,0.016189948886720984,0.1144479379545309,0.019159398868196176,0.11606126675497008,0.3058055533220536,0.48354983700499043
2016-07-01,187.0064697265625,106055300,0.0,0.39,0.003526936111713619,0.11050968896157176,0.01864489994583307,0.057890212842505395,0.25932081286425746,0.48026762724109484
2016-08-01,193.26025390625,73311400,0.0,0.4,0.03344153915547232,0.04659842604140674,0.06816250132197244,0.08275075283019273,0.20629603374408623,0.4845430813316729
2016-09-01,193.6611328125,97844200,0.0,0.4,0.002074295661664838,0.13425004971145027,0.15817625085379583,0.05914881386925264,0.20828487541841367,0.46666389322239565
2016-11-01,188.92709350585938,122781800,0.0,0.41,-0.024444963415679588,0.08161273566948024,0.12191502332715731,0.029106749850577707,0.12132682802424566,0.39611301483779227
2016-12-01,196.59127807617188,79040500,0.0,0.54,0.04056688973556244,0.0720413659097694,0.06463754470590599,0.08657329732058328,0.19427340800466286,0.3735819663584625
2017-02-01,205.0,79117700,0.0,0.66,0.04277260927399862,0.10008505162257642,0.20066043616491247,0.22598751735538403,0.22776231625209942,0.43649716953533857
2017-03-01,215.95156860351562,149158200,0.0,0.79,0.053422285870807995,0.15478126997037123,0.2363285887427251,0.28239578893344586,0.22163180347549472,0.4542400875795074
2017-05-01,215.8960723876953,66882500,0.0,0.91,-0.0002569845460219655,0.11712609304769872,0.17731326944922343,0.16918241067350737,0.20956911825364766,0.34758477523546594
2017-06-01,220.1293487548828,68962000,0.0,1.04,0.0196079359868373,0.13667283444019174,0.18127319994467994,0.28927121896944263,0.20390568435473067,0.3734245941530623
2017-08-01,224.80227661132812,55050400,0.0,1.16,0.021228100127842042,0.18988903306426042,0.20210962187580983,0.28699913219574746,0.2245228354996076,0.33425449514678385
2017-09-01,225.27493286132812,62007000,0.0,1.15,0.0021025420966584996,0.1459050221650342,0.16565578440463158,0.22845758516466774,0.24510979835007718,0.36852389607069425
2017-11-01,235.2078399658203,54202700,0.0,1.16,0.044092376272536926,0.14735531690644055,0.21453301728615437,0.2621884330284592,0.40664329649862685,0.408679621449213
