Date,Close,Volume,Dividends,t10yr_t2yr,Close_ewma,returns,returns_3mo,returns_6mo,returns_9mo,returns_12mo,returns_18mo,returns_24mo
1976-09-16,105.33999633789062,19620000,0,1.19,104.4895302111316,0.0027204632748059066,0.028478676939541314,,,,,
1976-09-17,106.2699966430664,28270000,0,1.23,104.9346468191153,0.004259915869889497,0.0273895701466067,,,,,
1976-09-20,106.31999969482422,21730000,0,1.18,105.28098503804253,0.00330051350460292,0.02540223049278989,,,,,
1976-09-21,107.83000183105469,30300000,0,1.21,105.91823923629558,0.0060528897789355884,0.029610443801753483,,,,,
1976-09-22,107.45999908447266,32970000,0,1.17,106.30367919833985,0.0036390329448772185,0.03240921696791621,,,,,
1976-09-23,106.91999816894531,24210000,0,1.19,106.45775894099123,0.0014494300085690082,0.03184279786921351,,,,,
1976-09-24,106.80000305175781,17400000,0,1.14,106.54331996868288,0.0008037087060894788,0.031303802090365096,,,,,
1976-09-27,107.2699966430664,17430000,0,1.19,106.72498913727877,0.0017051202144751088,0.03276075714640525,,,,,
1976-09-28,105.91999816894531,20440000,0,1.2,106.52374139519542,-0.001885666550169307,0.029516967935249383,,,,,
1976-09-29,105.37000274658203,18090000,0,1.2,106.23530673304208,-0.002707703075160106,0.024722951399493764,,,,,
1976-09-30,105.23999786376953,14700000,0,1.22,105.98647951572394,-0.0023422271274032846,0.02252557014001555,,,,,
1976-10-01,104.16999816894531,20620000,0,1.25,105.53235917902929,-0.004284700640776351,0.01702007206213718,,,,,
1976-10-04,104.02999877929688,12630000,0,1.27,105.1567690790962,-0.0035590041088338076,0.013953192680268955,,,,,
1976-10-05,103.2300033569336,19200000,0,1.28,104.67507764855554,-0.004580698273245143,0.009015938220737318,,,,,
1976-10-06,102.97000122070312,20870000,0,1.33,104.24880854159244,-0.0040723075304925915,0.0043254693019312285,,,,,
1976-10-07,103.54000091552734,19830000,0,1.34,104.07160663507617,-0.0016997979065206392,-0.00022348258870563686,,,,,
1976-10-08,102.55999755859375,16740000,0,1.51,103.69370436595557,-0.003631175508279627,-0.008153801086267176,,,,,
1976-10-11,101.63999938964844,14620000,0,1.53,103.18027812187879,-0.004951373347265142,-0.015710020336115682,,,,,
1976-10-12,100.80999755859375,18210000,0,1.55,102.58770798105753,-0.005743056246866218,-0.023976584827401504,,,,,
1976-10-13,102.12000274658203,21690000,0,1.53,102.47078167243866,-0.00113976918794656,-0.02530268800308666,,,,,
1976-10-14,100.8499984741211,18610000,0,1.53,102.06558587285927,-0.003954256940038259,-0.028114859919387114,,,,,
1976-10-15,100.87999725341797,16210000,0,1.56,101.76918871799896,-0.0029039871992654342,-0.02925450746127367,,,,,
1976-10-18,101.47000122070312,15710000,0,1.54,101.694391843675,-0.0007349658110296087,-0.027379269827429886,,,,,
1976-10-19,101.44999694824219,16200000,0,1.5,101.63329311981681,-0.0006008072102158257,-0.026247478392130708,,,,,
1976-10-20,101.73999786376953,15860000,0,1.43,101.65996930580499,0.00026247487579422746,-0.024957704993660568,,,,,
1976-10-21,100.7699966430664,17980000,0,1.41,101.43747614012035,-0.0021886015430061523,-0.026619953494611215,,,,,
1976-10-22,99.95999908447266,17870000,0,1.41,101.06810687620843,-0.003641349114420933,-0.029834848588111584,,,,,
1976-10-25,100.06999969482422,13310000,0,1.42,100.81858008086239,-0.0024688974896074356,-0.030610537975702123,,,,,
1976-10-26,101.05999755859375,15490000,0,1.43,100.87893445029523,0.0005986433193607699,-0.02780511090450255,,,,,
1976-10-27,101.76000213623047,15790000,0,1.44,101.09920137177905,0.002183477875575157,-0.02372039161608408,,,,,
1976-10-28,101.61000061035156,16920000,0,1.42,101.22690118142218,0.001263113930777049,-0.022214413880401906,,,,,
1976-10-29,102.9000015258789,17030000,0,1.39,101.64517626753637,0.004132054634020221,-0.017375241835460686,,,,,
1976-11-01,103.0999984741211,18390000,0,1.35,102.00888181918256,0.0035781880164080793,-0.015518747233816521,,,,,
1976-11-03,101.91999816894531,19350000,0,1.37,101.98666090662326,-0.00021783311573486674,-0.01766038166716699,,,,,
1976-11-04,102.41000366210938,21700000,0,1.43,102.0924965954948,0.0010377405038139997,-0.016711607667002415,,,,,
1976-11-05,100.81999969482422,20780000,0,1.4,101.77437237032716,-0.0031160392367334255,-0.019686768180195324,,,,,
1976-11-08,99.5999984741211,16520000,0,1.42,101.23077889627565,-0.005341162626614215,-0.024151498091552703,,,,,
1976-11-09,99.31999969482422,19210000,0,1.39,100.7530840959128,-0.004718869157890326,-0.03033107386910827,,,,,
1976-11-10,98.80999755859375,18890000,0,1.42,100.26731246158305,-0.004821407093278829,-0.03536686062081573,,,,,
1976-11-11,99.63999938964844,13230000,0,1.42,100.1104841935994,-0.0015641016412375475,-0.03751580116281006,,,,,
1976-11-12,99.23999786376953,15550000,0,1.42,99.89286261114194,-0.0021738141035919645,-0.04015575329027976,,,,,
1976-11-15,99.9000015258789,16710000,0,1.41,99.89464733982618,1.7866428467350204e-05,-0.040963473924695126,,,,,
1976-11-16,100.04000091552734,21020000,0,1.47,99.93098573375147,0.0003637671776512974,-0.04208268651402525,,,,,
1976-11-17,100.61000061035156,19900000,0,1.5,100.1007394529015,0.0016987095434273236,-0.04100449839684017,,,,,
1976-11-18,101.88999938964844,24000000,0,1.5,100.54805443708824,0.004468648150168786,-0.03442768799808349,,,,,
1976-11-19,101.91999816894531,24550000,0,1.57,100.89104037005251,0.003411164292381974,-0.02701547706246077,,,,,
1976-11-22,102.58999633789062,20930000,0,1.61,101.31577936201204,0.004209878205256423,-0.018821307644362517,,,,,
1976-11-23,101.95999908447266,19090000,0,1.57,101.4768342926272,0.00158963324004735,-0.012505651719965205,,,,,
1976-11-24,102.41000366210938,20420000,0,1.58,101.71012663499775,0.002298971425318763,-0.008469842119093518,,,,,
1976-11-26,103.1500015258789,15000000,0,1.58,102.07009535771805,0.0035391630571073307,-0.0018982221803461874,,,,,
1976-11-29,102.44000244140625,18750000,0,1.56,102.16257212864011,0.0009060123888193772,0.0009249663864181468,,,,,
1976-11-30,102.0999984741211,17030000,0,1.59,102.14692871501036,-0.00015312274645995494,0.0007671986553978716,0.02102352859371126,,,,
1976-12-01,102.48999786376953,21960000,0,1.57,102.23269600220016,0.0008396462651274472,-0.0004524025688219524,0.021430717764760132,,,,
1976-12-02,102.12000274658203,23300000,0,1.58,102.20452268829563,-0.00027558026938778735,-0.005059197618181299,0.02104146987895228,,,,
1976-12-03,102.76000213623047,22640000,0,1.55,102.34339255027935,0.0013587447828238286,-0.006598279158625986,0.02485611052610781,,,,
1976-12-06,103.55999755859375,24830000,0,1.5,102.64754380235796,0.0029718699419620798,-0.006723602763376579,0.031080010551083337,,,,
1976-12-07,103.48999786376953,26140000,0,1.47,102.85815731771086,0.002051812518363061,-0.008732533260689901,0.035154102469459936,,,,
1976-12-08,104.08000183105469,24560000,0,1.48,103.16361844604683,0.002969731680030563,-0.008597052720391796,0.03986358379095645,,,,
1976-12-09,104.51000213623047,31800000,0,1.48,103.50021436859274,0.0032627386244885592,-0.006178439502177335,0.04233392587166529,,,,
1976-12-10,104.69999694824219,25960000,0,1.51,103.8001600135051,0.002898019552347808,-0.004508334275125869,0.04109940017465963,,,,
1976-12-13,104.62999725341797,24830000,0,1.47,104.00761932348333,0.001998641523782041,-0.0025659485322316877,0.0373341445616755,,,,
1976-12-14,105.06999969482422,25130000,0,1.5,104.27321441631855,0.0025536118850022493,0.0007853407824531811,0.036891831740086145,,,,
1976-12-15,105.13999938964844,28300000,0,1.5,104.48991065965103,0.002078158274351205,0.002724114200548522,0.03532299606669276,,,,
1976-12-16,104.80000305175781,23920000,0,1.48,104.56743375767773,0.0007419194593745182,0.0007455631811983388,0.02924547277371503,,,,
1976-12-17,104.26000213623047,23870000,0,1.48,104.49057585231593,-0.0007350080479159304,-0.004231881273349614,0.023041779464268553,,,,
1976-12-20,103.6500015258789,20690000,0,1.5,104.28043227070668,-0.00201112473440912,-0.009503641773244254,0.01565717502070063,,,,
1976-12-21,104.22000122070312,24390000,0,1.48,104.2653245082058,-0.00014487629339388075,-0.01560557218480807,0.013542783698772931,,,,
1976-12-22,104.70999908447266,26970000,0,1.52,104.37649315227252,0.0010662091600546209,-0.018129062517879713,0.013692605729469731,,,,
1976-12-23,104.83999633789062,24560000,0,1.48,104.49236894867705,0.0011101713892178733,-0.018461688578317426,0.012793237473172292,,,,
1976-12-27,106.05999755859375,20130000,0,1.47,104.88427610115623,0.0037505815632494777,-0.015571542805445704,0.015244810790696173,,,,
1976-12-28,106.7699966430664,25790000,0,1.47,105.35570623663378,0.004494764639676463,-0.012830012087269527,0.019510424148959205,,,,
1976-12-29,106.33999633789062,21910000,0,1.45,105.601778761948,0.002335635478172726,-0.008654996728166053,0.0206065019461783,,,,
1976-12-30,106.87999725341797,23700000,0,1.42,105.9213333848155,0.003026034472277672,-0.0029554519856149764,0.021694431918074963,,,,
1976-12-31,107.45999908447266,19170000,0,1.47,106.3059998097298,0.0036316237024396347,0.003014726929942535,0.025608205512871463,,,,
1977-01-03,107.0,21280000,0,1.42,106.47949985729736,0.0016320814241725934,0.008974883965791935,0.02614770919977638,,,,
1977-01-04,105.69999694824219,22740000,0,1.4,106.28462413003356,-0.0018301713242920847,0.010725463142453817,0.024828310276534538,,,,
1977-01-05,104.76000213623047,25010000,0,1.4,105.9034686315828,-0.0035861772252629986,0.011735276539765804,0.020857019288788914,,,,
1977-01-06,105.0199966430664,23920000,0,1.36,105.6826006344537,-0.0020855596137029364,0.013753558557834555,0.018138518455099728,,,,
1977-01-07,105.01000213623047,21720000,0,1.39,105.5144510098979,-0.0015910814414704655,0.013863957917753966,0.013637376975843107,,,,
1977-01-10,105.19999694824219,20860000,0,1.41,105.43583749448398,-0.0007450497506407139,0.016800760848316054,0.008509969699993736,,,,
1977-01-11,104.12000274658203,24100000,0,1.41,105.1068788075085,-0.0031199893204498785,0.01867217961318124,0.002668818955622765,,,,
1977-01-12,103.4000015258789,22670000,0,1.42,104.68015948710111,-0.004059861021930566,0.020396707824196003,-0.004068920398552001,,,,
1977-01-13,104.19999694824219,24780000,0,1.39,104.56011885238638,-0.0011467372165163692,0.020389589557602505,-0.0054290098685712,,,,
1977-01-14,104.01000213623047,24480000,0,1.32,104.4225896733474,-0.0013153119999139706,0.023093031606404413,-0.005671085661710706,,,,
1977-01-17,103.7300033569336,21060000,0,1.3,104.24944309424396,-0.0016581333564421596,0.02437136826468911,-0.005596111571325335,,,,
1977-01-18,103.31999969482422,24380000,0,1.3,104.01708224438903,-0.002228892960558726,0.022839906494396267,-0.005164703295777007,,,,
1977-01-19,103.8499984741211,27120000,0,1.26,103.97531130182205,-0.00040157771844473444,0.023043808875150784,-0.0038085113925028224,,,,
1977-01-20,102.97000122070312,26520000,0,1.25,103.72398378154232,-0.0024171845905820444,0.02030311921036021,-0.005161305043003606,,,,
1977-01-21,103.31999969482422,23930000,0,1.26,103.6229877598628,-0.0009736997943718961,0.021545406125084376,-0.005648085078599152,,,,
1977-01-24,103.25,22890000,0,1.25,103.5297408198971,-0.0008998673169102744,0.024356189304146847,-0.0062053225040374915,,,,
1977-01-25,103.12999725341797,26340000,0,1.24,103.42980492827732,-0.0009652867941940535,0.025900234315148873,-0.005503123766636753,,,,
1977-01-26,102.33999633789062,27840000,0,1.24,103.15735278068065,-0.002634174431495828,0.022585670068789643,-0.005847437896828178,,,,
1977-01-27,101.79000091552734,24360000,0,1.17,102.81551481439233,-0.0033137527968083447,0.016976528195329355,-0.007146553317829429,,,,
1977-01-28,101.93000030517578,22700000,0,1.18,102.5941361870882,-0.002153163632004129,0.013506636968127816,-0.009007818936016432,,,,
1977-01-31,102.02999877929688,22920000,0,1.22,102.45310183514037,-0.0013746823862392787,0.007948489021038174,-0.009564859733389608,,,,
1977-02-01,102.54000091552734,23700000,0,1.21,102.47482660523713,0.00021204599673030344,0.004567688398746217,-0.011021943636773224,,,,
1977-02-02,102.36000061035156,25700000,0,1.19,102.44612010651574,-0.0002801322009743368,0.004505091114936688,-0.013234852180765477,,,,
1977-02-03,101.8499984741211,23790000,0,1.26,102.29708969841708,-0.0014547198853768206,0.0020039974507912728,-0.014741100235374338,,,,
1977-02-04,101.87999725341797,23130000,0,1.25,102.19281658716731,-0.0010193164982227332,0.004111489042816885,-0.015656221069039855,,,,
1977-02-07,101.88999938964844,20700000,0,1.3,102.1171122877876,-0.0007407986383772824,0.00875557218047418,-0.015607386095885856,,,,
1977-02-08,101.5999984741211,24040000,0,1.29,101.98783383437099,-0.0012659822680088917,0.012255205381929146,-0.018447582026899445,,,,
1977-02-09,100.7300033569336,23640000,0,1.33,101.67337621501164,-0.0030832855992414254,0.014023151901745967,-0.021839663577843393,,,,
1977-02-10,100.81999969482422,22340000,0,1.3,101.4600320849648,-0.0020983283725690693,0.013480584998026401,-0.024540951111128084,,,,
1977-02-11,100.22000122070312,20510000,0,1.34,101.15002436889938,-0.0030554663712880625,0.012585100926091775,-0.02807601657210934,,,,
1977-02-14,100.73999786376953,19230000,0,1.32,101.04751774261692,-0.0010134117803928255,0.011540862633699023,-0.029895365116560213,,,,
1977-02-15,101.04000091552734,21620000,0,1.32,101.04563853584453,-1.8597258145125473e-05,0.011154226028179615,-0.0313978602830961,,,,
1977-02-16,101.5,23430000,0,1.32,101.15922890188341,0.0011241491239484258,0.010574242056223149,-0.030863847832059088,,,,
1977-02-17,100.91999816894531,19040000,0,1.27,101.09942121864889,-0.0005912232021116903,0.0054836146223558035,-0.029132861549047928,,,,
1977-02-18,100.48999786376953,18040000,0,1.35,100.94706537992906,-0.0015069902169897453,0.0005553021325883645,-0.026475176681898138,,,,
1977-02-22,100.48999786376953,17730000,0,1.33,100.83279850088918,-0.001131948498055091,-0.0047670842998415175,-0.023498669184030097,,,,
1977-02-23,100.19000244140625,18240000,0,1.36,100.67209948601845,-0.0015937176916627216,-0.007930231685077449,-0.02033671068953058,,,,
1977-02-24,99.5999984741211,19730000,0,1.3,100.40407423304411,-0.0026623588297327583,-0.012840927891483278,-0.021202009378673226,,,,
1977-02-25,99.4800033569336,17610000,0,1.34,100.1730565140165,-0.002300879927356503,-0.018585647804610472,-0.020448590296057834,,,,
1977-02-28,99.81999969482422,16220000,0,1.37,100.08479230921843,-0.0008811172172400461,-0.02033797481924593,-0.01943182037590352,,,,
1977-03-01,100.66000366210938,19480000,0,1.33,100.22859514744117,0.0014368100777832904,-0.018780139468719037,-0.018027348911069718,0.0018485643258778772,,,
1977-03-02,100.38999938964844,18010000,0,1.33,100.268946207993,0.0004025903036202205,-0.019208627679787482,-0.019652340216103514,0.0018104354065187067,,,
1977-03-03,100.87999725341797,17560000,0,1.35,100.42170896934924,0.001523530137031326,-0.01744358930556944,-0.0224145363582835,0.0032308418144286755,,,
1977-03-04,101.19999694824219,18950000,0,1.38,100.61628096407249,0.0019375491287709767,-0.01687565306532479,-0.023362581954041728,0.007560994362991069,,,
1977-03-07,101.25,17410000,0,1.38,100.77471072305437,0.0015745936687765472,-0.018245279038625828,-0.024846207793439712,0.012267668047429625,,,
1977-03-08,100.87000274658203,19520000,0,1.38,100.79853372893629,0.00023639865310443042,-0.02002392073204995,-0.02858159443893782,0.014426258776154999,,,
1977-03-09,100.0999984741211,19680000,0,1.38,100.6238999152325,-0.0017325035121384946,-0.02461835450394334,-0.03300376193277543,0.014263853449449915,,,
1977-03-10,100.66999816894531,18620000,0,1.38,100.63542447866071,0.00011453107500214443,-0.027679072042592345,-0.033686498072678095,0.013483090045025348,,,
1977-03-11,100.6500015258789,18230000,0,1.35,100.63906874046526,3.621251486185528e-05,-0.03045362620470493,-0.03482466535301021,0.009394148199798114,,,
1977-03-14,101.41999816894531,19290000,0,1.39,100.83430109758528,0.001939926109844059,-0.030510439971021985,-0.03299810028459227,0.005684623414135004,,,
1977-03-15,101.9800033569336,23940000,0,1.38,101.12072666242237,0.002840556851382292,-0.030232958402045984,-0.029471360794800172,0.005543524123666765,,,
1977-03-16,102.16999816894531,22140000,0,1.36,101.38304453905312,0.0025941059295040425,-0.0297336470189713,-0.027090530668501422,0.004539067551021736,,,
1977-03-17,102.08000183105469,20700000,0,1.33,101.55728386205351,0.0017186238960624767,-0.028786686135952033,-0.02806258524804528,-0.00038309360787136537,,,
1977-03-18,101.86000061035156,19840000,0,1.36,101.63296304912802,0.0007451871908794594,-0.027348043398926047,-0.031464190999553,-0.004936411519434691,,,
1977-03-21,101.30999755859375,18040000,0,1.4,101.55222167649445,-0.0007944408015984061,-0.026162248609882366,-0.03541725374435578,-0.010914700494601748,,,
1977-03-22,101.0,18660000,0,1.39,101.41416625737085,-0.0013594524752338355,-0.027345220132226733,-0.042524054510351905,-0.014172766834899875,,,
1977-03-23,100.19999694824219,19360000,0,1.4,101.11062393008869,-0.00299309592026642,-0.03128931738891938,-0.04885113391571361,-0.01802514394600041,,,
1977-03-24,99.69999694824219,19650000,0,1.39,100.75796718462708,-0.003487830771427669,-0.035738511832229425,-0.053540407134847756,-0.02340248562786451,,,
1977-03-25,99.05999755859375,16550000,0,1.38,100.33347477811876,-0.004212990975993924,-0.04338878516593303,-0.05828469764589117,-0.02880542819552978,,,
1977-03-28,99.0,16710000,0,1.36,100.00010608358907,-0.0033226068893448257,-0.05083350816343801,-0.06301132572653234,-0.03231486731972699,,,
1977-03-29,99.69000244140625,17030000,0,1.39,99.92258017304337,-0.0007752582830352628,-0.05377938378961322,-0.061968920127037364,-0.034281086820159734,,,
1977-03-30,98.54000091552734,18810000,0,1.39,99.57693535866437,-0.0034591261933030193,-0.05989726359563219,-0.06267569209462054,-0.039502268784711525,,,
1977-03-31,98.41999816894531,16510000,0,1.41,99.28770106123461,-0.002904631442893546,-0.06601978026693489,-0.063204084946472,-0.04210222285505372,,,
1977-04-01,99.20999908447266,17050000,0,1.41,99.26827556704413,-0.00019564854441045387,-0.06772406237743067,-0.059356994013168185,-0.043347182266526896,,,
1977-04-04,98.2300033569336,16250000,0,1.41,99.0087075145165,-0.002614813756408152,-0.06845690686750106,-0.05846567575650108,-0.04532826591524475,,,
1977-04-05,98.01000213623047,18330000,0,1.46,98.759031169945,-0.002521761477745632,-0.0674617890608652,-0.05651819527159607,-0.04801182160777506,,,
1977-04-06,97.91000366210938,16600000,0,1.42,98.5467742929861,-0.0021492401701840302,-0.06752129772193782,-0.054696397286223,-0.05060751557167964,,,
1977-04-07,98.3499984741211,17260000,0,1.41,98.49758033826986,-0.0004991939621482588,-0.0665015133421849,-0.053559529606874046,-0.05377104257325327,,,
1977-04-11,98.87999725341797,17650000,0,1.43,98.5931845670569,0.0009706251509804531,-0.06489873927150303,-0.049188326621044776,-0.05694105587627751,,,
1977-04-12,100.1500015258789,23760000,0,1.41,98.9823888067624,0.003947577526931312,-0.05826916439943397,-0.04068499708982898,-0.055755855294288614,,,
1977-04-13,100.16000366210938,21800000,0,1.4,99.27679252059914,0.0029743039886771516,-0.05161787097934045,-0.032273997788017095,-0.055476762369734756,,,
1977-04-14,101.0,30490000,0,1.49,99.70759439044936,0.004339401575255586,-0.04640894171885568,-0.02696561143470333,-0.05158599698484523,,,
1977-04-15,101.04000091552734,20230000,0,1.47,100.04069602171886,0.0033407849553073188,-0.04196308160270579,-0.01983910476605477,-0.047396191034018265,,,
1977-04-18,100.54000091552734,17830000,0,1.45,100.16552224517099,0.0012477544481002134,-0.03917450998161209,-0.015757878126273606,-0.04455139662432839,,,
1977-04-19,100.06999969482422,19510000,0,1.43,100.1416416075843,-0.00023841175138317183,-0.03725773260683607,-0.015268789241373315,-0.04223001076822541,,,
1977-04-20,100.4000015258789,25090000,0,1.37,100.20623158715796,0.000644986226876032,-0.03624975648039286,-0.014041280065346995,-0.039920210262364586,,,
1977-04-21,99.75,22740000,0,1.39,100.09217369036847,-0.0011382315748525995,-0.03501417858017253,-0.015421956411578397,-0.039994764766693724,,,
1977-04-22,98.44000244140625,20700000,0,1.37,99.67913087812792,-0.004126624460352724,-0.03805967157475154,-0.017334276530732606,-0.04349279239023296,,,
1977-04-25,97.1500015258789,20440000,0,1.39,99.04684854006567,-0.006343176675921325,-0.0433005264412859,-0.019998972956112304,-0.04923715521416061,,,
