,CONSENSUS,PROJ,LR,LR_CON,LR_CON_PROJ,RIDGE,LASSO,RIDGE_CON,LASSO_CON,QUAD,CUBIC
AVG,0.022981634615890367,0.04327503802909652,0.06711684790964534,0.07152277581193248,0.06525680027155609,0.06933940164976882,0.06814241676832741,0.07238459304553785,0.07812171175434182,0.11156565059408508,0.1678581174683681
STD,0.02844098882713204,0.046522539204363424,0.08460631458317279,0.07947834602151684,0.07614474211205395,0.0855631905876511,0.08484892569808075,0.08259647201227352,0.08397027050691235,0.1233757284849262,0.2180093012135421
MEDIAN,-0.01809954751131221,0.030505769219637546,-0.057928154898291895,-0.05849455797780667,-0.054217985701483395,-0.057950628336460475,-0.05813272174955897,-0.06069528465699947,-0.0683888526809518,-0.07086270933519162,-0.007334865136403523
