Date,Close,Adj Close,Volume,Dividends,Returns,ADV_20,Dollar_ADV_20
2008-12-30,3331000.0,3101728.5,0,0.0,,,
2008-12-31,3230000.0,3007680.75,0,0.0,-0.0303212248574001,,
2009-01-02,2834500.0,2639403.0,0,0.0,-0.1224458204334365,,
2009-01-05,2803000.0,2610070.5,0,0.0,-0.0111130710883753,,
2009-01-06,2566000.0,2389383.25,0,0.0,-0.0845522654298965,0.0,0.0
2009-01-07,2850500.0,2654301.25,1,0.0,0.1108729540140296,0.1666666666666666,475083.3333333333
2009-01-08,2783000.0,2591447.25,1,0.0,-0.0236800561305033,0.2857142857142857,795142.857142857
2009-01-09,2953500.0,2750211.75,1,0.0,0.0612648221343874,0.375,1107562.5
2009-01-12,3155000.0,2937843.0,0,0.0,0.0682241408498391,0.3333333333333333,1051666.6666666665
2009-01-13,3116000.0,2901527.0,0,0.0,-0.0123613312202852,0.3,934800.0
2009-01-14,3449000.0,3211607.0,0,0.0,0.1068677792041077,0.2727272727272727,940636.3636363636
2009-01-15,3372000.0,3139906.0,1,0.0,-0.0223253116845462,0.3333333333333333,1124000.0
2009-01-16,3252500.0,3028631.75,0,0.0,-0.0354389086595492,0.3076923076923077,1000769.2307692308
2009-01-20,3773500.0,3513771.25,0,0.0,0.1601844734819368,0.2857142857142857,1078142.857142857
2009-01-21,3155000.0,2937843.0,1,0.0,-0.1639061878892275,0.3333333333333333,1051666.6666666665
2009-01-22,3348000.0,3117558.5,1,0.0,0.0611727416798733,0.375,1255500.0
2009-01-23,3179000.0,2960190.75,1,0.0,-0.0504778972520908,0.4117647058823529,1309000.0
2009-01-26,3087500.0,2874988.75,1,0.0,-0.028782636049072,0.4444444444444444,1372222.2222222222
2009-01-27,2958000.0,2754402.25,0,0.0,-0.0419433198380566,0.4210526315789473,1245473.6842105263
2009-01-28,2665500.0,2482034.75,1,0.0,-0.0988843813387424,0.45,1199475.0
2009-01-29,2910500.0,2710171.5,1,0.0,0.0919152129056462,0.5,1455250.0
2009-01-30,3159000.0,2941567.0,1,0.0,0.0853805188112009,0.55,1737450.0000000002
2009-02-02,3048000.0,2838207.5,1,0.0,-0.0351377018043684,0.6,1828800.0
2009-02-03,2894000.0,2694807.25,1,0.0,-0.050524934383202,0.65,1881100.0
2009-02-04,2831500.0,2636609.0,1,0.0,-0.0215964063579819,0.7,1982050.0
2009-02-05,2667000.0,2483431.75,1,0.0,-0.0580964153275649,0.7,1866900.0
2009-02-06,2386000.0,2221772.75,1,0.0,-0.1053618297712786,0.7,1670200.0
2009-02-09,2358500.0,2196165.5,0,0.0,-0.0115255658005029,0.65,1533025.0
2009-02-10,2649000.0,2466670.75,1,0.0,0.1231715073139707,0.7,1854300.0
2009-02-11,2639000.0,2457359.25,1,0.0,-0.0037750094375236,0.75,1979250.0
