Date,Close,Adj Close,Volume,Dividends,Returns,ADV_20,Dollar_ADV_20
2011-10-20,25.36000061035156,20.00986099243164,4200,0.0,,,
2011-10-21,25.670000076293945,20.25446510314941,100,0.0,0.0122239534101527,,
2011-10-24,25.670000076293945,20.25446510314941,0,0.0,0.0,,
2011-10-25,25.57999992370605,20.183454513549805,4000,0.0,-0.0035060441106505,,
2011-10-26,25.690000534057617,20.270248413085938,4200,0.0,0.0043002584315734,2500.0,64225.00133514404
2011-10-27,26.030000686645508,20.53852272033692,100,0.0,0.0132347273460406,2100.0,54663.00144195557
2011-10-28,26.020000457763672,20.53062629699707,400,0.0,-0.0003841808919723,1857.142857142857,48322.85799298967
2011-10-31,25.959999084472656,20.48328971862793,500,0.0,-0.0023059712619303,1687.5,43807.49845504761
2011-11-01,25.959999084472656,20.48328971862793,0,0.0,0.0,1500.0,38939.99862670898
2011-11-02,25.959999084472656,20.48328971862793,0,0.0,0.0,1350.0,35045.998764038086
2011-11-03,25.959999084472656,20.48328971862793,0,0.0,0.0,1227.2727272727273,31859.99887639826
2011-11-04,25.799999237060547,20.357038497924805,2000,0.0,-0.0061633225367796,1291.6666666666667,33324.999014536545
2011-11-07,25.700000762939453,20.278139114379883,100,0.0,-0.0038759099642704,1200.0,30840.000915527344
2011-11-08,26.100000381469727,20.59375762939453,1300,0.0,0.0155641870294063,1207.142857142857,31506.429031917025
2011-11-09,25.61000061035156,20.20712280273437,3200,0.0,-0.01877393731634,1340.0,34317.400817871094
2011-11-10,25.739999771118164,20.30970001220703,2900,0.0,0.0050761092412492,1437.5,37001.24967098236
2011-11-11,26.200000762939453,20.67265892028809,2400,0.0,0.0178710565622242,1494.1176470588234,39145.88349286247
2011-11-14,26.030000686645508,20.53852272033692,100,0.0,-0.0064885523413577,1416.6666666666667,36875.83430608114
2011-11-15,26.030000686645508,20.53852272033692,23600,0.0,0.0,2584.2105263157896,67267.00177443655
2011-11-16,25.84000015258789,20.38859939575196,1000,0.0,-0.0072992903974488,2505.0,64729.200382232666
2011-11-17,25.38999938964844,20.03353309631348,1300,0.0,-0.0174148901037984,2360.0,59920.39855957031
2011-11-18,25.530000686645508,20.14399528503418,1100,0.0,0.0055140330981713,2410.0,61527.30165481568
2011-11-21,25.13999938964844,19.836280822753903,5000,0.0,-0.0152761961029275,2660.0,66872.39837646484
2011-11-22,25.13999938964844,19.836280822753903,0,0.0,0.0,2460.0,61844.39849853516
2011-11-23,24.799999237060547,19.568012237548828,9600,0.0,-0.0135242705187927,2730.0,67703.9979171753
2011-11-25,24.790000915527344,19.56012344360352,1500,0.0,-0.0004031581387414,2800.0,69412.00256347656
2011-11-28,25.309999465942383,19.97041702270508,2500,0.0,0.0209761408314161,2905.0,73525.54844856262
2011-11-29,25.34000015258789,19.99408531188965,200,0.0,0.0011853294065009,2890.0,73232.600440979
2011-11-30,26.0,20.51484489440918,4800,0.0,0.0260457712485335,3130.0,81380.0
2011-12-01,26.200000762939453,20.67265892028809,1900,0.0,0.0076923370361328,3225.0,84495.00246047974
2011-12-02,26.1200008392334,20.60952949523925,700,0.0,-0.0030534321136057,3260.0,85151.20273590088
2011-12-05,26.06999969482422,20.57007598876953,5100,0.0,-0.0019142857121993,3415.0,89029.0489578247
2011-12-06,26.290000915527344,20.743671417236328,3500,0.0,0.0084388654882416,3585.0,94249.65328216551
2011-12-07,26.290000915527344,20.743671417236328,3000,0.0,0.0,3670.0,96484.30335998537
2011-12-08,26.46999931335449,20.88569450378418,3500,0.0,0.0068466485948595,3685.0,97541.9474697113
2011-12-09,26.309999465942383,20.759450912475582,1200,0.0,-0.0060445731606568,3600.0,94715.99807739258
2011-12-12,25.940000534057617,20.46750259399414,3800,0.0,-0.0140630535688045,3670.0,95199.80195999146
2011-12-13,25.8799991607666,20.420164108276367,27800,0.0,-0.0023130829628256,5055.0,130823.39575767516
2011-12-14,25.790000915527344,20.34915351867676,123700,0.0,-0.0034775211807461,10060.0,259447.40921020508
2011-12-15,25.89999961853028,20.435943603515625,3100,0.0,0.0042651686350543,10165.0,263273.49612236023
2011-12-16,25.90999984741211,20.443832397460938,14300,0.0,0.0003861092289236,10815.0,280216.648349762
2011-12-19,25.90999984741211,20.443832397460938,0,0.0,0.0,10760.0,278791.5983581543
2011-12-20,25.90999984741211,20.443832397460938,0,0.0,0.0,10510.0,272314.09839630127
2011-12-21,26.450000762939453,20.869916915893555,5300,0.0,0.020841409444519,10775.0,284998.7582206726
2011-12-22,26.459999084472656,20.939552307128903,1800,0.078,0.0003780083646429,10385.0,274787.09049224854
2011-12-23,26.670000076293945,21.105737686157227,4100,0.0,0.0079365456949136,10515.0,280435.05080223083
2011-12-27,26.84000015258789,21.240264892578125,6300,0.0,0.0063742060670277,10705.0,287322.20163345337
2011-12-28,26.63999938964844,21.081995010375977,3400,0.0,-0.0074515932117149,10865.0,289443.5933685303
2011-12-29,26.75,21.16904830932617,7200,0.0,0.0041291521348272,10985.0,293848.75
2011-12-30,26.71999931335449,21.145313262939453,3200,0.0,-0.0011215209960937,11050.0,295255.99241256714
2012-01-03,26.709999084472656,21.137392044067383,12000,0.0,-0.0003742600725605,11615.0,310236.6393661499
2012-01-04,26.600000381469727,21.05034828186035,23000,0.0,-0.0041182593325835,12510.0,332766.0047721863
