Date,Close,Adj Close,Volume,Dividends,Returns,ADV_20,Dollar_ADV_20
2015-05-28,8128.0,7622.90771484375,1,0.0,,,
2015-05-29,7700.0,7221.50439453125,1,0.0,-0.0526574803149606,,
2015-06-01,7782.0,7298.408203125,9,0.0,0.0106493506493505,,
2015-06-02,7720.0,7240.26123046875,6,0.0,-0.0079671035723464,,
2015-06-03,7554.0,7084.57763671875,7,0.0,-0.0215025906735751,4.8,36259.2
2015-06-04,7742.0,7260.89501953125,4,0.0,0.0248874768334657,4.666666666666667,36129.333333333336
2015-06-05,7320.0,6865.11767578125,23,0.0,-0.0545078791010075,7.285714285714286,53331.42857142857
2015-06-08,7296.0,6842.6103515625,40,0.0,-0.0032786885245901,11.375,82992.0
2015-06-09,7632.0,7157.7294921875,71,0.0,0.0460526315789473,18.0,137376.0
2015-06-10,7502.0,7035.80859375,47,0.0,-0.0170335429769391,20.9,156791.8
2015-06-11,7282.0,6829.48046875,20,0.0,-0.0293255131964809,20.818181818181817,151598.0
2015-06-12,7600.0,7127.71923828125,60,0.0,0.0436693216149408,24.08333333333333,183033.3333333333
2015-06-15,7608.0,7135.2216796875,33,0.0,0.0010526315789474,24.76923076923077,188444.3076923077
2015-06-16,7380.0,6921.388671875,54,0.0,-0.0299684542586751,26.857142857142858,198205.7142857143
2015-06-17,7182.0,6735.693359375,315,0.0,-0.0268292682926829,46.06666666666667,330850.80000000005
2015-06-18,6588.0,6178.6064453125,367,0.0,-0.0827067669172932,66.125,435631.5
2015-06-19,6474.0,6071.69140625,214,0.0,-0.0173041894353369,74.82352941176471,484407.5294117648
2015-06-22,5914.0,5546.490234375,327,0.0,-0.0864998455359901,88.83333333333333,525360.3333333333
2015-06-23,5958.0,5587.75634765625,326,0.0,0.0074399729455529,101.3157894736842,603639.4736842104
2015-06-24,6322.0,5929.13671875,614,0.0,0.0610943269553541,126.95,802577.9
2015-06-25,6472.0,6069.8154296875,632,0.0,0.0237266687757038,158.5,1025812.0
2015-06-26,6600.0,6189.861328125,405,0.0,0.0197775030902349,178.7,1179420.0
2015-06-29,7272.0,6820.10205078125,682,0.0,0.1018181818181818,212.35,1544209.2
2015-06-30,6298.0,5906.6279296875,1159,0.0,-0.1339383938393838,270.0,1700460.0
2015-07-01,6535.60009765625,6129.46240234375,522,0.0,0.0377262778114084,295.75,1932903.728881836
2015-07-02,6696.0,6279.89501953125,346,0.0,0.0245424903523812,312.85,2094843.6
2015-07-06,6420.0,6021.046875,310,0.0,-0.0412186379928315,327.2,2100624.0
2015-07-07,6348.0,5953.521484375,706,0.0,-0.011214953271028,360.5,2288454.0
2015-07-08,7072.0,6632.52880859375,351,0.0,0.1140516698172653,374.5,2648464.0
2015-07-09,6598.0,6187.9853515625,197,0.0,-0.067024886877828,382.0,2520436.0
2015-07-10,6150.0,5767.82470703125,267,0.0,-0.0678993634434677,394.35,2425252.5
2015-07-13,5696.0,5342.03759765625,562,0.0,-0.0738211382113821,419.45,2389187.2
2015-07-14,5296.0,4966.89404296875,690,0.0,-0.0702247191011236,452.3,2395380.8000000003
2015-07-15,5338.0,5006.28515625,1120,0.0,0.0079305135951661,505.6,2698892.8000000003
2015-07-16,5032.0,4719.298828125,624,0.0,-0.0573248407643312,521.05,2621923.6
2015-07-17,4932.0,4625.51416015625,832,0.0,-0.019872813990461,544.3,2684487.6
2015-07-20,4940.0,4633.01708984375,672,0.0,0.0016220600162206,567.2,2801968.0
2015-07-21,5172.0,4850.599609375,1188,0.0,0.0469635627530364,610.25,3156213.0
2015-07-22,5116.0,4798.080078125,642,0.0,-0.0108275328692961,626.05,3202871.8
2015-07-23,5264.0,4936.88330078125,794,0.0,0.0289288506645817,635.05,3342903.2
2015-07-24,5834.0,5471.46240234375,1319,0.0,0.1082826747720364,669.4,3905279.6
2015-07-27,6074.0,5696.54736328125,1169,0.0,0.0411381556393555,707.6,4297962.4
2015-07-28,5590.0,5242.62353515625,1039,0.0,-0.079683898584129,725.45,4055265.500000001
2015-07-29,5934.0,5565.248046875,1249,0.0,0.0615384615384615,729.95,4331523.3
2015-07-30,5988.0,5615.8916015625,1062,0.0,0.0091001011122344,756.95,4532616.600000001
2015-07-31,5772.0,5413.314453125,910,0.0,-0.0360721442885771,785.15,4531885.8
2015-08-03,5778.0,5418.9404296875,1235,0.0,0.001039501039501,831.4,4803829.2
2015-08-04,5782.0,5422.6923828125,719,0.0,0.0006922810661127,832.05,4810913.1
2015-08-05,5694.0,5340.16162109375,823,0.0,-0.0152196471809062,855.65,4872071.1
2015-08-06,6568.0,6159.85009765625,1625,0.0,0.1534949069195643,927.05,6088864.399999999
2015-08-07,7054.0,6615.64892578125,2757,0.0,0.0739951278928137,1051.55,7417633.699999999
2015-08-10,6858.0,6431.828125,1199,0.0,-0.0277856535299121,1083.4,7429957.2
2015-08-11,7346.0,6889.501953125,1314,0.0,0.0711577719451734,1114.6,8187851.6
2015-08-12,7092.0,6651.2861328125,1748,0.0,-0.0345766403484889,1146.0,8127432.0
2015-08-13,7564.0,7093.95556640625,616,0.0,0.0665538635081781,1145.6,8665318.399999999
2015-08-14,7782.0,7298.408203125,949,0.0,0.028820729772607,1151.45,8960583.9
2015-08-17,6892.0,6463.71533203125,1027,0.0,-0.1143664867643279,1169.2,8058126.4
2015-08-18,7350.0,6893.25390625,903,0.0,0.0664538595473012,1154.95,8488882.5
2015-08-19,7612.0,7138.97314453125,1181,0.0,0.0356462585034014,1181.9,8996622.8
2015-08-20,8886.0,8333.8056640625,2452,0.0,0.1673673147661587,1264.8,11239012.8
2015-08-21,8862.0,8311.294921875,3727,0.0,-0.0027008777852801,1385.2,12275642.4
2015-08-24,10236.0,9599.912109375,3619,0.0,0.1550440081245767,1507.7,15432817.2
2015-08-25,9998.0,9376.7021484375,2734,0.0,-0.0232512700273543,1592.45,15921315.1
2015-08-26,8408.0,7885.5087890625,2552,0.0,-0.1590318063612722,1657.6,13937100.8
2015-08-27,7734.0,7253.39111328125,2203,0.0,-0.0801617507136061,1714.65,13261103.1
2015-08-28,7224.0,6775.08447265625,1661,0.0,-0.0659425911559348,1752.2,12657892.8
2015-08-31,7892.0,7401.57373046875,3017,0.0,0.0924695459579181,1841.3,14531539.6
2015-09-01,8570.0,8037.44091796875,3961,0.0,0.0859097820577801,2003.4,17169138.0
2015-09-02,7486.0,7020.80224609375,1461,0.0,-0.126487747957993,2035.3,15236255.8
2015-09-03,8174.0,7666.048828125,1112,0.0,0.0919048891263691,2009.65,16426879.1
2015-09-04,8014.0,7515.9921875,1794,0.0,-0.0195742598482995,1961.5,15719461.0
2015-09-08,7004.0,6568.7548828125,1352,0.0,-0.1260294484651859,1969.15,13791926.6
2015-09-09,7530.0,7062.068359375,1279,0.0,0.0750999428897771,1967.4,14814522.0
2015-09-10,6914.0,6484.34814453125,1126,0.0,-0.0818061088977423,1936.3,13387578.2
2015-09-11,6598.0,6187.9853515625,1156,0.0,-0.0457043679490888,1963.3,12953853.4
2015-09-14,6630.0,6217.99560546875,949,0.0,0.0048499545316762,1963.3,13016679.0
2015-09-15,6436.0,6036.052734375,922,0.0,-0.029260935143288,1958.05,12602009.8
2015-09-16,6632.0,6219.8720703125,863,0.0,0.0304536979490366,1956.05,12972523.6
2015-09-17,5980.0,5608.3896484375,1977,0.0,-0.0983112183353438,1995.85,11935183.0
2015-09-18,6036.0,5660.9091796875,1430,0.0,0.0093645484949833,1944.75,11738511.0
2015-09-21,7004.0,6568.7548828125,4409,0.0,0.1603711066931743,1978.85,13859865.4
2015-09-22,7454.0,6990.79150390625,3505,0.0,0.0642490005711022,1973.15,14707860.1
2015-09-23,7520.0,7052.6904296875,2080,0.0,0.0088543064126642,1940.45,14592184.0
2015-09-24,7734.0,7253.39111328125,2806,0.0,0.0284574468085105,1953.15,15105662.1
2015-09-25,9344.0,8763.341796875,6629,0.0,0.208171709335402,2174.45,20318060.8
2015-09-28,11406.0,10697.205078125,10006,0.0,0.2206763698630136,2591.7,29560930.2
2015-09-29,12780.0,11985.8203125,7473,0.0,0.120462914255655,2814.5,35969310.0
2015-09-30,11438.0,10727.21484375,5997,0.0,-0.1050078247261345,2916.3,33356639.4
2015-10-01,11264.0,10564.029296875,4060,0.0,-0.0152124497289736,3046.25,34312960.0
2015-10-02,9596.0,8999.6826171875,5554,0.0,-0.1480823863636363,3268.35,31363086.6
2015-10-05,9358.0,8776.4736328125,4638,0.0,-0.0248020008336806,3410.55,31915926.9
2015-10-06,10548.0,9892.5244140625,5848,0.0,0.1271639239153665,3635.35,38345671.8
2015-10-07,10009.7998046875,9387.76953125,4772,0.0,-0.0510239093015263,3810.0,38137337.255859375
2015-10-08,10323.7998046875,9682.2548828125,4246,0.0,0.0313692587391165,3966.0,40944190.02539063
2015-10-09,9780.0,9172.248046875,5013,0.0,-0.0526743849140303,4158.85,40673553.0
2015-10-12,10100.0,9472.3623046875,2359,0.0,0.0327198364008181,4229.35,42716435.0
2015-10-13,11388.0,10680.3232421875,5127,0.0,0.1275247524752474,4439.6,50558164.8
2015-10-14,11012.0,10327.689453125,4811,0.0,-0.0330172110994029,4637.0,51062644.0
2015-10-15,8706.0,8164.98876953125,8111,0.0,-0.2094079186342172,4943.7,43039852.2
2015-10-16,8762.0,8217.509765625,5950,0.0,0.0064323455088444,5169.7,45296911.4
2015-10-19,8524.0,7994.298828125,7343,0.0,-0.0271627482309975,5316.4,45316993.6
2015-10-20,9384.0,8800.85546875,4897,0.0,0.1008916001877053,5386.0,50542224.0
2015-10-21,9450.0,8862.7529296875,8740,0.0,0.0070332480818413,5719.0,54044550.0
2015-10-22,9470.0,8881.51171875,4588,0.0,0.0021164021164021,5808.1,55002707.0
2015-10-23,8768.0,8223.1357421875,4799,0.0,-0.0741288278775079,5716.6,50123148.8
2015-10-26,8730.0,8187.49755859375,4488,0.0,-0.0043339416058394,5440.7,47497311.0
2015-10-27,8116.0,7611.65283203125,4226,0.0,-0.070332187857961,5278.35,42839088.6
