Date,Close,Adj Close,Volume,Dividends,Returns,ADV_20,Dollar_ADV_20,B_Mkt_3mo,R2_Mkt_3mo,B_Mom_3mo,R2_Mom_3mo,B_Vol_3mo,R2_Vol_3mo,B_Qual_3mo,R2_Qual_3mo,B_Hedge_3mo,R2_Hedge_3mo,B_SHedge_3mo,R2_SHedge_3mo,B_Mkt_1yr,R2_Mkt_1yr,B_Mom_1yr,R2_Mom_1yr,B_Vol_1yr,R2_Vol_1yr,B_Qual_1yr,R2_Qual_1yr,B_Hedge_1yr,R2_Hedge_1yr,B_Mkt_Delta,R2_Mkt_Delta,RSI_7,RSI_21,AvgRet_10,AvgRet_42,AvgRet_1yr,STD_10,STD_42,STD_1yr,Returns_10,Returns_42,Returns_1yr,alpha,Mkt_Beta_3mo,Mom_Beta_3mo,Vol_Beta_3mo,Qual_Beta_3mo,R2_multi_ols_3mo,Mkt_Beta_1yr,Mom_Beta_1yr,Vol_Beta_1yr,Qual_Beta_1yr,R2_multi_ols_1yr
2000-05-26,45.71875,33.483604431152344,74800,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-30,47.40625,34.7194709777832,57600,0.0,0.0369104579630894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-31,47.578125,34.8453483581543,36000,0.0,0.0036255767963084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-01,48.65625,35.63496780395508,7000,0.0,0.0226600985221674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-02,51.1875,37.48878479003906,29400,0.0,0.0520231213872832,,,,,,,,,,,,,,,,,,,,,,,,,1.000000000000063,1.0,,,,,,,,,,,,,,,,,,,,,,
2000-06-05,51.0,37.351470947265625,48400,0.0,-0.0036630036630036,,,1.0000000000000002,1.0,,,,,,,,,,,1.0000000000000002,1.0,,,,,,,,,1.0000000000000653,1.0,,,0.02231125020116896,0.02231125020116896,0.02231125020116896,0.023021023577377175,0.023021023577377175,0.023021023577377175,,,,,,,,,,,,,,
2000-06-06,51.5,37.717681884765625,151800,0.0,0.0098039215686274,,,1.0000000000000002,1.0,,,,,,,,,,,1.0000000000000002,1.0,,,,,,,,,0.9999999999999942,1.0,,,0.020226695429078703,0.020226695429078703,0.020226695429078703,0.02121429312579588,0.02121429312579588,0.02121429312579588,,,,,,,,,,,,,,
2000-06-07,51.5625,37.76344299316406,131000,0.0,0.0012135922330096,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0000000000000204,1.0,96.12342525550145,,0.01751053782964026,0.01751053782964026,0.01751053782964026,0.020656260844860143,0.020656260844860143,0.020656260844860143,,,,,,,,,,,,,,
2000-06-08,51.4375,37.67189025878906,91400,0.0,-0.0024242424242424,,,0.9999999999999999,1.0,,,,,,,,,,,0.9999999999999999,1.0,,,,,,,,,0.9999999999999688,1.0,92.33412088720581,,0.015018690297904926,0.015018690297904926,0.015018690297904926,0.0203813910339263,0.0203813910339263,0.0203813910339263,,,,,,,,,,,,,,
2000-06-09,52.34375,38.33563995361328,41600,0.0,0.0176184690157958,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.999999999999968,1.0,94.25104181410273,,0.0153075545998928,0.0153075545998928,0.0153075545998928,0.019084730707629893,0.019084730707629893,0.019084730707629893,,,,,,,,,,,,,,
2000-06-12,50.7890625,37.19699478149414,85200,0.0,-0.0297014925373134,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.9999999999999724,1.0,62.81405371825625,,0.01080664988617218,0.01080664988617218,0.01080664988617218,0.022942073095422393,0.022942073095422393,0.022942073095422393,0.11090225563909772,,,,,,,,,,,,,
2000-06-13,51.4375,37.67189025878906,168200,0.0,0.0127672665743732,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0000000000000067,1.0,68.00666785683474,,0.00839233074730056,0.010984887766917728,0.010984887766917728,0.021084998126313096,0.02177278811469934,0.02177278811469934,0.08503625576796314,,,,,,,,,,,,,
2000-06-14,51.1875,37.48878479003906,43200,0.0,-0.0048602673147023,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.999999999999971,1.0,63.98763158992907,,0.007543746336199489,0.009664458176782725,0.009664458176782725,0.021465483329226494,0.021257489697871983,0.021257489697871983,0.07586206896551717,,,,,,,,,,,,,
2000-06-15,51.25,37.534576416015625,26800,0.0,0.0012210012210012,,,0.9999999999999999,1.0,,,,,,,,,,,0.9999999999999999,1.0,,,,,,,,,1.0000000000000502,1.0,64.59785215372995,,0.0053998366060828695,0.009014961487876453,0.009014961487876453,0.020849759615156678,0.020486779311779953,0.020486779311779953,0.05330764290301859,,,,,,,,,,,,,
2000-06-16,50.96875,37.32859420776367,30200,0.0,-0.0054878048780487,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,0.9999999999999994,1.0,59.32068762676887,,-0.0003512560204503203,0.007979049604596085,0.007979049604596085,0.013023362227579915,0.020061068617676474,0.020061068617676474,-0.004273504273504258,,,,,,,,,,,,,
2000-06-19,52.25,38.26696014404297,59200,0.0,0.0251379521765788,,,0.9999999999999999,1.0,,,,,,,,,,,0.9999999999999999,1.0,,,,,,,,,0.9999999999999962,1.0,71.63585641230954,,0.0025288395635079198,0.009122976442728267,0.009122976442728267,0.015210574646654285,0.019832519419576703,0.019832519419576703,0.02450980392156854,,,,,,,,,,,,,
